,uid,month,loan_sum,total_loan_amount
6080,42654,Nov-16,3.862594545,3.862594545
6144,69967,Nov-16,3.862594545,3.862594545
6168,39009,Nov-16,3.862594545,3.862594545
6171,76623,Nov-16,3.862594545,3.862594545
6198,3774,Nov-16,3.862594545,3.862594545
6223,80031,Nov-16,3.862594545,3.862594545
6250,35807,Nov-16,3.862594545,3.862594545
6251,32072,Nov-16,3.862594545,3.862594545
6315,54398,Nov-16,3.862594545,3.862594545
6338,55906,Nov-16,3.862594545,3.862594545
6343,46648,Nov-16,3.862594545,3.862594545
6389,83035,Nov-16,3.862594545,3.862594545
6421,55720,Nov-16,3.862594545,3.862594545
6433,67229,Nov-16,3.862594545,3.862594545
6444,850,Nov-16,3.862594545,3.862594545
6487,79478,Nov-16,3.862594545,3.862594545
6503,54490,Nov-16,3.862594545,3.862594545
6531,11519,Nov-16,3.862594545,3.862594545
6569,28299,Nov-16,3.862594545,3.862594545
6587,77460,Nov-16,3.862594545,3.862594545
6611,49966,Nov-16,3.862594545,3.862594545
6646,85443,Nov-16,3.862594545,3.862594545
6670,32894,Nov-16,3.862594545,3.862594545
6674,18849,Nov-16,3.862594545,3.862594545
6678,46533,Nov-16,3.862594545,3.862594545
6774,42122,Nov-16,3.862594545,3.862594545
6786,12947,Nov-16,3.862594545,3.862594545
6787,34164,Nov-16,3.862594545,3.862594545
6797,5471,Nov-16,3.862594545,3.862594545
6826,35094,Nov-16,3.862594545,3.862594545
6849,24062,Nov-16,3.862594545,3.862594545
6870,42593,Nov-16,3.862594545,3.862594545
6888,48053,Nov-16,3.862594545,3.862594545
6916,44530,Nov-16,3.862594545,3.862594545
6941,74686,Nov-16,3.862594545,3.862594545
6949,16501,Nov-16,3.862594545,3.862594545
6958,4622,Nov-16,3.862594545,3.862594545
7017,83406,Nov-16,3.862594545,3.862594545
7030,53008,Nov-16,3.862594545,3.862594545
7033,83080,Nov-16,3.862594545,3.862594545
7037,54146,Nov-16,3.862594545,3.862594545
7054,50475,Nov-16,3.862594545,3.862594545
7170,56323,Nov-16,3.862594545,3.862594545
7182,75026,Nov-16,3.862594545,3.862594545
7202,88881,Nov-16,3.862594545,3.862594545
7252,49299,Nov-16,3.862594545,3.862594545
7254,71555,Nov-16,3.862594545,3.862594545
7357,42276,Nov-16,3.862594545,3.862594545
7417,81135,Nov-16,3.862594545,3.862594545
7426,5001,Nov-16,3.862594545,3.862594545
7442,66735,Nov-16,3.862594545,3.862594545
7481,76206,Nov-16,3.862594545,3.862594545
7485,37767,Nov-16,3.862594545,3.862594545
7559,37339,Nov-16,3.862594545,3.862594545
7565,85304,Nov-16,3.862594545,3.862594545
7583,77215,Nov-16,3.862594545,3.862594545
7624,13996,Nov-16,3.862594545,3.862594545
7739,33318,Nov-16,3.862594545,3.862594545
7765,41274,Nov-16,3.862594545,3.862594545
7803,24109,Nov-16,3.862594545,3.862594545
7884,21889,Nov-16,3.862594545,3.862594545
7895,41682,Nov-16,3.862594545,3.862594545
7896,9530,Nov-16,3.862594545,3.862594545
8015,61448,Nov-16,3.862594545,3.862594545
8054,44702,Nov-16,3.862594545,3.862594545
8090,53122,Nov-16,3.862594545,3.862594545
8100,3725,Nov-16,3.862594545,3.862594545
8120,82889,Nov-16,3.862594545,3.862594545
8143,14718,Nov-16,3.862594545,3.862594545
8144,14582,Nov-16,3.862594545,3.862594545
8152,90930,Nov-16,3.862594545,3.862594545
8267,89840,Nov-16,3.862594545,3.862594545
8288,56756,Nov-16,3.862594545,3.862594545
8328,54082,Nov-16,3.862594545,3.862594545
8340,46173,Nov-16,3.862594545,3.862594545
8361,49541,Nov-16,3.862594545,3.862594545
8370,14246,Nov-16,3.862594545,3.862594545
8390,35697,Nov-16,3.862594545,3.862594545
8408,90469,Nov-16,3.862594545,3.862594545
8500,77288,Nov-16,3.862594545,3.862594545
8507,23184,Nov-16,3.862594545,3.862594545
8529,58399,Nov-16,3.862594545,7.72518909
8538,33292,Nov-16,3.862594545,3.862594545
8549,15590,Nov-16,3.862594545,3.862594545
8567,6186,Nov-16,3.862594545,3.862594545
8570,62606,Nov-16,3.862594545,3.862594545
8634,42807,Nov-16,3.862594545,3.862594545
8644,57698,Nov-16,3.862594545,3.862594545
8680,71805,Nov-16,3.862594545,3.862594545
8683,68758,Nov-16,3.862594545,3.862594545
8702,23861,Nov-16,3.862594545,3.862594545
8706,30389,Nov-16,3.862594545,3.862594545
8715,20105,Nov-16,3.862594545,8.837437491
8722,36801,Nov-16,3.862594545,3.862594545
8743,86041,Nov-16,3.862594545,3.862594545
8761,46293,Nov-16,3.862594545,3.862594545
8806,12658,Nov-16,3.862594545,3.862594545
8818,16969,Nov-16,3.862594545,3.862594545
8843,18361,Nov-16,3.862594545,3.862594545
8849,6194,Nov-16,3.862594545,3.862594545
8925,83933,Nov-16,3.862594545,3.862594545
8926,66285,Nov-16,3.862594545,3.862594545
8970,42192,Nov-16,3.862594545,3.862594545
8984,12932,Nov-16,3.862594545,3.862594545
9059,53117,Nov-16,3.862594545,3.862594545
9124,46039,Nov-16,3.862594545,3.862594545
9154,86178,Nov-16,3.862594545,3.862594545
9244,32438,Nov-16,3.862594545,3.862594545
9267,25184,Nov-16,3.862594545,3.862594545
9304,57881,Nov-16,3.862594545,3.862594545
9318,15910,Nov-16,3.862594545,3.862594545
9322,85762,Nov-16,3.862594545,3.862594545
9362,31812,Nov-16,3.862594545,3.862594545
9363,18219,Nov-16,3.862594545,3.862594545
9397,38610,Nov-16,3.862594545,3.862594545
9457,59915,Nov-16,3.862594545,3.862594545
9468,28267,Nov-16,3.862594545,3.862594545
9515,13083,Nov-16,3.862594545,3.862594545
9569,66902,Nov-16,3.862594545,3.862594545
9574,84305,Nov-16,3.862594545,3.862594545
9627,2180,Nov-16,3.862594545,3.862594545
9644,9365,Nov-16,3.862594545,3.862594545
9675,44666,Nov-16,3.862594545,3.862594545
9693,75441,Nov-16,3.862594545,3.862594545
9777,52116,Nov-16,3.862594545,3.862594545
9802,37021,Nov-16,3.862594545,3.862594545
9820,45143,Nov-16,3.862594545,3.862594545
9897,27837,Nov-16,3.862594545,3.862594545
9924,28400,Nov-16,3.862594545,3.862594545
9948,17563,Nov-16,3.862594545,3.862594545
9960,35729,Nov-16,3.862594545,3.862594545
9981,23,Nov-16,3.862594545,3.862594545
10051,86729,Nov-16,3.862594545,3.862594545
10091,20635,Nov-16,3.862594545,3.862594545
10139,21706,Nov-16,3.862594545,3.862594545
10156,53923,Nov-16,3.862594545,3.862594545
10271,83548,Nov-16,3.862594545,3.862594545
10273,47085,Nov-16,3.862594545,3.862594545
10274,4603,Nov-16,3.862594545,3.862594545
10327,44355,Nov-16,3.862594545,3.862594545
10363,66451,Nov-16,3.862594545,3.862594545
10373,47159,Nov-16,3.862594545,3.862594545
10387,39475,Nov-16,3.862594545,3.862594545
10406,41975,Nov-16,3.862594545,3.862594545
10416,12826,Nov-16,3.862594545,3.862594545
10427,73155,Nov-16,3.862594545,3.862594545
10498,55123,Nov-16,3.862594545,3.862594545
10583,20222,Nov-16,3.862594545,3.862594545
10611,59579,Nov-16,3.862594545,3.862594545
10697,53262,Nov-16,3.862594545,3.862594545
10714,79452,Nov-16,3.862594545,3.862594545
10733,12225,Nov-16,3.862594545,3.862594545
10779,89071,Nov-16,3.862594545,3.862594545
10819,74687,Nov-16,3.862594545,3.862594545
10889,86766,Nov-16,3.862594545,3.862594545
10897,50213,Nov-16,3.862594545,3.862594545
10910,22644,Nov-16,3.862594545,3.862594545
10964,64238,Nov-16,3.862594545,3.862594545
10988,47793,Nov-16,3.862594545,3.862594545
10996,42698,Nov-16,3.862594545,3.862594545
11006,57244,Nov-16,3.862594545,3.862594545
11051,85836,Nov-16,3.862594545,3.862594545
11056,3910,Nov-16,3.862594545,3.862594545
11121,21070,Nov-16,3.862594545,3.862594545
11180,36770,Nov-16,3.862594545,3.862594545
11192,43018,Nov-16,3.862594545,3.862594545
11220,79093,Nov-16,3.862594545,3.862594545
11222,87499,Nov-16,3.862594545,3.862594545
11224,80676,Nov-16,3.862594545,3.862594545
11238,44017,Nov-16,3.862594545,3.862594545
11366,69422,Nov-16,3.862594545,3.862594545
11395,31986,Nov-16,3.862594545,3.862594545
11413,64560,Nov-16,3.862594545,3.862594545
11459,44720,Nov-16,3.862594545,3.862594545
11469,61411,Nov-16,3.862594545,3.862594545
11516,54798,Nov-16,3.862594545,3.862594545
11552,51175,Nov-16,3.862594545,3.862594545
11605,44992,Nov-16,3.862594545,3.862594545
11681,4043,Nov-16,3.862594545,3.862594545
11727,16991,Nov-16,3.862594545,3.862594545
11753,57833,Nov-16,3.862594545,3.862594545
11769,3668,Nov-16,3.862594545,3.862594545
11835,31395,Nov-16,3.862594545,3.862594545
11876,74090,Nov-16,3.862594545,9.268010519
11897,21699,Nov-16,3.862594545,3.862594545
11943,48095,Nov-16,3.862594545,3.862594545
11945,69345,Nov-16,3.862594545,3.862594545
11976,9816,Nov-16,3.862594545,3.862594545
11983,14251,Nov-16,3.862594545,3.862594545
12002,77827,Nov-16,3.862594545,3.862594545
12048,58431,Nov-16,3.862594545,3.862594545
12059,82897,Nov-16,3.862594545,3.862594545
12090,77411,Nov-16,3.862594545,3.862594545
12103,80260,Nov-16,3.862594545,3.862594545
12138,38949,Nov-16,3.862594545,3.862594545
12149,10474,Nov-16,3.862594545,3.862594545
12184,70701,Nov-16,3.862594545,3.862594545
12201,23526,Nov-16,3.862594545,3.862594545
12219,52533,Nov-16,3.862594545,3.862594545
12315,13952,Nov-16,3.862594545,3.862594545
12342,61494,Nov-16,3.862594545,3.862594545
12382,57778,Nov-16,3.862594545,3.862594545
12415,28551,Nov-16,3.862594545,3.862594545
12441,15442,Nov-16,3.862594545,3.862594545
12458,36074,Nov-16,3.862594545,3.862594545
12468,11913,Nov-16,3.862594545,3.862594545
12672,63266,Nov-16,3.862594545,3.862594545
12701,56942,Nov-16,3.862594545,3.862594545
12718,23116,Nov-16,3.862594545,3.862594545
12751,50336,Nov-16,3.862594545,3.862594545
12759,77564,Nov-16,3.862594545,3.862594545
12779,21265,Nov-16,3.862594545,3.862594545
12897,74528,Nov-16,3.862594545,3.862594545
12898,6592,Nov-16,3.862594545,3.862594545
12912,56052,Nov-16,3.862594545,3.862594545
12955,73208,Nov-16,3.862594545,3.862594545
12956,69807,Nov-16,3.862594545,3.862594545
13070,80749,Nov-16,3.862594545,3.862594545
13101,40495,Nov-16,3.862594545,3.862594545
13115,71435,Nov-16,3.862594545,3.862594545
13122,40579,Nov-16,3.862594545,3.862594545
13208,77929,Nov-16,3.862594545,7.72518909
13276,63113,Nov-16,3.862594545,3.862594545
13326,69203,Nov-16,3.862594545,3.862594545
13366,46357,Nov-16,3.862594545,3.862594545
13449,83232,Nov-16,3.862594545,3.862594545
13454,65877,Nov-16,3.862594545,3.862594545
13466,68646,Nov-16,3.862594545,3.862594545
13472,85998,Nov-16,3.862594545,3.862594545
13509,51555,Nov-16,3.862594545,3.862594545
13554,57256,Nov-16,3.862594545,3.862594545
13574,68911,Nov-16,3.862594545,3.862594545
13582,72841,Nov-16,3.862594545,3.862594545
13587,1947,Nov-16,3.862594545,3.862594545
13588,81195,Nov-16,3.862594545,3.862594545
13605,57183,Nov-16,3.862594545,3.862594545
13636,54746,Nov-16,3.862594545,3.862594545
13651,55434,Nov-16,3.862594545,3.862594545
13661,80898,Nov-16,3.862594545,3.862594545
13719,21596,Nov-16,3.862594545,3.862594545
13797,77476,Nov-16,3.862594545,3.862594545
13817,82763,Nov-16,3.862594545,3.862594545
13947,4200,Nov-16,3.862594545,9.01613265
13994,86457,Nov-16,3.862594545,3.862594545
13997,12195,Nov-16,3.862594545,3.862594545
14021,71121,Nov-16,3.862594545,3.862594545
14032,79571,Nov-16,3.862594545,3.862594545
14034,32046,Nov-16,3.862594545,3.862594545
14037,20599,Nov-16,3.862594545,3.862594545
14045,39157,Nov-16,3.862594545,3.862594545
14087,83958,Nov-16,3.862594545,3.862594545
14123,13919,Nov-16,3.862594545,3.862594545
14171,26628,Nov-16,3.862594545,3.862594545
14178,25077,Nov-16,3.862594545,3.862594545
14187,69873,Nov-16,3.862594545,3.862594545
14212,19833,Nov-16,3.862594545,3.862594545
14214,59983,Nov-16,3.862594545,3.862594545
14244,995,Nov-16,3.862594545,3.862594545
14280,40969,Nov-16,3.862594545,3.862594545
14334,13343,Nov-16,3.862594545,3.862594545
14429,72118,Nov-16,3.862594545,3.862594545
14459,79408,Nov-16,3.862594545,3.862594545
14495,53248,Nov-16,3.862594545,3.862594545
14508,65235,Nov-16,3.862594545,3.862594545
14514,42361,Nov-16,3.862594545,3.862594545
14535,18073,Nov-16,3.862594545,3.862594545
14543,32001,Nov-16,3.862594545,3.862594545
14577,40572,Nov-16,3.862594545,3.862594545
14604,60960,Nov-16,3.862594545,3.862594545
14610,90933,Nov-16,3.862594545,3.862594545
14692,64631,Nov-16,3.862594545,3.862594545
14731,71046,Nov-16,3.862594545,7.72518909
14841,86398,Nov-16,3.862594545,3.862594545
14937,29388,Nov-16,3.862594545,3.862594545
15061,87203,Nov-16,3.862594545,3.862594545
15071,58662,Nov-16,3.862594545,3.862594545
15106,29289,Nov-16,3.862594545,3.862594545
15167,15885,Nov-16,3.862594545,3.862594545
15279,61168,Nov-16,3.862594545,3.862594545
15346,27156,Nov-16,3.862594545,3.862594545
15405,41432,Nov-16,3.862594545,3.862594545
15467,25073,Nov-16,3.862594545,3.862594545
15472,57879,Nov-16,3.862594545,3.862594545
15492,71377,Nov-16,3.862594545,3.862594545
15545,60046,Nov-16,3.862594545,3.862594545
15550,82947,Nov-16,3.862594545,3.862594545
15560,40752,Nov-16,3.862594545,3.862594545
15622,29392,Nov-16,3.862594545,8.155245244
15648,12891,Nov-16,3.862594545,3.862594545
15652,68888,Nov-16,3.862594545,3.862594545
15667,28176,Nov-16,3.862594545,3.862594545
15681,68119,Nov-16,3.862594545,3.862594545
15707,55175,Nov-16,3.862594545,3.862594545
15764,13311,Nov-16,3.862594545,3.862594545
15782,8640,Nov-16,3.862594545,3.862594545
15811,25348,Nov-16,3.862594545,3.862594545
15833,57816,Nov-16,3.862594545,3.862594545
15888,34626,Nov-16,3.862594545,3.862594545
15940,67942,Nov-16,3.862594545,3.862594545
15948,68221,Nov-16,3.862594545,3.862594545
15993,19049,Nov-16,3.862594545,3.862594545
16010,37951,Nov-16,3.862594545,3.862594545
16011,3897,Nov-16,3.862594545,3.862594545
16028,28995,Nov-16,3.862594545,9.000405793
16035,85605,Nov-16,3.862594545,3.862594545
16076,66092,Nov-16,3.862594545,3.862594545
16079,21099,Nov-16,3.862594545,3.862594545
16102,82695,Nov-16,3.862594545,3.862594545
16104,33578,Nov-16,3.862594545,3.862594545
16117,12413,Nov-16,3.862594545,3.862594545
16142,38784,Nov-16,3.862594545,3.862594545
16193,15461,Nov-16,3.862594545,3.862594545
16313,38380,Nov-16,3.862594545,3.862594545
16319,11807,Nov-16,3.862594545,3.862594545
16359,64,Nov-16,3.862594545,3.862594545
16441,82437,Nov-16,3.862594545,3.862594545
16469,49188,Nov-16,3.862594545,3.862594545
16498,46022,Nov-16,3.862594545,3.862594545
16517,31360,Nov-16,3.862594545,3.862594545
16525,30826,Nov-16,3.862594545,3.862594545
16530,6097,Nov-16,3.862594545,3.862594545
16586,75718,Nov-16,3.862594545,3.862594545
16596,4249,Nov-16,3.862594545,3.862594545
16639,7850,Nov-16,3.862594545,3.862594545
16650,51229,Nov-16,3.862594545,3.862594545
16653,74365,Nov-16,3.862594545,3.862594545
16676,58213,Nov-16,3.862594545,3.862594545
16682,19573,Nov-16,3.862594545,3.862594545
16710,78401,Nov-16,3.862594545,3.862594545
16724,56328,Nov-16,3.862594545,3.862594545
16872,84808,Nov-16,3.862594545,3.862594545
16876,4713,Nov-16,3.862594545,3.862594545
16878,80448,Nov-16,3.862594545,3.862594545
16879,47632,Nov-16,3.862594545,3.862594545
16882,75146,Nov-16,3.862594545,3.862594545
16906,66133,Nov-16,3.862594545,3.862594545
16913,5788,Nov-16,3.862594545,8.155245244
16976,76123,Nov-16,3.862594545,3.862594545
17070,64844,Nov-16,3.862594545,3.862594545
17074,87957,Nov-16,3.862594545,3.862594545
17083,77788,Nov-16,3.862594545,3.862594545
17116,81452,Nov-16,3.862594545,3.862594545
17118,47837,Nov-16,3.862594545,3.862594545
17173,35817,Nov-16,3.862594545,3.862594545
17223,79014,Nov-16,3.862594545,3.862594545
17367,55287,Nov-16,3.862594545,3.862594545
17409,57600,Nov-16,3.862594545,3.862594545
17421,49366,Nov-16,3.862594545,7.72518909
17468,44784,Nov-16,3.862594545,3.862594545
17477,24870,Nov-16,3.862594545,3.862594545
17539,67688,Nov-16,3.862594545,3.862594545
17556,87259,Nov-16,3.862594545,3.862594545
17591,87282,Nov-16,3.862594545,3.862594545
17592,8606,Nov-16,3.862594545,3.862594545
17682,58247,Nov-16,3.862594545,7.72518909
17737,11118,Nov-16,3.862594545,3.862594545
17782,58026,Nov-16,3.862594545,3.862594545
17786,60767,Nov-16,3.862594545,3.862594545
17807,86577,Nov-16,3.862594545,3.862594545
17850,29253,Nov-16,3.862594545,3.862594545
17864,7408,Nov-16,3.862594545,3.862594545
17881,84933,Nov-16,3.862594545,3.862594545
17970,6896,Nov-16,3.862594545,3.862594545
17979,83227,Nov-16,3.862594545,3.862594545
17986,3688,Nov-16,3.862594545,3.862594545
18011,54106,Nov-16,3.862594545,3.862594545
18021,88003,Nov-16,3.862594545,3.862594545
18025,75858,Nov-16,3.862594545,3.862594545
18069,86290,Nov-16,3.862594545,3.862594545
18081,65514,Nov-16,3.862594545,3.862594545
18104,78606,Nov-16,3.862594545,3.862594545
18123,81748,Nov-16,3.862594545,3.862594545
18191,21750,Nov-16,3.862594545,3.862594545
18196,89073,Nov-16,3.862594545,3.862594545
18201,6908,Nov-16,3.862594545,3.862594545
18241,440,Nov-16,3.862594545,3.862594545
18299,57784,Nov-16,3.862594545,3.862594545
18304,86246,Nov-16,3.862594545,3.862594545
18320,26346,Nov-16,3.862594545,3.862594545
18401,43822,Nov-16,3.862594545,3.862594545
18435,20934,Nov-16,3.862594545,3.862594545
18447,41644,Nov-16,3.862594545,3.862594545
18481,24099,Nov-16,3.862594545,7.72518909
18489,36109,Nov-16,3.862594545,3.862594545
18543,57503,Nov-16,3.862594545,3.862594545
18641,50204,Nov-16,3.862594545,3.862594545
18642,77097,Nov-16,3.862594545,3.862594545
18704,26378,Nov-16,3.862594545,3.862594545
18725,25151,Nov-16,3.862594545,3.862594545
18742,58174,Nov-16,3.862594545,3.862594545
18773,83009,Nov-16,3.862594545,3.862594545
18787,2355,Nov-16,3.862594545,3.862594545
18831,9084,Nov-16,3.862594545,3.862594545
18843,13475,Nov-16,3.862594545,3.862594545
19024,78146,Nov-16,3.862594545,3.862594545
19030,78944,Nov-16,3.862594545,3.862594545
19042,29595,Nov-16,3.862594545,3.862594545
19087,83762,Nov-16,3.862594545,3.862594545
19112,67557,Nov-16,3.862594545,3.862594545
274,12728,Nov-16,3.975670565,3.975670565
1034,16290,Nov-16,3.975670565,3.975670565
1270,47843,Nov-16,3.975670565,3.975670565
2168,62833,Nov-16,3.975670565,3.975670565
2473,19857,Nov-16,3.975670565,3.975670565
2882,71859,Nov-16,3.975670565,7.83826511
3233,89595,Nov-16,3.975670565,3.975670565
3507,8464,Nov-16,3.975670565,3.975670565
3815,74683,Nov-16,3.975670565,3.975670565
3943,5124,Nov-16,3.975670565,3.975670565
4024,64614,Nov-16,3.975670565,3.975670565
4038,4112,Nov-16,3.975670565,3.975670565
4208,89273,Nov-16,3.975670565,3.975670565
4363,77849,Nov-16,3.975670565,3.975670565
4728,79152,Nov-16,3.975670565,3.975670565
4951,24558,Nov-16,3.975670565,3.975670565
5042,41650,Nov-16,3.975670565,3.975670565
5424,57252,Nov-16,3.975670565,3.975670565
5881,42093,Nov-16,3.975670565,3.975670565
6386,70959,Nov-16,3.975670565,3.975670565
6917,10840,Nov-16,3.975670565,3.975670565
6940,57057,Nov-16,3.975670565,8.698687387
7043,84227,Nov-16,3.975670565,3.975670565
7051,3220,Nov-16,3.975670565,3.975670565
