uid,total
1656,3
1662,9
1665,2
1673,1
1678,1
1679,1
1686,1
1695,4
1698,1
1712,1
1715,1
1724,1
1725,1
1731,2
1732,4
1735,2
1741,1
1742,1
1746,2
1753,1
1754,2
1759,1
1771,1
1775,8
1777,1
1779,2
1783,1
1786,2
1789,1
1804,2
1807,1
1808,3
1810,1
1816,1
1819,5
1822,1
1824,1
1833,1
1835,1
1842,3
1845,1
1848,1
1850,2
1852,4
1855,1
1856,2
1857,2
1859,1
1864,2
1867,1
1868,1
1869,2
1873,1
1877,3
1889,1
1892,3
1906,1
1908,1
1909,3
1925,5
1926,2
1928,1
1930,3
1940,1
1941,2
1943,1
1945,1
1947,1
1949,2
1954,1
1962,2
1964,1
1968,15
1975,1
1985,1
1988,4
1989,1
1999,1
2003,10
2004,3
2009,5
2015,6
2017,1
2020,2
2023,1
2025,1
2027,1
2029,1
2035,1
2036,1
2039,2
2048,10
2056,1
2062,1
2065,3
2066,1
2067,3
2068,1
2070,1
2073,2
2077,3
2079,2
2080,1
2089,1
2092,1
2095,1
2096,6
2099,1
2101,2
2117,4
2122,1
2125,1
2132,1
2134,1
2135,2
2144,1
2148,2
2154,1
2158,7
2161,1
2163,2
2180,1
2186,2
2188,4
2190,1
2191,4
2196,1
2199,4
2201,1
2208,1
2209,1
2213,2
2214,3
2215,2
2220,2
2222,14
2223,1
2228,4
2248,4
2251,7
2254,2
2264,1
2270,3
2278,1
2279,5
2280,2
2289,5
2297,1
2299,1
2302,1
2303,2
2308,1
2309,4
2314,1
2321,1
2324,1
2325,1
2331,1
2334,1
2337,1
2343,1
2349,1
2355,1
2364,3
2368,1
2375,2
2378,2
2383,1
2384,2
2402,1
2417,1
2419,1
2428,11
2441,1
2445,3
2446,1
2450,2
2452,2
2456,5
2461,1
2465,2
2467,1
2471,2
2472,2
2475,15
2477,1
2478,2
2481,1
2484,1
2485,2
2486,3
2488,3
2491,3
2492,4
2498,1
2505,1
2507,5
2518,2
2521,1
2527,1
2531,1
2532,2
2538,2
2543,1
2547,4
2553,3
2561,1
2582,8
2583,2
2584,2
2585,2
2586,1
2591,24
2593,2
2604,1
2606,2
2615,5
2620,1
2623,1
2624,15
2628,1
2631,5
2633,1
2646,1
2651,1
2653,1
2663,1
2682,1
2686,7
2690,2
2695,3
2698,1
2712,3
2719,3
2724,3
2726,1
2735,2
2736,1
2737,1
2742,7
2743,1
2749,4
2751,1
2754,6
2760,1
2762,3
2763,1
2764,5
2774,4
2778,1
2785,6
2796,1
2797,1
2801,4
2805,3
2806,4
2813,1
2819,1
2822,1
2824,1
2827,1
2830,3
2831,2
2832,1
2834,3
2837,1
2838,2
2844,3
2847,1
2855,3
2857,1
2860,3
2862,1
2865,1
2871,1
2876,1
2878,2
2894,2
2896,2
2901,1
2902,2
2911,1
2922,1
2930,1
2932,4
2939,1
2942,3
2948,1
2949,1
2953,4
2954,1
2955,7
2957,4
2962,1
2965,3
2971,5
2973,9
2983,2
2993,1
2995,2
2996,2
2998,4
3001,1
3004,4
3006,1
3015,2
3019,1
3028,1
3032,16
3035,5
3039,1
3050,3
3057,4
3076,1
3077,2
3085,1
3086,1
3091,2
3094,5
3107,6
3111,1
3113,1
3123,2
3127,1
3130,1
3131,1
3132,1
3133,2
3137,3
3138,2
3140,5
3145,1
3148,1
3156,1
3158,1
3168,1
3175,2
3179,2
3180,5
3184,2
3191,3
3192,1
3203,11
3204,1
3206,1
3210,2
3217,1
3218,2
3220,1
3236,5
3237,1
3239,1
3244,3
3247,1
3249,5
3255,3
3264,1
3265,3
3267,1
3271,3
3272,3
3274,3
3280,1
3281,1
3284,1
3286,1
3289,1
3290,1
3294,2
3307,3
3308,1
3311,3
3317,1
3326,3
3331,2
3338,1
3339,5
3350,2
3351,1
3356,1
3358,1
3366,1
3369,9
3377,4
3380,2
3382,1
3387,1
3394,1
3396,2
3405,1
3406,8
3407,2
3410,2
3412,3
3419,3
3431,1
3433,1
3452,1
3454,1
3461,1
3462,2
3465,7
3470,1
3476,1
3477,2
3478,1
3482,2
3488,14
3492,6
3496,3
3508,1
3520,1
3527,1
3538,1
3541,1
3543,4
3547,1
3552,1
3566,1
3572,20
3585,4
3590,2
3591,5
3594,1
3612,1
3615,2
3616,1
3621,1
3624,1
3626,1
3627,1
3631,8
3641,1
3643,3
3654,1
3656,2
3665,1
3668,1
3671,1
3673,1
3683,2
3688,1
3691,3
3700,2
3701,1
3702,2
3705,2
3706,1
3712,1
3714,3
3717,1
3718,1
3719,1
3721,1
3724,1
3725,1
3728,1
3730,4
3742,1
3743,1
3752,3
3758,2
3760,2
3761,1
3763,5
3769,2
3774,1
3775,1
3776,3
3777,1
3778,1
3780,1
3782,1
3783,3
3787,1
3792,1
3800,1
3803,2
3808,3
3811,1
3812,1
3813,1
3820,12
3823,1
3828,3
3829,1
3839,1
3840,1
3850,1
3851,1
3854,1
3855,1
3856,2
3859,2
3861,4
3865,2
3870,3
3874,5
3875,1
3876,1
3882,2
3897,1
3900,1
3902,2
3906,2
3908,3
3909,3
3910,1
3911,1
3919,1
3920,9
3924,4
3926,8
3939,6
3945,1
3952,3
3953,5
3957,1
3961,1
3967,4
3969,1
3971,1
3973,1
3974,1
3979,1
3983,2
3986,1
3987,1
3988,11
3991,2
3996,1
4002,4
4014,3
4015,1
4016,3
4025,1
4035,1
4043,1
4046,1
4048,1
4059,1
4073,1
4076,1
4077,2
4081,1
4085,1
4089,1
4095,1
4099,3
4107,1
4112,1
4123,3
4127,1
4129,6
4131,1
4133,1
4140,3
4142,1
4156,1
4163,1
4164,1
4168,2
4169,3
4170,1
4179,5
4181,1
4186,1
4189,6
4193,1
4194,5
4196,1
4200,2
4204,3
4207,1
4209,1
4224,1
4225,2
4226,1
4232,1
4233,3
4240,3
4247,1
4249,1
4263,1
4265,1
4267,1
4271,6
4272,1
4275,1
4288,5
4289,1
4294,4
4304,1
4309,8
4326,1
4332,1
4337,1
4340,1
4343,1
4347,2
4352,3
4353,4
4370,1
4373,1
4374,2
4377,1
4380,9
4395,1
4396,4
4407,2
4408,1
4410,4
4413,3
4414,1
4423,1
4427,2
4429,1
4439,4
4447,5
4456,2
4459,5
4473,5
4478,1
4479,1
4496,2
4500,1
4502,2
4507,1
4508,1
4513,2
4514,1
4524,1
4530,4
4531,2
4546,1
4548,1
4552,8
4554,5
4555,1
4558,3
4559,8
4566,1
4575,3
4580,7
4583,4
4593,1
4595,3
4596,1
4598,2
4603,1
4604,1
4605,2
4609,1
4611,2
4612,1
4619,2
4622,1
4624,1
4625,1
4632,1
4635,2
4636,1
4637,2
4638,1
4641,3
4647,2
4648,1
4649,2
4653,1
4663,2
4667,7
4669,1
4672,1
4677,18
4684,2
4686,1
4688,1
4702,1
4704,1
4712,1
4713,1
4725,3
4727,1
4730,3
4734,3
4737,2
4744,4
4748,2
4749,1
4753,1
4758,5
4760,1
4764,1
4770,1
4771,1
4774,3
4783,1
4797,11
4798,1
4799,1
4809,1
4830,1
4836,1
4861,2
4862,2
4866,2
4876,1
4881,1
4892,9
4893,1
4896,2
4902,1
4905,1
4907,1
4908,3
4910,12
4916,2
4923,1
4924,3
4925,1
4926,2
4928,2
4944,3
4946,1
4947,1
4955,2
4957,2
4964,10
4966,3
4973,2
4981,3
4985,1
4989,1
4990,1
4993,1
4994,1
4996,6
5001,1
5004,2
5006,3
5008,3
5010,1
5013,4
5014,2
5018,1
5021,1
5023,2
5024,1
5028,1
5039,1
5046,2
5051,2
5052,1
5056,1
5058,2
5061,1
5063,2
5077,1
5079,1
5083,6
5084,2
5086,6
5092,1
5096,4
5098,1
5102,1
5121,1
5124,1
5129,3
5130,6
5140,4
5145,1
5153,2
5155,1
5160,1
5161,1
5171,2
5172,1
5174,1
5179,1
5184,1
5192,3
5200,1
5201,1
5205,4
5207,1
5213,1
5214,5
5225,3
5232,1
5239,3
5240,1
5241,3
5242,3
5243,3
5246,1
5251,3
5261,2
5274,1
5279,4
5280,6
5281,3
5282,5
5290,2
5291,2
5307,2
5311,1
5312,2
5315,2
5319,1
5330,2
5334,1
5335,2
5338,1
5339,1
5340,3
5342,2
5354,1
5355,1
5357,1
5359,3
5361,6
5367,1
5371,1
5372,1
5378,1
5381,4
5382,1
5387,4
5392,10
5399,1
5401,2
5404,2
5406,1
5417,2
5421,2
5425,1
5432,1
5434,2
5437,3
5439,2
5443,5
5445,3
5447,2
5452,1
5453,4
5462,2
5466,1
5468,3
5471,1
5473,3
5475,9
5484,4
5488,9
5495,2
5508,1
5518,2
5521,1
5523,2
5531,1
5534,2
5538,2
5543,1
5546,1
5549,4
5553,6
5558,2
5569,2
5594,1
5596,2
5597,2
5612,2
5616,11
5618,5
5620,1
5627,1
5632,2
5636,2
5638,2
5639,1
5650,1
5652,2
5661,3
5662,1
5681,2
5684,4
5692,1
5706,2
5707,1
5709,1
5711,2
5713,2
5721,2
5725,12
5730,2
5735,1
5741,2
5746,2
5747,1
5749,1
5753,4
5754,2
5756,1
5761,23
5762,1
5772,1
5774,4
5778,2
5780,3
5785,1
5788,2
5793,1
5809,3
5813,9
5815,2
5818,4
5823,9
5828,3
5835,1
5841,1
5854,2
5861,2
5862,2
5866,3
5871,1
5874,2
5878,8
5890,3
5901,1
5903,3
5905,1
5927,4
5930,2
5940,1
5941,1
5946,1
5953,1
5956,1
5958,14
5960,1
5961,1
5964,1
5965,1
5966,1
5969,1
5970,4
5973,3
5988,11
5993,1
5996,1
5997,1
6002,1
6010,1
6011,1
6015,1
6030,1
6033,2
6035,2
6039,2
6045,1
6060,1
6065,1
6066,1
6068,8
6073,1
6074,1
6083,1
6097,1
6100,2
6101,3
6103,6
6105,3
6111,1
6115,1
6123,2
6125,4
6126,15
6132,1
6133,1
6134,1
6137,1
6140,3
6141,1
6145,1
6147,2
6157,1
6158,2
6168,7
6169,9
6171,3
6172,1
6178,1
6179,4
6180,6
6182,1
6186,1
6188,1
6191,9
6193,1
6194,1
6200,1
6203,4
6210,9
6213,3
6225,5
6232,1
6236,4
6249,3
6258,1
6267,1
6273,3
6279,1
6280,5
6281,1
6291,1
6300,1
6303,1
6306,4
6321,1
6324,1
6332,10
6353,1
6354,1
6361,2
6365,4
6369,1
6373,1
6375,1
6377,5
6379,3
6381,1
6383,2
6391,2
6400,1
6401,1
6406,2
6411,1
6425,1
6431,4
6435,3
6437,1
6438,3
6441,4
6447,6
6448,1
6453,2
6454,7
6455,4
6456,1
6459,1
6462,1
6463,1
6464,1
6465,2
6468,1
6479,1
6492,2
6496,2
6497,2
6499,2
6505,1
6507,1
6520,4
6521,1
6530,1
6532,6
6533,2
6537,17
6538,1
6539,5
6541,3
6545,1
6553,3
6555,1
6556,1
6559,8
6563,3
6573,1
6577,1
6581,2
6582,10
6592,1
6593,2
6601,2
6602,1
6603,1
6605,5
6610,2
6618,1
6623,5
6624,1
6625,1
6626,1
6629,2
6634,1
6645,3
6646,1
6647,4
6651,14
6657,12
6669,1
6672,1
6677,1
6682,2
6689,1
6698,1
6709,1
6714,1
6720,1
6741,1
6744,1
6749,6
6750,1
6757,3
6759,1
6766,2
6770,1
6777,1
6779,1
6782,1
6783,1
6785,2
6786,1
6788,2
6795,3
6796,1
6800,1
6801,2
6804,3
6806,3
6807,1
6810,1
6812,1
6817,1
6818,1
6819,3
6829,1
6830,2
6840,4
6844,1
6855,3
6858,2
6861,1
6863,3
6879,2
6880,1
6883,1
6888,2
6895,2
6896,1
6901,3
6905,2
6907,2
6908,1
6912,3
6913,1
6915,3
6916,1
6924,1
6926,2
6927,1
6929,4
6931,1
6944,1
6945,7
6946,1
6947,1
6951,2
6955,1
6962,4
6968,1
6974,2
6978,2
6983,4
6984,1
6986,5
6990,2
6993,10
6998,1
7001,7
7007,1
7008,1
7009,2
7010,1
7012,8
7015,1
7020,2
7028,1
7036,1
7045,1
7047,3
7067,1
7069,1
7094,1
7104,1
7105,2
7110,1
7111,2
7124,3
7127,1
7129,1
7132,1
7135,1
7137,3
7140,1
7141,1
7142,7
7154,5
7156,1
7160,1
7173,2
7187,2
7194,1
7195,1
7196,3
7199,2
7201,1
7204,2
7209,1
7238,1
7240,12
7242,1
7243,1
7244,1
7245,1
7247,6
7254,3
7266,2
7271,5
7275,2
7285,2
7295,7
7296,1
7299,2
7301,1
7309,3
7310,1
7316,2
7317,2
7318,2
7319,3
7321,1
7326,3
7332,3
7333,2
7336,1
7349,2
7352,1
7353,1
7365,2
7369,4
7371,3
7378,2
7389,1
7400,1
7403,1
7408,1
7410,2
7411,1
7412,1
7413,20
7415,1
7419,4
7422,1
7424,2
7430,1
7431,1
7439,2
7447,1
7477,1
7481,4
7482,2
7485,1
7493,2
7502,3
7505,1
7506,1
7508,2
7509,4
7511,1
7515,3
7522,1
7525,1
7529,1
7531,5
7532,5
7535,4
7536,1
7544,2
7547,3
7555,7
7556,1
7557,2
7569,1
7573,32
7584,1
7589,2
7598,4
7599,5
7605,1
7630,1
7634,1
7648,1
7649,1
7650,2
7658,13
7660,3
7661,1
7666,1
7669,2
7673,3
7676,1
7678,1
7685,2
7711,1
7715,8
7723,9
7725,1
7732,1
7733,4
7734,2
7743,2
7744,1
7747,1
7751,2
7753,1
7758,4
7761,2
7766,2
7773,1
7779,3
7784,12
7789,1
7814,2
7834,1
7837,4
7841,1
7842,2
7845,2
7846,3
7850,1
7852,1
7859,2
7860,19
7861,2
7872,11
7873,1
7874,1
7881,1
7883,3
7884,1
7886,1
7887,2
7890,3
7892,3
7901,2
7907,1
7915,4
7928,8
7933,1
7936,1
7937,2
7942,2
7951,2
7953,1
7954,1
7956,1
7958,2
7959,6
7965,2
7967,6
7972,3
7988,1
7989,3
8001,1
8019,1
8028,1
8037,2
8038,1
8050,1
8054,1
8055,2
8056,6
8057,1
8058,1
8062,1
8080,2
8081,3
8099,5
8123,1
8124,2
8128,1
8137,1
8139,2
8142,2
8146,3
8158,7
8161,2
8165,2
8166,7
8169,1
8170,4
8172,1
8176,2
8178,1
8189,1
8195,4
8211,1
8213,2
8221,1
8226,2
8229,1
8230,2
8235,3
8238,5
8244,3
8252,4
8255,1
8256,1
8264,1
8265,1
8267,6
8272,3
8280,1
8289,2
8290,2
8300,4
8310,7
8312,2
8315,1
8318,1
8319,1
8324,2
8330,1
8333,1
8339,1
8355,1
8360,3
8363,2
8378,2
8384,1
8393,1
8410,1
8416,2
8427,3
8433,1
8436,1
8437,4
8440,1
8441,45
8442,1
8446,20
8450,1
8458,1
8464,1
8469,1
8475,3
8477,8
8494,2
8496,5
8502,1
8511,1
8513,1
8514,2
8515,1
8518,5
8520,2
8524,1
8527,3
8529,3
8533,2
8534,1
8535,2
8536,1
8539,7
8542,1
8551,1
8554,5
8555,1
8559,3
8565,1
8571,1
8572,7
8576,1
8596,17
8599,10
8606,1
8618,2
8626,2
8627,1
8629,1
8630,3
8636,3
8639,1
8640,1
8649,1
8656,1
8659,2
8660,1
8670,1
8679,2
8681,2
8682,1
8684,3
8703,1
8704,5
8707,4
8711,1
8717,1
8730,3
8733,2
8736,1
8737,1
8738,1
8740,1
8748,2
8756,17
8760,3
8763,5
8767,1
8786,2
8794,4
8795,2
8798,1
8799,2
8809,1
8815,1
8816,2
8818,1
8822,3
8826,1
8836,7
8839,1
8842,1
8854,3
8855,6
8863,4
8866,1
8868,1
8869,3
8875,1
8881,1
8884,1
8890,2
8898,9
8906,5
8907,2
8909,3
8930,1
8940,1
8941,6
8953,1
8955,1
8956,2
8958,2
8977,2
8978,2
8980,5
8981,1
8984,6
8992,1
8993,1
8995,2
8999,1
9001,1
9004,1
9009,5
9018,1
9019,1
9020,1
9023,1
9026,4
9035,1
9042,3
9046,3
9049,2
9050,1
9055,1
9060,1
9063,13
9064,1
9073,1
9074,2
9077,1
9080,4
9084,1
9086,1
9089,1
9091,1
9092,1
9096,1
9097,5
9100,1
9105,4
9113,1
9122,1
9131,24
9135,2
9140,4
9144,2
9146,1
9148,1
9170,3
9172,1
9176,1
9177,1
9186,4
9197,1
9200,1
9201,1
9212,1
9213,2
9215,2
9220,2
9222,3
9230,1
9232,2
9233,1
9234,4
9244,4
9252,3
9259,3
9266,3
9269,3
9277,3
9284,3
9288,3
9291,3
9305,3
9306,1
9311,2
9315,1
9318,2
9322,3
9326,1
9327,4
9331,1
9334,1
9335,1
9337,1
9341,3
9342,1
9353,2
9365,1
9367,1
9370,1
9373,2
9392,1
9398,2
9399,1
9402,3
9403,1
9404,3
9405,2
9406,2
9411,1
9425,1
9426,2
9429,1
9435,2
9437,4
9441,10
9442,3
9444,3
9447,4
9451,1
9458,1
9470,4
9471,2
9473,1
9484,1
9485,4
9488,1
9489,6
9491,1
9495,1
9496,1
9497,1
9501,4
9504,3
9506,1
9511,6
9512,4
9513,2
9518,2
9530,1
9540,2
9543,1
9544,2
9548,1
9554,3
9559,8
9565,2
9570,1
9574,7
9575,2
9577,2
9582,1
9583,2
9588,1
9589,4
9590,1
9594,2
9595,1
9599,5
9600,4
9603,3
9607,1
9608,1
9611,1
9624,5
9626,3
9629,5
9640,6
9644,2
9648,1
9649,1
9651,3
9663,11
9666,1
9675,4
9687,2
9694,3
9699,3
9701,1
9712,4
9730,1
9735,2
9737,1
9743,8
9745,1
9753,4
9754,1
9757,1
9759,2
9760,1
9761,1
9765,1
9770,2
9777,1
9782,3
9783,1
9786,1
9787,1
9788,1
9792,3
9801,2
9816,1
9818,4
9820,2
9826,2
9830,4
9831,1
9836,1
9837,1
9838,2
9841,1
9845,3
9856,21
9858,5
9862,2
9876,8
9891,1
9898,1
9906,1
9907,2
9910,2
9911,2
9916,3
9927,2
9934,3
9939,1
9941,2
9950,6
9951,2
9961,1
9966,2
9967,1
9977,2
9986,5
9987,1
9991,4
9993,1
9994,6
10001,1
10003,2
10009,13
10011,1
10013,2
10014,2
10017,3
10024,1
10033,1
10034,1
10036,1
10040,1
10049,1
10050,1
10054,1
10057,4
10058,1
10059,1
10060,1
10066,1
10070,2
10071,1
10074,1
10076,2
10082,2
10086,1
10090,1
10091,1
10097,3
10100,2
10105,1
10106,1
10116,1
10119,1
10121,4
10134,1
10136,3
10147,1
10149,1
10152,1
10153,2
10157,1
10166,1
10170,1
10175,1
10181,1
10191,4
10196,1
10197,3
10205,1
10207,5
10213,3
10214,2
10216,3
10222,3
10227,1
10231,1
10241,2
10244,2
10248,2
10250,2
10253,2
10256,8
10260,3
10261,3
10263,1
10265,1
10277,2
10279,2
10284,1
10286,1
10287,1
10295,1
10307,2
10311,1
10328,1
10339,1
10340,1
10341,1
10352,1
10357,2
10359,1
10363,6
10367,1
10370,2
10371,1
10373,1
10375,2
10376,1
10377,4
10385,1
10386,1
10387,1
10389,1
10393,1
10401,2
10403,1
10423,1
10426,1
10428,2
10433,1
10439,1
10441,1
10442,3
10449,1
10452,9
10457,1
10458,2
10461,1
10462,4
10465,1
10468,4
10474,1
10485,1
10488,1
10490,1
10491,1
10492,2
10495,1
10497,1
10504,2
10505,1
10509,1
10511,1
10512,3
10513,1
10516,1
10527,1
10531,9
10535,1
10536,1
10554,2
10558,1
10571,1
10574,4
10576,1
10579,1
10600,1
10617,4
10621,2
10626,1
10628,3
10634,1
10635,1
10640,6
10641,1
10669,4
10673,1
10674,2
10680,3
10681,1
10686,1
10689,2
10694,2
10697,1
10704,1
10705,3
10707,23
10708,5
10710,1
10715,3
10720,1
10723,1
10729,1
10731,3
10742,1
10746,1
10747,2
10748,1
10754,1
10756,1
10757,2
10760,4
10761,1
10770,3
10772,2
10775,4
10776,1
10782,1
10788,1
10792,1
10804,1
10808,2
10815,3
10819,15
10820,4
10825,3
10826,5
10830,1
10831,1
10840,1
10841,4
10844,6
10859,2
10874,3
10876,1
10883,3
10889,1
10897,2
10900,4
10902,1
10903,1
10905,2
10907,1
10908,1
10911,2
10915,1
10925,1
10927,4
10932,1
10933,2
10944,1
10951,3
10957,2
10960,2
10981,3
10985,4
10989,1
11009,1
11016,2
11028,1
11030,2
11037,3
11040,3
11047,1
11048,2
11049,7
11050,1
11052,4
11055,2
11058,1
11063,4
11065,3
11071,1
11072,4
11076,4
11082,14
11085,2
11088,1
11089,1
11095,3
11096,1
11101,1
11102,1
11104,2
11105,1
11109,1
11118,1
11127,1
11147,3
11150,1
11156,1
11157,1
11161,1
11172,1
11182,1
11187,2
11200,4
11218,1
11219,2
11223,2
11224,1
11229,1
11231,2
11256,1
11259,3
11260,1
11278,6
11290,5
11291,1
11305,1
11321,3
11327,2
11335,2
11337,4
11354,3
11361,1
11363,1
11370,5
11378,5
11386,1
11389,1
11397,1
11402,1
11406,1
11410,1
11411,1
11415,3
11423,1
11429,1
11442,3
11443,3
11444,1
11450,1
11451,1
11461,2
11462,2
11465,2
11466,1
11480,1
11495,1
11497,2
11501,27
11512,3
11518,8
11519,1
11520,4
11523,1
11524,1
11527,1
11528,1
11530,1
11534,2
11535,1
11537,8
11539,4
11542,1
11547,3
11556,1
11557,1
11564,3
11573,1
11577,1
11582,1
11583,4
11592,2
11597,1
11607,1
11610,7
11616,1
11618,3
11625,1
11642,1
11646,4
11649,1
11657,1
11659,1
11663,1
11673,4
11676,1
11683,3
11684,5
11686,1
11689,1
11691,2
11692,1
11699,4
11707,1
11712,2
11713,1
11730,2
11731,2
11743,1
11764,2
11769,3
11770,1
11771,1
11775,10
11779,1
11781,2
11783,6
11784,1
11785,1
11787,1
11790,3
11793,2
11804,1
11807,1
11811,1
11814,2
11815,3
11831,2
11840,2
11848,1
11849,1
11855,6
11862,2
11868,6
11880,2
11881,2
11894,8
11898,1
11901,1
11902,1
11910,19
11913,1
11915,1
11921,2
11926,1
11929,2
11930,1
11936,6
11938,1
11942,2
11943,29
11945,1
11952,1
11953,3
11955,3
11959,1
11961,1
11968,1
11972,4
11973,7
11977,5
11983,2
11985,1
11987,1
12002,1
12006,4
12008,8
12018,2
12022,1
12023,2
12026,1
12035,1
12036,2
12037,4
12038,1
12039,5
12047,2
12055,1
12058,2
12066,1
12068,9
12073,2
12077,2
12080,4
12085,1
12095,1
12096,6
12110,3
12112,2
12117,3
12118,3
12119,1
12124,2
12131,1
12132,1
12134,1
12135,4
12138,1
12139,11
12140,7
12143,3
12148,1
12152,2
12154,1
12167,2
12170,1
12171,2
12176,1
12189,2
12194,8
12195,1
12200,1
12208,2
12210,9
12216,6
12218,1
12224,2
12225,1
12226,1
12235,1
12238,4
12247,2
12250,1
12256,1
12261,1
12262,1
12263,2
12264,1
12266,1
12273,1
12284,1
12285,1
12287,3
12304,1
12316,3
12323,4
12325,2
12327,1
12330,5
12342,1
12346,4
12350,1
12367,1
12375,1
12381,2
12382,2
12383,8
12384,1
12389,2
12397,3
12400,1
12401,1
12405,1
12410,5
12413,1
12417,1
12420,1
12425,5
12429,3
12430,2
12432,1
12434,1
12437,1
12438,4
12442,1
12444,7
12446,1
12447,2
12456,3
12460,5
12467,2
12477,1
12478,3
12479,1
12481,3
12483,1
12485,1
12489,3
12492,1
12493,6
12494,1
12505,1
12507,9
12508,3
12509,1
12510,1
12511,1
12527,1
12531,3
12532,1
12536,2
12541,1
12547,3
12549,4
12550,1
12554,1
12557,1
12561,1
12565,2
12592,1
12593,2
12596,2
12606,2
12608,1
12610,1
12614,1
12616,1
12629,2
12631,1
12633,1
12646,1
12648,1
12657,3
12658,1
12661,1
12674,3
12683,2
12685,4
12692,1
12698,7
12699,3
12706,1
12712,3
12718,2
12721,2
12728,1
12732,2
12733,5
12739,2
12745,1
12746,4
12748,2
12756,1
12762,1
12763,5
12764,1
12765,5
12767,6
12778,1
12783,1
12784,1
12786,7
12787,1
12789,2
12792,16
12803,6
12804,1
12805,1
12810,1
12811,4
12812,5
12814,1
12816,1
12817,3
12826,1
12827,2
12833,1
12839,8
12842,1
12843,5
12844,1
12845,1
12847,1
12853,3
12855,1
12860,3
12863,9
12865,2
12866,2
12875,2
12882,1
12884,3
12891,1
12892,1
12898,1
12903,2
12919,1
12920,3
12932,1
12934,2
12936,8
12947,1
12950,1
12955,1
12958,1
12959,5
12965,1
12967,1
12989,1
12990,1
12993,1
12994,4
12996,1
12998,7
13004,1
13008,1
13012,2
13013,3
13033,1
13034,2
13039,1
13041,1
13046,1
13054,1
13060,16
13061,12
13063,1
13065,4
13067,2
13069,3
13071,1
13074,2
13077,1
13078,1
13080,2
13083,1
13097,2
13100,10
13102,4
13105,10
13106,1
13107,3
13108,4
13118,3
13119,1
13120,1
13123,1
13130,6
13134,1
13138,1
13141,1
13143,1
13148,3
13152,1
13153,1
13156,2
13157,6
13161,9
13167,2
13168,2
13170,3
13173,1
13177,3
13184,3
13187,2
13193,5
13194,2
13198,2
13201,5
13206,6
13208,2
13216,1
13221,3
13223,2
13225,3
13226,1
13239,1
13244,1
13250,1
13253,2
13254,3
13259,1
13261,1
13262,3
13267,1
13271,1
13280,2
13281,3
13286,1
13300,2
13303,3
13307,3
13308,1
