uid,total
3280,2
3284,1
3290,1
3294,1
3301,5
3304,1
3305,1
3307,2
3308,2
3311,1
3328,1
3336,1
3341,2
3350,1
3358,1
3366,1
3369,9
3377,3
3380,2
3382,2
3387,1
3392,1
3394,1
3396,1
3401,1
3404,1
3406,9
3407,2
3410,1
3419,5
3421,2
3423,1
3424,1
3431,1
3433,2
3436,2
3444,3
3451,1
3453,45
3459,1
3462,2
3465,7
3469,1
3472,1
3476,1
3478,1
3482,2
3488,5
3490,1
3492,3
3499,1
3508,5
3510,2
3520,1
3527,2
3534,1
3539,2
3540,1
3541,1
3543,1
3546,4
3551,1
3554,4
3557,2
3566,1
3567,2
3570,2
3572,36
3580,7
3581,1
3585,7
3591,7
3598,1
3602,2
3612,1
3615,1
3617,1
3621,1
3627,1
3631,5
3641,10
3643,4
3649,2
3653,2
3656,1
3664,1
3665,1
3675,1
3683,2
3691,4
3698,1
3700,4
3701,1
3702,3
3704,3
3705,6
3712,2
3714,4
3715,2
3718,1
3719,1
3724,1
3725,1
3728,1
3730,1
3736,1
3739,1
3744,1
3752,5
3756,1
3758,2
3759,2
3760,4
3761,1
3763,1
3769,2
3771,1
3772,1
3776,3
3777,1
3778,2
3780,1
3789,1
3792,1
3794,1
3803,2
3811,2
3812,2
3813,1
3819,3
3820,7
3823,1
3828,2
3837,7
3840,2
3847,2
3851,1
3853,2
3854,1
3855,7
3856,1
3859,1
3860,3
3861,4
3864,1
3865,4
3874,2
3882,1
3892,1
3893,2
3897,1
3899,2
3902,4
3908,8
3919,2
3920,4
3924,3
3926,8
3932,1
3934,1
3937,1
3939,6
3940,1
3941,2
3942,3
3947,1
3952,1
3953,3
3967,12
3969,4
3971,1
3979,1
3981,1
3982,1
3983,1
3987,1
3988,11
3994,1
3996,2
4002,4
4014,3
4015,2
4016,2
4019,1
4024,2
4025,2
4027,1
4035,2
4040,1
4045,4
4046,1
4047,1
4050,1
4059,1
4064,1
4066,2
4073,1
4076,5
4077,2
4079,1
4081,1
4082,1
4085,1
4091,1
4095,2
4096,2
4099,2
4108,1
4112,1
4114,3
4117,3
4121,1
4123,3
4125,1
4127,2
4129,7
4130,5
4132,1
4133,2
4140,2
4141,1
4142,2
4155,1
4164,1
4166,2
4167,1
4170,1
4179,2
4181,2
4185,3
4189,2
4194,4
4195,3
4200,1
4204,3
4207,1
4218,1
4219,1
4221,1
4225,4
4231,1
4233,2
4239,1
4246,3
4247,2
4249,3
4265,1
4271,5
4273,1
4275,1
4284,1
4286,1
4288,1
4290,1
4294,5
4298,2
4300,1
4301,1
4304,1
4305,2
4309,4
4311,1
4314,1
4327,1
4329,2
4330,1
4341,1
4342,2
4345,1
4352,2
4353,4
4356,1
4373,1
4374,2
4380,5
4382,1
4384,1
4396,1
4402,1
4406,2
4407,1
4408,2
4410,2
4413,1
4414,1
4417,1
4419,1
4420,1
4432,2
4437,2
4447,4
4455,1
4456,2
4459,5
4461,1
4467,2
4473,5
4478,1
4479,1
4496,1
4498,1
4500,1
4502,2
4507,3
4509,1
4510,2
4511,2
4513,1
4516,2
4519,1
4524,2
4530,2
4531,2
4542,1
4546,9
4548,1
4552,5
4554,1
4557,2
4559,2
4572,1
4574,1
4575,3
4580,2
4584,1
4595,7
4596,1
4598,1
4601,4
4605,1
4606,3
4609,2
4611,1
4617,1
4618,2
4619,6
4622,1
4625,2
4631,1
4637,4
4641,4
4643,1
4647,5
4649,2
4653,2
4656,2
4663,1
4667,7
4669,1
4677,21
4681,3
4684,1
4688,1
4698,2
4701,1
4702,2
4711,1
4712,5
4721,1
4725,2
4727,2
4734,1
4737,3
4738,1
4744,12
4748,10
4752,1
4756,1
4758,4
4760,2
4761,1
4764,1
4772,1
4775,4
4778,2
4783,3
4788,1
4790,1
4792,1
4797,8
4798,1
4800,1
4809,1
4823,1
4826,2
4830,1
4832,2
4836,1
4843,3
4847,1
4862,2
4870,1
4872,2
4873,3
4876,1
4877,1
4881,1
4884,2
4887,1
4888,2
4892,2
4897,1
4902,1
4907,1
4908,2
4909,2
4910,12
4913,1
4916,3
4926,1
4928,2
4930,2
4931,1
4932,1
4933,1
4938,1
4944,1
4947,1
4955,2
4957,2
4964,7
4966,2
4970,2
4971,1
4973,2
4978,2
4981,3
4986,1
4989,1
4992,1
4993,2
4994,2
4996,4
5001,1
5004,2
5005,2
5006,3
5010,5
5013,5
5018,4
5020,2
5023,2
5026,1
5027,1
5031,2
5035,1
5039,4
5049,1
5051,1
5056,1
5058,4
5062,5
5063,1
5065,1
5066,1
5069,1
5083,3
5086,2
5088,2
5096,3
5098,1
5102,1
5112,1
5116,2
5121,2
5124,5
5126,1
5130,12
5134,1
5140,11
5145,1
5160,1
5161,1
5165,1
5166,1
5167,4
5171,1
5175,2
5179,7
5184,3
5186,4
5192,1
5205,16
5207,1
5215,1
5216,1
5219,1
5220,1
5225,1
5239,3
5240,1
5241,1
5242,6
5243,1
5248,1
5251,2
5255,1
5257,1
5259,1
5261,2
5268,3
5279,3
5280,6
5281,7
5282,2
5289,1
5290,13
5305,1
5307,4
5311,1
5312,1
5314,1
5319,1
5322,1
5323,2
5327,2
5328,1
5338,4
5339,6
5341,1
5344,2
5349,2
5354,4
5356,3
5359,1
5361,6
5373,1
5378,2
5382,1
5387,4
5397,1
5399,1
5401,3
5403,1
5404,1
5406,1
5416,1
5417,5
5421,1
5425,1
5437,1
5439,3
5440,1
5443,2
5445,2
5446,3
5447,1
5449,1
5452,1
5453,2
5463,1
5466,4
5467,2
5468,7
5471,1
5475,4
5482,4
5484,6
5495,1
5499,1
5510,1
5520,2
5523,4
5525,1
5527,3
5534,2
5535,1
5536,1
5543,1
5546,1
5547,5
5549,3
5553,4
5556,1
5564,1
5569,1
5575,1
5577,1
5585,1
5593,3
5594,1
5595,2
5596,1
5597,3
5601,2
5612,1
5616,9
5618,11
5623,1
5627,1
5635,1
5636,3
5638,2
5641,3
5643,1
5650,1
5652,5
5659,1
5661,1
5662,1
5663,1
5671,1
5675,1
5681,3
5684,1
5686,8
5692,3
5694,3
5704,1
5706,2
5707,2
5711,1
5713,3
5717,2
5721,2
5725,10
5730,3
5734,4
5735,1
5741,2
5749,1
5753,1
5754,5
5756,1
5761,28
5762,1
5763,2
5767,1
5770,2
5774,3
5778,1
5788,1
5793,1
5809,4
5813,7
5815,3
5823,15
5831,2
5835,1
5854,2
5856,1
5857,1
5862,2
5865,3
5878,9
5881,1
5884,1
5890,2
5902,2
5903,2
5904,1
5905,2
5909,1
5914,1
5915,1
5918,3
5927,3
5929,1
5930,1
5936,1
5940,1
5942,1
5953,4
5956,1
5957,1
5958,11
5960,2
5961,1
5969,1
5970,9
5978,1
5988,14
5990,1
5993,1
5996,2
5997,1
6002,3
6013,1
6015,1
6025,2
6027,1
6029,1
6035,1
6040,1
6045,1
6048,1
6056,1
6060,1
6062,1
6066,1
6068,8
6073,1
6074,3
6080,2
6089,1
6092,2
6100,6
6101,1
6103,4
6105,8
6111,1
6113,1
6119,1
6121,1
6122,8
6123,3
6125,4
6132,7
6133,2
6140,8
6141,2
6142,2
6147,6
6157,2
6158,1
6161,3
6168,11
6171,7
6172,2
6173,2
6176,1
6177,1
6179,6
6188,2
6190,1
6191,4
6193,2
6194,1
6197,1
6200,1
6204,1
6210,8
6213,1
6215,1
6225,4
6231,3
6232,1
6233,2
6236,2
6237,2
6246,1
6249,4
6258,1
6260,1
6272,1
6278,6
6280,7
6287,1
6298,4
6302,1
6314,2
6315,1
6317,3
6324,3
6326,1
6332,7
6341,1
6348,2
6351,1
6353,1
6354,1
6357,1
6361,2
6365,4
6367,1
6373,1
6377,3
6379,4
6383,3
6385,2
6400,1
6401,1
6415,1
6417,3
6422,2
6427,1
6428,2
6429,1
6431,14
6435,5
6437,1
6438,2
6445,1
6447,3
6453,1
6454,1
6455,4
6462,1
6465,2
6467,2
6470,1
6479,1
6489,1
6492,1
6496,3
6497,2
6505,1
6507,1
6508,1
6509,1
6521,1
6524,1
6530,1
6533,11
6537,14
6539,6
6541,5
6553,2
6555,2
6556,1
6559,9
6563,1
6564,1
6577,2
6582,11
6587,1
6588,1
6592,5
6593,3
6594,3
6601,2
6603,5
6605,4
6610,1
6612,2
6617,1
6618,1
6623,1
6625,1
6629,1
6645,2
6646,1
6647,20
6651,14
6657,9
6658,1
6673,1
6677,3
6689,2
6690,1
6694,2
6698,2
6703,3
6734,1
6741,1
6742,1
6743,7
6744,6
6749,3
6752,1
6753,2
6754,1
6759,5
6763,1
6766,3
6768,2
6770,3
6775,2
6776,1
6777,2
6779,1
6782,2
6783,1
6789,2
6796,1
6801,3
6804,3
6810,2
6814,1
6816,4
6817,1
6829,1
6840,5
6848,1
6851,1
6854,1
6855,6
6861,1
6862,1
6863,1
6876,1
6877,1
6879,6
6882,1
6888,3
6890,1
6895,2
6900,2
6901,1
6905,3
6907,2
6912,1
6917,5
6926,2
6928,1
6929,4
6930,1
6932,1
6933,3
6944,1
6945,5
6951,2
6956,1
6959,1
6962,1
6971,3
6978,2
6983,1
6984,1
6986,3
6987,1
6990,7
6991,1
6993,9
6994,1
7008,1
7010,2
7012,5
7018,1
7020,5
7028,1
7036,5
7039,1
7040,1
7042,1
7045,5
7047,3
7048,1
7050,1
7052,1
7059,2
7064,2
7066,1
7067,1
7069,1
7076,3
7087,4
7094,2
7104,1
7105,1
7110,2
7111,11
7123,1
7124,4
7127,3
7134,1
7135,1
7137,1
7140,2
7142,3
7154,1
7161,1
7165,1
7173,6
7176,1
7188,1
7189,1
7192,1
7194,1
7195,3
7196,9
7197,2
7198,3
7199,3
7201,11
7202,6
7204,1
7209,1
7212,3
7221,1
7230,2
7231,1
7234,2
7236,1
7238,3
7240,13
7242,3
7243,1
7245,1
7247,12
7258,7
7266,1
7267,3
7270,1
7271,1
7275,12
7284,5
7285,1
7290,2
7291,2
7292,1
7295,3
7296,1
7299,1
7300,4
7301,2
7306,1
7309,1
7310,6
7315,1
7316,7
7317,2
7318,1
7319,2
7321,1
7322,1
7326,5
7332,4
7333,1
7336,1
7339,19
7342,1
7345,1
7349,1
7352,4
7360,1
7365,3
7368,2
7369,4
7371,4
7376,1
7389,4
7393,1
7400,2
7402,5
7408,7
7410,1
7411,2
7413,14
7415,3
7419,5
7420,3
7422,1
7424,1
7425,1
7427,1
7431,1
7433,1
7438,2
7453,6
7458,1
7464,1
7470,1
7477,1
7481,2
7482,4
7485,1
7488,1
7489,2
7493,1
7495,2
7502,4
7505,4
7508,5
7509,1
7511,5
7512,3
7515,5
7522,2
7524,1
7528,1
7529,3
7531,2
7532,3
7534,2
7535,9
7547,2
7548,2
7554,1
7555,3
7556,1
7557,1
7562,1
7567,1
7569,2
7573,22
7574,1
7585,1
7596,2
7598,3
7599,2
7603,2
7605,1
7626,1
7630,1
7640,1
7648,1
7649,3
7652,3
7655,2
7658,12
7661,2
7668,1
7669,3
7673,4
7678,1
7681,2
7703,2
7715,6
7716,1
7720,1
7721,1
7723,9
7724,1
7726,1
7727,1
7732,1
7733,1
7735,2
7736,1
7741,3
7747,2
7753,1
7756,1
7761,1
7767,2
7769,2
7775,1
7776,1
7784,11
7790,1
7800,1
7802,1
7804,3
7806,8
7830,1
7833,4
7836,2
7837,3
7842,2
7845,2
7846,3
7852,6
7859,1
7860,11
7861,2
7866,1
7872,6
7874,3
7876,1
7877,1
7882,2
7883,5
7884,1
7886,1
7887,4
7890,7
7892,8
7895,1
7901,2
7902,1
7905,2
7907,1
7914,2
7915,3
7916,1
7917,1
7928,7
7934,3
7936,1
7937,3
7939,4
7942,1
7946,1
7958,3
7959,1
7960,1
7962,2
7964,1
7967,1
7972,3
7973,1
7980,5
7982,2
7988,1
8000,1
8007,1
8014,1
8021,1
8027,1
8028,1
8034,2
8038,2
8045,3
8046,1
8056,2
8057,1
8064,1
8081,6
8084,3
8096,6
8099,4
8102,1
8107,4
8123,1
8124,1
8128,1
8137,1
8139,1
8142,2
8147,1
8149,4
8158,5
8164,2
8166,3
8170,3
8171,4
8174,1
8176,2
8178,1
8189,1
8195,3
8211,2
8212,2
8213,2
8225,1
8226,4
8227,1
8230,2
8235,5
8238,3
8240,1
8241,4
8244,2
8248,3
8252,4
8259,1
8261,1
8265,1
8267,7
8271,2
8272,1
8277,1
8281,2
8284,1
8289,2
8293,2
8298,2
8300,6
8302,1
8310,6
8311,1
8314,1
8318,2
8319,2
8324,2
8330,1
8333,5
8337,1
8339,3
8341,1
8342,1
8354,1
8355,1
8359,3
8360,4
8363,2
8378,1
8384,1
8398,1
8411,1
8417,4
8421,1
8423,1
8426,1
8437,8
8441,45
8446,20
8450,1
8458,1
8464,1
8475,1
8477,7
8482,1
8489,1
8493,1
8494,1
8496,1
8497,1
8502,2
8509,4
8511,1
8514,1
8518,6
8520,1
8524,4
8525,1
8527,2
8529,2
8533,5
8535,3
8536,9
8537,1
8539,6
8543,1
8549,2
8554,4
8555,2
8558,1
8559,3
8561,1
8565,2
8567,3
8570,1
8571,1
8572,6
8576,1
8586,1
8596,13
8598,1
8599,4
8606,2
8617,4
8618,1
8621,2
8629,2
8630,1
8636,2
8639,2
8641,2
8656,3
8659,7
8660,2
8670,2
8679,2
8681,1
8684,6
8685,2
8704,2
8707,4
8711,2
8712,1
8713,3
8714,4
8723,1
8725,1
8730,1
8733,2
8735,1
8736,1
8741,2
8748,1
8756,17
8763,2
8767,2
8771,1
8775,2
8779,5
8781,1
8783,1
8786,2
8788,1
8797,1
8802,1
8807,2
8809,3
8816,4
8817,1
8818,1
8824,1
8829,1
8853,2
8854,3
8855,4
8858,1
8860,1
8862,3
8863,16
8866,3
8875,1
8881,1
8898,15
8907,1
8909,3
8914,2
8922,1
8937,1
8940,2
8941,2
8955,1
8958,2
8961,1
8964,1
8968,1
8971,1
8977,3
8978,1
8980,3
8981,4
8987,1
8993,2
8995,2
8998,2
9003,1
9004,3
9005,2
9009,1
9011,1
9014,1
9019,2
9020,3
9023,2
9030,1
9046,1
9049,2
9050,5
9053,10
9055,1
9063,11
9064,2
9065,1
9076,1
9077,3
9079,3
9080,3
9084,1
9085,1
9086,2
9097,4
9100,1
9103,1
9105,5
9111,2
9124,1
9130,1
9131,12
9134,1
9135,1
9140,3
9144,4
9145,6
9149,2
9160,9
9164,1
9170,4
9176,1
9186,3
9197,1
9212,1
9213,1
9215,2
9220,4
9222,4
9223,1
9225,2
9230,1
9232,4
9234,2
9246,1
9252,3
9259,7
9262,1
9269,4
9272,2
9274,1
9277,2
9284,3
9285,1
9288,6
9291,4
9293,1
9306,1
9311,2
9312,1
9313,1
9318,4
9319,1
9322,2
9323,1
9326,1
9327,8
9331,1
9340,3
9341,4
9342,1
9354,1
9355,1
9361,1
9362,1
9364,1
9365,2
9372,3
9374,1
9388,2
9402,1
9404,2
9405,2
9406,3
9415,1
9426,3
9437,2
9441,12
9442,1
9444,1
9447,2
9448,1
9454,2
9458,1
9462,1
9468,1
9477,1
9482,1
9485,7
9489,6
9491,1
9493,1
9499,1
9501,1
9504,2
9507,1
9509,1
9510,5
9511,7
9512,4
9513,1
9518,1
9521,2
9524,1
9530,1
9536,1
9538,2
9540,4
9543,1
9544,1
9554,11
9559,6
9565,4
9567,1
9570,1
9574,4
9575,3
9582,1
9583,1
9587,1
9589,2
9590,1
9595,2
9600,4
9602,2
9603,3
9607,1
9609,1
9611,2
9618,2
9624,3
9626,1
9628,1
9629,2
9640,6
9645,2
9651,3
9653,1
9658,3
9663,6
9666,2
9675,5
9676,1
9680,2
9682,5
9687,1
9694,4
9695,1
9699,4
9712,1
9727,2
9730,1
9731,1
9732,1
9737,2
9742,1
9743,4
9744,2
9745,1
9752,2
9753,3
9759,1
9760,4
9769,1
9770,1
9777,4
9778,1
9779,1
9782,8
9783,1
9787,1
9788,1
9792,1
9801,1
9808,1
9816,1
9818,7
9826,6
9830,4
9831,1
9836,1
9840,1
9841,4
9845,1
9847,1
9848,1
9849,7
9851,1
9856,7
9858,4
9862,3
9876,4
9877,1
9887,2
9891,2
9896,4
9897,3
9907,3
9910,3
9911,1
9915,1
9916,3
9927,2
9941,3
9950,1
9951,1
9952,1
9961,1
9963,1
9966,3
9976,2
9977,5
9979,2
9986,1
9990,1
9991,3
10000,1
10003,3
10004,2
10009,5
10014,1
10017,1
10027,1
10034,2
10041,1
10044,1
10045,1
10046,3
10048,8
10054,1
10057,5
10061,2
10070,2
10071,2
10074,2
10090,2
10105,8
10106,1
10114,3
10116,1
10117,3
10119,1
10121,4
10124,10
10128,2
10132,2
10136,1
10140,1
10153,1
10161,3
10165,1
10167,2
10170,2
10172,8
10176,2
10178,2
10183,4
10191,2
10193,5
10197,4
10203,1
10206,2
10207,7
10216,2
10222,9
10227,3
10231,2
10235,1
10237,1
10241,2
10244,5
10250,1
10253,1
10256,7
10260,1
10261,2
10265,1
10283,1
10286,6
10287,1
10295,1
10302,2
10305,1
10312,6
10320,1
10328,3
10333,2
10335,2
10336,4
10340,1
10343,1
10350,1
10355,1
10358,1
10359,1
10363,7
10375,2
10376,2
10377,3
10385,1
10389,2
10392,1
10397,1
10399,1
10401,2
10403,4
10406,1
10414,1
10419,2
10428,3
10430,1
10433,2
10437,1
10439,3
10441,1
10443,1
10444,3
10452,5
10456,1
10458,2
10462,1
10464,1
10465,2
10473,1
10476,1
10485,1
10491,7
10492,1
10495,1
10504,1
10505,2
10511,2
10513,2
10525,3
10530,1
10531,9
10533,1
10536,1
10537,1
10543,1
10551,1
10554,5
10561,1
10562,1
10569,3
10572,1
10574,8
10579,2
10613,3
10621,1
10624,1
10629,1
10634,20
10640,8
10641,1
10645,1
10652,8
10664,1
10669,4
10673,1
10674,1
10681,3
10682,8
10683,1
10684,3
10686,1
10689,2
10694,2
10705,7
10707,24
10708,4
10710,2
10715,1
10720,1
10721,1
10731,9
10732,1
10733,1
10734,1
10741,2
10746,1
10750,1
10754,4
10755,1
10757,1
10760,6
10761,3
10762,1
10764,2
10770,4
10772,3
10777,1
10784,3
10791,3
10792,2
10794,4
10799,1
10804,1
10808,1
10815,2
10819,11
10825,2
10826,4
10830,1
10831,4
10838,1
10841,8
10844,1
10845,1
10854,5
10855,1
10858,2
10859,3
10868,1
10876,3
10882,1
10883,4
10888,1
10889,1
10899,1
10900,4
10902,2
10903,3
10905,4
10906,1
10908,1
10911,2
10913,2
10918,2
10923,1
10925,4
10927,3
10928,1
10933,1
10934,2
10951,3
10954,1
10957,2
10958,1
10960,2
10970,1
10976,1
10981,5
10985,7
10987,2
10991,1
10994,1
11005,2
11009,1
11010,8
11014,1
11020,1
11022,1
11023,1
11024,1
11028,1
11033,1
11037,9
11040,1
11047,1
11048,1
11049,2
11052,5
11055,4
11058,3
11063,1
11067,2
11072,6
11076,5
11077,1
11082,14
11088,1
11089,1
11092,1
11094,2
11095,2
11096,2
11103,2
11104,2
11105,4
11113,1
11118,1
11126,1
11127,2
11132,1
11133,1
11136,1
11147,5
11150,1
11155,1
11156,2
11160,3
11161,1
11163,2
11166,1
11169,2
11172,4
11178,4
11180,1
11186,1
11187,4
11198,3
11200,2
11203,1
11213,4
11218,1
11219,2
11224,5
11225,2
11229,4
11231,3
11232,2
11252,1
11256,6
11259,3
11260,4
11269,1
11270,3
11278,9
11281,1
11283,1
11286,1
11287,2
11290,1
11298,1
11307,3
11321,5
11324,1
11327,1
11331,2
11335,2
11337,2
11346,1
11352,1
11354,1
11362,1
11363,1
11369,2
11370,3
11378,4
11380,1
11386,2
11397,2
11398,1
11406,1
11410,1
11411,1
11415,4
11423,1
11424,1
11428,3
11432,1
11438,4
11443,1
11444,2
11445,5
11446,1
11450,1
11451,1
11454,2
11461,3
11462,11
11471,1
11472,1
11475,1
11476,1
11479,1
11480,2
11481,1
11492,1
11495,2
11497,2
11500,4
11501,17
11512,1
11516,1
11519,2
11520,3
11523,1
11529,1
11534,3
11535,1
11537,5
11539,2
11547,2
11551,1
11552,2
11555,6
11556,2
11564,4
11573,1
11577,2
11580,1
11582,1
11583,1
11584,1
11590,1
11592,1
11596,1
11600,3
11607,3
11609,1
11613,1
11615,3
11618,2
11621,1
11625,1
11629,2
11630,1
11633,2
11634,1
11639,1
11642,2
11646,1
11649,1
11659,1
11673,6
11676,1
11683,3
11684,1
11686,1
11687,4
11689,1
11691,4
11693,1
11700,1
11715,1
11731,3
11739,2
11742,1
11743,1
11745,3
11750,1
11752,1
11756,3
11761,7
11766,1
11767,2
11769,2
11770,3
11771,1
11776,3
11779,1
11783,4
11784,1
11785,12
11787,1
11788,1
11789,1
11802,1
11804,2
11812,1
11814,2
11815,2
11817,1
11823,1
11824,1
11825,1
11828,1
11835,1
11840,1
11855,5
11862,1
11864,2
11866,2
11868,6
11881,1
11889,1
11893,1
11894,9
11901,1
11908,2
11910,20
11911,1
11913,1
11915,1
11920,1
11922,1
11926,1
11929,1
11933,1
11936,7
11938,4
11942,2
11943,8
11945,2
11949,3
11952,1
