uid,total
1430,2
1431,1
1435,4
1438,1
1443,2
1445,1
1452,2
1459,2
1465,1
1475,1
1478,1
1479,7
1484,3
1486,1
1488,1
1489,1
1497,1
1508,1
1513,2
1516,1
1518,2
1521,1
1524,1
1528,1
1529,1
1530,2
1539,1
1547,5
1556,1
1562,3
1563,3
1566,2
1577,7
1579,1
1586,1
1612,2
1614,3
1629,1
1633,1
1634,3
1638,1
1645,1
1649,1
1653,1
1656,7
1658,3
1660,1
1662,5
1667,1
1673,1
1687,2
1694,1
1698,1
1706,1
1712,1
1722,1
1725,5
1731,2
1735,3
1742,1
1752,1
1754,1
1759,2
1768,2
1775,2
1776,1
1783,1
1786,1
1787,1
1789,1
1804,3
1808,1
1809,1
1816,1
1819,5
1822,2
1823,1
1824,1
1827,1
1830,1
1833,3
1842,1
1844,3
1852,1
1855,2
1856,2
1857,1
1862,3
1863,5
1864,8
1866,2
1871,1
1873,1
1876,4
1877,1
1889,1
1892,3
1906,2
1913,1
1919,1
1926,1
1930,2
1931,1
1941,3
1946,2
1957,1
1962,3
1963,2
1964,2
1979,1
1980,7
1983,1
1985,2
1988,2
1989,1
2004,1
2009,1
2012,4
2014,1
2015,9
2020,1
2021,3
2025,1
2030,1
2035,1
2039,5
2040,1
2043,1
2048,5
2053,2
2055,1
2056,1
2064,1
2065,2
2067,2
2070,2
2073,1
2077,1
2079,1
2081,1
2085,1
2088,1
2089,1
2093,2
2096,7
2105,2
2106,1
2109,1
2117,4
2120,1
2122,1
2125,1
2132,1
2135,1
2142,1
2144,1
2158,5
2161,5
2163,2
2164,1
2180,1
2185,1
2186,6
2191,5
2199,7
2201,1
2207,1
2209,2
2213,3
2214,1
2222,9
2228,3
2235,1
2236,1
2248,3
2251,4
2266,1
2270,2
2277,1
2278,1
2279,3
2280,1
2289,3
2296,1
2297,1
2302,5
2303,1
2308,1
2309,3
2312,1
2319,1
2322,2
2331,1
2332,2
2336,2
2343,1
2352,3
2354,4
2355,1
2359,1
2362,2
2364,2
2369,1
2382,1
2383,6
2384,3
2392,1
2408,1
2410,1
2417,7
2418,1
2419,1
2420,1
2428,8
2429,1
2442,1
2445,5
2446,3
2461,1
2465,1
2471,9
2475,4
2484,1
2485,1
2486,1
2488,1
2491,3
2492,1
2493,1
2501,3
2510,1
2521,2
2532,1
2546,1
2547,28
2553,1
2555,2
2556,1
2559,1
2561,1
2574,2
2580,3
2582,4
2583,2
2590,2
2591,12
2604,1
2606,1
2615,4
2620,1
2623,1
2624,10
2631,1
2632,2
2646,1
2651,3
2662,4
2663,7
2672,3
2673,1
2684,1
2686,4
2690,2
2695,1
2702,2
2705,1
2707,1
2712,10
2716,1
2719,2
2724,1
2729,1
2735,1
2737,1
2738,2
2741,1
2742,3
2746,2
2747,1
2749,3
2754,4
2762,5
2764,1
2769,1
2774,2
2780,1
2794,2
2796,1
2801,5
2802,3
2806,2
2812,1
2813,1
2814,2
2817,1
2819,1
2822,1
2827,1
2828,1
2830,4
2831,1
2844,1
2853,1
2855,2
2857,1
2860,1
2865,3
2869,3
2878,6
2879,1
2894,3
2896,1
2898,3
2901,2
2904,1
2911,4
2922,1
2928,1
2930,1
2932,5
2937,1
2939,1
2942,3
2949,2
2954,1
2957,2
2958,5
2960,1
2971,2
2973,7
2983,1
2995,4
3004,1
3006,1
3015,2
3017,2
3019,1
3024,1
3032,9
3034,1
3035,2
3039,2
3042,4
3050,3
3054,1
3057,2
3059,1
3060,8
3065,2
3073,1
3076,3
3077,7
3078,1
3085,2
3086,1
3091,1
3094,5
3104,1
3111,2
3116,1
3130,3
3131,2
3132,1
3135,1
3137,11
3140,3
3144,1
3145,1
3146,1
3147,6
3150,3
3156,1
3157,1
3169,1
3174,1
3180,4
3184,1
3203,15
3206,1
3208,5
3211,1
3216,2
3217,3
3218,2
3220,1
3227,1
3234,1
3236,11
3238,1
3247,1
3256,4
3258,1
3262,2
3265,1
3267,1
3271,2
3272,3
3274,5
3280,1
3284,1
3290,3
3293,1
3294,2
3301,5
3305,2
3309,1
3311,1
3326,1
3328,3
3331,3
3341,2
3350,1
3369,10
3377,4
3391,1
3392,1
3394,1
3401,1
3405,2
3406,3
3407,2
3410,2
3412,8
3419,7
3424,1
3431,1
3433,1
3451,2
3452,1
3453,42
3454,1
3455,1
3465,17
3474,1
3475,2
3476,1
3483,1
3488,8
3492,1
3496,4
3497,1
3510,2
3520,1
3527,5
3531,1
3541,1
3546,7
3549,1
3551,1
3554,4
3556,1
3570,2
3572,33
3574,1
3580,4
3585,6
3588,1
3590,1
3591,10
3594,1
3598,1
3611,1
3614,2
3615,1
3621,1
3623,1
3624,1
3627,1
3631,6
3636,2
3641,5
3643,2
3653,1
3654,1
3656,1
3665,2
3667,1
3668,1
3671,2
3683,3
3689,19
3691,4
3700,1
3701,1
3704,2
3705,1
3708,1
3714,2
3717,2
3719,1
3724,2
3725,3
3736,1
3737,3
3738,1
3739,2
3744,1
3745,1
3752,4
3758,2
3759,1
3760,3
3768,1
3769,4
3777,1
3778,1
3780,2
3782,1
3783,1
3789,1
3791,2
3792,2
3802,1
3803,2
3808,2
3810,1
3811,4
3812,3
3813,1
3819,2
3820,7
3823,1
3824,1
3828,2
3829,4
3837,2
3839,3
3847,2
3851,1
3854,1
3855,2
3859,1
3861,3
3865,2
3874,5
3875,1
3882,1
3884,1
3893,2
3902,1
3906,1
3907,1
3908,4
3909,1
3919,3
3924,1
3926,4
3937,2
3939,6
3940,1
3942,3
3945,1
3946,1
3952,2
3953,3
3961,1
3967,9
3969,1
3982,1
3983,3
3984,1
3986,1
3987,1
3988,4
3993,1
4002,2
4006,2
4011,1
4014,2
4015,1
4016,2
4024,1
4025,1
4026,1
4027,1
4028,2
4029,1
4033,1
4036,1
4042,1
4045,1
4058,1
4059,1
4064,1
4076,4
4077,4
4082,1
4096,1
4099,6
4102,1
4103,1
4107,1
4108,2
4114,5
4117,2
4122,1
4123,3
4129,5
4130,1
4131,1
4133,8
4138,1
4140,6
4141,1
4142,3
4144,5
4151,1
4154,2
4155,1
4163,1
4164,3
4170,2
4179,5
4180,1
4188,1
4189,5
4193,2
4194,3
4195,4
4196,4
4204,5
4210,1
4221,1
4225,2
4233,4
4236,2
4239,1
4246,2
4261,2
4274,1
4275,1
4284,1
4286,2
4288,2
4290,2
4294,3
4305,3
4309,5
4311,2
4348,1
4352,1
4356,1
4369,1
4370,1
4373,1
4374,3
4376,2
4380,10
4384,1
4386,1
4388,1
4391,4
4408,1
4410,2
4413,5
4414,2
4419,1
4423,4
4427,1
4429,1
4432,2
4436,2
4437,1
4447,6
4455,3
4458,1
4459,7
4467,4
4473,5
4498,2
4507,3
4509,1
4516,1
4521,1
4524,1
4528,1
4530,1
4531,1
4546,9
4548,2
4552,3
4554,1
4557,2
4559,2
4565,4
4572,1
4575,4
4580,2
4581,2
4583,5
4592,2
4595,3
4596,1
4598,3
4601,3
4603,1
4604,2
4605,1
4609,2
4611,2
4618,2
4623,1
4624,2
4625,2
4637,2
4638,1
4641,1
4647,5
4649,1
4656,1
4658,1
4661,4
4666,1
4667,7
4669,1
4677,14
4681,1
4684,1
4698,3
4701,2
4702,6
4712,4
4719,1
4725,1
4727,4
4730,1
4733,1
4737,3
4739,1
4744,2
4748,8
4758,2
4760,2
4761,2
4764,1
4766,2
4767,1
4778,1
4783,2
4788,2
4790,1
4792,1
4797,5
4798,5
4800,2
4809,1
4818,1
4823,1
4832,2
4838,1
4862,3
4869,1
4873,1
4876,1
4884,2
4892,5
4905,1
4907,1
4909,1
4910,9
4916,3
4918,1
4924,1
4928,1
4931,1
4933,1
4938,3
4944,1
4946,1
4955,2
4964,5
4966,1
4970,4
4973,4
4978,2
4981,1
4982,1
4989,1
4993,1
4996,4
5000,1
5001,1
5004,2
5005,2
5006,3
5010,6
5013,2
5014,1
5015,1
5018,1
5031,1
5036,1
5039,2
5046,1
5055,1
5058,5
5062,1
5063,3
5077,1
5083,3
5086,3
5087,1
5096,2
5098,2
5101,3
5121,1
5124,1
5130,2
5140,4
5142,1
5145,1
5153,2
5160,1
5161,3
5163,1
5166,1
5167,4
5179,1
5184,4
5186,2
5192,1
5199,1
5205,12
5214,3
5225,1
5232,1
5239,1
5241,1
5242,3
5243,3
5251,2
5257,2
5261,2
5268,3
5274,3
5279,2
5280,7
5281,7
5282,1
5283,1
5289,1
5290,3
5294,1
5304,1
5307,2
5312,1
5314,2
5319,1
5322,1
5327,2
5329,1
5334,1
5335,2
5336,1
5337,3
5338,1
5341,1
5344,3
5354,3
5356,2
5361,6
5373,1
5381,3
5382,1
5386,1
5387,4
5399,1
5401,2
5403,5
5404,2
5406,1
5417,4
5426,1
5439,1
5440,1
5442,1
5443,2
5445,1
5446,3
5447,2
5452,1
5453,1
5457,1
5462,1
5463,1
5466,1
5468,5
5471,1
5473,2
5475,6
5484,6
5489,1
5495,1
5505,2
5520,2
5525,1
5527,5
5531,1
5533,1
5534,1
5546,1
5547,2
5549,6
5553,3
5558,1
5569,1
5570,1
5575,1
5577,1
5585,1
5593,2
5594,1
5595,4
5597,6
5612,1
5615,2
5616,11
5618,4
5619,1
5620,1
5621,1
5623,1
5626,1
5631,1
5632,1
5636,7
5638,1
5650,1
5652,1
5658,3
5661,1
5662,1
5663,1
5670,1
5681,1
5684,2
5686,8
5687,1
5692,3
5694,2
5704,1
5711,1
5713,3
5715,1
5717,3
5720,1
5721,1
5725,9
5728,1
5730,1
5734,5
5741,3
5743,1
5747,1
5749,1
5754,6
5761,13
5767,1
5774,5
5778,1
5788,2
5793,2
5794,1
5798,5
5813,4
5815,1
5823,15
5826,1
5835,1
5840,2
5845,1
5854,6
5861,2
5866,2
5877,1
5878,6
5886,1
5890,1
5895,1
5898,2
5903,1
5905,1
5909,1
5924,1
5927,3
5930,1
5940,3
5941,1
5947,2
5952,1
5953,3
5956,1
5958,11
5960,1
5964,2
5968,1
5969,1
5970,6
5973,3
5988,7
5993,1
5995,1
5996,2
6002,1
6012,1
6022,1
6026,1
6040,5
6043,1
6048,5
6051,1
6059,1
6068,8
6073,1
6074,1
6078,1
6080,2
6083,1
6089,2
6097,1
6100,2
6101,1
6103,4
6105,5
6113,1
6115,1
6119,1
6123,2
6125,1
6132,1
6133,1
6137,2
6140,5
6142,1
6145,1
6147,3
6157,2
6158,2
6161,9
6168,8
6169,2
6171,7
6172,3
6173,1
6176,2
6177,1
6179,2
6182,1
6186,1
6191,10
6192,1
6194,3
6196,3
6197,1
6204,3
6210,7
6213,6
6215,1
6225,7
6231,1
6232,2
6233,2
6236,1
6249,5
6258,2
6278,3
6280,7
6281,1
6287,1
6298,1
6300,1
6302,1
6306,1
6315,1
6317,3
6320,1
6321,1
6324,4
6326,1
6332,6
6348,1
6354,1
6355,3
6357,2
6360,1
6361,3
6365,6
6368,1
6373,2
6377,4
6379,5
6381,1
6383,1
6385,1
6387,2
6395,1
6401,1
6415,1
6426,1
6427,1
6428,1
6431,10
6437,1
6441,1
6447,1
6453,1
6455,3
6457,1
6458,1
6462,5
6465,1
6467,2
6468,1
6477,2
6479,1
6480,3
6483,2
6486,2
6492,3
6496,8
6497,2
6499,5
6505,1
6507,2
6509,1
6513,1
6520,3
6524,2
6533,3
6537,6
6539,1
6541,2
6545,1
6553,4
6555,2
6556,1
6559,4
6577,4
6582,9
6587,1
6592,5
6600,1
6603,2
6605,7
6610,1
6617,1
6629,1
6645,2
6646,3
6647,14
6650,1
6651,11
6657,5
6677,6
6689,1
6690,4
6694,3
6698,1
6703,2
6720,1
6735,1
6743,4
6744,1
6749,10
6752,1
6753,2
6766,2
6769,2
6770,8
6776,2
6777,7
6779,2
6782,1
6783,1
6788,1
6789,2
6801,2
6804,2
6806,1
6812,1
6816,1
6817,1
6819,2
6820,1
6830,2
6835,1
6840,3
6843,1
6851,2
6854,1
6855,2
6858,2
6861,2
6863,4
6879,3
6882,2
6889,1
6890,1
6900,1
6901,1
6905,1
6907,2
6912,3
6917,1
6926,1
6927,1
6929,3
6932,1
6945,5
6946,1
6947,1
6951,1
6956,2
6962,1
6974,2
6978,2
6983,1
6984,1
6986,2
6990,2
6994,1
6995,1
7001,2
7007,1
7010,1
7012,6
7014,2
7018,2
7020,12
7030,1
7036,2
7039,2
7047,1
7061,2
7067,1
7069,1
7073,1
7076,2
7087,1
7094,2
7104,1
7105,1
7110,1
7111,5
7114,1
7121,3
7124,4
7135,1
7140,3
7142,3
7154,2
7161,1
7173,5
7181,1
7188,1
7189,1
7194,1
7195,3
7196,3
7201,3
7202,1
7204,1
7209,1
7212,1
7219,1
7228,1
7229,1
7233,1
7234,1
7236,1
7238,2
7239,1
7240,10
7247,4
7254,5
7258,3
7266,2
7267,1
7270,1
7271,1
7275,2
7284,5
7286,2
7291,2
7295,4
7296,1
7299,1
7301,1
7302,1
7309,3
7310,7
7316,4
7317,3
7319,1
7321,2
7326,1
7333,1
7339,18
7349,1
7352,2
7365,2
7368,1
7369,6
7371,3
7378,1
7389,6
7402,5
7403,2
7408,3
7413,11
7419,6
7420,3
7422,1
7433,1
7439,1
7445,1
7456,1
7458,1
7470,1
7472,1
7477,1
7481,1
7482,1
7489,1
7495,1
7502,4
7505,4
7508,3
7509,1
7510,1
7511,3
7515,6
7522,1
7524,1
7528,1
7529,1
7531,1
7532,4
7535,4
7547,2
7554,1
7555,4
7556,2
7565,1
7568,1
7569,1
7573,11
7596,2
7598,4
7599,4
7605,1
7624,2
7630,2
7636,1
7639,1
7649,1
7658,5
7660,2
7661,1
7669,2
7670,2
7677,1
7678,1
7679,3
7681,1
7715,7
7723,9
7724,3
7726,1
7727,1
7733,1
7739,2
7754,2
7756,1
7761,1
7766,5
7773,1
7780,2
7783,1
7784,11
7787,1
7789,1
7790,1
7800,1
7804,3
7806,3
7807,1
7813,1
7825,1
7832,1
7833,4
7834,1
7837,1
7845,2
7852,2
7853,1
7855,1
7859,2
7860,4
7872,4
7874,3
7882,6
7883,2
7885,2
7887,3
7890,5
7891,1
7896,2
7901,2
7905,3
7907,1
7915,3
7921,1
7928,6
7933,1
7937,2
7939,1
7944,3
7956,1
7957,1
7958,3
7959,3
7962,2
7964,1
7965,10
7972,2
7973,2
7982,4
7983,2
8003,1
8011,4
8017,1
8020,2
8028,2
8034,1
8037,2
8045,8
8057,1
8062,1
8064,1
8067,2
8081,2
8096,2
8099,5
8106,1
8123,1
8124,3
8126,1
8128,1
8139,1
8141,1
8142,4
8147,4
8149,3
8154,1
8158,4
8161,1
8163,1
8164,1
8165,1
8166,4
8169,1
8170,1
8171,1
8176,1
8178,1
8180,1
8195,1
8197,1
8203,2
8207,1
8211,1
8219,1
8221,1
8222,1
8225,1
8226,1
8229,1
8230,1
8232,1
8234,1
8235,6
8238,3
8241,4
8244,2
8252,2
8262,1
8265,1
8267,2
8272,7
8277,1
8281,1
8283,1
8288,1
8289,1
8290,2
8296,2
8298,2
8300,3
8304,1
8310,3
8312,4
8313,1
8315,1
8318,1
8319,1
8320,2
8324,3
8333,4
8335,2
8339,1
8344,1
8359,3
8360,3
8363,2
8370,1
8378,1
8386,1
8410,1
8417,1
8426,1
8437,5
8441,36
8446,20
8448,1
8449,2
8464,1
8469,1
8471,2
8474,1
8475,1
8477,6
8482,1
8489,1
8501,1
8502,1
8508,1
8509,3
8511,2
8513,1
8514,1
8518,5
8520,1
8527,1
8528,1
8529,1
8532,1
8533,1
8534,1
8535,6
8536,7
8549,1
8554,5
8555,1
8565,5
8567,3
8572,6
8578,1
8586,1
8596,8
8599,2
8606,2
8608,1
8618,2
8628,1
8629,4
8630,2
8636,2
8639,1
8640,2
8641,2
8649,1
8656,2
8659,2
8670,6
8678,1
8681,2
8682,1
8684,3
8685,2
8692,1
8701,1
8703,2
8704,4
8707,2
8711,1
8714,10
8723,1
8730,2
8732,1
8736,1
8738,1
8741,2
8743,2
8745,1
8750,2
8756,19
8763,3
8767,1
8769,1
8779,2
8780,1
8781,2
8789,3
8791,1
8794,3
8795,1
8797,1
8816,1
8818,1
8822,1
8823,1
8824,2
8832,1
8853,1
8854,3
8855,3
8858,1
8863,6
8866,2
8875,1
8884,1
8890,2
8896,3
8898,19
8902,1
8905,1
8906,2
8909,3
8914,2
8919,1
8932,4
8937,1
8952,1
8955,1
8958,1
8959,1
8960,4
8964,1
8977,1
8980,6
8981,3
8982,3
8984,4
8988,1
8990,1
8992,1
8995,4
8996,1
8998,1
9004,1
9008,1
9011,1
9014,1
9015,1
9019,2
9026,1
9046,1
9049,3
9050,3
9052,2
9053,4
9055,2
9063,3
9064,1
9068,1
9080,1
9084,1
9085,1
9086,2
9090,1
9095,1
9097,2
9100,1
9103,1
9105,1
9111,2
9123,1
9130,2
9131,7
9140,2
9144,7
9145,4
9149,1
9160,6
9170,3
9176,1
9186,2
9197,2
9201,1
9212,1
9215,3
9220,5
9222,4
9223,1
9225,4
9230,1
9233,1
9234,1
9244,1
9246,2
9252,3
9255,1
9257,1
9259,1
9262,1
9265,2
9266,1
9269,3
9272,1
9274,1
9275,2
9277,1
9284,1
9288,5
9290,1
9291,3
9293,3
9294,4
9303,1
9306,1
9313,1
9315,1
9318,3
9322,2
9326,1
9327,6
9331,1
9340,1
9341,4
9354,2
9355,2
9364,1
9365,1
9370,1
9371,1
9372,5
9373,2
9381,1
9383,1
9398,2
9402,1
9404,1
9405,1
9406,1
9422,3
9426,2
9441,14
9442,2
9444,4
9447,2
9451,2
9458,1
9462,1
9470,9
9471,1
9472,1
9477,1
9485,1
9489,12
9495,2
9496,1
9497,4
9501,5
9504,3
9511,4
9512,6
9518,2
9521,2
9524,1
9530,1
9540,3
9543,1
9549,1
9554,3
9559,5
9567,1
9570,8
9573,1
9574,5
9588,1
9589,3
9590,2
9600,2
9603,3
9607,3
9618,3
9623,1
9626,1
9628,2
9629,2
9630,2
9632,1
9640,2
9644,1
9649,1
9651,6
9663,4
9675,7
9680,1
9682,1
9687,1
9691,1
9694,3
9697,1
9699,3
9712,2
9727,1
9730,2
9737,1
9739,1
9742,1
9743,3
9745,2
9746,2
9753,1
9760,1
9764,1
9768,1
9770,3
9777,1
9782,2
9783,1
9785,3
9786,1
9787,1
9799,1
9801,2
9810,1
9816,5
9818,7
9820,1
9826,1
9836,1
9837,1
9839,1
9841,1
9849,3
9862,8
9865,1
9876,5
9883,1
9891,1
9892,2
9896,2
9897,2
9906,1
9907,1
9910,3
9911,1
9915,1
9916,2
9939,1
9941,1
9950,1
9951,1
9961,1
9963,3
9966,1
9967,1
9976,3
9977,2
9978,1
9986,1
9991,1
10000,1
10003,2
10009,6
10012,3
10014,1
10041,1
10043,1
10044,1
10045,1
10048,7
10050,1
10051,1
10057,3
10058,1
10070,1
10071,1
10076,1
10082,2
10091,1
10100,1
10105,3
10106,1
10107,1
10114,1
10117,1
10121,4
10124,9
10128,1
10136,2
10138,3
10148,1
10149,1
10153,4
10161,4
10167,3
10169,1
10172,5
10175,1
10191,2
10193,2
10194,1
10197,3
10207,4
10216,2
10222,6
10227,2
10239,1
10241,6
10244,2
10250,2
10253,1
10256,7
10261,3
10277,1
10286,3
10295,1
10302,3
10312,2
10316,2
10321,1
10324,4
10328,1
10336,5
10337,1
10340,1
10343,1
10344,1
10350,6
10352,2
10355,1
10361,1
10363,4
10370,1
10373,1
10375,1
10379,1
10384,2
10386,1
10389,1
10392,1
10398,1
10401,1
10403,2
10414,2
10416,3
10424,2
10428,6
10430,2
10433,1
10439,3
10441,1
10444,3
10452,9
10458,2
10463,2
10465,1
10468,1
10473,1
10475,1
10485,1
10491,7
10492,3
10504,3
10511,1
10516,1
10522,1
10531,5
10536,1
10537,1
10541,1
10561,1
10569,4
10572,4
10574,7
10594,1
10613,6
10616,1
10634,20
10639,2
10640,8
10642,1
10664,1
10669,2
10673,4
10674,1
10680,1
10681,2
10682,2
10683,1
10686,2
10689,1
10690,1
10694,2
10705,7
10707,23
10710,2
10720,1
10731,4
10737,2
10746,1
10747,1
10754,2
10756,1
10757,1
10758,1
10760,10
10761,2
10762,3
10764,2
10770,5
10772,2
10779,1
10784,1
10792,2
10798,1
10799,3
10802,1
10815,2
10819,4
10825,3
10826,7
10830,1
10831,1
10833,1
10838,1
10841,3
10843,1
10844,3
10845,1
10849,1
10854,2
10858,1
10859,5
10868,1
10875,1
10883,3
10899,1
10902,1
10903,1
10905,2
10906,2
10911,1
10912,1
10913,2
10923,1
10925,6
10927,3
10933,3
10942,4
10944,1
10951,2
10957,1
10958,1
10960,2
10974,1
10980,1
10981,5
10985,5
10987,1
10991,1
11005,2
11009,1
11010,7
11011,1
11024,2
11028,1
11030,1
11033,1
11037,6
11047,2
11049,8
11050,1
11052,5
11058,2
11063,2
11072,6
11076,3
11077,3
11081,2
11082,16
11088,1
11089,1
11095,2
11096,1
11102,1
11103,2
11115,1
11118,5
11126,1
11132,1
11133,2
11134,2
11147,3
11150,1
11153,1
11166,1
11168,1
11169,1
11172,5
11176,3
11178,1
11182,1
11187,2
11200,5
11205,1
11213,2
11225,2
11226,1
11229,2
11231,3
11249,1
11256,4
11259,5
11260,1
11264,2
11269,1
11278,6
11287,1
11291,1
11298,1
11306,2
11307,2
11321,4
11327,2
11335,1
11337,5
11346,1
11351,1
11352,1
11354,1
11361,2
11370,3
11378,2
11382,1
11386,1
11389,1
11390,1
11398,1
11406,1
11410,3
11415,2
11424,1
11429,1
11432,1
11434,1
11438,1
11439,1
11442,1
11443,1
11444,1
11455,1
11461,1
11462,10
11475,1
11476,1
11490,1
11500,4
11501,14
11504,7
11512,1
11516,2
11519,2
11520,4
11523,2
11528,1
11529,1
11534,1
11535,1
11537,4
11539,1
11542,2
11555,8
11556,2
11564,4
11577,1
11580,1
11584,2
11585,1
11592,4
11596,1
11600,3
11609,3
11610,3
11618,2
11629,1
11642,1
11649,1
11654,1
11659,1
11673,4
11680,1
11683,4
11684,2
11686,1
11691,1
11724,1
11731,2
11734,1
11738,1
11739,1
11742,1
11743,1
11745,2
11750,1
11752,1
11760,1
11761,4
11764,1
11767,3
11770,3
11775,1
11776,6
11779,1
11783,8
11785,3
11793,2
11801,1
11802,1
11807,1
11811,1
11814,1
11817,1
11821,1
11831,3
11835,1
11840,1
11841,3
11842,1
11851,1
11855,4
11856,1
11858,1
11862,5
11864,3
11868,5
11874,1
11889,1
11891,1
11894,5
11897,1
11901,1
11910,16
11911,2
11913,6
11915,1
11922,2
11926,1
11929,1
11930,1
11936,4
11938,2
11943,4
11949,1
11955,7
11959,1
11961,2
11972,3
11973,1
11977,1
11985,1
11988,1
11989,1
11992,1
12001,5
12006,2
12018,19
12023,1
12026,2
12031,2
12036,1
12037,5
12047,1
12053,1
12061,13
12068,8
12080,2
12085,1
12086,1
12095,23
12096,7
12105,4
12108,1
12110,1
12112,1
12117,1
12119,1
12124,2
12125,2
12135,2
12136,2
12138,2
12139,15
12141,1
12143,3
12146,1
12153,1
12157,1
12158,4
12176,1
12181,1
12186,1
12189,4
12192,2
12194,6
12195,4
12197,1
12200,1
12208,1
12210,4
12216,2
12224,2
12225,6
12226,1
12248,1
12249,1
12250,6
12252,4
12259,1
12260,2
12262,1
12263,5
12266,6
12273,1
12275,1
12287,4
12294,1
12304,3
12305,2
12316,3
12318,1
12323,2
12327,1
12330,8
12332,2
12334,2
12342,1
12346,2
12364,1
12367,1
12379,4
12381,2
12383,8
12384,1
12386,1
12397,3
12401,1
12404,2
12410,5
12416,1
12420,1
12423,2
12425,3
12429,1
12430,1
12434,2
12438,1
12442,1
12444,4
12446,1
12447,3
12448,1
12456,1
12460,6
12467,2
12468,13
12471,2
12475,1
12477,1
12479,1
12481,1
12483,1
12486,1
12488,1
12489,7
12491,2
12494,1
12503,1
12505,1
12507,4
12511,2
12513,2
12515,1
12525,1
12531,1
12532,1
12538,1
12547,2
12549,7
12554,7
12560,1
12563,3
12565,1
12575,2
12586,1
12593,1
12596,1
12600,2
12606,1
12608,2
12610,1
12614,7
12619,1
12623,1
12629,1
12633,1
12646,3
12654,1
12657,1
12658,1
12679,1
12681,1
12684,2
12685,5
12692,1
12693,3
12697,1
12698,4
12702,1
12706,1
12707,1
12709,1
12718,1
12719,4
12721,3
12732,3
12733,1
12739,2
12740,1
12744,4
12746,2
12763,4
12764,1
12765,1
12767,5
12769,1
12772,1
12774,1
12776,1
12780,1
12786,13
12789,2
12792,4
12802,1
12804,1
12810,1
12811,1
12812,2
12813,1
12814,1
12815,1
12816,1
12817,3
12823,1
12827,2
12829,2
12835,3
12839,7
12843,7
12844,2
12847,2
12853,4
12854,1
12855,1
12858,5
12860,2
12863,16
12865,3
12866,1
12867,6
12874,1
12875,4
12891,2
12892,1
12898,1
12903,2
12907,3
12911,1
12912,1
12919,2
12920,2
12934,1
12936,5
12948,2
12953,3
12957,2
12958,1
12959,6
12961,1
12987,1
12989,1
12990,1
12992,7
12993,1
12994,5
12995,1
12996,1
13004,1
13005,2
13012,3
13033,3
13040,1
13042,1
13047,1
13052,1
13054,3
13060,4
13061,12
13063,2
13064,1
13065,1
13067,3
13068,1
13069,4
13078,1
13080,1
13082,1
13088,1
13093,1
13095,1
13097,2
13105,8
13107,5
13108,3
13118,1
13119,4
13123,3
13130,6
13142,1
13144,1
13148,4
13153,1
13155,13
13157,2
