uid,total_loan_amount
88273,83.18715871
88263,11.30695196
88262,6.483098934
88241,5.722768363
88240,3.862594545
88238,8.406967941
88230,5.292153929
88227,4.292650699
88224,27.0915184
88220,11.58778364
88217,5.722768363
88199,4.723016822
88195,10.6975699
88188,13.01734302
88187,22.68909443
88178,9.446033644
88175,21.4632535
88170,5.292153929
88169,5.292153929
88161,45.05202366
88160,5.781982259
88159,5.722768363
88149,8.69853237
88147,4.974842946
88139,28.61384182
88136,8.585301398
88135,5.931812567
88134,18.46170117
88129,5.722768363
88127,10.44578519
88126,4.292650699
88125,21.68714014
88117,9.154252299
88116,4.292650699
88114,9.989772989
88113,11.70568219
88111,4.8616016
88104,7.72518909
88103,4.974842946
88081,4.501535282
88078,4.723016822
88077,5.153538105
88068,7.72518909
88067,10.01517075
88066,6.629009152
88061,5.781982259
88060,16.31201233
88057,4.974842946
88054,4.292650699
88050,21.50613753
88048,4.154158974
88047,5.885770109
88044,5.722768363
88039,4.974842946
88036,4.974842946
88033,9.876554927
88030,36.2505947
88027,5.584137011
88022,5.657311097
88019,4.292650699
88018,3.862594545
88009,50.07109837
88005,21.41218669
88003,3.862594545
87999,4.292650699
87996,6.05244065
87990,26.46076965
87986,8.837024095
87985,5.722768363
87984,11.44553673
87969,14.29573647
87966,23.32364413
87965,34.48041031
87964,157.0624835
87961,36.24404038
87957,3.862594545
87955,17.1706028
87954,10.94946503
87940,5.657311097
87935,5.501180385
87934,6.153413856
87930,6.584074882
87918,6.501109382
87907,14.92452884
87906,6.014774739
87902,112.4654024
87894,9.446033644
87889,5.292153929
87879,8.318118069
87871,67.03554851
87867,18.92296565
87866,8.585301398
87861,48.17744735
87857,5.722768363
87856,3.975670565
87854,5.722768363
87850,21.00464611
87846,5.722768363
87844,5.722768363
87842,7.014743673
87839,11.26683122
87831,6.212630577
87827,5.153538105
87824,5.501180385
87820,10.3627465
87807,10.01541906
87802,6.05244065
87798,5.292153929
87797,15.71210392
87793,5.405415974
87789,5.292153929
87788,32.41792225
87787,4.974842946
87786,26.12587518
87776,13.3093261
87775,20.14352076
87770,28.37122498
87769,10.26699688
87767,5.292153929
87766,12.44789594
87750,5.292153929
87746,6.014774739
87743,5.405415974
87738,32.56983013
87737,5.97467729
87733,14.16905047
87732,19.16322922
87730,6.643293014
87729,5.014930043
87728,6.670911833
87713,26.46076965
87702,5.405415974
87701,14.87735593
87700,8.155245244
87684,5.722768363
87681,18.39673663
87676,56.82277411
87670,5.292153929
87666,11.44553673
87656,5.292153929
87655,5.292153929
87651,12.85263966
87647,11.8107215
87640,30.63374104
87636,22.89312285
87635,4.292650699
87634,30.54983777
87632,6.087953139
87631,5.722768363
87615,5.153538105
87612,18.20026736
87610,9.446033644
87597,4.455523524
87596,30.56324304
87585,4.885961244
87582,3.862594545
87576,54.77622777
87574,5.657311097
87559,18.71216085
87554,4.974842946
87551,5.137811248
87528,5.292153929
87527,20.97175854
87516,9.446033644
87514,7.933896604
87508,4.292650699
87507,5.034043668
87506,14.9900137
87504,19.41501626
87500,3.975670565
87499,3.862594545
87497,4.723016822
87490,6.292054527
87488,4.544373396
87483,21.16861572
87479,5.836040761
87469,4.974842946
87467,4.723016822
87455,4.351813812
87439,12.91560549
87432,4.723016822
87428,10.58430786
87414,18.95146033
87412,33.44554828
87410,4.292650699
87408,17.16830509
87393,17.71430332
87389,5.722768363
87388,5.153538105
87371,10.58430786
87370,5.501180385
87348,6.212630577
87344,6.212630577
87342,5.781982259
87332,5.781982259
87326,6.405333138
87324,22.46045902
87318,9.015667521
87317,18.14472117
87315,6.292054527
87313,12.02954948
87310,5.931812567
87304,18.57538436
87302,5.292153929
87297,5.292153929
87293,19.68774915
87288,5.292153929
87285,5.153538105
87283,10.70581297
87282,3.862594545
87276,6.584074882
87265,21.03350731
87259,3.862594545
87256,7.72518909
87255,10.58430786
87253,6.014774739
87249,5.339963309
87248,5.657311097
87247,5.722768363
87242,4.974842946
87241,5.885770109
87235,6.153413856
87227,5.584137011
87223,11.44553673
87220,5.97467729
87217,7.72518909
87208,6.153413856
87207,28.79813194
87203,3.862594545
87196,8.155245244
87195,9.584804628
87193,6.153413856
87192,5.153538105
87187,6.183727411
87186,4.723016822
87184,5.292153929
87178,9.519216342
87172,5.657311097
87166,24.05972835
87165,6.483098934
87163,12.1281015
87161,5.722768363
87159,6.518612438
87155,9.015667521
87151,5.292153929
87148,5.405415974
87144,10.79333431
87139,5.292153929
87136,26.44333106
87128,6.05244065
87127,5.97467729
87122,5.292153929
87115,22.00695402
87102,4.974842946
87101,6.05244065
87094,18.22468535
87091,10.94952024
87088,20.79822459
87087,19.94376521
87077,5.153538105
87061,14.69812893
87058,6.405333138
87056,5.405415974
87051,18.7270182
87049,3.862594545
87045,5.292153929
87038,11.96573118
87035,5.292153929
87023,29.11641965
87013,11.44553673
87009,4.974842946
87006,17.67212294
87004,5.722768363
86995,9.34510975
86986,11.26683122
86983,39.74641466
86981,9.7232032
86976,52.06899742
86969,5.405415974
86962,4.657587153
86951,13.88958657
86946,5.153538105
86942,6.153413856
86939,13.99051047
86937,5.722768363
86936,9.860891746
86932,9.949685892
86929,17.75974456
86926,55.6167482
86925,5.722768363
86924,8.837437491
86920,5.836040761
86917,9.380672936
86908,10.44606456
86900,10.01517075
86897,13.42033253
86884,16.5990593
86880,4.292650699
86877,9.697911501
86861,14.46096369
86860,14.9900137
86855,28.61384182
86854,15.30757299
86849,5.97467729
86839,5.722768363
86838,30.01917493
86834,18.89206729
86831,5.292153929
86829,11.44553673
86825,17.26684779
86815,9.222465223
86811,18.17010603
86803,5.153538105
86792,15.98972383
86791,13.12967479
86789,5.153538105
86785,4.292650699
86784,40.38033506
86773,4.974842946
86766,3.862594545
86761,12.87826207
86759,7.72518909
86756,13.90774661
86755,23.08685472
86750,9.446033644
86747,5.781982259
86742,10.55901618
86740,6.183727411
86729,3.862594545
86728,10.07995341
86726,5.722768363
86725,6.501109382
86722,4.723016822
86721,6.153413856
86710,5.405415974
86708,17.59895058
86700,64.59357026
86697,20.71274065
86692,6.483098934
86687,4.974842946
86680,6.292054527
86679,42.42782027
86676,5.781982259
86670,12.44820591
86669,10.44578519
86666,11.44556779
86657,19.28271613
86654,14.20119302
86653,5.97467729
86647,5.153538105
86644,16.5990826
86637,17.60096892
86635,6.643293014
86634,13.15405589
86632,10.01517075
86619,18.01136702
86613,43.4675059
86610,5.292153929
86604,5.722768363
86598,18.85229827
86594,8.585301398
86586,5.657311097
86585,30.12361848
86577,3.862594545
86572,14.30806976
86568,5.54404215
86556,6.584074882
86550,4.974842946
86546,27.32199851
86539,4.974842946
86536,4.974842946
86529,10.60878693
86515,5.722768363
86506,51.81461578
86488,4.974842946
86484,5.212743531
86483,9.949685892
86480,19.6308339
86477,10.26699688
86465,6.584074882
86464,28.43722666
86461,9.154252299
86457,3.862594545
86449,6.405333138
86448,5.535703078
86445,44.26880435
86441,5.885770109
86439,9.698066673
86437,6.405333138
86434,5.153538105
86433,26.78650485
86428,18.85211207
86426,5.722768363
86425,25.5725869
86415,6.405333138
86412,5.292153929
86411,7.014743673
86407,9.697859768
86402,9.446033644
86399,5.722768363
86398,3.862594545
86389,3.975670565
86379,5.226703564
86378,7.95134113
86375,6.153413856
86371,43.57385756
86363,5.931812567
86362,5.405415974
86359,6.153413856
86344,4.723016822
86343,4.292650699
86337,10.18758177
86333,11.76785333
86332,5.722768363
86331,27.97961993
86330,13.76916183
86329,10.87629094
86326,5.153538105
86323,5.153538105
86321,4.723016822
86320,5.781982259
86318,5.722768363
86315,5.722768363
86313,4.351813812
86310,5.584137011
86308,10.01517075
86307,4.071302059
86305,8.585611367
86301,6.121545176
86300,52.92153929
86299,4.292650699
86295,5.153538105
86294,17.1706028
86293,59.21572782
86290,3.862594545
86285,4.974842946
86282,5.292153929
86277,88.33947472
86274,4.292650699
86270,57.17985411
86262,6.722718659
86257,5.405415974
86246,3.862594545
86245,4.974842946
86242,6.183727411
86241,11.98945462
86238,6.153413856
86230,5.722768363
86216,22.40187279
86210,9.268010519
86204,16.31049049
86203,4.974842946
86201,11.1282568
86196,11.70085966
86193,4.292650699
86192,5.584137011
86190,5.781982259
86187,5.722768363
86178,3.862594545
86177,5.722768363
86176,10.18758177
86157,5.722768363
86154,5.501180385
86150,5.931812567
86143,12.12809115
86135,4.292650699
86133,5.931812567
86128,4.974842946
86123,3.975670565
86122,6.584074882
86120,5.722768363
86117,5.657311097
86113,10.58430786
86096,10.69769411
86092,20.85579415
86090,4.974842946
86089,10.87630647
86083,13.65642563
86077,5.052586821
86065,6.316422771
86060,8.585301398
86059,14.16920563
86045,6.153413856
86041,3.862594545
86040,5.722768363
86038,12.33714571
86028,17.42273889
86023,5.405415974
86017,5.722768363
86005,11.91617732
86004,5.97467729
86002,11.38007946
85999,47.23016822
85998,3.862594545
85994,4.622092928
85991,11.26683122
85989,5.584137011
85988,14.24244007
85985,11.1282154
85983,5.722768363
85981,20.32994481
85965,15.67245426
85964,9.015667521
85962,5.153538105
85960,5.722768363
85959,9.446188804
85951,4.292650699
85949,11.58778364
85945,5.836040761
85943,13.73868434
85940,12.32597922
85936,5.425786096
85930,5.722768363
85927,14.73843588
85926,5.292153929
85923,10.63215404
85921,11.07413619
85919,4.723016822
85918,20.60149541
85908,16.91243835
85906,15.30732468
85904,16.1679261
85898,4.974842946
85897,4.292650699
85895,11.99461053
85888,6.292054527
85885,9.128846812
85884,4.292650699
85870,85.67468052
85867,6.014774739
85864,20.14392432
85858,23.03024195
85851,173.2546667
85836,3.862594545
85829,5.710216983
85819,3.862594545
85817,24.89191206
85815,6.445431881
85803,22.82795486
85795,17.85310501
85791,4.292650699
85790,9.380793599
85789,46.63499423
85782,6.240248782
85762,3.862594545
85760,6.405333138
85754,8.724196145
85752,16.19875177
85745,16.51625173
85740,4.974842946
85737,12.36606138
85736,20.78960645
85733,5.690901317
85728,6.722718659
85725,20.0341551
85722,5.405415974
85719,7.72518909
85717,11.44553673
85708,5.885770109
85707,19.39599544
85701,15.73784596
85700,12.87826207
85693,20.00509123
85692,29.97896101
85686,5.657311097
85677,6.316422771
85673,5.07059257
85672,11.01492229
85669,9.7232032
85664,5.97467729
85660,6.153413856
85659,27.90773481
85647,8.724196145
85635,56.13703825
85632,10.58430786
85621,10.26699688
85617,11.12818434
85616,33.91145941
85615,14.73818757
85613,6.781937074
85611,22.46049008
85606,6.405333138
85605,3.862594545
85598,6.83599934
85597,4.974842946
85596,16.22776744
85595,5.97467729
85587,12.30682771
85585,5.501180385
85578,6.405333138
85577,5.153538105
85561,4.292650699
85557,6.405333138
85552,5.657311097
85537,6.33987127
85532,5.584137011
85523,4.974842946
85517,19.63167895
85508,10.87630647
85507,4.974842946
85505,11.18031806
85504,4.909401781
85503,23.61523927
85494,4.974842946
85492,5.473968259
85491,5.722768363
85485,5.584137011
85466,6.014774739
85460,4.8616016
85459,17.59895058
85456,5.292153929
85455,5.292153929
85453,35.49978963
85448,4.974842946
85447,20.03031046
85445,5.501180385
85443,3.862594545
85433,6.153413856
85429,5.292153929
85425,19.46190231
85423,11.11247367
85421,10.69761131
85408,6.153413856
85399,14.73890101
85390,31.75292357
85385,9.446033644
85377,6.153413856
85373,10.58430786
85371,4.723016822
85366,6.405333138
85362,15.98972383
85354,10.94474719
85352,14.85160478
85349,5.292153929
85344,18.96556032
85339,67.64396542
85336,6.014774739
85328,22.57379353
85322,119.1571374
85319,9.697859768
85304,3.862594545
85301,14.85152202
85297,6.405333138
85296,6.405333138
85289,11.87618222
85281,16.73144729
85274,6.405333138
85270,4.974842946
85255,10.074379
85253,26.1185464
85252,5.97467729
85239,5.722768363
85232,4.723016822
85229,17.39052073
85226,4.974842946
85225,23.50983024
85219,11.69744565
85213,5.292153929
85210,5.722768363
85209,6.405333138
85206,4.723016822
85205,12.44546838
85197,45.5391782
85187,4.723016822
85184,5.292153929
85183,5.292153929
85173,4.974842946
85163,5.781982259
85160,5.97467729
85159,6.483098934
85148,5.97467729
85130,11.28316264
85127,11.01492229
85126,6.895217943
85124,5.405415974
85120,21.00788491
85119,4.071302059
85116,4.723016822
85114,5.405415974
85107,10.01517075
85106,19.46907465
85105,10.30715383
85096,16.80280554
85094,30.20679722
85087,19.26490044
85082,10.87629094
85078,56.92168086
85077,5.722768363
85071,6.584074882
85063,6.212630577
85060,5.405415974
85051,51.50491527
85050,5.405415974
85037,5.351362178
85036,19.21599941
85030,14.6077878
85019,5.657311097
85014,5.584137011
85003,4.723016822
85002,6.722718659
85001,11.96301715
84998,5.931812567
84997,9.01613265
84995,9.949685892
84994,5.501180385
84989,15.89894902
84987,12.83730237
84986,15.74194261
84984,4.292650699
84979,4.071302059
84977,9.015667521
84971,40.36015195
84965,5.405415974
84962,10.01517075
84957,9.387513577
84955,4.292650699
84953,21.14338615
84952,14.42103175
84949,16.73769066
84948,6.153413856
84943,16.73144729
84935,5.292153929
84933,3.862594545
84931,6.405333138
84929,5.501180385
84926,37.46527072
84925,4.071302059
84923,16.63227402
84918,10.44569203
84916,5.292153929
84908,4.974842946
84907,10.55905758
84888,5.292153929
84877,17.44795069
84875,5.722768363
84867,4.723016822
84866,9.949685892
84864,15.45037818
84863,83.76821161
84851,5.722768363
84849,4.292650699
84844,14.59972691
84841,6.153413856
84837,16.03757002
84826,5.931812567
84824,18.94643397
84823,12.18071261
84820,21.03089963
84817,6.183727411
84815,10.01517075
84808,3.862594545
84797,5.292153929
84789,11.31084135
84788,9.015667521
84772,10.26699688
84761,11.44553673
84757,17.60174402
84753,8.585611367
84751,11.87618222
84744,9.949685892
84734,9.075338076
84728,30.1228744
84727,5.97467729
84726,4.544373396
84725,6.014774739
84716,5.292153929
84707,4.8616016
84706,6.153413856
84705,5.292153929
84699,6.153413856
84696,13.44543732
84687,4.292650699
84685,16.30707622
84684,5.405415974
84683,19.32282135
84680,31.23481247
84678,17.17137789
84671,5.405415974
84669,14.26322025
84668,41.42811014
84667,5.885770109
84663,46.25410116
84653,5.405415974
84643,30.69180461
84642,5.781982259
84636,20.82607516
84631,22.95657501
84621,12.37962001
84608,11.58420846
84602,4.723016822
84601,11.64044095
84599,6.405333138
84597,5.885770109
84593,5.722768363
84590,4.154158974
84588,10.58430786
84579,5.836040761
84578,11.58778364
84557,5.722768363
84555,11.17792404
84553,5.153538105
84550,10.48745118
84548,17.15260133
84547,5.153538105
84544,5.722768363
84543,38.42762818
84542,5.584137011
84537,10.58430786
84536,15.87646179
84534,5.501180385
84529,25.68753186
84522,33.23030866
84518,5.97467729
84515,10.87630647
84508,5.226703564
84502,6.292054527
84498,5.97467729
84495,4.974842946
84460,21.46356346
84458,4.544373396
84455,15.42053498
84440,14.92452884
84434,6.464550799
84431,23.43648206
84430,5.722768363
84428,6.292054527
84421,5.292153929
84415,6.292054527
84413,12.42010529
84412,34.84578775
84406,5.527250561
84403,14.58994683
84390,42.92650699
84388,5.153538105
84383,5.405415974
84381,21.16861572
84374,5.292153929
84373,27.02339304
84372,5.722768363
84364,10.58430786
84351,12.90873955
84336,5.292153929
84334,6.121545176
84329,10.87630647
84326,28.01418096
84320,10.58430786
84311,10.94946503
84305,3.862594545
84301,5.292153929
84292,9.735994004
84273,11.30690537
84270,4.723016822
84267,23.28704784
84264,4.974842946
84260,5.292153929
84258,5.722768363
84245,11.01492229
84235,13.30862819
84227,3.975670565
84220,11.67208152
84213,12.47827
84211,6.292054527
84209,5.836040761
84206,23.94073411
84203,4.292650699
84202,8.155245244
84200,6.121545176
84196,11.30692867
84185,5.722768363
84179,5.153538105
84176,5.292153929
84171,14.46439278
84165,5.722768363
84149,4.292650699
84140,5.153538105
84137,4.974842946
84128,32.04490666
84121,11.87619154
84115,6.153413856
84112,5.931812567
84109,5.97467729
84089,11.50475062
84087,5.292153929
84085,21.96736036
84084,13.20739433
84082,5.351362178
84077,5.722768363
84075,5.722768363
84074,14.12334178
84067,13.99051047
84065,49.67708228
84064,20.51233028
84057,5.836040761
84056,4.544373396
84054,11.01492229
84050,6.405333138
84049,4.8616016
84048,5.781982259
84043,4.723016822
84042,4.071302059
84028,46.6212621
84024,29.32538401
84020,12.30682771
84018,5.153538105
84016,5.266794974
84013,12.17590628
84008,25.75590419
84007,6.584074882
84003,6.087953139
84002,7.933896604
83989,4.974842946
83987,4.723016822
83986,31.85885584
83976,5.153538105
83974,10.86061306
83973,4.723016822
83972,11.44553673
83970,4.584447562
83967,5.501180385
83965,5.722768363
83958,3.862594545
83950,8.585301398
83943,19.11892331
83940,31.78961718
83933,3.862594545
83929,9.677006025
83923,27.72725917
83905,13.39560207
83903,5.292153929
83899,11.18747352
83883,9.698066673
83875,16.785561
83872,4.974842946
83867,5.931812567
83865,6.153413856
83863,5.836040761
83856,22.14544574
83848,9.267493645
83838,6.584074882
83825,20.58513381
83822,6.212630577
83820,5.292153929
83809,17.43085566
83807,5.722768363
83806,5.54404215
83801,5.657311097
83797,16.98959958
83796,6.895217943
83793,54.77460697
83792,14.65592886
83788,21.50889229
83786,13.30862819
83784,33.90599574
83783,10.55905758
83782,4.292650699
83778,6.316422771
83775,9.154252299
83771,4.974842946
83769,35.63261393
83762,3.862594545
83761,8.837437491
83754,9.584804628
83749,5.722768363
83747,5.292153929
83746,5.405415974
83744,4.723016822
83740,7.72518909
83737,73.38929635
83736,13.42189798
83735,12.00731529
83731,81.11448544
83721,4.974842946
83715,5.657311097
83710,29.5795562
83695,6.014774739
83690,9.015667521
83682,5.885770109
83681,5.931812567
83674,5.722768363
83667,5.292153929
83666,8.933187115
83664,26.16847104
83663,5.153538105
83656,4.544373396
83654,9.584804628
83652,5.657311097
83651,8.155245244
83645,92.70226908
83642,9.794070422
83640,4.544373396
83636,5.781982259
83621,4.974842946
83619,5.292153929
83616,10.38032792
83615,6.74708738
