,uid,month,loan_sum,total_loan_amount
166,50081,2016-11,5.405415973999999,5.405415973999999
167,52213,2016-11,5.2921539288,5.2921539289999995
168,35194,2016-11,6.7819370735,23.60097309
169,29557,2016-11,6.7227186589,6.722718659
170,6858,2016-11,5.974677289700001,11.01492229
171,48407,2016-11,6.5522053834000005,12.24309035
172,49520,2016-11,4.2926506987,4.292650699
173,65180,2016-11,6.1534138563,11.44553673
174,50457,2016-11,5.3513621783,9.793609392
175,77171,2016-11,6.2920545271,52.54369949
176,57956,2016-11,5.7227683627,5.722768362999999
177,35676,2016-11,5.931812566900001,5.931812567000001
178,46420,2016-11,5.6144483459000005,14.49877563
179,43896,2016-11,5.1984626236,9.493849342999999
180,37224,2016-11,4.5443733959,4.544373396
181,79293,2016-11,5.5099925444,5.509992544
182,23265,2016-11,4.2926506987,4.292650699
183,78039,2016-11,5.394974879099999,13.67368531
184,86750,2016-11,5.1535381047,9.446033644
185,20932,2016-11,5.931812566900001,5.931812567000001
186,23007,2016-11,6.483098934299999,27.21368293
187,81578,2016-11,3.862594545,9.154748474
188,64446,2016-11,5.6573110966,10.38025892
189,60219,2016-11,5.2267035642,17.09161236
190,62469,2016-11,6.1534138563,11.44553673
191,70708,2016-11,6.2920545271,6.292054527
192,90166,2016-11,5.6573110966,5.657311097000001
193,63009,2016-11,5.2267035642,5.226703564
194,11327,2016-11,4.0713020592,8.477132049
195,89815,2016-11,3.862594545,3.862594545
196,58967,2016-11,6.05244065,6.05244065
197,69963,2016-11,6.8255566661,12.24826777
198,85904,2016-11,6.3259086222,16.1679261
199,9518,2016-11,6.483098934299999,11.55887124
200,52861,2016-11,6.1534138563,6.153413856
201,63096,2016-11,5.1535381047,5.153538105
202,12235,2016-11,5.7227683627,5.722768362999999
203,77514,2016-11,5.8857701085,19.89172568
204,26705,2016-11,5.2921539288,5.2921539289999995
205,44169,2016-11,4.7230168221,4.723016822
206,82674,2016-11,6.0879531389,6.087953139
207,11973,2016-11,6.1049761459,33.88993398
208,49707,2016-11,4.9748429458,4.974842946
209,21729,2016-11,5.7227683627,5.722768362999999
210,85595,2016-11,5.974677289700001,5.97467729
211,37213,2016-11,6.4053331376,6.405333138
212,51587,2016-11,6.4053331376,17.05877333
213,30552,2016-11,6.1049761459,11.2911821
214,90903,2016-11,6.6432930139,37.84084911
215,42013,2016-11,5.0705925702,12.87826207
216,68209,2016-11,6.384269633400001,11.90648986
217,57258,2016-11,6.248300403099999,16.65713434
218,37201,2016-11,6.949280367,6.949280367
219,19075,2016-11,6.05244065,11.03930821
220,38225,2016-11,6.2126305766,6.2126305770000005
221,6796,2016-11,5.974677289700001,5.97467729
222,13105,2016-11,6.7819370735,53.19482132
223,45987,2016-11,7.123478013200001,116.07154799999999
224,71361,2016-11,5.2921539288,10.01517075
225,56967,2016-11,6.8359993403,23.75236444
226,15445,2016-11,5.7227683627,5.722768362999999
227,49363,2016-11,5.2921539288,5.2921539289999995
228,5854,2016-11,5.2267035642,9.01613265
229,54999,2016-11,5.435726077000001,14.15338329
230,64427,2016-11,6.234822478099999,25.93668422
231,68628,2016-11,6.2126305766,25.43579888
232,35219,2016-11,6.05244065,6.05244065
233,60390,2016-11,5.1838457431,5.183845743
234,56,2016-11,6.7227186589,6.722718659
235,43145,2016-11,5.2267035642,9.363243269
236,21477,2016-11,6.8462694033,23.84990547
237,70692,2016-11,6.4053331376,6.405333138
238,83681,2016-11,5.931812566900001,5.931812567000001
239,22105,2016-11,6.1837274104999995,11.30692867
240,20284,2016-11,5.1535381047,9.446033644
241,13466,2016-11,3.862594545,3.862594545
242,66012,2016-11,5.931812566900001,5.931812567000001
243,52995,2016-11,6.7227186589,6.722718659
244,28514,2016-11,6.657255870499999,47.62938536
245,82724,2016-11,5.1535381047,5.153538105
246,34288,2016-11,4.8616016004,8.837024095
247,73960,2016-11,6.240248781699999,6.240248782
248,18908,2016-11,7.1533890037,13.44543732
249,15446,2016-11,5.643349495,5.643349495
250,15528,2016-11,5.7227683627,5.722768362999999
251,26029,2016-11,5.974677289700001,5.97467729
252,45672,2016-11,6.7819370735,6.781937074
253,41716,2016-11,4.2926506987,4.292650699
254,89551,2016-11,6.6290091515,6.629009152
255,44881,2016-11,6.6290091515,27.29075318
256,89606,2016-11,5.974677289700001,5.97467729
257,80680,2016-11,6.3116249787,19.57425046
258,81752,2016-11,5.8857701085,5.885770109
259,21613,2016-11,5.405415973999999,5.405415973999999
260,16028,2016-11,4.2926506987,4.292650699
261,27288,2016-11,5.931812566900001,5.931812567000001
262,64635,2016-11,5.6909013168,25.96868436
263,12410,2016-11,5.4831720261,21.60755109
264,7094,2016-11,4.9748429458,4.974842946
265,87700,2016-11,4.5443733959,8.155245244
266,30767,2016-11,5.2921539288,5.2921539289999995
267,59080,2016-11,5.781982259099999,23.82685159
268,87670,2016-11,5.2921539288,5.2921539289999995
269,42646,2016-11,6.316422770499999,16.01446157
270,87315,2016-11,6.2920545271,6.292054527
271,75754,2016-11,6.3624669356,6.362466936000001
272,72453,2016-11,5.7227683627,5.722768362999999
273,25517,2016-11,6.2920545271,6.292054527
274,12728,2016-11,3.9756705649,3.975670565
275,32263,2016-11,5.4831720261,13.82594795
276,3366,2016-11,6.8359993403,6.83599934
277,38616,2016-11,5.7227683627,5.722768362999999
278,15243,2016-11,5.974677289700001,5.97467729
279,30143,2016-11,4.2926506987,4.292650699
280,44902,2016-11,5.1535381047,5.153538105
281,83769,2016-11,5.8095992363999995,35.63261393
282,52127,2016-11,6.470173608500001,6.470173609
283,77851,2016-11,3.862594545,3.862594545
284,65615,2016-11,4.2926506987,4.292650699
285,10902,2016-11,6.2920545271,6.292054527
286,70673,2016-11,5.8360407605999995,42.7969651
287,90538,2016-11,6.8359993403,12.81066628
288,88799,2016-11,6.4053331376,6.405333138
289,711,2016-11,6.7227186589,6.722718659
290,37186,2016-11,5.861402821,10.83619608
291,72977,2016-11,5.2921539288,5.2921539289999995
292,65625,2016-11,6.0879531389,28.98073107
293,65785,2016-11,5.825598788400001,19.59125288
294,66557,2016-11,6.8952179433000005,6.895217943
295,21029,2016-11,5.0705925702,16.56221319
296,81963,2016-11,4.7230168221,4.723016822
297,45430,2016-11,4.9748429458,4.974842946
298,82040,2016-11,5.781982259099999,10.01541906
299,79855,2016-11,6.384269633400001,6.384269633
300,31443,2016-11,4.6575871534,8.381500555
301,37435,2016-11,5.974677289700001,5.97467729
302,76676,2016-11,5.7227683627,5.722768362999999
303,11104,2016-11,4.909401781000001,8.728987634
304,44260,2016-11,5.7227683627,5.722768362999999
305,17173,2016-11,6.1215451756,11.38007946
306,54406,2016-11,5.8308417098000005,10.43954119
307,65197,2016-11,5.2921539288,5.2921539289999995
308,32964,2016-11,5.7227683627,5.722768362999999
309,578,2016-11,3.862594545,3.862594545
310,61220,2016-11,6.1534138563,30.23205617
311,31482,2016-11,6.316422770499999,6.316422771
312,30745,2016-11,4.8098152965,4.809815297
313,40562,2016-11,6.4493030186,40.67624473
314,88081,2016-11,4.5015352816,4.501535282
315,24619,2016-11,5.2921539288,24.4660457
316,15172,2016-11,5.7227683627,5.722768362999999
317,44703,2016-11,6.2126305766,21.14336544
318,73392,2016-11,6.316422770499999,65.26150326
319,60165,2016-11,5.7227683627,10.58430786
320,11442,2016-11,6.1215451756,15.85121151
321,39153,2016-11,5.8360407605999995,14.94736919
322,54071,2016-11,6.7227186589,6.722718659
323,73787,2016-11,4.8616016004,24.03567958
324,30119,2016-11,6.289564303200001,11.43301767
325,27016,2016-11,6.483098934299999,17.35475675
326,28025,2016-11,5.2921539288,5.2921539289999995
327,26243,2016-11,6.584074881599999,6.584074882
328,34970,2016-11,5.6909013168,14.24285347
329,48294,2016-11,7.2870440161,25.70153004
330,59702,2016-11,5.2921539288,5.2921539289999995
331,70561,2016-11,6.316422770499999,38.89706741
332,80344,2016-11,6.417636795599999,22.09871639
333,23110,2016-11,4.2926506987,4.292650699
334,68546,2016-11,4.2926506987,7.72518909
335,71794,2016-11,5.45514134,18.24299909
336,74080,2016-11,5.8360407605999995,5.8360407610000005
337,87713,2016-11,6.2920545271,26.46076965
338,17853,2016-11,5.7227683627,5.722768362999999
339,89128,2016-11,5.2921539288,5.2921539289999995
340,80912,2016-11,5.2921539288,5.2921539289999995
341,23233,2016-11,5.6573110966,5.657311097000001
342,5145,2016-11,5.7227683627,5.722768362999999
343,83744,2016-11,4.7230168221,4.723016822
344,12382,2016-11,5.3513621783,9.836444546000001
345,27399,2016-11,5.2921539288,5.2921539289999995
346,90457,2016-11,6.483098934299999,16.73774656
347,79674,2016-11,5.931812566900001,10.98955299
348,35561,2016-11,6.316422770499999,11.55882983
349,53428,2016-11,5.45514134,29.61849874
350,35991,2016-11,5.974677289700001,5.97467729
351,43696,2016-11,5.7227683627,5.722768362999999
352,9611,2016-11,4.7230168221,4.723016822
353,41544,2016-11,6.5917932355,17.1029686
354,6530,2016-11,5.2921539288,5.2921539289999995
355,27883,2016-11,6.1534138563,6.153413856
356,5046,2016-11,4.8616016004,8.585611367
357,85453,2016-11,6.5762594413999995,35.49978963
358,54145,2016-11,6.8462694033,43.49080037
359,79176,2016-11,5.2921539288,5.2921539289999995
360,3882,2016-11,6.1534138563,11.26683122
361,3076,2016-11,5.8857701085,5.885770109
362,23059,2016-11,6.1215451756,6.121545176000001
363,52150,2016-11,5.2921539288,5.2921539289999995
364,1575,2016-11,5.1535381047,5.153538105
365,18042,2016-11,6.5011093815,12.01482289
366,39953,2016-11,5.405415973999999,9.949685892
367,67421,2016-11,5.974677289700001,5.97467729
368,42134,2016-11,5.405415973999999,14.12899182
369,82643,2016-11,3.862594545,3.862594545
370,36257,2016-11,5.8360407605999995,42.92774687
371,81804,2016-11,6.7227186589,28.43513631
372,26986,2016-11,4.7230168221,4.723016822
373,36450,2016-11,4.2926506987,4.292650699
374,16837,2016-11,6.3778087772,74.91220579
375,71285,2016-11,6.5522053834000005,16.45079527
376,87610,2016-11,5.1535381047,9.446033644
377,17035,2016-11,5.6573110966,38.63385629
378,6800,2016-11,5.7227683627,5.722768362999999
379,8252,2016-11,6.1534138563,20.92176711
380,19036,2016-11,5.5011803851,14.31264329
381,17840,2016-11,5.2667949742,9.655006875
382,78269,2016-11,5.974677289700001,5.97467729
383,49149,2016-11,5.871264704600001,10.87473149
384,25127,2016-11,4.584447561499999,9.307464384
385,59508,2016-11,5.7227683627,5.722768362999999
386,65548,2016-11,5.7227683627,5.722768362999999
387,50943,2016-11,5.584137010499999,14.30782145
388,66829,2016-11,6.7819370735,6.781937074
389,1224,2016-11,6.7227186589,6.722718659
390,618,2016-11,5.7227683627,19.39571954
391,72074,2016-11,6.240248781699999,6.240248782
392,43893,2016-11,6.2126305766,20.93930788
393,24121,2016-11,4.2926506987,4.292650699
394,38870,2016-11,5.5357030777,10.06298013
395,46496,2016-11,5.931812566900001,5.931812567000001
396,17658,2016-11,5.2921539288,5.2921539289999995
397,35937,2016-11,5.7227683627,5.722768362999999
398,44102,2016-11,5.1535381047,5.153538105
399,36050,2016-11,6.7227186589,6.722718659
400,58761,2016-11,5.781982259099999,44.20144547
401,13654,2016-11,6.5011093815,30.58588839
402,81641,2016-11,7.5840624551,7.584062455
403,53833,2016-11,6.1534138563,6.153413856
404,12990,2016-11,5.2267035642,5.226703564
405,72129,2016-11,5.2921539288,5.2921539289999995
406,32800,2016-11,6.384269633400001,6.384269633
407,15916,2016-11,6.1534138563,6.153413856
408,83543,2016-11,5.1535381047,9.446033644
409,1867,2016-11,5.931812566900001,5.931812567000001
410,19403,2016-11,5.2921539288,9.697859767999999
411,89550,2016-11,6.7227186589,6.722718659
412,73219,2016-11,5.9138029028,18.16462077
413,79103,2016-11,5.7227683627,5.722768362999999
414,42422,2016-11,6.3624669356,89.89054101
415,15234,2016-11,6.2126305766,6.2126305770000005
416,2331,2016-11,6.4257059319000005,6.4257059320000005
417,57271,2016-11,6.384269633400001,11.44559263
418,42124,2016-11,5.781982259099999,5.781982258999999
419,42311,2016-11,6.1534138563,6.153413856
420,14901,2016-11,7.4049022102999995,20.16691209
421,20938,2016-11,4.7230168221,4.723016822
422,73122,2016-11,6.1215451756,6.121545176000001
423,89360,2016-11,5.974677289700001,11.0880843
424,77879,2016-11,4.9952097294,9.128820958
425,27396,2016-11,6.7705363218,33.84053848
426,84206,2016-11,5.9990448958,23.94073411
427,62190,2016-11,5.8857701085,5.885770109
428,35903,2016-11,6.863348123,26.3644648
429,27917,2016-11,6.4053331376,6.405333138
430,45877,2016-11,5.1535381047,9.446033644
431,72295,2016-11,4.8362478205,12.43525482
432,86282,2016-11,5.2921539288,5.2921539289999995
433,73331,2016-11,4.2926506987,4.292650699
434,54035,2016-11,5.7227683627,10.30715383
435,53405,2016-11,6.7964520355,36.15925004
436,23102,2016-11,5.2921539288,5.2921539289999995
437,33061,2016-11,4.2926506987,4.292650699
438,60752,2016-11,6.05244065,6.05244065
439,59186,2016-11,6.7819370735,12.01487259
440,18210,2016-11,6.1534138563,6.153413856
441,12425,2016-11,6.4645507991999995,26.82598202
442,30846,2016-11,5.2921539288,5.2921539289999995
443,52196,2016-11,5.405415973999999,9.949685892
444,63601,2016-11,6.0147747387,6.014774739
445,6520,2016-11,5.7227683627,19.14404857
446,38905,2016-11,6.7227186589,6.722718659
447,22600,2016-11,4.8616016004,12.44789594
448,62097,2016-11,6.4053331376,6.405333138
449,54852,2016-11,6.657255870499999,32.26415183
450,28775,2016-11,6.316422770499999,62.27563763
451,50091,2016-11,6.445431881,22.33654804
452,10082,2016-11,5.5011803851,10.12838105
453,30211,2016-11,6.1215451756,68.93547718
454,34998,2016-11,6.353527032000001,77.03544219
455,7378,2016-11,6.1215451756,11.2239665
456,80483,2016-11,5.7227683627,5.722768362999999
457,17511,2016-11,5.8857701085,10.69761131
458,34616,2016-11,4.3518138119,7.83826511
459,62853,2016-11,3.862594545,3.862594545
460,12444,2016-11,5.7931767774,31.52201212
461,68865,2016-11,6.7819370735,6.781937074
462,90503,2016-11,4.8616016004,4.861601599999999
463,30608,2016-11,6.1376838143,6.137683814
464,29602,2016-11,4.7822081374000005,4.782208137
465,1176,2016-11,5.9950494160000005,15.77188428
466,16320,2016-11,5.781982259099999,5.781982258999999
467,44607,2016-11,5.584137010499999,5.584137011
468,65110,2016-11,6.3490083768,29.70199685
469,35761,2016-11,5.8857701085,10.69761131
470,57625,2016-11,5.45514134,9.644012877
471,79349,2016-11,6.7705363218,18.14451992
472,53399,2016-11,6.8359993403,23.89870916
473,76203,2016-11,6.3512718121,34.44152877
474,36377,2016-11,5.405415973999999,46.35113454
475,20880,2016-11,4.9748429458,9.015667521000001
476,77415,2016-11,4.2926506987,4.292650699
477,34411,2016-11,5.931812566900001,10.75682521
478,72364,2016-11,6.5011093815,6.501109382
479,32397,2016-11,4.2926506987,4.292650699
480,15979,2016-11,5.1535381047,9.405974996
481,23691,2016-11,6.2920545271,6.292054527
482,58569,2016-11,5.2267035642,9.584618422
483,49574,2016-11,5.1535381047,13.38139749
484,54424,2016-11,6.05244065,15.80833422
485,76792,2016-11,6.0879531389,16.20243661
486,57009,2016-11,5.974677289700001,15.87646179
487,9837,2016-11,5.781982259099999,5.781982258999999
488,46220,2016-11,6.0147747387,10.65482939
489,30736,2016-11,5.1535381047,5.153538105
490,72342,2016-11,5.974677289700001,5.97467729
491,70,2016-11,6.1534138563,6.153413856
492,31131,2016-11,5.2267035642,9.519216342
493,67791,2016-11,5.2921539288,5.2921539289999995
494,89483,2016-11,5.9493148842,35.38950915
495,17553,2016-11,4.7230168221,4.723016822
496,74293,2016-11,7.0879255249,18.4202078
497,23837,2016-11,6.384269633400001,6.384269633
498,19302,2016-11,6.5683444413,6.568344441
499,12316,2016-11,6.5186124384,17.46031147
500,35891,2016-11,5.7227683627,19.39571954
501,50385,2016-11,6.05244065,6.05244065
502,57645,2016-11,4.9748429458,4.974842946
503,75576,2016-11,4.5443733959,8.155245244
504,78024,2016-11,6.2920545271,11.69744565
505,78428,2016-11,5.6573110966,14.73818757
506,38666,2016-11,5.974677289700001,5.97467729
507,15886,2016-11,5.7227683627,12.30684325
508,49210,2016-11,5.974677289700001,5.97467729
509,28413,2016-11,4.2926506987,4.292650699
510,60967,2016-11,5.2921539288,5.2921539289999995
511,21560,2016-11,6.0879531389,29.66271641
512,29453,2016-11,5.7227683627,5.722768362999999
513,70529,2016-11,6.05244065,16.10298588
514,18442,2016-11,5.1535381047,5.153538105
515,87728,2016-11,6.6709118329,6.670911833
516,10554,2016-11,4.7230168221,8.585301398
517,58168,2016-11,6.2920545271,11.44556779
518,54698,2016-11,5.8360407605999995,15.32975499
519,36582,2016-11,5.1535381047,5.153538105
520,9907,2016-11,5.405415973999999,9.924339011
521,14809,2016-11,5.8360407605999995,5.8360407610000005
522,30828,2016-11,6.4645507991999995,11.38017608
523,71901,2016-11,5.8095992363999995,10.26714176
524,43855,2016-11,6.7227186589,52.92153929
525,80460,2016-11,5.0880911903,8.857804274
526,71348,2016-11,3.862594545,3.862594545
527,84121,2016-11,6.4645507991999995,11.87619154
528,65175,2016-11,6.4053331376,11.87618222
529,84077,2016-11,5.7227683627,5.722768362999999
530,9753,2016-11,6.316422770499999,21.60420767
531,38207,2016-11,7.121519015,18.76191409
532,27413,2016-11,6.657255870499999,17.09188024
533,53953,2016-11,3.862594545,3.862594545
534,22083,2016-11,6.4645507991999995,12.06263043
535,64131,2016-11,4.9748429458,4.974842946
536,84977,2016-11,4.9748429458,9.015667521000001
537,24873,2016-11,5.5011803851,5.501180385
538,54977,2016-11,5.931812566900001,10.94946503
539,67495,2016-11,5.7986993001,31.57219078
540,66469,2016-11,5.781982259099999,5.781982258999999
541,504,2016-11,6.6069481278,46.92696985
542,70459,2016-11,6.7227186589,6.722718659
543,15332,2016-11,4.7230168221,4.723016822
544,52324,2016-11,5.7102169828,5.710216983
545,50653,2016-11,5.931812566900001,10.75682521
546,84789,2016-11,6.3282576286,11.31084135
547,36775,2016-11,5.781982259099999,15.28191916
548,23900,2016-11,6.0147747387,6.014774739
549,76299,2016-11,6.884775253099999,57.99637949
550,42386,2016-11,5.7227683627,5.722768362999999
551,36264,2016-11,5.5011803851,9.698066673
552,451,2016-11,4.7230168221,4.723016822
553,59725,2016-11,6.316422770499999,26.56930159
554,46210,2016-11,6.2126305766,6.2126305770000005
555,78281,2016-11,6.1534138563,6.153413856
556,16262,2016-11,6.0147747387,6.014774739
557,46000,2016-11,6.339871269700001,16.910166600000004
558,76687,2016-11,5.6573110966,5.657311097000001
559,17134,2016-11,6.4053331376,6.405333138
560,50960,2016-11,6.584074881599999,22.89107345
561,11055,2016-11,5.7289502357,10.56922261
562,85120,2016-11,5.0705925702,21.00788491
563,18739,2016-11,6.7819370735,6.781937074
564,10449,2016-11,4.8616016004,4.861601599999999
565,74181,2016-11,3.862594545,3.862594545
566,6411,2016-11,6.1215451756,6.121545176000001
567,27235,2016-11,4.5443733959,8.155245244
568,41709,2016-11,6.7470873802,6.74708738
569,81430,2016-11,4.5443733959,8.837024095
570,29666,2016-11,6.4257059319000005,16.16883292
571,55262,2016-11,6.240248781699999,6.240248782
572,42953,2016-11,5.781982259099999,5.781982258999999
573,19450,2016-11,5.0705925702,5.07059257
574,22574,2016-11,6.584074881599999,6.584074882
575,1258,2016-11,6.6290091515,17.77143688
576,57096,2016-11,6.684274102100001,6.684274102000001
577,8703,2016-11,5.2921539288,5.2921539289999995
578,39891,2016-11,5.405415973999999,5.405415973999999
579,60451,2016-11,5.2921539288,13.56014434
580,89388,2016-11,4.5443733959,8.155245244
581,74007,2016-11,5.7227683627,5.722768362999999
582,70216,2016-11,5.7227683627,5.722768362999999
583,14485,2016-11,5.405415973999999,14.06358974
584,24076,2016-11,6.0879531389,11.08535067
585,86415,2016-11,6.4053331376,6.405333138
586,34642,2016-11,6.9317770636,23.94569749
587,88400,2016-11,6.871225567200001,48.92622245
