uid,total
7997,1
8011,1
8013,1
8014,1
8019,2
8028,3
8037,7
8045,2
8056,4
8057,1
8062,1
8081,3
8087,1
8096,1
8099,3
8107,5
8108,1
8114,1
8121,1
8123,1
8124,3
8125,1
8128,3
8131,1
8139,1
8142,4
8146,1
8149,4
8156,1
8158,8
8161,1
8163,1
8166,2
8170,1
8172,1
8176,2
8178,1
8195,4
8211,2
8226,1
8235,4
8238,1
8244,1
8248,1
8252,2
8256,1
8260,1
8265,1
8267,5
8272,2
8275,1
8281,1
8283,1
8289,2
8290,4
8293,3
8296,3
8298,2
8300,2
8304,1
8310,6
8318,1
8319,2
8324,4
8330,2
8333,5
8339,3
8342,1
8356,1
8359,3
8360,14
8362,1
8363,3
8375,1
8378,1
8381,2
8383,1
8384,1
8399,1
8416,1
8417,1
8426,1
8427,1
8437,6
8441,31
8446,40
8448,1
8450,1
8456,1
8464,1
8471,1
8474,1
8477,7
8494,1
8496,1
8497,1
8502,1
8509,2
8511,2
8514,1
8518,5
8520,2
8527,4
8529,3
8533,3
8535,3
8536,1
8539,4
8550,2
8554,2
8555,2
8556,1
8559,2
8565,1
8567,1
8572,5
8575,1
8576,1
8577,1
8596,15
8599,6
8606,1
8608,1
8617,5
8618,1
8624,1
8627,1
8628,1
8629,2
8630,1
8641,1
8648,1
8652,1
8656,3
8659,3
8673,5
8679,2
8680,1
8681,1
8682,3
8684,3
8685,1
8704,3
8707,4
8710,2
8711,2
8713,1
8714,1
8730,1
8732,2
8733,2
8738,1
8741,1
8748,2
8756,17
8760,1
8763,4
8767,1
8771,1
8780,2
8781,1
8785,1
8786,1
8792,1
8795,2
8802,1
8809,2
8818,1
8822,4
8836,7
8854,3
8855,5
8858,5
8862,2
8863,8
8866,4
8868,1
8869,1
8875,1
8881,1
8884,1
8898,16
8901,1
8905,1
8906,3
8907,2
8909,3
8914,3
8920,1
8922,1
8928,1
8934,2
8937,1
8940,2
8941,2
8948,3
8958,2
8971,2
8972,1
8977,3
8978,1
8980,2
8993,1
8995,3
8996,1
9004,1
9008,1
9009,3
9020,2
9021,1
9026,4
9032,1
9042,1
9046,4
9049,2
9050,4
9053,2
9055,2
9060,1
9063,13
9064,2
9074,1
9079,1
9080,2
9081,1
9084,2
9085,1
9086,3
9090,1
9092,1
9095,2
9096,2
9100,1
9105,5
9108,1
9112,1
9113,2
9122,1
9124,1
9130,1
9131,13
9135,3
9140,3
9144,1
9145,6
9146,3
9148,1
9149,1
9164,6
9168,1
9170,2
9172,2
9176,1
9197,1
9198,2
9212,1
9215,2
9220,3
9222,3
9225,1
9230,2
9232,3
9234,4
9244,3
9246,11
9252,3
9256,1
9257,1
9259,4
9262,1
9266,1
9269,4
9272,5
9274,5
9277,2
9283,1
9284,2
9288,6
9291,1
9297,1
9302,3
9303,1
9305,2
9311,3
9313,1
9315,2
9318,5
9322,2
9323,1
9327,6
9331,1
9337,1
9339,1
9341,4
9342,1
9353,4
9355,1
9362,1
9367,1
9370,1
9372,8
9380,1
9388,1
9391,1
9392,1
9402,8
9404,1
9406,1
9411,1
9412,1
9429,1
9431,1
9432,1
9437,5
9441,10
9442,2
9447,3
9448,1
9451,2
9458,1
9470,4
9472,3
9485,2
9486,1
9489,6
9495,1
9496,1
9497,3
9499,1
9501,2
9504,3
9507,2
9510,4
9511,4
9512,3
9518,3
9521,2
9524,1
9530,2
9536,1
9540,2
9548,2
9554,5
9559,5
9565,3
9570,9
9573,1
9574,5
9575,3
9583,5
9587,1
9589,3
9595,3
9599,3
9600,6
9602,2
9603,4
9607,2
9609,1
9618,4
9624,3
9626,1
9628,1
9629,5
9630,1
9638,1
9640,4
9644,3
9649,1
9651,7
9658,2
9663,5
9664,2
9666,1
9669,1
9675,7
9676,3
9682,5
9691,1
9692,1
9694,2
9697,1
9699,5
9707,1
9712,2
9731,1
9732,2
9735,1
9738,1
9742,1
9743,4
9745,1
9746,1
9752,1
9753,2
9757,1
9759,1
9764,2
9765,1
9770,2
9777,2
9781,3
9782,6
9786,1
9787,1
9792,1
9795,2
9799,1
9801,2
9818,8
9819,1
9826,2
9830,8
9836,2
9838,1
9841,2
9847,1
9856,2
9857,2
9858,1
9862,1
9865,1
9876,8
9887,3
9889,1
9891,3
9897,1
9898,1
9901,1
9905,2
9907,2
9911,1
9916,5
9941,3
9950,5
9961,1
9963,1
9966,3
9976,1
9977,5
9978,1
9979,2
9981,2
9986,1
9991,4
9994,2
9995,1
10001,2
10003,3
10006,1
10009,12
10011,1
10014,4
10017,5
10026,1
10027,2
10038,1
10041,5
10044,1
10048,5
10050,1
10057,4
10058,1
10070,2
10074,1
10076,1
10082,1
10090,1
10091,1
10094,1
10095,1
10100,4
10105,2
10106,1
10107,1
10114,1
10116,2
10117,2
10121,3
10132,3
10134,2
10136,6
10141,2
10150,2
10153,2
10157,1
10164,1
10170,1
10172,1
10175,1
10183,3
10187,1
10191,2
10192,2
10193,3
10197,2
10203,1
10207,6
10213,3
10216,1
10222,11
10227,1
10231,1
10241,5
10244,1
10249,1
10250,6
10251,1
10253,1
10256,7
10258,2
10260,3
10261,1
10279,2
10283,2
10285,1
10286,3
10287,1
10288,1
10298,1
10302,2
10312,4
10322,1
10324,1
10327,1
10328,2
10335,2
10336,5
10337,1
10340,6
10343,1
10346,1
10350,1
10352,2
10355,1
10359,1
10361,1
10363,1
10373,2
10375,2
10379,1
10380,1
10381,1
10393,1
10398,1
10401,1
10403,2
10414,1
10415,2
10419,1
10424,1
10428,2
10430,1
10433,2
10438,1
10439,3
10441,1
10443,2
10444,4
10452,9
10458,1
10464,1
10465,1
10475,2
10482,1
10485,1
10491,5
10503,1
10504,4
10511,2
10512,2
10516,1
10519,1
10525,1
10527,1
10531,13
10536,2
10537,1
10539,1
10541,1
10551,1
10554,2
10555,1
10571,2
10574,6
10579,5
10580,1
10591,1
10594,1
10596,1
10611,1
10613,2
10617,2
10619,1
10621,3
10624,1
10626,1
10628,5
10629,1
10634,2
10640,6
10641,1
10652,2
10657,1
10669,4
10673,1
10674,1
10680,1
10681,2
10682,11
10683,1
10684,1
10694,1
10705,4
10707,25
10708,7
10715,1
10720,1
10729,1
10730,2
10731,2
10734,7
10737,1
10741,1
10742,2
10747,1
10754,8
10756,1
10757,1
10758,1
10760,8
10761,2
10762,2
10764,3
10772,1
10776,1
10782,1
10794,1
10804,1
10808,2
10815,2
10819,14
10820,1
10825,2
10830,1
10831,1
10832,1
10841,6
10843,1
10844,4
10854,1
10858,3
10859,4
10868,3
10872,1
10876,3
10883,3
10897,1
10899,2
10902,1
10903,1
10905,2
10906,1
10908,2
10911,5
10913,1
10918,1
10925,2
10927,4
10933,3
10934,1
10945,1
10951,1
10957,2
10960,1
10970,2
10981,3
10982,1
10985,2
10989,2
10994,1
11009,1
11010,5
11023,2
11024,2
11025,1
11028,1
11031,1
11037,2
11040,2
11047,1
11055,1
11058,2
11062,1
11063,2
11067,1
11076,1
11077,1
11082,10
11088,1
11089,3
11095,1
11101,1
11104,1
11105,2
11113,1
11118,5
11127,2
11131,1
11133,2
11138,1
11147,2
11148,2
11150,1
11155,1
11156,2
11161,1
11163,1
11166,1
11169,1
11172,5
11176,2
11178,1
11180,1
11186,2
11187,1
11191,1
11198,2
11200,1
11205,1
11212,1
11213,1
11219,2
11224,2
11225,3
11229,3
11231,3
11241,1
11256,5
11259,3
11260,2
11270,1
11278,6
11286,1
11287,1
11290,1
11293,1
11298,3
11306,4
11309,1
11321,4
11326,1
11327,1
11335,1
11337,1
11343,1
11346,1
11351,1
11354,2
11361,1
11363,2
11369,1
11370,3
11378,5
11386,1
11387,1
11392,1
11397,1
11398,4
11406,1
11412,1
11415,2
11423,1
11424,2
11428,3
11429,1
11432,3
11438,2
11443,1
11444,3
11451,1
11454,1
11455,2
11461,1
11462,8
11463,2
11475,1
11476,2
11480,4
11483,1
11492,1
11495,4
11500,1
11501,26
11515,2
11518,5
11520,2
11523,1
11528,4
11535,1
11537,8
11539,5
11545,1
11547,3
11555,5
11556,1
11559,1
11563,1
11564,4
11566,1
11573,1
11577,2
11580,1
11583,1
11592,1
11600,4
11607,2
11610,5
11615,1
11616,1
11618,1
11621,1
11625,1
11629,1
11638,1
11639,1
11642,1
11646,1
11649,1
11650,2
11659,1
11667,2
11668,1
11673,4
11675,1
11676,1
11683,4
11684,3
11686,1
11687,1
11691,2
11712,1
11721,1
11724,1
11728,1
11730,1
11731,3
11734,2
11738,1
11739,1
11755,2
11756,1
11766,12
11767,5
11769,5
11770,2
11771,2
11776,4
11783,5
11784,1
11785,4
11787,1
11790,1
11798,2
11805,1
11807,1
11814,4
11815,3
11817,1
11823,1
11831,1
11840,1
11852,1
11855,7
11862,1
11864,1
11866,4
11868,11
11889,1
11894,12
11897,1
11901,1
11910,16
11911,1
11913,3
11915,1
11926,3
11927,1
11929,2
11931,1
11936,1
11938,3
11942,2
11943,15
11949,2
11955,1
11956,1
11959,6
11961,1
11970,1
11972,1
11977,4
11983,1
11989,1
11995,4
12006,8
12008,1
12015,1
12017,1
12018,7
12019,1
12023,2
12026,1
12030,1
12036,3
12037,3
12039,6
12053,1
12055,1
12058,1
12061,11
12068,18
12072,4
12073,1
12077,2
12080,4
12084,1
12085,2
12095,2
12100,4
12110,5
12112,2
12117,3
12118,1
12124,1
12128,1
12132,3
12134,1
12135,4
12138,1
12139,12
12140,5
12141,1
12143,6
12148,4
12152,2
12157,2
12158,1
12167,1
12176,1
12180,1
12194,11
12197,1
12199,1
12200,1
12204,1
12210,3
12213,1
12216,4
12224,1
12225,1
12228,1
12246,1
12248,1
12250,2
12252,4
12256,1
12259,1
12260,2
12262,1
12264,1
12266,5
12269,5
12275,1
12285,8
12287,5
12294,2
12304,1
12305,9
12316,1
12318,1
12323,1
12325,1
12327,2
12330,7
12333,1
12337,3
12342,1
12343,1
12346,5
12348,1
12353,1
12356,1
12358,1
12361,1
12367,2
12375,1
12381,3
12382,1
12383,7
12384,1
12386,1
12388,2
12391,2
12397,2
12400,2
12401,2
12410,2
