uid,sum(loan_amount)
1377,12.877952097000001
1379,32.406379625
1381,4.974842946
1385,11.177924038
1387,11.445567785000001
1390,9.71419819
1394,5.584137011
1396,4.974842946
1397,11.445536726
1400,23.670878512999998
1402,6.153413856
1404,6.240248782
1421,4.292650699
1430,5.885770109
1435,71.39541298900001
1446,3.862594545
1447,5.153538105
1452,8.585301398
1459,18.786716862
1468,6.153413856
1475,11.128256802
1478,4.292650699
1479,33.998197141
1482,4.544373396
1484,8.724196145
1497,6.405333138
1500,11.014922292000001
1508,6.464550799
1509,10.670057085
1510,4.544373396
1518,9.046145005
1519,4.292650699
1521,9.446033644
1524,4.292650699
1529,10.876306468
1532,6.464550799
1539,5.931812567
1547,56.95637417700001
1562,11.168274022
1563,20.251107171
1566,4.974842946
1577,14.924528838
1579,6.568344441
1580,6.83599934
1593,9.666005795
1594,9.267493645
1595,5.722768363
1598,16.652123149
1610,6.316422771
1612,5.584137011
1614,35.149364559
1621,12.810666276
1624,24.984009088
1629,5.931812567
1631,10.224130675
1633,4.544373396
1637,6.212630577
1638,5.405415974
1645,7.95134113
1653,5.153538105
1656,16.198776907
1658,5.405415974
1661,5.722768363
1662,44.150288796
1667,5.722768363
1676,50.219809162
1686,4.723016822
1689,6.266691431
1691,14.528925927
1694,5.97467729
1695,36.133275634
1710,5.292153929
1712,5.292153929
1721,5.722768363
1724,10.584307858
1725,5.722768363
1728,5.931812567
1731,4.292650699
1735,8.585301398
1742,6.014774739
1754,4.974842946
1758,10.584307858
1759,4.292650699
1775,14.559647574
1783,3.862594545
1784,6.722718659
1786,17.991772569000002
1789,4.723016822
1797,6.014774739
1804,16.562213185
1805,3.862594545
1807,10.445692034
1808,9.697859768
1809,4.8616016
1810,5.657311097
1816,5.153538105
1819,29.147924134999997
1827,9.698066673
1829,3.862594545
1833,13.041206488
1842,6.014774739
1844,13.225837814
1848,3.862594545
1850,27.478035539
1852,13.990717371999999
1855,4.723016822
1856,10.584307858
1862,4.723016822
1863,11.380079460000001
1864,12.337145705
1866,5.292153929
1869,5.584137011
1871,5.584137011
1873,10.989552985
1876,5.501180385
1877,18.4921699
1891,21.395157060000003
1892,22.085927124999998
1899,6.087953139
1901,14.990013696999998
1906,4.723016822
1908,5.931812567
1909,9.446188804
1913,4.723016822
1914,4.292650699
1919,3.862594545
1925,9.793609392
1926,7.72518909
1928,5.722768363
1930,17.168305089
1938,5.836040761
1940,3.862594545
1941,26.355822577
1945,5.657311097
1946,16.989599582
1949,5.501180385
1953,5.722768363
1954,5.643349495
1956,6.153413856
1962,5.931812567
1964,4.974842946
1965,5.722768363
1968,26.186270316999998
1970,6.316422771
1971,11.128256802
1975,6.153413856
1976,4.723016822
1979,14.421031750000001
1980,25.755904194
1985,16.132157031
1988,9.224552104
1999,5.97467729
2004,17.331306835
2005,4.723016822
2009,8.155245244
2015,78.20214403700001
2017,4.974842946
2021,10.558954079
2025,6.292054527
2027,9.697859768
2033,3.862594545
2035,22.053950665000002
2036,13.877765296
2039,21.395498522
2040,5.722768363
2048,13.130605064000001
2049,4.974842946
2056,8.585301398
2062,5.405415974
2065,17.423048858
2066,4.723016822
2067,5.153538105
2070,11.014922292000001
2073,10.949520236
2075,5.292153929
2077,17.427647014999998
2079,21.460856534
2081,5.292153929
2082,4.292650699
2089,4.723016822
2093,5.153538105
2096,63.63372144299999
2099,5.722768363
2106,5.584137011
2107,4.974842946
2117,17.743747841999998
2118,4.723016822
2120,6.405333138
2122,10.38025892
2125,4.974842946
2132,11.085317396
2135,17.850869864
2141,5.292153929
2142,3.862594545
2146,10.584307858
2148,4.723016822
2157,6.405333138
2158,35.293180045
2161,28.613841815
2163,31.886990829
2179,6.153413856
2180,16.033507038
2191,17.423048858
2199,26.147017813
2201,5.292153929
2207,5.501180385
2209,5.425786096
2221,11.014922292000001
2222,77.04725814700001
2228,21.381295777
2232,5.722768363
2236,5.292153929
2246,5.722768363
2248,28.977091714
2251,22.694516674999996
2262,11.014922292000001
2270,21.715699557
2273,6.405333138
2277,8.837437491
2278,9.267390218
2279,17.949319765
2280,4.836247821
2289,32.843790743
2292,8.129829539
2296,22.891073452
2297,30.427020857000006
2302,12.017839789
2303,5.501180385
2308,5.931812567
2309,12.908562313000001
2311,17.168305089
2312,6.464550799
2314,7.95134113
2316,5.292153929
2324,16.103003131
2331,6.425705932
2334,5.584137011
2337,4.292650699
2339,5.405415974
2343,3.975670565
2352,8.585301398
2354,10.445692034
2355,7.72518909
2363,5.885770109
2364,31.333457154999998
2368,5.501180385
2369,8.016753519
2375,10.810831948
2383,6.464550799
2384,14.22537653
2392,9.584804628
2405,11.697445652999999
2408,6.405333138
2415,4.974842946
2417,17.850869864
2418,10.445785185
2425,6.584074882
2428,48.299437716999996
2439,6.722718659
2445,21.081153661000002
2446,5.931812567
2452,8.585301398
2453,6.405333138
2456,14.990013696999998
2459,5.722768363
2461,9.128846811999999
2465,9.697859768
2471,9.584804628
2472,4.723016822
2475,47.923562464
2477,5.292153929
2481,6.895217943
2484,22.080825635
2485,5.722768363
2486,15.516284603999999
2488,10.445692034
2491,12.269562486
2492,5.722768363
2499,5.153538105
2507,8.585301398
2518,9.697859768
2519,5.722768363
2520,8.406967941
2522,4.723016822
2527,6.405333138
2532,6.212630577
2533,8.155245244
2539,4.292650699
2543,5.405415974
2547,65.49523485699999
2553,9.267390218
2555,11.608538472
2580,14.859179651000002
2582,23.17556727
2583,12.479333775
2584,5.97467729
2585,12.951892654
2586,9.532832119
2587,5.501180385
2590,9.697859768
2591,86.63723709099999
2593,4.8616016
2604,9.446731556
2606,4.501535282
2607,6.153413856
2615,27.186083516000004
2620,6.266691431
2624,59.350538418999996
2626,6.362466936
2627,4.809815297
2628,4.292650699
2631,4.292650699
2632,10.810840575
2643,5.722768363
2644,12.457776224
2646,4.292650699
2651,10.906596359
2660,11.697445652999999
2662,13.30831822
2663,11.876182219
2669,10.543476663
2671,5.722768363
2673,6.83599934
2675,4.723016822
2678,17.168305089
2686,22.891073452
2690,38.203515397
2696,5.97467729
2702,10.128381051
2705,6.014774739
2706,16.8509527
2710,5.97467729
2712,41.827283412
2716,4.974842946
2719,3.862594545
2724,12.306827712
2726,16.307076221000003
2729,6.153413856
2742,10.584307858
2743,9.697859768
2745,6.212630577
2746,10.30707621
2748,4.8616016
2749,21.377642172
2754,26.916665767
2755,4.8616016
2762,21.898930818000004
2764,15.738187425
2769,4.974842946
2774,12.017839789
2778,5.931812567
2796,5.292153929
2797,5.292153929
2798,6.05244065
2801,17.598950582
2806,16.8509527
2811,15.989723832000001
2813,3.862594545
2819,5.292153929
2820,15.851133886
2824,5.405415974
2830,9.363243269
2831,6.292054527
2834,5.931812567
2844,23.006177988
2855,30.436109361
2857,6.464550799
2860,30.049174831000002
2862,5.722768363
2863,9.015667521000001
2865,11.014922292000001
2874,15.102131004
2876,4.974842946
2878,10.584307858
2892,5.405415974
2894,16.168553548
2896,5.153538105
2898,29.849057675999997
2902,9.476333891
2911,12.686977513999999
2922,6.014774739
2930,5.836040761
2932,12.128091146
2937,4.071302059
2939,5.722768363
2942,16.562213185
2953,16.879937564
2955,9.697859768
2957,11.563964518
2958,34.320248374
2965,4.622092928
2971,6.05244065
2973,48.307427555
2983,10.810831948
2995,18.71202568
2998,6.781937074
3001,5.657311097
3002,6.183727411
3004,22.657940225
3015,5.722768363
3032,64.963515491
3035,34.449903282
3037,5.292153929
3057,16.558985148
3065,10.65471849
3068,9.267390218
3069,5.153538105
3076,5.885770109
3077,52.377090875
3091,5.405415974
3094,24.370562481999997
3104,15.450866277
3107,18.461701165
3111,5.885770109
3113,5.405415974
3130,14.672702714
3131,4.723016822
3132,5.836040761
3135,5.722768363
3137,26.636592185
3138,3.862594545
3140,27.654624972
3145,16.737690655
3157,5.657311097
3169,5.931812567
3174,4.723016822
3179,5.501180385
3180,19.312972724999998
3182,3.862594545
3189,5.722768363
3197,7.72518909
3203,39.923849827
3208,5.08809119
3209,4.292650699
3210,5.153538105
3216,4.974842946
3217,22.315726858999998
3218,4.974842946
3223,3.862594545
3227,5.292153929
3229,5.501180385
3231,5.722768363
3234,3.862594545
3236,40.989690593999995
3237,10.697569903000002
3247,4.292650699
3249,37.086111222999996
3254,27.550861716
3256,14.169050466
3258,14.738435884
3264,9.154748474
3265,4.974842946
3267,50.487739876
3271,5.781982259
3272,23.347369297
3274,11.128184337
3280,5.770582344
3284,9.526116093999999
3287,5.292153929
3294,9.015667521000001
3301,12.877952097000001
3305,5.722768363
3307,11.420190713
3308,5.584137011
3309,4.723016822
3311,4.154158974
3324,11.306951961
3326,6.240248782
3327,5.722768363
3339,12.447895943
3347,9.519216342
3350,6.153413856
3352,5.781982259
3356,4.723016822
3370,6.584074882
3377,4.292650699
3380,15.559295688000002
3390,5.292153929
3392,5.584137011
3401,35.881475388000005
3406,21.891321911
3407,30.662550754999998
3408,5.405415974
3410,10.445692034
3412,9.015667521000001
3414,5.722768363
3415,5.405415974
3419,30.188956272
3430,4.292650699
3431,5.584137011
3444,4.292650699
3451,5.885770109
3453,55.879914995
3454,5.722768363
3459,5.292153929
3465,4.544373396
3469,5.781982259
3470,11.445567785000001
3471,5.722768363
3476,5.781982259
3477,5.584137011
3478,9.585362908
3482,3.862594545
3488,45.247433304
3489,5.405415974
3492,39.981369001
3496,20.005142882999998
3497,5.97467729
3503,5.292153929
3505,5.722768363
3508,8.155245244
3520,12.039183965
3527,24.947965802999995
3537,10.697569903000002
3541,5.722768363
3543,25.448846856
3549,5.836040761
3551,7.72518909
3552,4.974842946
3554,9.793831084
3556,10.015419062
3557,5.931812567
3567,10.380603837999999
3572,125.3235600249999
3574,5.722768363
3580,40.907672048
3585,19.876958729000002
3586,4.292650699
3587,5.722768363
3588,6.153413856
3590,9.43036647
3591,13.738684343
3594,16.01415116
3604,8.933187114999999
3609,11.841051655
3611,5.584137011
3612,6.014774739
3615,3.862594545
3617,5.501180385
3627,4.292650699
3631,34.124363695
3636,14.169050466
3641,9.267493645
3643,30.060186064
3649,10.844561998
3653,6.153413856
3656,5.584137011
3664,6.153413856
3668,30.033713412
3671,5.722768363
3683,14.851604777999999
3689,35.201937838
3691,34.922051877
3695,5.292153929
3700,10.87629094
3702,5.464626106
3704,10.015170751
3705,8.837437491
3708,9.446188804
3712,5.292153929
3714,4.292650699
3718,12.452879359
3719,5.226703564
3721,12.447895943
3722,5.722768363
3724,5.722768363
3725,3.862594545
3728,15.460614315
3730,4.292650699
3736,10.128381051
3738,4.723016822
3754,5.153538105
3758,7.72518909
3760,14.990262008
3763,16.814487199
3769,23.752364438
3774,3.862594545
3775,4.723016822
3777,5.722768363
3778,5.722768363
3783,20.005142882999998
3791,5.153538105
3792,3.862594545
3794,4.974842946
3803,25.917212037000006
3808,4.974842946
3811,25.716465484
3812,4.974842946
3813,37.519294228999996
3817,4.782208137
3819,4.292650699
3820,37.4444349
3828,17.67404819
3837,34.225569078
3840,4.455523524
3844,5.97467729
3853,4.292650699
3854,13.30831822
3855,25.399650676
3859,15.851459822999999
3861,25.475785066
3864,5.722768363
3865,20.876369480999998
3870,14.559647574
3872,5.836040761
3874,3.862594545
3875,4.544373396
3877,11.515955124
3882,6.153413856
3893,12.877952097000001
3895,5.226703564
3897,10.654949138
3899,6.405333138
3900,4.723016822
3902,6.150299545
3906,18.965353413
3908,18.283161166
3909,13.698625695
3915,5.153538105
3919,8.585301398
3920,28.867096612
3924,5.722768363
3926,30.189126282
3929,6.292054527
3939,34.449882576
3942,17.100599087
3945,9.461527399000001
3947,12.128101501
3952,18.461701165
3953,5.405415974
3954,4.723016822
3961,3.862594545
3963,4.154158974
3967,58.266498377999994
3969,14.738342733
3972,6.722718659
3974,14.672754446999999
3978,10.876306468
3981,5.501180385
3983,5.710216983
3986,6.722718659
3987,11.659117047999999
3988,8.837024095
3989,4.8616016
3991,5.292153929
4002,9.584804628
4011,5.97467729
4014,4.292650699
4015,4.723016822
4025,11.445536726
4035,9.268010519
4045,4.723016822
4047,4.154158974
4048,8.724196145
4059,6.014774739
4064,5.657311097
4076,20.854863884
4077,6.240248782
4082,4.292650699
4085,19.461452706000003
4091,11.344594579
4093,4.292650699
4099,8.837024095
4102,12.951341336999999
4114,15.880434334
4115,5.292153929
4121,5.292153929
4123,18.283161166
4129,38.886509258
4130,17.170912764999997
4131,4.292650699
4134,6.405333138
4138,6.405333138
4140,22.492918062999998
4142,8.585611367
4145,10.876306468
4148,9.519216342
4167,5.292153929
4168,10.558954079
4169,4.974842946
4170,5.722768363
4178,12.584109054
4179,16.310490488
4181,14.738901013
4189,16.171998762999998
4193,5.690901317
4194,30.508140924
4195,5.584137011
4204,15.264735262999999
4207,6.153413856
4219,8.308317948
4233,10.38025892
4246,3.862594545
4249,22.827999691
4255,9.267493645
4267,5.97467729
4271,43.434856614
4272,4.974842946
4275,10.266996875
4276,5.501180385
4284,4.544373396
4288,23.68857714
4290,5.97467729
4294,21.395139806000003
4301,4.723016822
4304,5.722768363
4309,18.763769529
4326,6.584074882
4332,4.974842946
4341,12.168188595
4347,8.406967941
4352,5.690901317
4353,5.584137011
4357,5.885770109
4361,10.018341655
4363,5.722768363
4373,8.837437491
4374,5.153538105
4380,28.195035533000002
4399,6.405333138
4406,14.346624410999999
4408,21.906348092
4410,9.422406381999998
4413,36.221409715
4414,7.72518909
4417,5.657311097
4419,5.292153929
4423,14.990220602
4427,4.723016822
4429,5.153538105
4432,10.128432796
4437,8.837437491
4439,6.153413856
4442,4.8616016
4447,25.803817915
4456,9.584618422
4458,4.292650699
4459,18.743724109
4467,11.014922292000001
4473,25.767690525
4485,11.876182219
4491,9.585362908
4496,4.953785867
4498,7.72518909
4499,5.405415974
4502,10.860638534
4507,3.862594545
4510,6.584074882
4516,6.212630577
4521,16.558985148
4524,29.579556204
4530,6.240248782
4531,4.974842946
4535,6.240248782
4542,6.014774739
4546,43.087807811999994
4548,4.974842946
4551,9.584618422
4552,35.9223653
4554,9.244185856
4556,5.722768363
4557,7.72518909
4558,6.153413856
4559,9.015667521000001
4575,14.325866952
4580,14.491254696
4583,5.97467729
4587,5.405415974
4593,5.153538105
4594,6.266691431
4595,11.00236077
4596,13.739149472000001
4598,4.723016822
4601,23.190248609
4603,3.862594545
4605,10.993542708
4606,6.153413856
4611,8.585301398
4617,5.292153929
4618,11.128184337
4621,5.758969354
4622,4.292650699
4624,6.05244065
4625,11.445536726
4632,5.722768363
4637,8.016753519
4641,9.446188804
4647,8.155245244
4648,5.836040761
4653,5.105110467
4656,15.355101865999998
4658,6.014774739
4663,9.015667521000001
4667,32.477555064
4668,6.405333138
4669,6.014774739
4670,9.794070422
4674,5.722768363
4677,78.98002635700001
4681,10.582067913
4683,5.931812567
4684,4.292650699
4686,4.974842946
4688,4.974842946
4698,22.712409359000002
4702,5.722768363
4712,24.549312831
4725,10.445692034
4727,5.292153929
4730,16.768011604
4737,26.490994399
4739,5.931812567
4744,14.619419749999999
4748,5.153538105
4749,5.405415974
4756,4.292650699
4758,10.518857493
4760,4.154158974
4772,6.722718659
4777,5.781982259
4778,4.071302059
4783,5.153538105
4788,4.071302059
4790,10.015170751
4797,49.953191366
4798,4.974842946
4809,11.445536726
4823,6.316422771
4826,10.362746499
4838,6.405333138
4843,4.292650699
4862,8.155245244
4870,33.451813159000004
4872,4.974842946
4876,4.8616016
4880,5.97467729
4881,5.292153929
4887,4.657587153
4888,3.862594545
4892,40.156211509
4895,5.722768363
4902,11.880049811
4905,5.722768363
4908,9.697859768
4909,8.155245244
4910,61.87330660999999
4916,8.655694256
4924,5.781982259
4928,11.328282207
4929,5.781982259
4938,3.862594545
4947,9.015667521000001
4955,15.989723832000003
4956,5.153538105
4957,12.226547303
4964,31.591685927999997
4970,28.752513545000003
4973,15.881508303999999
4978,8.155245244
4981,8.980572562999999
4985,8.308317948
4991,7.72518909
4993,10.246265199
4996,37.773743983
4999,3.975670565
5001,8.155245244
5004,18.461701165
5005,7.72518909
5006,9.267493645
5010,11.445536726
5013,24.400478295000003
5018,6.153413856
5019,6.014774739
5020,10.404642714
5024,5.292153929
5033,10.933942969
5034,5.722768363
5039,7.72518909
5045,6.643293014
5051,6.584074882
5056,5.722768363
5058,15.5634542
5063,4.8616016
5065,5.153538105
5083,41.46808569499999
5086,14.851449618
5088,11.587783635
5096,11.65458093
5101,4.292650699
5102,17.688478033
5108,5.931812567
5113,11.697445652999999
5120,5.405415974
5121,5.885770109
5122,10.015419062
5124,7.72518909
5130,17.168336148
5140,39.413492764
5145,5.722768363
5148,5.97467729
5161,14.990262007999998
5165,5.292153929
5166,5.621800638
5167,9.559303439
5172,5.722768363
5179,17.744810133999998
5184,6.629009152
5186,5.722768363
5192,45.929299195999995
5194,5.657311097
5205,32.892097416999995
5207,5.722768363
5214,5.501180385
5224,5.722768363
5225,10.836196079
5230,6.362466936
5231,6.153413856
5232,6.292054527
5239,4.974842946
5241,14.169438409000001
5242,21.242524793
5243,5.292153929
5246,5.716524366
5251,3.862594545
5261,13.495079988
5268,5.351362178
5279,21.602458211000002
5280,31.752923574000004
5281,4.974842946
5282,17.105758755
5283,5.97467729
5289,8.837024095
5290,30.322868015
5293,5.405415974
5304,4.292650699
5305,16.307076221000003
5307,10.989552985
5311,9.267493645
5312,4.292650699
5313,6.153413856
5314,5.405415974
5319,4.974842946
5323,4.8616016
5327,15.241839821
5335,16.479552162
5336,11.445536726
5339,25.458400393
5344,11.445536726
5354,5.722768363
5356,14.560164448
5357,5.292153929
5359,15.086064866000001
5361,59.492982102999996
5373,6.153413856
5382,9.188202642
5385,5.722768363
5387,22.714603184999998
5391,6.153413856
5395,6.722718659
5396,11.445536726
5399,11.563964518
5401,13.738684343
5403,6.316422771
5404,19.753249569
5412,6.05244065
5416,4.723016822
5417,31.575605357999997
5421,3.862594545
5425,5.836040761
5430,5.292153929
5432,4.292650699
5437,18.031335042000002
5439,4.723016822
5441,5.584137011
5443,25.261038309
5445,4.292650699
5446,14.990013696999998
5447,5.722768363
5452,6.153413856
5453,18.415854555
5457,6.153413856
5461,5.722768363
5466,17.004314782999998
5468,12.877952097000001
5475,37.207038854000004
5476,6.464550799
5479,4.292650699
5484,86.11763781199998
5489,5.97467729
5495,29.693231645
5505,6.014774739
5510,8.837024095
5518,4.723016822
5520,4.071302059
5527,8.155245244
5529,5.405415974
5536,4.292650699
5543,5.722768363
5549,25.826147679
5553,39.470361192
5555,5.885770109
5565,5.153538105
5569,15.552908687999999
5575,5.292153929
5585,4.723016822
5593,16.669515967
5597,5.722768363
5602,4.292650699
5604,5.657311097
5612,5.657311097
5614,10.015170751
5616,35.594475491
5618,39.920747189
5627,4.723016822
5630,5.584137011
5632,4.974842946
5636,8.364129827
5639,9.154252299
5641,10.935520364
5652,15.063966197
5658,14.086721121
5661,13.738684343000001
5662,6.153413856
5671,4.723016822
5681,8.990277552
5684,12.266731817
5686,4.723016822
5692,18.713734194
5694,10.810849202
5707,12.58679069
5711,5.08809119
5713,14.924528838
5717,3.862594545
5718,5.153538105
5719,5.153538105
5725,47.14815652000001
5734,9.045908678
5737,6.464550799
5741,5.722768363
5747,5.657311097
5749,6.405333138
5753,19.282664396
5759,5.722768363
5761,107.31626747500006
5762,4.974842946
5770,5.657311097
5774,15.629613181
5783,4.723016822
5788,4.292650699
5793,4.723016822
5809,3.862594545
5813,25.552258303000002
5815,23.720598562999996
5820,5.292153929
5823,4.292650699
5826,5.722768363
5831,10.558954079
5840,17.037404361
5845,5.292153929
5856,11.223948748
5861,11.291186083
5862,9.074830634
5866,10.793334313999999
5871,36.147450221999996
5877,6.212630577
5878,29.854760803999998
5890,3.862594545
5891,11.014922292000001
5903,10.584307858
5905,5.621800638
5910,14.169205626
5915,5.292153929
5918,6.316422771
5920,5.931812567
5927,18.079024344
5936,6.153413856
5941,4.723016822
5953,5.292153929
5956,6.014774739
5958,45.928989226999995
5961,6.362466936
5966,5.722768363
5968,6.266691431
5969,4.723016822
5970,26.460769645000003
5988,34.341205592
5993,4.071302059
5995,4.974842946
5996,5.885770109
6002,9.267493645
6022,6.153413856
6028,4.974842946
6033,11.266831219
6035,9.876554927
6040,23.24030956
6043,10.153755529000001
6048,18.01703899
6056,5.885770109
6066,6.266691431
6068,60.41619472600001
6073,5.836040761
6074,5.97467729
6089,4.584447562
6100,5.153538105
6101,10.128381051
6103,20.435457261
6104,3.862594545
6105,10.976484872
6119,4.544373396
6121,11.096388122
6122,11.721886130000001
6123,19.144115835
6125,12.878262066000001
6126,106.707975724
6132,13.017343019
6133,5.405415974
6140,38.565690494
6141,4.723016822
6143,6.405333138
6145,4.974842946
6161,23.573638227
6164,11.697445652999999
6168,26.61663644
6169,18.892067288
6171,4.584447562
6172,5.753080438
6173,3.862594545
6179,28.457328657
6180,24.118943263
6191,19.885432134
6193,5.292153929
6194,14.242336591
6203,33.134559039
6207,5.931812567
6209,5.722768363
6210,17.088432359
6211,10.445785185
6213,20.687814498999998
6215,11.863625134
6222,5.722768363
6225,17.422635462000002
6229,4.974842946
6231,19.193980843
6232,4.292650699
6236,23.06473039
6237,20.282167626000003
6249,9.834836459
6250,5.405415974
6258,5.97467729
6272,11.445536726
6278,3.862594545
6280,9.876554927
6284,6.405333138
6287,5.292153929
6288,5.405415974
6294,13.560475193000002
6298,5.153538105
6302,4.292650699
6320,11.737550867
6324,6.153413856
6332,30.048554893
6345,6.722718659
6353,15.737845963000002
6354,6.014774739
6361,5.240356826
6365,29.044487308
6367,5.657311097
6373,13.738839503000001
6377,17.853001585
6379,14.24266744
6380,4.292650699
6383,37.417800434
6385,5.153538105
6387,4.292650699
6411,11.558809124
6415,5.584137011
6417,10.558954079
6422,12.205867297000001
6428,4.154158974
6430,4.974842946
6431,45.06080729000001
6435,20.854863884
6437,11.306905374
6439,6.153413856
6441,4.292650699
6445,5.08809119
6447,10.006448253999999
6448,4.292650699
6453,5.97467729
6455,23.167347596
6456,6.445431881
6458,5.722768363
6462,19.891880838
6464,5.501180385
6465,5.722768363
6467,22.575811865000002
6468,11.558809124
6472,15.989723832000003
6479,4.071302059
6480,5.97467729
6482,4.292650699
6486,4.974842946
6489,5.153538105
6496,36.263188623000005
6497,6.153413856
6505,14.924787553000002
6509,6.014774739
6520,13.469247133
6530,5.722768363
6532,14.086791752
6533,25.009281146
6537,61.809423560999996
6539,13.560144344000001
6541,17.091584153
6553,9.697859768
6555,16.992682735
6556,5.07059257
6559,41.084821889
6563,12.269562486
6577,3.862594545
6579,6.153413856
6582,5.292153929
6592,5.405415974
6598,5.722768363
6601,12.702535409
6605,32.794231907
6610,5.584137011
6617,6.240248782
