uid,shang10,shang9,shang8,shang11
153.0,5.885770109,5.885770109,5.885770109,5.885770109
157.0,4.259112724,5.0317103412,5.836040761,5.04228794207
159.0,5.931812567,5.931812567,5.931812567,5.931812567
163.0,4.46046583033,4.46046583033,4.292650699,4.40452745322
164.0,6.153413856,6.153413856,6.153413856,6.153413856
170.0,4.544373396,4.63372096575,3.862594545,4.4185120475
179.0,5.064216398,4.792402314,5.1334984375,4.9967057165
182.0,4.60794020542,4.78116152465,4.84356909892,4.66352073333
186.0,4.5078337605,5.04236765843,5.064255188,4.87148553564
188.0,4.41429618367,3.862594545,3.862594545,4.723016822
195.0,4.5539724205,4.974842946,4.76440768325,4.76440768325
201.0,5.85261721033,5.885770109,5.860905435,5.860905435
202.0,4.809475105,4.542008356,4.84899886,4.9190850275
208.0,5.657311097,5.657311097,5.657311097,5.657311097
211.0,6.153413856,6.153413856,6.153413856,6.153413856
215.0,4.43610607333,4.3787239236,4.57956144767,4.43610607333
229.0,5.9380911095,5.9380911095,5.9380911095,5.9380911095
235.0,5.722768363,5.61698423333,5.722768363,5.405415974
237.0,5.931812567,5.931812567,5.931812567,5.931812567
239.0,5.722768363,5.722768363,5.25016342367,5.5731832796
243.0,5.153538105,5.2794770395,5.405415974,5.2794770395
253.0,4.2928056835,4.07551576767,4.18416072558,4.18416072558
258.0,6.55641971533,5.956397142,5.95028995467,6.00107998925
259.0,4.15998317925,4.974842946,4.61928098242,4.723016822
261.0,4.974842946,5.28371647133,5.153538105,5.722768363
274.0,6.087953139,5.97467729,6.0313152145,6.0313152145
276.0,5.584137011,5.8687754335,5.8687754335,6.153413856
280.0,6.722718659,6.722718659,6.722718659,6.722718659
287.0,4.6337468225,4.077622622,4.6678411245,5.292153929
294.0,6.266691431,6.266691431,6.266691431,6.266691431
295.0,5.584156422,6.014774739,6.014774739,5.440616983
298.0,4.292754022,4.206701462,4.292754022,4.18521415275
308.0,4.974842946,4.974842946,4.974842946,4.974842946
313.0,4.30037709475,3.862594545,4.08148581987,4.08148581987
315.0,4.3160272275,4.077622622,4.5891979385,4.2034839705
316.0,4.292650699,4.5078337605,4.5078337605,4.723016822
320.0,6.292054527,6.292054527,6.292054527,6.292054527
321.0,4.4187187455,4.35568472225,4.35568472225,4.292650699
327.0,4.657587153,5.014930043,4.836258598,4.836258598
339.0,5.51462462744,5.42277179788,5.4495471413,5.42814375062
354.0,6.23739212767,6.584074882,5.83569802883,6.584074882
360.0,4.351813812,3.919132555,4.723016822,4.331321063
361.0,5.08540745825,5.60907220867,5.776308446,4.6337468225
364.0,4.3620980725,4.4539377055,4.633695109,4.483243629
375.0,5.722768363,5.722768363,5.722768363,5.722768363
384.0,5.670965859,5.670965859,5.670965859,5.670965859
385.0,4.5478132512,5.153538105,3.862594545,4.385814445
391.0,6.292054527,6.292054527,6.292054527,6.292054527
393.0,5.112529815,4.935823821,4.90999175683,4.6816216345
394.0,5.722768363,6.05607891533,6.153413856,6.292054527
400.0,5.885770109,5.722768363,4.974842946,5.885770109
404.0,4.583582113,4.77939703433,5.09402480167,4.92838310938
406.0,4.3356873113,4.43172049525,4.292650699,4.43610607333
419.0,5.28373717067,5.836040761,5.3487849515,5.494789433
421.0,3.966948302,3.9713094335,3.9713094335,3.975670565
429.0,6.405333138,6.49470401,6.584074882,6.49470401
431.0,5.140195575,4.7785996304,4.9593976027,4.9593976027
436.0,4.6853666014,4.40861260467,4.62184309849,4.7715500894
438.0,5.2350282275,4.79247980625,4.9551473768,4.99421847018
439.0,4.292650699,4.292650699,4.292650699,4.905622982
449.0,5.292153929,5.292153929,5.292153929,5.292153929
452.0,5.501180385,5.292153929,5.396667157,5.396667157
460.0,4.7246446664,4.981676701,4.711203191,4.7620971744
470.0,5.931812567,5.931812567,5.931812567,5.931812567
471.0,6.087953139,6.087953139,6.087953139,6.087953139
473.0,4.154158974,4.0449250195,4.140826746,4.2599530965
476.0,5.153538105,5.153538105,5.153538105,5.153538105
478.0,6.153413856,6.014774739,5.97467729,6.183727411
485.0,5.722768363,5.722768363,5.722768363,5.722768363
488.0,5.97467729,5.97467729,5.97467729,5.97467729
489.0,4.63559671825,4.43610607333,4.30429754917,4.45866678025
496.0,6.722718659,6.722718659,6.722718659,6.722718659
503.0,5.3488056545,5.292153929,5.722768363,5.45457598217
504.0,5.44265845257,5.453307053,5.46877661075,4.6926969848
505.0,5.705886871,5.705886871,6.153413856,6.153413856
506.0,4.95046595767,4.9382774635,5.153538105,4.848929884
510.0,5.584137011,5.584137011,5.584137011,5.584137011
516.0,4.966097085,4.966097085,4.966097085,4.966097085
517.0,4.974842946,4.71946484989,4.292650699,4.89090090467
528.0,5.405415974,4.723016822,4.5078337605,4.87875551883
530.0,4.077622622,3.862594545,3.862594545,3.93427057067
531.0,4.723016822,4.848929884,4.785973353,4.785973353
539.0,5.47351474633,5.6887008575,6.212630577,5.424252101
547.0,4.2928056835,4.292650699,4.2927023605,4.292650699
551.0,3.862594545,3.862594545,3.862594545,3.862594545
555.0,5.839845317,5.57857520433,5.23171961414,5.653452687
558.0,4.723016822,4.723094402,4.6369435974,4.69435160713
560.0,5.6029893775,5.6029893775,5.6029893775,5.6029893775
562.0,4.37655826467,4.077622622,4.5078337605,4.32067154906
568.0,4.83903798833,5.112231633,4.83903798833,4.83903798833
576.0,4.4786316515,3.98766253075,4.077622622,4.18130560142
581.0,4.79200110933,4.4187187455,4.14929864767,4.45333950083
582.0,5.007709531,4.8653631765,4.8653631765,4.723016822
583.0,5.58705189656,5.292153929,5.292153929,5.507461146
586.0,5.405415974,4.974842946,5.11836728867,4.974842946
587.0,4.36824528225,4.0891175818,4.4187187455,5.351362178
591.0,4.292650699,4.292650699,3.862594545,4.14929864767
594.0,4.077622622,4.259112724,4.14929864767,4.27637507775
596.0,4.9382774635,4.723016822,4.723016822,5.153538105
599.0,5.722768363,5.292153929,5.507461146,5.507461146
606.0,4.723016822,3.975670565,4.33044602867,4.292650699
611.0,5.2228925925,5.25752326075,5.25752326075,5.292153929
613.0,3.92779399353,3.9447203045,3.9919742602,3.90811642437
615.0,5.931812567,5.931812567,5.931812567,5.931812567
616.0,5.722768363,5.722768363,5.722768363,5.722768363
618.0,4.848929884,4.723016822,4.950483206,4.848929884
619.0,5.722768363,5.327733843,4.932699323,5.327733843
622.0,5.150288759,5.17684922633,5.405415974,4.974842946
625.0,4.4874640384,4.73730171597,5.07059257,4.6538485395
627.0,5.405415974,4.723016822,5.10493879911,5.18638360133
630.0,5.9380911095,6.405333138,6.0640507505,5.292153929
646.0,5.07059257,4.723016822,5.292153929,5.153538105
649.0,5.501180385,5.153538105,5.327359245,5.327359245
651.0,4.5038899704,4.38752668008,4.38752668008,4.27116338975
660.0,5.33744269767,5.69740682,4.134160632,5.389063427
661.0,4.938393855,5.3217919295,4.8276696795,5.799455875
662.0,5.405415974,6.83599934,6.120707657,6.120707657
666.0,4.577374237,4.65285102233,4.479516367,3.862594545
668.0,4.292650699,4.292650699,4.292650699,4.292650699
671.0,5.0075853755,5.178195515,4.723016822,4.974842946
681.0,5.722768363,5.722768363,5.722768363,5.779404562
682.0,5.722768363,5.722768363,5.722768363,5.722768363
685.0,5.657311097,3.862594545,4.759952821,4.759952821
688.0,5.722768363,5.722768363,5.722768363,5.722768363
691.0,4.723016822,4.912729191,5.0075853755,4.61542529125
692.0,5.2228925925,5.722768363,5.47283047775,5.47283047775
693.0,3.9701085835,3.862594545,3.862594545,5.1536079625
696.0,4.6337468225,4.82823229025,4.82823229025,5.022717758
697.0,4.974842946,4.974842946,4.974842946,4.974842946
704.0,4.723016822,3.862594545,3.8996694917,4.16176028623
706.0,4.292650699,5.07059257,4.3078377275,4.438587898
711.0,6.722718659,6.722718659,6.722718659,6.722718659
717.0,4.292650699,4.2034839705,4.24806733475,4.24806733475
729.0,5.292153929,5.2228925925,5.25752326075,5.25752326075
739.0,4.974842946,4.74133835325,4.74133835325,4.5078337605
740.0,4.577374237,4.292650699,4.435012468,4.435012468
741.0,6.405333138,5.2524995405,4.495737491,6.292054527
744.0,6.722718659,6.808968301,6.895217943,6.808968301
745.0,4.49695322243,4.292650699,4.292650699,4.292650699
746.0,5.292153929,5.507461146,5.507461146,5.722768363
751.0,5.07059257,5.07059257,5.07059257,5.07059257
754.0,3.862594545,3.862594545,3.862594545,4.154158974
758.0,4.89090090467,4.848929884,4.74285897886,4.8829983845
759.0,4.071302059,4.071302059,4.071302059,4.071302059
769.0,6.405333138,6.405333138,6.405333138,6.405333138
772.0,6.584074882,6.584074882,6.584074882,6.584074882
781.0,4.7381669455,4.95551599883,4.974842946,5.153538105
786.0,5.24682378857,5.292153929,5.25689715311,5.292153929
796.0,5.584137011,5.292153929,5.389481623,5.292153929
804.0,4.36437838617,4.292650699,4.292650699,4.2928056835
813.0,3.862594545,4.292650699,3.885209749,4.01348499767
814.0,4.7905158815,4.70437728471,5.143541559,4.87765829389
818.0,4.3211910095,4.47405649767,3.862594545,4.2877846024
819.0,4.071302059,4.071302059,4.071302059,4.071302059
825.0,4.723016822,5.405424601,4.95048608167,4.723016822
828.0,4.292650699,4.5078337605,4.40024222975,4.40024222975
832.0,4.663613772,4.52015143767,4.292650699,5.27108610225
834.0,5.153538105,5.153538105,5.153538105,5.153538105
839.0,5.97467729,5.97467729,5.97467729,5.97467729
840.0,5.153538105,4.723094402,4.723094402,4.292650699
842.0,4.143393851,4.29837859,4.489564815,4.32026400056
853.0,6.212630577,6.212630577,6.212630577,6.212630577
854.0,5.722768363,4.292650699,4.292650699,4.769356587
856.0,5.292153929,5.292153929,5.292153929,5.292153929
863.0,5.007709531,3.862594545,4.435152038,4.435152038
873.0,6.722718659,6.722718659,6.722718659,6.722718659
875.0,5.1334984375,5.1334984375,5.1334984375,5.1334984375
876.0,6.722718659,6.722718659,6.722718659,6.722718659
882.0,4.723016822,4.292650699,4.32859203483,3.9701085835
884.0,5.781982259,5.781982259,5.781982259,5.781982259
893.0,5.722768363,5.722768363,3.862594545,5.722768363
894.0,5.08232997417,5.108879192,4.73498439475,5.09833715633
896.0,4.40582999,4.6418717095,4.52385084975,4.52385084975
900.0,6.191173911,6.461972788,6.14817475733,6.191173911
912.0,5.140209377,4.9182636625,4.59309474971,5.12000713067
913.0,5.292153929,5.722768363,5.292153929,5.43569207367
916.0,4.787653827,4.601262159,3.862594545,5.153538105
918.0,6.316422771,6.316422771,6.316422771,6.316422771
920.0,4.5771261495,4.885961244,4.723016822,4.90634231889
921.0,6.722718659,6.7793589995,6.83599934,6.7793589995
927.0,5.722768363,5.722768363,5.722768363,5.722768363
930.0,5.722768363,6.212630577,5.836040761,6.212630577
939.0,5.501180385,5.501180385,5.501180385,5.501180385
951.0,4.723016822,4.8787124105,4.8787124105,5.034407999
955.0,3.862594545,4.077622622,3.862594545,4.43610607333
957.0,6.629009152,6.629009152,6.629009152,6.629009152
958.0,5.657311097,5.657311097,5.657311097,5.657311097
964.0,5.1748539536,5.29124136098,5.474732513,5.22413761633
974.0,4.8254352774,4.45955949056,4.991776008,5.28585688825
977.0,4.4185120475,4.154158974,4.154158974,4.24227666517
978.0,4.6337468225,4.077622622,4.974842946,4.56207079683
994.0,5.340021827,5.316087878,5.316087878,5.292153929
1004.0,6.153413856,5.9380911095,5.9380911095,5.722768363
1011.0,5.722768363,5.760525829,5.722768363,5.836040761
1020.0,5.722768363,5.722768363,5.722768363,5.722768363
1022.0,4.8616016,4.56962963925,4.862387743,4.60395568033
1027.0,4.9382774635,3.862594545,4.40043600425,4.40043600425
1028.0,5.384355326,4.6180728265,5.304455557,5.394974879
1030.0,4.292650699,3.862594545,4.077622622,4.077622622
1032.0,4.723016822,5.0705419065,5.1334984375,4.14929864767
1040.0,5.657311097,5.657311097,5.657311097,5.657311097
1045.0,4.292650699,4.11346063483,3.93427057067,4.11346063483
1053.0,5.08062017333,4.9182636625,4.98832697361,4.966097085
1056.0,5.722768363,5.722768363,5.722768363,5.722768363
1059.0,3.862594545,4.544373396,4.2034839705,4.2034839705
1060.0,5.722768363,5.722768363,5.722768363,5.722768363
1061.0,4.657587153,4.657587153,4.657587153,4.657587153
1062.0,4.181976379,4.27932009887,4.24175733929,4.17726783622
1071.0,5.20242429767,5.01003101067,5.722768363,5.507461146
1075.0,5.73283399714,5.62014757157,5.62014757157,5.507461146
1078.0,6.153413856,4.292650699,5.2230322775,5.2230322775
1080.0,5.292153929,4.3274984295,4.76947366133,4.79637533994
1098.0,5.405415974,5.292153929,4.974842946,5.292153929
1101.0,5.97467729,5.97467729,5.97467729,5.97467729
1102.0,4.14929864767,4.00594659633,3.862594545,4.00594659633
1107.0,5.722768363,5.292153929,5.722768363,5.57923021833
1112.0,5.65479920767,5.97342686733,5.97342686733,6.292054527
1116.0,5.62545412833,5.62943486892,5.6334156095,5.62943486892
1131.0,6.121545176,6.137479516,6.153413856,6.137479516
1133.0,5.722768363,5.722768363,5.722768363,5.722768363
1148.0,5.263556864,5.4604339805,5.4604339805,5.657311097
1152.0,4.92652128,3.862594545,4.292650699,4.36058884133
1153.0,4.723016822,5.153538105,4.86654977633,4.723094402
1158.0,4.5078337605,4.54592014967,4.73576400506,5.153538105
1166.0,5.9053590255,6.0426132115,5.405415974,6.1773230045
1171.0,3.862594545,4.79383574733,4.17300827911,3.862594545
1175.0,5.314806338,5.21117124324,5.21346920537,5.4728091315
1176.0,5.15837147,5.15837147,5.066607208,5.25729476
1177.0,4.7596771315,4.4185120475,4.5890945895,4.5890945895
1180.0,5.292153929,4.723016822,5.0075853755,5.0075853755
1186.0,3.919132555,3.919132555,3.919132555,3.919132555
1188.0,5.584137011,5.1535769165,5.1535769165,4.723016822
1192.0,5.20134629683,4.71886481545,5.53301976767,5.292153929
1193.0,5.636249259,4.723016822,6.00355754233,5.45427454111
1195.0,4.277219085,4.446186459,4.38146233157,4.354827861
1202.0,5.657311097,5.657311097,5.657311097,5.657311097
1205.0,4.341389509,4.974842946,4.974842946,4.723016822
1216.0,5.25300413933,5.931812567,4.6340052595,4.669262318
1217.0,4.60570009975,4.633695109,4.60395568033,4.577374237
1220.0,4.723016822,4.723016822,4.723016822,4.723016822
1229.0,5.153538105,4.974842946,4.80695886333,5.153538105
1230.0,4.9089756485,5.0654464355,4.995209729,5.292153929
1233.0,5.3688957805,5.3688957805,5.3688957805,5.3688957805
1234.0,4.779534363,4.796667386,4.7881008745,4.7881008745
1238.0,5.722768363,5.722768363,5.722768363,5.722768363
1239.0,5.007709531,4.40024222975,6.153413856,5.18712187225
1241.0,4.974842946,4.43610607333,4.19708266478,4.292650699
1244.0,5.722768363,5.722768363,5.722768363,5.722768363
1248.0,4.974842946,4.974842946,4.974842946,4.974842946
1251.0,6.722718659,6.722718659,6.722718659,6.722718659
1258.0,5.69889136567,5.6941557715,5.92540775,5.923812292
1268.0,5.722768363,5.722768363,5.551658431,5.665731719
1270.0,5.21951239533,4.9382774635,5.3487849515,5.405415974
1275.0,6.087953139,6.087953139,6.087953139,6.087953139
1279.0,5.722768363,5.2228925925,4.723016822,5.2228925925
1285.0,5.97467729,5.97467729,5.97467729,5.97467729
1286.0,3.862594545,4.292650699,4.1851366605,4.11346063483
1293.0,5.292153929,4.8645984402,5.0783761846,5.0783761846
1306.0,4.455523524,5.198462624,4.7276605745,4.79388224083
1313.0,4.723016822,4.83766467925,4.83766467925,4.9523125365
1317.0,4.723016822,5.064216398,5.405415974,5.064216398
1327.0,5.9517637175,5.9517637175,5.48263361033,5.9517637175
1328.0,5.115238984,4.4569300916,4.6816216345,4.6063973098
1333.0,6.405333138,6.405333138,6.405333138,6.405333138
1343.0,6.05244065,6.05244065,6.05244065,6.05244065
1351.0,4.974842946,4.974842946,4.974842946,4.974842946
1355.0,4.4187187455,4.80695886333,4.330532155,4.2213999954
1357.0,4.1688567355,4.2928056835,3.862594545,4.00594659633
1362.0,4.974842946,5.1334984375,5.292153929,5.1334984375
1369.0,6.121545176,6.048111233,5.507461146,6.121545176
1373.0,4.292650699,4.292650699,4.292650699,4.292650699
1377.0,4.292650699,4.6632907665,3.90028655167,4.952305755
1379.0,4.62948280357,4.51762739027,4.73433506427,4.9907723699
1381.0,4.974842946,5.30719940675,5.30719940675,5.6395558675
1385.0,5.588962019,5.885770109,5.885770109,5.507461146
1387.0,5.7227838925,4.974842946,5.3304996255,4.723016822
1390.0,4.857099095,4.782208137,4.819653616,4.819653616
1394.0,5.584137011,4.351813812,4.9679754115,4.9679754115
1396.0,4.974842946,4.292650699,4.2599530965,5.04066053575
1397.0,5.722768363,6.153413856,5.9380911095,5.9380911095
1400.0,4.7341757026,4.8545093243,4.8545093243,4.974842946
1402.0,6.153413856,5.77062476422,5.722768363,5.43569207367
1404.0,6.240248782,4.5771261495,4.69665164,4.8616016
1421.0,4.292650699,4.077622622,4.077622622,3.862594545
1430.0,5.885770109,5.089210404,4.292650699,5.089210404
1435.0,5.09967235636,4.292650699,4.67838182225,4.40582999
1446.0,3.862594545,4.154158974,3.959782688,3.862594545
1447.0,5.153538105,5.9380911095,5.6047991925,5.722768363
1452.0,4.292650699,4.077622622,4.292650699,4.5078337605
1459.0,4.6966792155,4.829034886,4.9643144065,5.05477559383
1468.0,6.153413856,6.153413856,6.153413856,6.153413856
1475.0,5.564128401,6.05244065,6.05244065,5.292153929
1478.0,4.292650699,4.57964760867,5.153538105,4.292754022
1479.0,5.66636619017,5.88179840129,5.32102724114,5.722768363
1482.0,4.544373396,4.6297783155,4.6297783155,4.715183235
1484.0,4.3620980725,3.862594545,3.862594545,4.33208671557
1497.0,6.405333138,5.792104228,6.405333138,6.405333138
1500.0,5.507461146,5.507461146,5.507461146,5.507461146
1508.0,6.464550799,6.464550799,6.464550799,6.464550799
1509.0,5.3350285425,4.974842946,5.15493574425,5.15493574425
1510.0,4.544373396,4.544373396,4.544373396,4.544373396
1518.0,4.5230725025,4.0083767595,4.633695109,4.622092928
1519.0,4.292650699,4.292650699,4.292650699,4.292650699
1521.0,4.723016822,5.389481623,5.722768363,5.27842226933
1524.0,4.292650699,4.604185447,3.862594545,5.657311097
1529.0,5.438153234,4.974842946,5.292153929,5.0641905255
1532.0,6.464550799,6.464550799,6.464550799,6.464550799
1539.0,5.931812567,5.64891161967,5.722768363,5.292153929
1547.0,5.17785219791,5.1503927336,5.1761605732,5.16969701086
1562.0,5.584137011,5.438153234,5.05626733567,5.584137011
1563.0,5.06277679275,5.7212075205,5.732872388,5.716507886
1566.0,4.974842946,4.292650699,5.007709531,4.75840105867
1577.0,4.974842946,4.82327554067,4.43990064686,4.74600637784
1579.0,6.568344441,6.568344441,6.568344441,6.568344441
1580.0,6.83599934,6.83599934,6.83599934,6.83599934
1593.0,4.8330028975,4.307955807,4.59665383867,4.6490028115
1594.0,4.6337468225,4.37669606333,4.57784576261,4.723094402
1595.0,5.722768363,5.453307053,5.453307053,5.183845743
1598.0,5.55070771633,5.82784193117,5.82784193117,6.104976146
1610.0,6.316422771,6.316422771,6.316422771,6.316422771
1612.0,5.584137011,3.862594545,5.43814547,5.292153929
1614.0,4.39367056987,4.5078337605,4.44637551767,4.918222273
1621.0,6.405333138,6.405333138,6.405333138,6.405333138
1624.0,6.246002272,6.246002272,6.246002272,6.246002272
1629.0,5.931812567,5.542675336,5.153538105,5.542675336
1631.0,5.1120653375,4.482466391,4.75763785025,4.67838182225
1633.0,4.544373396,5.292153929,5.292153929,5.292153929
1637.0,6.212630577,6.212630577,6.212630577,6.212630577
1638.0,5.405415974,5.3487849515,5.292153929,5.3487849515
1645.0,3.975670565,3.975670565,3.975670565,3.975670565
1653.0,5.153538105,4.88054972175,4.292650699,4.6340052595
1656.0,5.39959230233,4.890969873,4.50746098314,5.464989653
1658.0,5.405415974,5.06746360375,4.62591141667,5.03293033147
1661.0,5.722768363,5.722768363,5.722768363,5.722768363
1662.0,4.01366261782,3.9857638097,4.0798680688,4.24357782744
1667.0,5.722768363,5.507461146,5.292153929,5.507461146
1676.0,5.0219809162,5.0219809162,5.0219809162,5.0219809162
1686.0,4.723016822,4.077622622,4.36443004767,4.292650699
1689.0,6.266691431,6.266691431,6.266691431,6.266691431
1691.0,4.842975309,4.723024581,4.782999945,4.782999945
1694.0,5.97467729,5.97467729,5.97467729,5.97467729
1695.0,5.16189651914,5.0957967012,5.0957967012,5.02969688325
1710.0,5.292153929,5.292153929,5.292153929,5.292153929
1712.0,5.292153929,5.292153929,5.292153929,5.292153929
1721.0,5.722768363,6.162664212,5.9427162875,5.9427162875
1724.0,5.292153929,5.292153929,5.36182941433,5.501180385
1725.0,5.722768363,5.0981853146,4.2796336518,5.292153929
1728.0,5.931812567,5.153538105,5.542675336,5.542675336
1731.0,4.292650699,4.292650699,4.292650699,4.292650699
1735.0,4.292650699,4.2234048365,4.48265248433,5.1574031275
1742.0,6.014774739,6.014774739,6.014774739,6.014774739
1754.0,4.974842946,5.0075853755,5.722768363,4.723016822
1758.0,5.292153929,5.292153929,5.292153929,5.292153929
1759.0,4.292650699,4.077622622,4.5078337605,4.292650699
1775.0,4.853215858,4.4517870004,4.6538485395,5.04176811375
1783.0,3.862594545,4.552067979,4.723016822,5.07059257
1784.0,6.722718659,6.722718659,6.722718659,6.722718659
1786.0,4.49794314225,5.14030250033,6.153413856,4.792309211
1789.0,4.723016822,4.292650699,4.544373396,4.292650699
1797.0,6.014774739,6.014774739,6.014774739,6.014774739
1804.0,4.14055329625,4.93710732867,4.37655826467,4.3620980725
1805.0,3.862594545,3.862594545,3.862594545,3.862594545
1807.0,5.222846017,5.3141309955,5.3141309955,5.405415974
1808.0,4.848929884,5.292153929,4.292650699,5.04995951967
1809.0,4.8616016,4.292650699,3.862594545,4.338948948
1810.0,5.657311097,5.5640921685,5.54227307983,5.405415974
1816.0,5.153538105,5.438153234,5.153538105,5.722768363
1819.0,4.85798735583,5.31939624475,5.2134324882,5.1493584384
1827.0,4.8490333365,5.45916228433,4.974842946,5.09434618894
1829.0,3.862594545,3.862594545,3.862594545,3.862594545
1833.0,4.34706882933,4.292650699,4.70284478033,5.07059257
1842.0,6.014774739,5.85137525022,6.014774739,5.52457627267
1844.0,4.40861260467,5.438215339,4.922883457,4.92323713356
1848.0,3.862594545,4.859503549,4.859503549,5.856412553
1850.0,4.57967258983,4.822288402,4.57283457794,4.316542742
1852.0,4.66357245733,4.43488842425,5.153538105,4.40024222975
1855.0,4.723016822,5.6359152975,6.0313152145,6.153413856
1856.0,5.292153929,5.0075853755,5.501180385,4.8490333365
1862.0,4.723016822,5.0075853755,4.64565784833,4.79208668194
1863.0,5.69003973,5.1691738876,4.6483080452,5.1691738876
1864.0,6.1685728525,6.524313076,5.96641050325,6.643293014
1866.0,5.292153929,3.919132555,4.723016822,4.64476776867
1869.0,5.584137011,5.584137011,5.52458633417,5.4054849805
1871.0,5.584137011,5.2794899785,4.974842946,5.2794899785
1873.0,5.4947764925,4.723016822,5.722768363,5.405415974
1876.0,5.501180385,5.10712747662,4.71307456825,5.10712747662
1877.0,4.623042475,4.96384125733,4.292650699,4.86128680333
1891.0,5.348789265,5.722768363,5.535778814,5.535778814
1892.0,4.417185425,4.56019196425,4.780149083,4.77336015533
1899.0,6.087953139,6.087953139,6.087953139,6.087953139
1901.0,4.99667123233,4.99667123233,4.99667123233,4.99667123233
1906.0,4.723016822,5.62500690383,6.0640507505,6.087953139
1908.0,5.931812567,5.722768363,5.86213116567,5.931812567
1909.0,4.723094402,4.78824127567,4.78824127567,4.85338814933
1913.0,4.723016822,4.5078337605,4.292650699,4.5078337605
1914.0,4.292650699,4.292650699,4.292650699,4.292650699
1919.0,3.862594545,3.966948302,4.071302059,3.966948302
1925.0,4.896804696,4.7059731918,4.7059731918,4.5151416876
1926.0,3.862594545,3.862594545,5.657311097,4.077622622
1928.0,5.722768363,5.9221567695,5.9221567695,6.121545176
1930.0,5.722768363,5.722768363,5.722768363,5.722768363
1938.0,5.836040761,5.153538105,5.494789433,5.494789433
1940.0,3.862594545,4.544373396,4.37666158767,4.723016822
1941.0,4.39263709617,4.14055329625,4.089854162,4.5078337605
1945.0,5.657311097,5.474732513,5.474732513,5.292153929
1946.0,5.66319986067,5.69299187658,5.7227838925,5.69299187658
1949.0,5.501180385,5.18753820225,5.18753820225,4.8738960195
1953.0,5.722768363,5.722768363,5.722768363,5.722768363
1954.0,5.643349495,4.974842946,4.89649816667,4.071302059
1956.0,6.153413856,6.153413856,6.153413856,6.153413856
1962.0,5.931812567,5.931812567,5.44382071433,5.908791338
1964.0,4.974842946,4.08131964985,4.2034839705,6.535635912
1965.0,5.722768363,5.722768363,5.722768363,5.722768363
1968.0,4.36437838617,4.47138436812,4.41602116481,4.41230074013
1970.0,6.316422771,6.316422771,6.316422771,6.316422771
1971.0,5.564128401,5.564128401,5.564128401,5.564128401
1975.0,6.153413856,5.7227838925,5.7227838925,5.292153929
1976.0,4.723016822,4.723016822,4.723016822,4.723016822
1979.0,4.80701058333,4.66357245733,5.405415974,4.95866633822
1980.0,4.292650699,4.292650699,4.16977751214,4.25169297005
1985.0,4.03303925775,5.0427613065,4.397292299,4.809815297
1988.0,4.612276052,4.589270173,4.896804696,4.286374265
1999.0,5.97467729,5.97467729,5.97467729,5.97467729
2004.0,5.77710227833,5.77710227833,6.464550799,5.77710227833
2005.0,4.723016822,4.723016822,4.723016822,4.723016822
2009.0,4.077622622,4.723016822,4.455523524,4.3431399114
2015.0,4.34456355761,4.292650699,4.34046915711,4.67438659783
2017.0,4.974842946,4.759608171,4.759608171,4.544373396
2021.0,5.2794770395,4.292650699,4.974842946,4.84899022817
2025.0,6.292054527,6.292054527,6.292054527,6.292054527
2027.0,4.848929884,5.292153929,5.038642253,4.974842946
2033.0,3.862594545,3.862594545,3.862594545,3.862594545
2035.0,5.51348766625,5.657311097,6.153413856,5.07059257
