uid,four_result
2158,4.369735666
2161,4.364066756
2163,5.471358009
2164,0
2180,4.348958751
2185,0
2186,3.787263413
2191,5.224070661
2199,4.016557378
2201,4.090137852
2207,0
2209,4.10611712
2213,5.266080912
2214,4.035157795
2222,4.380660447
2228,5.18137939
2235,0
2236,0
2248,5.407574529
2251,4.326528811
2266,0
2270,4.053183181
2277,0
2278,4.508019652
2279,5.365131844
2280,5.433313893
2289,5.381785501
2296,0
2297,4.127857422
2302,5.174938717
2303,5.508961653
2308,4.472061325
2309,4.090587929
2312,0
2319,0
2322,0
2331,4.551646512
2332,0
2336,0
2343,4.766558222
2352,0
2354,0
2355,3.19520027
2359,0
2362,0
2364,4.808109426
2369,0
2382,0
2383,5.542106291
2384,4.275741188
2392,0
2408,0
2410,0
2417,4.533732801
2418,0
2419,5.402785497
2420,0
2428,5.618574194
2442,0
2445,4.143424404
2446,4.428864343
2461,3.776889356
2465,5.264758694
2471,5.779396644
2475,5.824851662
2484,4.779230887
2485,6.289912332
2486,5.44361259
2488,5.062971897
2491,3.973977297
2492,5.903970523
2493,0
2501,0
2510,0
2521,5.671612664
2532,6.146115436
2546,0
2547,5.376391936
2553,5.024324805
2555,0
2556,0
2559,0
2561,4.29686755
2574,0
2580,0
2582,4.30682471
2583,4.642384302
2590,0
2591,6.0376055
2604,4.299912986
2606,5.025173194
2615,4.346732749
2620,6.067416
2623,5.301064221
2624,4.304886928
2631,4.521965076
2632,0
2646,4.469831207
2651,4.574872526
2662,0
2663,4.361803469
2672,0
2673,0
2684,0
2686,4.778122164
2690,4.318163866
2695,5.107063051
2702,0
2705,0
2707,0
2712,5.665163623
2716,0
2719,3.940568141
2724,5.898804387
2729,0
2737,5.673011287
2738,0
2741,0
2742,6.322887718
2746,0
2747,0
2749,5.837957499
2754,4.149169771
2762,4.239563368
2764,4.306408734
2769,0
2774,3.979418674
2780,0
2794,0
2796,4.390259097
2801,4.419933023
2802,0
2806,4.726511687
2812,0
2813,3.459315868
2814,0
2817,0
2819,4.142585608
2822,5.822047711
2827,4.733414789
2828,0
2830,5.025978327
2831,4.830319234
2844,5.512211472
2853,0
2855,4.22158326
2857,4.604260409
2860,4.139881022
2865,5.39626974
2869,0
2878,4.004826345
2879,0
2894,4.474751673
2896,6.000855634
2898,0
2901,5.46891731
2904,0
2911,5.030105281
2922,5.742791293
2928,0
2930,5.838413911
2932,6.202627441
2937,0
2939,4.305678805
2942,5.053756676
2949,5.688012201
2954,3.727524094
2957,4.793472983
2958,0
2960,0
2971,4.486138351
2973,5.882053951
2983,0
2995,4.21262593
3004,4.12842618
3006,3.708603794
3015,3.840358614
3017,0
3019,5.132945995
3024,0
3032,5.744540119
3034,0
3035,6.22392229
3039,4.268856939
3042,0
3050,4.187570808
3054,0
3057,5.805932344
3059,0
3060,0
3065,0
3073,0
3076,5.711240655
3077,4.932949436
3078,0
3085,4.796430209
3086,4.106144496
3091,4.311489875
3094,4.394047507
3104,0
3111,5.828924641
3116,0
3130,3.75289342
3131,3.788675577
3132,4.447307018
3135,0
3137,5.00847133
3140,4.158455276
3144,0
3145,5.440697736
3146,0
3147,0
3150,0
3156,5.257226731
3157,0
3169,0
3174,0
3180,5.435776491
3184,5.598003552
3203,4.440329118
3206,5.860870971
3208,0
3211,0
3216,0
3217,4.353056015
3218,5.299202567
3220,3.246722099
3227,0
3234,0
3236,4.444415038
3238,0
3247,4.422848303
3256,0
3258,0
3262,0
3265,4.237701836
3267,5.449136913
3271,4.297266064
3272,4.255217129
3280,5.464739705
3284,0
3290,5.084075626
3293,0
3294,4.045327772
3301,0
3305,0
3309,0
3311,5.682627502
3326,5.869165834
3328,0
3331,5.541378303
3341,0
3350,4.590339946
3369,4.454988006
3377,5.547926316
3391,0
3392,0
3394,4.399069399
3401,0
3405,5.281353818
3406,5.890246967
3407,5.67709631
3410,5.852835661
3412,5.585802688
3419,5.436405306
3424,0
3431,4.395801026
3433,4.40279075
3451,0
3452,5.339188057
3453,0
3454,5.748809788
3455,0
3465,5.947686474
3474,0
3475,0
3476,4.509184034
3483,0
3488,5.83672341
3492,4.149333931
3496,5.71341761
3497,0
3510,0
3520,4.720267347
3527,5.750245489
3531,0
3541,5.707348776
3546,0
3549,0
3551,0
3554,0
3556,0
3570,0
3572,5.532827829
3574,0
3580,0
3585,4.26032232
3588,0
3590,4.26376367
3591,4.189281152
3594,4.961855121
3598,0
3611,0
3614,0
3615,3.847645906
3621,5.171456758
3624,5.203185732
3627,3.750755835
3631,4.289159276
3636,0
3641,3.709230964
3643,4.318675739
3653,0
3654,4.39733136
3656,6.012023499
3665,0
3667,0
3668,3.263913492
3671,4.216970906
3683,5.4721673
3689,0
3691,4.849098674
3700,4.671639877
3701,4.601536858
3704,0
3705,4.10754384
3708,0
3714,5.36118001
3717,4.855508541
3719,0
3724,5.780210038
3725,4.586672218
3736,0
3737,0
3738,0
3739,0
3744,0
3745,0
3752,5.362018191
3758,3.82129626
3759,0
3760,3.915285999
3768,0
3769,5.836192328
3777,5.599028038
3778,4.518685721
3780,3.889629153
3782,5.545902709
3783,5.316902231
3789,0
3791,0
3792,3.275307083
3802,0
3803,5.69537918
3808,4.289063844
3810,0
3811,3.355339677
3812,4.996127944
3813,5.169418639
3819,0
3820,5.721522495
3823,5.521356814
3824,0
3828,5.241081216
3829,4.71001925
3837,0
3839,4.17630283
3847,0
3851,5.828300991
3854,6.140866481
3855,3.547030424
3859,4.695498656
3861,4.30246442
3865,4.144574599
3874,5.549195009
3875,4.740427593
3882,4.621178512
3884,0
3893,0
3902,6.166976035
3906,4.202702307
3907,0
3908,4.300168225
3909,4.208778143
3919,3.703689875
3924,4.395397371
3926,5.802543444
3937,0
3939,4.70771067
3940,0
3942,0
3945,4.617525406
3946,0
3952,5.596118213
3953,5.822899299
3961,5.001165901
3967,4.70725882
3969,4.08216143
3982,0
3983,4.123218384
3984,0
3986,5.436794176
3987,3.741348858
3988,5.900316949
3993,0
4002,5.454977341
4006,0
4011,0
4014,3.910197279
4015,3.767778009
4016,5.202016922
4024,0
4025,4.876052652
4026,0
4028,0
4029,0
4033,0
4036,0
4042,0
4045,0
4058,0
4059,5.781460836
4064,0
4076,4.44693709
4077,6.245478863
4082,0
4096,0
4099,5.711745481
4102,0
4103,0
4107,4.487541095
4108,0
4114,0
4117,0
4122,0
4123,5.274090691
4129,5.886005734
4130,0
4131,5.345234707
4133,0
4138,0
4140,3.99116709
4141,0
4142,0
4144,0
4151,0
4154,0
4155,0
4163,5.334411147
4164,3.860301883
4170,4.359306607
4179,5.272057125
4180,0
4188,0
4189,5.42072399
4193,5.732494213
4194,6.200675211
4195,0
4196,3.903197498
4204,5.029290821
4210,0
4221,0
4225,4.217170661
4233,4.244106945
4236,0
4239,0
4246,0
4261,0
4274,0
4275,4.055342495
4284,0
4286,0
4288,5.392692529
4290,0
4294,5.338818196
4305,0
4309,4.460543399
4311,0
4348,0
4352,4.127878074
4356,0
4369,0
4370,4.625052858
4373,4.917712918
4374,4.235217515
4376,0
4380,6.281157102
4384,0
4386,0
4388,0
4391,0
4408,5.226241371
4410,4.318747866
4413,4.136381161
4414,3.200773529
4419,0
4423,4.829628288
4427,4.185724599
4429,5.623737238
4432,0
4436,0
4437,0
4447,4.509817998
4455,0
4458,0
4459,5.42663077
4467,0
4473,5.837723003
4498,0
4507,5.886721246
4509,0
4516,0
4521,0
4524,3.398581473
4528,0
4530,5.792494197
4531,5.562893835
4546,5.050692648
4548,5.764247179
4552,5.613199637
4554,5.4306706
4557,0
4559,5.910102173
4565,0
4572,0
4575,5.920849525
4580,5.710413902
4581,0
4583,6.302892044
4592,0
4595,5.571226913
4596,3.780043657
4598,4.428663427
4601,0
4603,3.980191296
4604,5.787378522
4605,4.086783561
4609,4.991528083
4611,4.063380004
4618,0
4623,0
4624,4.36017529
4625,0
4637,5.299913309
4638,5.279415949
4641,3.961244158
4647,5.19631293
4649,3.823045523
4656,0
4658,0
4661,0
4666,0
4667,5.581037348
4669,4.407714445
4677,4.489523368
4681,0
4684,5.3281897
4698,0
4701,0
4702,4.329780909
4712,4.84968746
4719,0
4725,5.819493236
4727,4.652061553
4730,5.51784178
4733,0
4737,4.517187439
4739,0
4744,4.396418189
4748,5.417145764
4758,5.591901029
4760,4.361927336
4761,0
4764,5.865848768
4766,0
4767,0
4778,0
4783,3.828662192
4788,0
4790,0
4792,0
4797,4.422502505
4798,5.730473775
4800,0
4809,3.912408697
4823,0
4832,0
4838,0
4862,3.911338616
4869,0
4873,0
4876,3.881323876
4884,0
4892,4.351857964
4905,4.315980884
4907,3.760879315
4909,0
4910,5.855725637
4916,3.908323074
4918,0
4924,6.123508093
4928,5.774501516
4931,0
4933,0
4938,0
4944,4.589676359
4946,4.039395269
4955,4.479583525
4964,4.295928255
4966,3.819429503
4970,0
4973,4.46758196
4978,0
4981,5.486421482
4982,0
4989,4.463608367
4993,3.647343786
4996,5.401782453
5000,0
5001,4.761843507
5004,4.254568086
5006,4.286653752
5010,6.064069175
5013,5.1688817
5014,4.444586799
5015,0
5018,4.517018318
5031,0
5036,0
5039,3.715763056
5046,5.308030103
5055,0
5058,3.868339605
5062,0
5063,5.436556507
5077,5.00372739
5083,5.687069753
5086,5.711325557
5087,0
5096,4.315038408
5098,4.948978435
5101,0
5121,4.454095137
5124,4.78821264
5130,4.565115851
5140,5.581710014
5142,0
5145,4.366848518
5153,6.16432078
5160,4.317961403
5161,4.710038401
5163,0
5166,0
5167,0
5179,4.128361454
5184,5.327735615
5186,0
5192,4.313557776
5199,0
5205,4.149700435
5214,5.36057256
5225,5.406226116
5239,5.764222633
5241,4.275410332
5242,5.189648937
5243,5.489659319
5251,4.831598475
5257,0
5261,4.268755584
5268,0
5274,5.574225659
5279,4.020053003
5280,5.774439632
5281,4.039237324
5282,5.693135881
5283,0
5289,0
5290,5.630415824
5294,0
5304,0
5307,5.573297108
5312,4.116305058
5314,0
5319,3.967660819
5322,0
5327,0
5329,0
5334,5.991333076
5335,5.430039975
5336,0
5337,0
5338,5.801193016
5341,0
5344,0
5354,4.885032744
5356,0
5361,4.35759603
5373,0
5381,5.505501708
5382,0
5386,0
5387,5.558190565
5399,4.408493893
5401,4.195326116
5403,0
5404,5.1334337
5406,5.53394339
5417,5.447472219
5426,0
5439,5.644780161
5440,0
5442,0
5443,4.158355711
5445,3.774776575
5446,0
5447,5.690385958
5452,6.026002432
5453,5.707104673
5457,0
5462,4.195164674
5463,0
5466,4.492729226
5468,5.378098745
5471,4.514946569
5473,5.105881302
5475,6.053729903
5484,4.109518535
5489,0
5495,4.121622009
5505,0
5520,0
5525,0
5527,0
5531,4.978358303
5533,0
5534,5.485380142
5546,5.490991374
5547,0
5549,5.786349839
5553,4.324529932
5558,5.550440694
5569,4.134074898
5570,0
5575,0
5577,0
5585,0
5593,0
5594,3.787746549
5595,0
5597,4.313082065
5612,4.23699423
5615,0
5616,5.877061557
5618,5.975798169
5619,0
5620,4.450235588
5621,0
5623,0
5626,0
5631,0
5632,5.930558887
5636,5.658436039
5638,4.404511435
5650,6.117623293
5652,5.775642565
5658,0
5661,4.210073754
5662,4.622103724
5663,0
5670,0
5681,5.282769514
5684,5.967939882
5686,0
5687,0
5692,3.644384921
5694,0
5704,0
5711,5.342878036
5713,5.810828924
5715,0
5717,0
5720,0
5721,4.544920927
5725,5.616544679
5728,0
5730,4.177820232
5734,0
5741,3.965201098
5743,0
5747,5.585938872
5749,4.710429858
5754,3.959770244
5761,4.323116908
5767,0
5774,5.673577144
5778,5.702737891
5788,3.659629963
5793,5.972445386
5794,0
5798,0
5813,5.65735968
5815,4.531613973
5823,5.68389874
5826,0
5835,5.786174417
5840,0
5845,0
5854,5.530074579
5861,4.39864123
5866,4.289475676
5877,0
5878,5.666131782
5886,0
5890,4.873024231
5895,0
5898,0
5903,4.690188163
5905,3.833285747
5909,0
5924,0
5927,5.603532639
5930,4.199885301
5940,5.023819191
5941,5.769318381
5947,0
5952,0
5953,4.100104597
5956,4.449385238
5958,5.653199187
5960,0
5964,4.465523611
5968,0
5969,4.878291618
5970,5.870578194
5973,4.287584961
5988,5.575190462
5993,4.59640815
5995,0
5996,5.773877398
6002,4.720654225
6012,0
6022,0
6026,0
6040,0
6043,0
6048,0
6051,0
6059,0
6068,4.386669624
6073,4.260077735
6074,4.498624709
6078,0
6080,0
6083,3.741636448
6089,0
6097,4.549514674
6100,4.034531211
6101,5.553028873
6103,4.450265609
6105,4.102138556
6113,0
6115,4.625691157
6119,0
6123,5.437894851
6125,4.1125081
6132,0
6133,5.246338475
6137,5.96814888
6140,4.146587445
6142,0
6145,5.924695505
6147,5.575288681
6157,5.779803568
6158,4.601202146
6161,0
6168,5.671830855
6169,5.609884205
6171,5.524317807
6172,4.300834129
6173,0
6176,0
6177,0
6179,5.441926573
6182,4.438944464
6186,3.336302542
6191,5.767404515
6192,0
6194,4.467310695
6196,0
6197,0
6204,0
6210,4.330852126
6213,4.322546179
6215,0
6225,4.230334282
6231,0
6232,3.349900103
6233,0
6236,5.621041157
6249,5.678919619
6258,3.922822004
6278,0
6280,4.38011435
6281,4.541054251
6287,0
6298,0
6300,4.44492197
6302,0
6306,6.214506792
6315,0
6317,0
6320,0
6321,5.480629301
6324,4.484639772
6326,0
6332,4.153118955
6348,0
6354,5.939037862
6355,0
6357,0
6360,0
6361,4.207241401
6365,6.218348727
6368,0
6373,3.345105185
6377,5.502669587
6379,5.731795718
6381,4.417449155
6383,3.775886515
6385,0
6387,0
6395,0
6401,3.936820738
6415,0
6426,0
6427,0
6428,0
6431,4.233836326
6437,5.563416492
6441,4.23834311
6447,4.311121209
6453,5.900248463
6455,6.085954929
6457,0
6458,0
6462,3.969448228
6465,4.417860636
6467,0
6468,4.52360319
6477,0
6479,3.406097271
6480,0
6483,0
6486,0
6492,5.312114385
6496,3.908244212
6497,4.564424906
6499,3.985367267
6505,5.826062708
6507,4.212778355
6509,0
6513,0
6520,5.649751021
6524,0
6533,4.771577579
6537,4.371009818
6539,4.133912299
6541,4.216777657
6545,4.204630531
6553,4.431451138
6555,5.255197243
6556,4.184963532
6559,5.855155109
6577,5.905513805
6582,4.264224637
6587,0
6592,3.142502816
6600,0
6603,4.686564338
6605,5.354139256
6610,5.460919971
6617,0
6629,5.306512208
6645,5.205442226
6646,4.362335306
6647,4.654661434
6650,0
6651,6.018603552
6657,4.975687064
6677,4.350657173
6689,3.903422924
6690,0
6694,0
6698,5.050320955
6703,0
6720,5.741675425
6735,0
6743,0
6744,5.242105837
6749,4.706760688
6752,0
6753,0
6766,5.377692375
6769,0
6770,3.335252074
6776,0
6777,4.663306307
6779,4.406042787
6782,5.55956719
6783,5.929102337
6788,4.089931326
6789,0
6801,5.513957604
6804,5.423997118
6806,4.808028102
6812,4.452097474
6816,0
6817,5.345154378
6819,5.870528694
6820,0
6830,4.627981773
6835,0
6840,4.362462504
6843,0
6851,0
6854,0
6855,4.000350574
6858,4.43680099
6861,5.729529913
6863,3.971577376
6879,4.017338284
6882,0
6889,0
6890,0
6901,5.603256343
6905,5.068998212
6907,3.986123415
6912,5.260960384
6917,0
6926,4.690578245
6927,5.206667998
6929,5.308701871
6932,0
6945,5.858838901
6946,5.996043955
6947,5.602612651
6951,6.007457097
6956,0
6962,5.397568798
6974,3.954429698
6978,4.138261095
6983,5.333597828
6984,3.358194142
6986,5.40842961
6990,4.318012605
6994,0
6995,0
7001,4.38111957
7007,4.939906304
7010,5.213996827
7012,5.714617219
7014,0
7018,0
7020,5.025355741
7030,0
7036,3.397752155
7039,0
7047,5.311173701
7061,0
7067,4.654813905
7069,5.546932803
7073,0
7076,0
7087,0
7094,5.338505447
7104,4.150586754
7105,5.511937718
7110,5.644204107
7111,5.942238513
7114,0
7121,0
7124,5.622857423
7135,4.542102716
7140,4.76691504
7142,5.702619276
7154,4.457526388
7161,0
7173,5.15588039
7181,0
7188,0
7189,0
7194,4.472316988
7195,4.174018845
7196,4.227238967
7201,3.318669451
7202,0
7204,4.578668804
7209,4.916910605
7212,0
7219,0
7228,0
7229,0
7233,0
7234,0
7236,0
7238,4.580956249
7239,0
7240,5.636693563
7247,6.06050777
7254,5.384386145
7258,0
7266,4.162036081
7267,0
7270,0
7271,5.619550873
7275,4.113309869
7284,0
7286,0
7291,0
7295,4.338012929
7296,3.344491806
7299,5.454887452
7301,5.282947565
7302,0
7309,5.40679074
7310,4.855093429
7316,4.042641873
7317,5.656560849
7319,5.868465229
7321,5.296559183
7326,4.174870334
7333,5.480515892
7339,0
7349,4.643083137
7352,5.379348928
7365,4.669762982
7368,0
7369,5.542691503
7371,4.075846699
7378,5.92223565
7389,4.995887529
7402,0
7403,4.219870041
7408,4.516989163
7413,4.540416027
7419,4.646003127
7420,0
7422,5.029475979
7433,0
7439,4.638648747
7445,0
7456,0
7458,0
7470,0
7472,0
7477,5.654505871
7481,4.370510269
7482,4.147380086
7489,0
7495,0
7502,4.19021632
7505,4.719299707
7508,4.220821237
7509,4.160956009
7510,0
7511,5.307472328
7515,4.160555615
7522,4.692030942
7524,0
7528,0
7529,3.895880591
7531,4.091463129
7532,5.34666535
7535,4.28300319
7547,4.230757777
7554,0
7555,5.68628091
7556,5.825803798
7565,0
7568,0
7569,4.735515958
7573,5.503388131
7596,0
7598,4.072422259
7599,4.319383588
7605,4.318910657
7624,0
7630,5.087119511
7636,0
7639,0
7649,5.893083465
7658,4.266800419
7660,5.078186402
7661,4.473053912
7677,0
7678,0
7679,0
7681,0
7715,5.567966142
7723,4.36661896
7724,0
7726,0
7727,0
7733,5.055948001
7739,0
7754,0
7756,0
7761,4.721944041
7766,5.600623804
7773,3.820204106
7780,0
7783,0
7784,4.20303618
7787,0
7789,4.412587292
7790,0
7800,0
7804,0
7806,0
7807,0
7813,0
7825,0
7832,0
7833,0
7834,5.757496838
7837,4.275604114
7845,5.270973752
7852,3.72473916
7853,0
7855,0
7859,5.448251525
7860,4.563514438
7872,5.537528584
7874,5.678787427
7882,0
7883,3.895403293
7885,0
7887,4.984183693
7890,5.763102001
7891,0
7896,0
7901,4.145606598
7905,0
7907,4.585428327
7915,4.352992429
7921,0
7928,5.751273558
7933,5.909323718
7937,4.302394722
7939,0
7944,0
7956,3.845857723
7957,0
7958,5.822570455
7959,4.093072628
7962,0
7964,0
7965,0
7972,4.676509332
7973,0
7982,0
7983,0
8003,0
8011,0
8020,0
8028,4.26525406
8034,0
8037,4.040098637
8045,0
8057,4.755654542
8062,5.95517322
8064,0
8067,0
8081,6.220677385
8096,0
8099,4.531712334
8106,0
8123,6.113999077
8124,3.930553874
8126,0
8128,4.394318616
8139,3.849220637
8141,0
8142,4.311444347
8147,0
8149,0
8154,0
8158,5.204289852
8161,5.298719809
8163,0
8164,0
8165,5.706810596
8166,4.643669879
8169,5.040923298
8170,4.319449803
8171,0
8176,5.384676616
8178,4.740124335
8180,0
8195,4.106020829
8197,0
8203,0
8207,0
8211,5.086830598
8219,0
8221,4.336721225
8222,0
8225,0
8226,3.774442051
8229,4.491522738
8230,4.464893591
8232,0
8234,0
8235,5.57136511
8238,5.535137374
8241,0
8244,4.336190258
8252,4.402013879
8262,0
8265,5.441498519
8267,5.700221602
8272,5.574078151
8277,0
8281,0
8283,0
8288,0
8289,4.727773253
8290,5.153588106
8296,0
8298,0
8300,4.404130277
8304,0
8310,5.663712033
8312,4.321372753
8313,0
8315,4.432509834
8318,5.067963154
8319,3.820348573
8320,0
8324,4.065690284
8333,3.905421045
8335,0
8339,5.167602933
8344,0
8359,0
8360,4.351524884
8363,5.627858471
8378,4.260530219
8386,0
8410,4.910227201
8417,0
8426,0
8437,5.166776794
8441,4.475217077
8446,4.332062587
8448,0
8449,0
8464,4.459749879
8469,4.53017224
8471,0
8474,0
8475,5.140546206
8477,4.268546496
8482,0
8489,0
8501,0
8502,4.329458743
8508,0
8509,0
8511,4.333770553
8513,5.775272179
8514,5.523670039
8518,6.057761515
8520,4.166324717
8527,4.224404232
8528,0
8529,6.121573569
8533,3.838101826
8534,5.906383183
8535,3.9970745
8536,3.653016797
8549,0
8554,5.648296836
8555,4.4319779
8565,5.966947561
8567,0
8572,4.085511478
8578,0
8586,0
8596,4.223093776
8599,6.080103273
8606,4.324467538
8608,0
8618,4.057344886
8629,5.007498623
8630,5.471876808
8636,5.728062722
8639,3.916265705
8640,4.472877181
8641,0
8649,5.6389787
8656,3.369021014
8659,4.723384717
8670,4.610417041
8678,0
8681,4.875959981
8682,0
8684,5.386647698
8685,0
8692,0
8701,0
8703,5.217673646
8704,5.59810387
8707,5.579557939
8711,4.875722823
8714,0
8723,0
8730,5.20347304
8732,0
8736,4.427457018
8738,5.572729841
8741,0
8743,0
8745,0
8750,0
8756,4.21801281
8763,5.571341057
8767,4.311869764
8769,0
8779,0
8780,0
8781,0
8789,0
8791,0
8794,4.177432066
8795,5.488653512
8797,0
8816,4.799785389
8818,4.621559532
8822,3.869256534
8823,0
8824,0
8832,0
8853,0
8854,5.040212433
8855,4.512461216
8858,0
8863,5.620897873
8866,4.746556595
8875,5.900525966
8884,4.31749908
8890,5.924822778
8898,6.066994922
8902,0
8905,0
8906,5.785993693
8909,5.710733164
8914,0
8919,0
8932,0
8937,0
8952,0
8955,5.517389355
8958,3.969706035
8959,0
8960,0
8964,0
8977,5.383940057
8980,5.814615407
8981,3.856642314
8982,0
8984,4.264085373
8988,0
8990,0
8992,5.611891999
8995,4.027038399
8996,0
8998,0
9004,5.441232901
9008,0
9011,0
9014,0
9015,0
9019,3.89958357
9026,4.324117078
9046,4.199492386
9049,5.711481191
9050,4.014304849
9052,0
9053,0
9055,3.90906272
9063,4.309903643
9064,5.072329928
9068,0
