uid,SVM_rbf
1062,4.076957333
1063,3.977849814
1071,5.407270935
1072,0.099866311
1075,5.407270935
1076,4.444042805
1078,0.099866311
1080,0.099866281
1098,5.191925449
1100,0.099866281
1101,0.099866281
1102,0.099866281
1107,0.099866281
1111,5.915128751
1112,6.192103736
1113,4.623130694
1116,0.099866281
1117,0.099866281
1127,0.099866281
1131,0.099866281
1132,5.249038892
1133,0.099866281
1139,5.915128751
1148,5.55686468
1149,5.191921715
1152,0.099866281
1153,4.623354736
1154,5.305455943
1158,5.05351817
1160,6.305142927
1166,6.077099609
1171,3.762627096
1175,5.372849272
1176,5.157327052
1177,0.099866281
1180,0.099866281
1181,5.191922524
1186,0.099866281
1188,4.623124795
1190,0.09986628
1191,0.09986628
1192,5.191921867
1193,0.09986628
1195,4.254582273
1202,0.09986628
1205,4.623124795
1207,0.09986628
1208,0.09986628
1209,5.191921867
1210,0.09986628
1216,4.568901234
1217,4.477412161
1220,0.09986628
1223,0.09986628
1224,6.622258607
1229,5.05351817
1230,5.191921391
1231,6.069044887
1232,4.192664423
1233,0.09986628
1234,0.09986628
1237,5.338406627
1238,5.622701315
1239,0.09986628
1240,0.09986628
1241,4.192664423
1244,5.622701315
1248,0.09986628
1251,0.09986628
1254,0.09986628
1258,5.823787171
1259,3.762627096
1262,0.099866251
1268,0.099866251
1270,5.305455943
1275,0.099866251
1279,0.099866251
1285,5.87465897
1286,0.099866251
1290,4.206576636
1293,0.099866251
1297,0.099866251
1301,0.099866251
1306,0.099866251
1308,4.623124795
1313,4.852515986
1314,4.874875497
1317,0.099866251
1325,4.623141852
1327,5.852267221
1328,4.506054117
1332,3.875644448
1333,6.305142927
1337,5.191921391
1341,4.192662108
1343,0.099866251
1348,5.191921391
1351,4.874875497
1355,4.121226547
1357,3.905916502
1358,6.192103736
1362,0.099866251
1369,6.021589016
1373,4.192662108
1377,4.852509133
1379,4.890375394
1381,5.539379404
1385,5.407273218
1387,4.623141852
1390,0.099866073
1394,0.099866073
1396,4.940533649
1397,0.099866073
1400,4.874875349
1402,5.335952511
1404,4.76154268
1418,4.408094095
1421,3.762626949
1424,0.099866069
1429,5.05351817
1430,0.099866069
1431,5.622701315
1435,4.305516714
1438,0.099865632
1446,3.762626949
1447,5.622701315
1451,4.970503505
1452,4.408094095
1458,5.681783134
1459,4.955024454
1465,0.099863896
1467,5.126658894
1468,0.099863896
1475,5.191924456
1477,5.987985386
1478,4.192744448
1479,5.622363645
1480,5.05351817
1482,4.61567761
1484,4.232341723
1486,0.099863532
1497,6.30514521
1500,0.099863411
1508,0.099863411
1509,0.099863411
1510,0.099863411
1512,0.099863411
1513,0.09986336
1516,0.09986336
1518,4.522040127
1519,0.099863167
1521,0.099863167
1524,5.55686468
1528,0.099863167
1529,4.96470649
1530,0.099863167
1532,0.099863167
1533,4.874875349
1537,0.099863167
1539,5.191924456
1547,5.069751375
1552,0.099863167
1554,0.099863167
1556,0.099863117
1562,5.484005694
1563,5.616108293
1566,0.099863117
1575,5.05351817
1577,0.099862994
1579,6.46829575
1580,0.099862994
1585,6.62225898
1593,4.549211774
1594,4.623356708
1595,5.084065046
1598,6.004846991
1608,6.484007834
1609,4.87471661
1610,0.099862994
1612,5.191924456
1614,4.818129927
1619,0.099862511
1621,0.09986212
1624,0.09986212
1628,5.191924456
1629,0.09986165
1631,4.578379591
1633,5.191924456
1637,0.099861356
1638,0.099860598
1639,0.099860598
1641,4.192702569
1645,3.875637552
1653,4.534307146
1655,6.031155639
1656,5.364861582
1657,0.099860598
1658,0.099860598
1661,0.099860598
1662,4.143978316
1665,4.81831396
1667,0.099860598
1673,5.191922589
1676,0.099860598
1678,5.622701315
1679,5.05351817
1682,0.099860598
1686,4.192702569
1687,0.099860598
1689,0.099860598
1691,0.099860598
1694,0.099860598
1695,4.929877885
1698,5.622701315
1705,0.099860598
1710,0.099860598
1712,5.191922589
1715,5.1919307
1721,0.099860536
1724,5.400937366
1725,5.1919307
1728,0.099860036
1731,4.192703288
1732,5.027423637
1734,0.099860036
1735,5.057319154
1741,6.400863404
1742,5.915128751
1746,4.90791905
1753,5.622701315
1754,4.623141852
1758,0.099859935
1759,4.192703288
1771,5.622701315
1772,0.099897049
1773,0.099897049
1775,4.94150278
1777,5.622701315
1779,5.51235251
1783,4.970506401
1784,0.0999179
1786,4.692528453
1789,4.19251057
1797,0.0999179
1801,0.0999179
1804,4.262382573
1805,0.0999179
1807,5.305455943
1808,4.94952662
1809,0.0999179
1810,5.305455943
1813,0.099916276
1816,5.622701315
1819,5.049601667
1822,4.874872017
1824,4.19251057
1827,0.099916276
1829,0.099916276
1833,4.970412902
1835,5.191928771
1842,5.424352329
1844,0.099916276
1845,6.083488829
1848,5.75635595
1850,4.216336119
1852,4.299807642
1855,6.053346808
1856,4.748954244
1857,3.908408194
1859,6.240076703
1860,0.099913832
1862,0.099913832
1863,0.099913832
1864,6.543224731
1866,0.099913832
1867,5.831804003
1868,4.988197879
1869,5.30514717
1871,0.099913832
1873,5.305455943
1876,0.099913832
1877,4.761206911
1889,5.191928771
1891,0.09990771
1892,4.673046507
1899,0.099919475
1901,0.099919475
1905,0.099919372
1906,5.987985386
1908,5.831804003
1909,4.753266201
1913,0.099919372
1914,0.099919372
1915,0.099919372
1919,0.099919372
1923,0.099919372
1925,4.4154957
1926,3.977855982
1928,6.021589016
1930,5.622797434
1933,0.099919372
1934,0.099919099
1938,0.099919099
1940,4.623141852
1941,4.408096066
1943,6.053346808
1945,5.191928771
1946,0.099919099
1947,3.762623616
1949,4.773986382
1950,0.099919834
1953,0.099918667
1954,3.97150555
1956,0.099919834
1962,5.809054782
1964,6.435584477
1965,0.099919183
1968,4.312521911
1970,0.099919183
1971,0.099970718
1975,5.191928771
1976,0.100349222
1979,0.099919183
1980,0.099919559
1981,0.099919559
1982,0.099919559
1985,4.709682899
1988,4.18614286
1989,6.543224731
1999,5.87465897
2003,4.285709939
2004,5.676779551
2005,0.099919559
2009,4.243328828
2012,0.099922602
2015,4.574112047
2017,4.444040687
2020,5.126640358
2021,0.099922602
2023,5.831804003
2024,0.099922602
2025,6.192103736
2027,4.874779818
2029,5.622701315
2033,0.099953865
2035,4.970412902
2036,4.305516714
2038,0.099953865
2039,5.249058172
2040,0.099953865
2043,0.099953865
2048,4.688689092
2049,0.099953865
2053,0.099953865
2056,5.305455943
2062,5.305455943
2064,0.099953865
2065,4.335822211
2066,4.62314925
2067,4.75320815
2068,5.191922797
2070,5.191922797
2073,5.375255083
2075,0.099953865
2077,4.64746794
2079,4.62314925
2080,6.468310392
2081,0.099953865
2082,0.099953865
2089,4.62314925
2092,4.444040687
2093,0.099953865
2095,5.73629281
2096,4.234734134
2099,5.622701315
2100,0.099953865
2101,5.768752288
2105,0.099953865
2106,0.099953865
2107,0.099953865
2117,4.278518202
2118,0.099953865
2119,0.099953865
2120,0.099953865
2122,5.305455943
2125,4.623148963
2129,0.099953865
2132,5.870471001
2134,4.623161554
2135,6.053675757
2141,0.099953865
2142,0.099953865
2144,6.083488829
2146,0.099946276
2148,4.222455882
2154,4.192511234
2157,0.099946276
2158,4.381916648
2161,5.622701315
2163,4.984249566
2176,0.099946276
2177,0.099946276
2179,0.099946202
2180,3.762531418
2186,3.977855982
2188,5.097668964
2190,5.622748593
2191,4.040366961
2196,4.054213992
2199,4.461017936
2201,5.191921133
2207,0.099946202
2208,5.831804003
2209,5.204387948
2213,4.192731663
2214,4.049440647
2215,5.375229309
2220,5.622701315
2221,0.099946202
2222,4.710590871
2223,5.622701315
2228,4.050502009
2232,0.099943758
2236,0.099943758
2246,0.099943758
2248,4.084696983
2251,4.249804196
2254,5.533194891
2262,0.099943758
2264,6.053346808
2266,0.099940375
2270,4.133151087
2271,0.0999402
2273,0.0999402
2277,0.0999402
2278,3.875637552
2279,4.243334229
2280,4.192511234
2282,0.0999402
2289,4.4155138
2292,0.0999402
2296,0.0999402
2297,5.191921133
2299,4.76154268
2302,4.681918608
2303,4.96470649
2308,5.831804003
2309,4.415797249
2311,0.099938299
2312,0.099938299
2314,3.875637552
2315,0.099938299
2316,0.099938299
2319,0.099938299
2320,0.099938299
2321,4.709682899
2324,5.191921133
2325,5.681783134
2331,6.325685665
2332,0.099938299
2334,5.400937366
2336,0.099936991
2337,4.192513209
2339,0.099936991
2343,3.875637552
2349,6.529409222
2352,0.099955214
2354,0.099955214
2355,3.762531418
2359,0.099955214
2363,0.099954484
2364,5.974652425
2368,4.623161554
2369,0.099947809
2375,5.299764371
2378,5.338406627
2383,5.191921349
2384,5.137758102
2392,0.099947809
2402,5.915128751
2405,0.099946206
2408,0.099946206
2415,0.099946206
2417,6.262387102
2418,0.099946206
2419,5.55686468
2425,0.099945795
2428,4.313728869
2438,0.099945795
2439,0.099945795
2441,5.191921349
2442,0.099945795
2445,4.80045451
2446,5.831804003
2450,5.924673136
2452,4.907227161
2453,0.099943278
2456,4.616077559
2459,0.099943278
2461,4.623161457
2465,4.692163809
2467,6.053346808
2471,4.907868494
2472,4.457047989
2475,4.337871194
2477,6.021589016
2478,6.122782523
2481,6.795174568
2484,5.05351386
2485,6.053346808
2486,4.527562974
2488,4.563698721
2491,4.133489649
2492,5.577994542
2498,5.736292074
2499,0.099939333
2501,0.099939333
2502,0.099926645
2505,3.762531418
2507,4.924525361
2518,4.408096066
2519,0.099926645
2520,0.099926645
2521,6.053346808
2522,0.099918023
2527,6.382962345
2531,5.915128751
2532,6.112568294
2533,0.099918023
2538,4.838434195
2539,0.099918023
2543,5.191922913
2547,3.762531418
2552,0.099921506
2553,4.148436805
2555,0.099921506
2556,0.099921506
2561,5.622701315
2563,0.099942013
2580,0.099946602
2582,3.847855957
2583,6.139365966
2584,5.963761852
2585,4.477407731
2586,4.623161457
2587,0.099929697
2590,0.09994324
2591,4.628683747
2592,0.09994324
2593,4.581607186
2604,5.55686468
2606,4.378776312
2607,0.09994324
2615,4.897676195
2620,6.167186369
2623,5.192123494
2624,4.138091599
2626,0.099931702
2627,0.099931702
2628,6.62225898
2631,4.36515757
2632,0.099928566
2633,5.622701315
2643,0.099647809
2644,0.100352612
2646,3.762531418
2651,6.053346808
2653,5.55686468
2660,0.099930034
2662,0.099918658
2663,5.622701315
2669,0.099923068
2671,0.099915754
2673,0.099915754
2675,0.099915754
2678,0.099915754
2682,5.192127176
2686,5.500151579
2690,5.090245609
2695,4.049348945
2696,0.099915754
2698,5.622701315
2702,0.099915754
2705,0.099915754
2706,0.099915754
2707,0.099915712
2710,0.099915712
2711,0.099915712
2712,5.261473366
2716,0.099915712
2719,4.049441902
2724,6.053668962
2726,5.192127176
2729,0.099905582
2730,0.099902289
2735,4.554163483
2736,5.736292074
2737,6.192103736
2742,5.473984738
2743,4.623201204
2745,0.099901345
2746,0.099897917
2747,0.099901388
2748,0.099899257
2749,5.244355765
2750,0.099897063
2751,5.622701315
2754,4.386054974
2755,0.099897063
2757,0.099897063
2760,5.126624152
2762,4.715981419
2763,5.191753217
2764,4.537350635
2769,0.099888566
2771,0.099888566
2774,3.992451839
2778,4.623201204
2785,5.207722
2796,5.622701315
2797,4.874779359
2798,0.099888566
2801,5.261107549
2802,0.099888566
2805,4.993955272
2806,5.56784465
2807,0.099896362
2811,0.099890214
2813,4.192513209
2819,5.192127176
2820,0.099890214
2822,5.915126166
2824,4.62321416
2827,6.30514521
2830,4.221735124
2831,6.192103736
2832,4.444040687
2834,5.448764241
2836,0.099892699
2837,5.19214302
2838,5.238723265
2839,0.099892699
2844,4.563698721
2846,0.099892699
2847,6.736299308
2849,0.099892699
2853,0.099892699
2855,5.111235107
2857,6.364628317
2860,4.479453497
2862,4.970367964
2863,0.099892699
2865,5.19214302
2868,0.099892699
2869,0.099891621
2871,6.216291454
2874,0.099891621
2876,5.305455943
2878,4.603055663
2892,0.099891621
2894,5.703933562
2896,5.622700079
2898,0.09988882
2901,4.808962104
2902,4.764132191
2911,4.62321416
2922,5.915126166
2930,5.736292074
2932,5.595249077
2933,0.09988882
2937,0.09988882
2939,5.622700079
2942,3.975757517
2948,6.62225898
2949,5.55686468
2953,4.084696983
2954,4.874779359
2955,4.715901514
2957,5.681783134
2958,0.09988882
2960,0.09988882
2962,5.19214302
2965,4.761471841
2971,5.017759245
2973,4.75686471
2983,5.122900528
2985,0.09988882
2988,0.09988882
2990,0.09988882
2993,5.87465897
2995,5.090247992
2996,5.338406627
2998,6.681865261
3000,0.09988882
3001,5.19214302
3002,0.09988882
3004,4.334886311
3006,4.62321416
3015,4.192508091
3019,5.622700079
3028,5.192144355
3032,4.179685086
3035,5.709074191
3037,0.09988882
3039,5.484005694
3042,0.09988882
3050,5.078071927
3054,0.09988882
3057,5.283384006
3059,0.09988882
3060,0.09988882
3065,0.09988882
3067,0.09988882
3068,0.100248735
3069,0.100358581
3076,5.785809165
3077,3.977855982
3078,0.09988882
3079,0.09988882
3080,0.09988882
3085,4.874779359
3086,5.305455943
3087,0.099886241
3091,4.964171401
3094,4.774164759
3104,0.099886241
3107,4.479453497
3111,5.831804003
3113,6.216290615
3118,0.099885801
3123,4.192508091
3127,4.305515349
3130,4.62321416
3131,4.623306011
3132,5.736292074
3133,4.408096066
3134,0.099885801
3135,0.099885801
3137,3.762530958
3138,3.762530022
3140,4.021158282
3145,5.192144355
3148,4.623306011
3150,0.099881921
3153,0.099881921
3156,4.76154268
3157,0.099881921
3158,5.192155688
3168,6.30514521
3169,0.099878051
3171,0.099878051
3174,0.099878051
3175,4.796485291
3179,4.874778423
3180,3.762530022
3182,0.099878051
3184,5.179096029
3189,0.099878051
3191,5.563161991
3192,5.915126166
3197,0.099878051
3203,4.362976454
3204,5.622700079
3206,6.418867032
3208,0.099878051
3209,0.099874615
3210,4.964171401
3212,0.099874615
3216,0.099873265
3217,5.622700079
3218,4.555836458
3220,3.875637552
3223,0.099870093
3227,0.099867844
3229,0.099867844
3231,0.099867844
3234,0.099867844
3236,4.919300245
3237,6.021587342
3238,0.099864515
3239,5.55686468
3244,4.429737399
3247,3.762530022
3249,4.910501454
3251,0.099864515
3254,0.099855182
3255,5.478997768
3256,0.099855182
3258,0.099855182
3264,4.874778423
3265,5.145919038
3266,0.099855182
3267,5.951982892
3271,4.896406921
3272,4.904460718
3274,5.54884782
3280,5.653015915
3281,4.192509447
3284,4.623305825
3286,6.400863404
3287,0.100000185
3289,4.126912036
3290,4.623305825
3294,4.707410009
3301,0.100006812
3304,0.100116517
3305,0.100128962
3307,5.432750988
3308,5.681783134
3309,0.100128962
3311,4.474370794
3317,5.192155688
3324,0.100147045
3326,5.318417958
3327,0.100204984
3328,0.100204984
3331,5.568665906
3336,0.100304456
3338,4.623318708
3339,4.106538173
3341,0.100315542
3347,0.100315542
3350,5.622700079
3351,5.400937366
3352,0.100324779
3356,4.623318708
3358,6.529409222
3366,6.736299308
3369,4.650773306
3370,0.100353726
3377,4.72076677
3380,5.533194891
3382,4.623318708
3387,5.622700079
3390,0.100371328
3392,0.100376745
3394,5.55686468
3396,4.818277913
3401,0.100383643
3404,0.100400369
3405,5.192164808
3406,5.336519784
3407,5.553446014
3408,0.100506951
3410,5.533376199
3412,4.669540047
3414,0.100199952
3415,0.100045928
3419,4.419993704
3421,0.100045928
3423,0.100045963
3424,0.100052347
3430,0.100053511
3431,5.622700079
3433,5.59085265
3436,0.100053822
3444,0.100053822
3451,0.100059383
3452,5.192164808
3453,0.100059384
3454,5.622700079
3459,0.099958958
3461,6.484007834
3462,5.727442065
3465,4.778715126
3469,0.099926443
3470,5.192172731
3471,0.099860598
3472,0.099860598
3476,5.831804003
3477,4.692156726
3478,4.355548524
3482,4.874778423
3488,4.942083041
3489,0.099860598
3490,0.099860598
3492,4.485276609
3496,5.162112223
3497,0.099860598
3499,0.099860598
3503,0.099860598
3505,0.099893928
3508,5.97070583
3510,0.09989574
3520,6.364628317
3527,5.681778944
3534,0.099931017
3537,0.099931017
3538,6.484007834
3539,0.099929697
3540,0.099936825
3541,5.622700079
3543,5.185184001
3546,0.099935707
3547,6.62225898
3549,0.099925877
3551,0.099899257
3552,5.785809165
3554,0.099888894
3556,0.099900273
3557,0.099767938
3566,5.785808043
3567,0.099767938
3570,0.099767938
3572,3.899013246
3574,0.099770528
3580,0.099770264
3581,0.099771003
3585,4.869219612
3586,0.099768377
3587,0.099772307
3588,0.099806978
3590,5.098395559
3591,4.192593178
3594,4.874778423
3598,0.099812072
3602,0.099827818
3604,0.099827818
3609,0.099831048
3611,0.099831048
3612,5.915126166
3615,3.762530022
3616,5.05351386
3617,0.099834343
3621,5.622700079
3624,4.874778423
3626,5.736291023
3627,4.623318708
3631,4.267899589
3636,0.099841925
3641,4.623347205
3643,4.910148482
3649,0.099841925
3653,0.099841925
3654,5.622700079
3656,5.39489036
3664,0.099853457
3665,4.192626896
3668,3.762530022
3671,5.192172731
3673,6.139992278
3675,0.099895186
3683,5.090359127
3688,3.762524524
3689,0.099918762
3691,6.037736121
3695,0.099944848
3698,0.099949526
3700,5.74912816
3701,6.240077802
3702,5.122433197
3704,0.099966533
3705,5.268563669
3706,5.622700079
3708,0.099966533
3712,5.484004855
3714,4.662653428
3715,0.099970943
3717,4.192626896
3718,6.139993434
3719,5.021623291
3721,4.444040687
3722,0.099973247
3724,5.622700079
3725,3.762524524
3728,5.05351386
3730,3.762524524
3736,0.100001759
3738,0.100018802
3739,0.100019094
3742,5.192172763
3743,5.622700079
3744,0.10003826
3752,4.382903816
3754,0.099919476
3756,0.099918434
3758,3.977855982
3759,0.099910202
3760,4.123147947
3761,6.053345573
3763,4.140715719
3769,5.838022826
3771,0.099911303
3772,0.099901553
3774,3.762524524
3775,4.623347205
3776,4.993955272
3777,5.622700079
3778,6.053345573
3780,5.05351386
3782,5.915125287
3783,5.110082595
3787,5.192172763
3789,0.099922271
3791,0.099922271
3792,4.192598509
3794,0.099942116
3800,5.305455943
3803,4.907227161
3808,5.208047824
3811,4.192598509
3812,4.76154268
3813,4.87472705
3817,0.099942116
3819,0.099942116
3820,4.554489632
3823,5.831804003
3828,4.276274402
3829,4.251833464
3837,0.099942116
3839,5.305455943
3840,4.87472705
3844,0.099958703
3847,0.099958703
3850,5.622700079
3851,6.053345573
3853,0.099992589
3854,6.305152392
3855,4.444037429
3856,5.192173023
3859,5.838022826
3860,0.100038594
3861,5.151219193
3864,0.100042474
3865,5.305455943
3870,5.183615458
3872,0.100042474
3874,5.096014433
3875,4.557839895
3876,5.622700079
3877,0.100042474
3882,5.533194891
3892,0.100042474
3893,0.100042474
3895,0.100042474
3897,3.762478649
3899,0.100063448
3900,4.87472601
3902,6.051500011
3906,5.192173023
3908,5.110067017
3909,4.66918957
3910,3.762477609
3911,6.192103736
3915,0.100096426
3919,4.623359366
3920,4.410937817
3924,5.015329888
3926,4.837111096
3929,0.100139372
3932,0.100204356
3934,0.100204356
3937,0.100204356
3939,5.641610697
3940,0.100217042
3941,0.100217042
3942,0.100225059
3945,4.444037429
3947,0.100240793
3952,4.956734051
3953,5.627696811
3954,0.100263405
3957,5.305455943
3961,4.192568994
3963,0.100320036
3967,6.00212334
3969,5.192171299
3971,6.053345573
3972,0.100347285
3973,5.55686468
3974,5.05351386
3978,0.100347285
3979,4.623359366
3981,0.100349222
3982,0.099960752
3983,5.122900572
3986,5.622700079
3987,4.87472601
3988,5.137350359
3989,0.099892699
3991,4.748785268
3994,0.099866069
3996,5.987985386
4002,4.148677923
4011,0.099866069
4014,4.289996274
4015,4.623359366
4016,5.110067017
4019,0.099865632
4024,0.099863896
4025,4.623359366
4027,0.099863896
4035,5.681778944
4040,0.099863411
4043,3.762477609
4045,0.099942556
4046,5.736291023
4047,0.099945822
4048,4.192568994
4050,0.100008874
4059,5.915125287
4064,0.099592078
4066,0.099661434
4073,5.55686468
4076,3.762475893
4077,6.09736473
4079,0.099737564
4081,5.622700079
4082,0.099836755
4085,4.444037429
4089,5.736291023
4091,0.100140579
4093,0.100204984
4095,4.623364469
4096,0.100254444
4099,4.617646331
4102,0.100304456
4107,6.083488829
4108,0.100315542
4112,3.875637552
4114,0.100315542
4115,0.100315542
4117,0.100315542
4121,0.100321454
4123,4.335802552
4125,0.100329185
4127,4.874724294
4129,4.574213482
4130,0.100383643
4131,4.623364469
4132,0.100052347
4133,5.192171299
4134,0.100051372
4138,0.100051372
4140,4.368933593
4141,0.099860598
4142,5.484004855
4145,0.099860598
4148,0.099860598
4155,0.099860598
4156,5.484004855
4163,5.305455943
4164,5.05351386
4166,0.09989574
4167,0.09989574
4168,4.748954244
4169,4.98036221
4170,5.622700079
4178,0.099929697
4179,4.278496505
4181,4.808963201
4185,0.09993906
4186,5.192182937
4189,3.954572279
4193,5.590854857
4194,6.064959137
4195,0.099803141
4196,5.05351386
4200,4.408322206
4204,4.98833254
4207,4.623364469
4209,4.623370702
4218,0.099850796
4219,0.099853457
4221,0.099895186
4224,5.05351386
4225,5.249038892
4226,5.915125287
4231,0.099963682
4232,5.622700079
4233,4.935434013
4239,0.099926882
4240,4.466411933
4246,0.099942116
4247,5.622700079
4249,3.762475893
4255,0.099960752
4263,4.192512349
4265,5.622700079
4267,5.87465897
4271,5.305455914
4272,4.874724294
4273,0.100042474
4275,5.192182937
4276,0.100097569
4284,0.100151183
4286,0.100217042
4288,4.967461056
4289,6.053345573
4290,0.100320664
4294,5.249038892
4298,0.100063448
4300,0.099923025
4301,0.099962054
4304,6.053345573
4305,0.099929697
4309,4.637162417
4311,0.099953865
4314,0.099913832
4326,6.305152392
4327,0.099862994
4329,0.099872159
4330,0.099866069
4332,5.400937366
4337,5.05351386
4340,6.305152392
4341,0.099863896
4342,0.099863569
4343,4.874722666
4345,0.099863411
4347,3.97786592
4352,4.411641887
4353,5.385003816
