uid,DT1,DT2
840,4.537041171,4.263811093
842,4.537041171,4.263811093
850,4.537041171,3.867734675
853,0,0
854,0,0
855,0,0
856,0,0
857,5.712184232,5.335096216
860,0,0
863,0,0
864,0,0
870,0,0
873,5.712184232,6.697802267
874,4.537041171,3.867734675
875,0,0
876,0,0
882,4.537041171,4.04030148
884,0,0
885,0,0
893,5.712184232,5.720641111
894,4.537041171,5.010187954
895,0,0
896,0,0
898,4.537041171,4.72894624
900,5.712184232,6.146756872
903,0,0
912,4.537041171,5.010187954
913,0,0
916,5.712184232,5.178264079
918,0,0
919,0,0
920,4.537041171,4.876908061
921,0,0
927,0,0
930,5.712184232,6.146756872
939,5.712184232,5.548099523
940,0,0
943,0,0
950,5.712184232,5.548099523
951,4.537041171,5.010187954
955,4.537041171,4.41111722
957,5.712184232,6.697802267
958,0,0
959,0,0
960,5.712184232,5.720641111
964,5.712184232,5.178264079
974,5.712184232,5.335096216
977,0,0
978,0,0
981,4.537041171,4.04030148
992,0,0
994,5.712184232,5.335096216
995,4.537041171,3.867734675
997,5.712184232,6.375312668
1000,5.712184232,5.335096216
1001,0,0
1003,0,0
1004,5.712184232,5.720641111
1008,5.712184232,6.146756872
1011,5.712184232,5.926703631
1017,5.712184232,5.720641111
1020,0,0
1022,4.537041171,4.562756508
1023,5.712184232,6.375312668
1027,0,0
1028,5.712184232,5.335096216
1030,0,0
1032,4.537041171,4.263811093
1040,0,0
1044,5.712184232,5.720641111
1045,0,0
1048,4.537041171,4.263811093
1050,5.712184232,5.720641111
1052,0,0
1053,4.537041171,5.010187954
1056,0,0
1059,0,0
1060,0,0
1061,0,0
1062,4.537041171,4.263811093
1063,4.537041171,4.04030148
1071,5.712184232,5.548099523
1072,0,0
1075,5.712184232,5.548099523
1076,4.537041171,4.562756508
1078,0,0
1080,0,0
1098,5.712184232,5.335096216
1100,0,0
1101,0,0
1102,0,0
1107,0,0
1111,5.712184232,5.926703631
1112,5.712184232,6.375312668
1113,4.537041171,4.72894624
1116,0,0
1117,0,0
1127,0,0
1131,0,0
1132,5.712184232,5.335096216
1133,0,0
1139,5.712184232,5.926703631
1148,5.712184232,5.720641111
1149,5.712184232,5.335096216
1152,0,0
1153,4.537041171,4.72894624
1154,5.712184232,5.335096216
1158,5.712184232,5.178264079
1160,5.712184232,6.375312668
1166,5.712184232,6.146756872
1171,4.537041171,3.867734675
1175,5.712184232,5.335096216
1176,5.712184232,5.335096216
1177,0,0
1180,0,0
1181,5.712184232,5.335096216
1186,0,0
1188,4.537041171,4.72894624
1190,0,0
1191,0,0
1192,5.712184232,5.335096216
1193,0,0
1195,4.537041171,4.41111722
1202,0,0
1205,4.537041171,4.72894624
1207,0,0
1208,0,0
1209,5.712184232,5.335096216
1210,0,0
1216,4.537041171,4.72894624
1217,4.537041171,4.562756508
1220,0,0
1223,0,0
1224,5.712184232,6.697802267
1229,5.712184232,5.178264079
1230,5.712184232,5.335096216
1231,5.712184232,6.146756872
1232,4.537041171,4.263811093
1233,0,0
1234,0,0
1237,5.712184232,5.335096216
1238,5.712184232,5.720641111
1239,0,0
1240,0,0
1241,4.537041171,4.263811093
1244,5.712184232,5.720641111
1248,0,0
1251,0,0
1254,0,0
1258,5.712184232,5.926703631
1259,4.537041171,3.867734675
1262,0,0
1268,0,0
1270,5.712184232,5.335096216
1275,0,0
1279,0,0
1285,5.712184232,5.926703631
1286,0,0
1290,4.537041171,4.263811093
1293,0,0
1297,0,0
1301,0,0
1306,0,0
1308,4.537041171,4.72894624
1313,4.537041171,5.010187954
1314,4.537041171,5.010187954
1317,0,0
1325,4.537041171,4.72894624
1327,5.712184232,5.926703631
1328,4.537041171,4.562756508
1332,4.537041171,4.04030148
1333,5.712184232,6.375312668
1337,5.712184232,5.335096216
1341,4.537041171,4.263811093
1343,0,0
1348,5.712184232,5.335096216
1351,4.537041171,5.010187954
1355,4.537041171,4.263811093
1357,4.537041171,4.04030148
1358,5.712184232,6.375312668
1362,0,0
1369,5.712184232,6.146756872
1373,4.537041171,4.263811093
1377,4.537041171,5.010187954
1379,4.537041171,5.010187954
1381,5.712184232,5.720641111
1385,5.712184232,5.548099523
1387,4.537041171,4.72894624
1390,0,0
1394,0,0
1396,4.537041171,5.010187954
1397,0,0
1400,4.537041171,5.010187954
1402,5.712184232,5.335096216
1404,4.537041171,4.876908061
1418,4.537041171,4.562756508
1421,4.537041171,3.867734675
1424,0,0
1429,5.712184232,5.178264079
1430,0,0
1431,5.712184232,5.720641111
1435,4.537041171,4.41111722
1438,0,0
1446,4.537041171,3.867734675
1447,5.712184232,5.720641111
1451,4.537041171,5.010187954
1452,4.537041171,4.562756508
1458,5.712184232,5.720641111
1459,4.537041171,5.010187954
1465,0,0
1467,5.712184232,5.178264079
1468,0,0
1475,5.712184232,5.335096216
1477,5.712184232,6.146756872
1478,4.537041171,4.263811093
1479,5.712184232,5.720641111
1480,5.712184232,5.178264079
1482,4.537041171,4.72894624
1484,4.537041171,4.263811093
1486,0,0
1497,5.712184232,6.375312668
1500,0,0
1508,0,0
1509,0,0
1510,0,0
1512,0,0
1513,0,0
1516,0,0
1518,4.537041171,4.562756508
1519,0,0
1521,0,0
1524,5.712184232,5.720641111
1528,0,0
1529,4.537041171,5.010187954
1530,0,0
1532,0,0
1533,4.537041171,5.010187954
1537,0,0
1539,5.712184232,5.335096216
1547,5.712184232,5.178264079
1552,0,0
1554,0,0
1556,0,0
1562,5.712184232,5.548099523
1563,5.712184232,5.720641111
1566,0,0
1575,5.712184232,5.178264079
1577,0,0
1579,5.712184232,6.697802267
1580,0,0
1585,5.712184232,6.697802267
1593,4.537041171,4.72894624
1594,4.537041171,4.72894624
1595,5.712184232,5.178264079
1598,5.712184232,6.146756872
1608,5.712184232,6.697802267
1609,4.537041171,5.010187954
1610,0,0
1612,5.712184232,5.335096216
1614,4.537041171,4.876908061
1619,0,0
1621,0,0
1624,0,0
1628,5.712184232,5.335096216
1629,0,0
1631,4.537041171,4.72894624
1633,5.712184232,5.335096216
1637,0,0
1638,0,0
1639,0,0
1641,4.537041171,4.263811093
1645,4.537041171,4.04030148
1653,4.537041171,4.562756508
1655,5.712184232,6.146756872
1656,5.712184232,5.335096216
1657,0,0
1658,0,0
1661,0,0
1662,4.537041171,4.263811093
1665,4.537041171,4.876908061
1667,0,0
1673,5.712184232,5.335096216
1676,0,0
1678,5.712184232,5.720641111
1679,5.712184232,5.178264079
1682,0,0
1686,4.537041171,4.263811093
1687,0,0
1689,0,0
1691,0,0
1694,0,0
1695,4.537041171,5.010187954
1698,5.712184232,5.720641111
1705,0,0
1710,0,0
1712,5.712184232,5.335096216
1715,5.712184232,5.335096216
1721,0,0
1724,5.712184232,5.548099523
1725,5.712184232,5.335096216
1728,0,0
1731,4.537041171,4.263811093
1732,5.712184232,5.178264079
1734,0,0
1735,5.712184232,5.178264079
1741,5.712184232,6.375312668
1742,5.712184232,5.926703631
1746,4.537041171,5.010187954
1753,5.712184232,5.720641111
1754,4.537041171,4.72894624
1758,0,0
1759,4.537041171,4.263811093
1771,5.712184232,5.720641111
1772,0,0
1773,0,0
1775,4.537041171,5.010187954
1777,5.712184232,5.720641111
1779,5.712184232,5.548099523
1783,4.537041171,5.010187954
1784,0,0
1786,4.537041171,4.72894624
1789,4.537041171,4.263811093
1797,0,0
1801,0,0
1804,4.537041171,4.41111722
1805,0,0
1807,5.712184232,5.335096216
1808,4.537041171,5.010187954
1809,0,0
1810,5.712184232,5.335096216
1813,0,0
1816,5.712184232,5.720641111
1819,5.712184232,5.178264079
1822,4.537041171,5.010187954
1824,4.537041171,4.263811093
1827,0,0
1829,0,0
1833,4.537041171,5.010187954
1835,5.712184232,5.335096216
1842,5.712184232,5.548099523
1844,0,0
1845,5.712184232,6.146756872
1848,5.712184232,5.926703631
1850,4.537041171,4.263811093
1852,4.537041171,4.41111722
1855,5.712184232,6.146756872
1856,4.537041171,4.876908061
1857,4.537041171,4.04030148
1859,5.712184232,6.375312668
1860,0,0
1862,0,0
1863,0,0
1864,5.712184232,6.697802267
1866,0,0
1867,5.712184232,5.926703631
1868,4.537041171,5.010187954
1869,5.712184232,5.335096216
1871,0,0
1873,5.712184232,5.335096216
1876,0,0
1877,4.537041171,4.876908061
1889,5.712184232,5.335096216
1891,0,0
1892,4.537041171,4.72894624
1899,0,0
1901,0,0
1905,0,0
1906,5.712184232,6.146756872
1908,5.712184232,5.926703631
1909,4.537041171,4.876908061
1913,0,0
1914,0,0
1915,0,0
1919,0,0
1923,0,0
1925,4.537041171,4.562756508
1926,4.537041171,4.04030148
1928,5.712184232,6.146756872
1930,5.712184232,5.720641111
1933,0,0
1934,0,0
1938,0,0
1940,4.537041171,4.72894624
1941,4.537041171,4.562756508
1943,5.712184232,6.146756872
1945,5.712184232,5.335096216
1946,0,0
1947,4.537041171,3.867734675
1949,4.537041171,4.876908061
1950,0,0
1953,0,0
1954,4.537041171,4.04030148
1956,0,0
1962,5.712184232,5.926703631
1964,5.712184232,6.375312668
1965,0,0
1968,4.537041171,4.41111722
1970,0,0
1971,0,0
1975,5.712184232,5.335096216
1976,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1985,4.537041171,4.72894624
1988,4.537041171,4.263811093
1989,5.712184232,6.697802267
1999,5.712184232,5.926703631
2003,4.537041171,4.41111722
2004,5.712184232,5.720641111
2005,0,0
2009,4.537041171,4.41111722
2012,0,0
2015,4.537041171,4.72894624
2017,4.537041171,4.562756508
2020,5.712184232,5.178264079
2021,0,0
2023,5.712184232,5.926703631
2024,0,0
2025,5.712184232,6.375312668
2027,4.537041171,5.010187954
2029,5.712184232,5.720641111
2033,0,0
2035,4.537041171,5.010187954
2036,4.537041171,4.41111722
2038,0,0
2039,5.712184232,5.335096216
2040,0,0
2043,0,0
2048,4.537041171,4.72894624
2049,0,0
2053,0,0
2056,5.712184232,5.335096216
2062,5.712184232,5.335096216
2064,0,0
2065,4.537041171,4.41111722
2066,4.537041171,4.72894624
2067,4.537041171,4.876908061
2068,5.712184232,5.335096216
2070,5.712184232,5.335096216
2073,5.712184232,5.335096216
2075,0,0
2077,4.537041171,4.72894624
2079,4.537041171,4.72894624
2080,5.712184232,6.697802267
2081,0,0
2082,0,0
2089,4.537041171,4.72894624
2092,4.537041171,4.562756508
2093,0,0
2095,5.712184232,5.926703631
2096,4.537041171,4.263811093
2099,5.712184232,5.720641111
2100,0,0
2101,5.712184232,5.926703631
2105,0,0
2106,0,0
2107,0,0
2117,4.537041171,4.41111722
2118,0,0
2119,0,0
2120,0,0
2122,5.712184232,5.335096216
2125,4.537041171,4.72894624
2129,0,0
2132,5.712184232,5.926703631
2134,4.537041171,4.72894624
2135,5.712184232,6.146756872
2141,0,0
2142,0,0
2144,5.712184232,6.146756872
2146,0,0
2148,4.537041171,4.263811093
2154,4.537041171,4.263811093
2157,0,0
2158,4.537041171,4.41111722
2161,5.712184232,5.720641111
2163,4.537041171,5.010187954
2176,0,0
2177,0,0
2179,0,0
2180,4.537041171,3.867734675
2186,4.537041171,4.04030148
2188,5.712184232,5.178264079
2190,5.712184232,5.720641111
2191,4.537041171,4.263811093
2196,4.537041171,4.263811093
2199,4.537041171,4.562756508
2201,5.712184232,5.335096216
2207,0,0
2208,5.712184232,5.926703631
2209,5.712184232,5.335096216
2213,4.537041171,4.263811093
2214,4.537041171,4.263811093
2215,5.712184232,5.335096216
2220,5.712184232,5.720641111
2221,0,0
2222,4.537041171,4.72894624
2223,5.712184232,5.720641111
2228,4.537041171,4.263811093
2232,0,0
2236,0,0
2246,0,0
2248,4.537041171,4.263811093
2251,4.537041171,4.41111722
2254,5.712184232,5.548099523
2262,0,0
2264,5.712184232,6.146756872
2266,0,0
2270,4.537041171,4.263811093
2271,0,0
2273,0,0
2277,0,0
2278,4.537041171,4.04030148
2279,4.537041171,4.41111722
2280,4.537041171,4.263811093
2282,0,0
2289,4.537041171,4.562756508
2292,0,0
2296,0,0
2297,5.712184232,5.335096216
2299,4.537041171,4.876908061
2302,4.537041171,4.72894624
2303,4.537041171,5.010187954
2308,5.712184232,5.926703631
2309,4.537041171,4.562756508
2311,0,0
2312,0,0
2314,4.537041171,4.04030148
2315,0,0
2316,0,0
2319,0,0
2320,0,0
2321,4.537041171,4.72894624
2324,5.712184232,5.335096216
2325,5.712184232,5.720641111
2331,5.712184232,6.375312668
2332,0,0
2334,5.712184232,5.548099523
2336,0,0
2337,4.537041171,4.263811093
2339,0,0
2343,4.537041171,4.04030148
2349,5.712184232,6.697802267
2352,0,0
2354,0,0
2355,4.537041171,3.867734675
2359,0,0
2363,0,0
2364,5.712184232,6.146756872
2368,4.537041171,4.72894624
2369,0,0
2375,5.712184232,5.335096216
2378,5.712184232,5.335096216
2383,5.712184232,5.335096216
2384,5.712184232,5.178264079
2392,0,0
2402,5.712184232,5.926703631
2405,0,0
2408,0,0
2415,0,0
2417,5.712184232,6.375312668
2418,0,0
2419,5.712184232,5.720641111
2425,0,0
2428,4.537041171,4.41111722
2438,0,0
2439,0,0
2441,5.712184232,5.335096216
2442,0,0
2445,4.537041171,4.876908061
2446,5.712184232,5.926703631
2450,5.712184232,5.926703631
2452,4.537041171,5.010187954
2453,0,0
2456,4.537041171,4.72894624
2459,0,0
2461,4.537041171,4.72894624
2465,4.537041171,4.72894624
2467,5.712184232,6.146756872
2471,4.537041171,5.010187954
2472,4.537041171,4.562756508
2475,4.537041171,4.41111722
2477,5.712184232,6.146756872
2478,5.712184232,6.146756872
2481,5.712184232,6.697802267
2484,5.712184232,5.178264079
2485,5.712184232,6.146756872
2486,4.537041171,4.562756508
2488,4.537041171,4.72894624
2491,4.537041171,4.263811093
2492,5.712184232,5.720641111
2498,5.712184232,5.926703631
2499,0,0
2501,0,0
2502,0,0
2505,4.537041171,3.867734675
2507,4.537041171,5.010187954
2518,4.537041171,4.562756508
2519,0,0
2520,0,0
2521,5.712184232,6.146756872
2522,0,0
2527,5.712184232,6.375312668
2531,5.712184232,5.926703631
2532,5.712184232,6.146756872
2533,0,0
2538,4.537041171,4.876908061
2539,0,0
2543,5.712184232,5.335096216
2547,4.537041171,3.867734675
2552,0,0
2553,4.537041171,4.263811093
2555,0,0
2556,0,0
2561,5.712184232,5.720641111
2563,0,0
2580,0,0
2582,4.537041171,3.867734675
2583,5.712184232,6.146756872
2584,5.712184232,6.146756872
2585,4.537041171,4.562756508
2586,4.537041171,4.72894624
2587,0,0
2590,0,0
2591,4.537041171,4.72894624
2592,0,0
2593,4.537041171,4.72894624
2604,5.712184232,5.720641111
2606,4.537041171,4.41111722
2607,0,0
2615,4.537041171,5.010187954
2620,5.712184232,6.375312668
2623,5.712184232,5.335096216
2624,4.537041171,4.263811093
2626,0,0
2627,0,0
2628,5.712184232,6.697802267
2631,4.537041171,4.41111722
2632,0,0
2633,5.712184232,5.720641111
2643,0,0
2644,0,0
2646,4.537041171,3.867734675
2651,5.712184232,6.146756872
2653,5.712184232,5.720641111
2660,0,0
2662,0,0
2663,5.712184232,5.720641111
2669,0,0
2671,0,0
2673,0,0
2675,0,0
2678,0,0
2682,5.712184232,5.335096216
2686,5.712184232,5.548099523
2690,5.712184232,5.178264079
2695,4.537041171,4.263811093
2696,0,0
2698,5.712184232,5.720641111
2702,0,0
2705,0,0
2706,0,0
2707,0,0
2710,0,0
2711,0,0
2712,5.712184232,5.335096216
2716,0,0
2719,4.537041171,4.263811093
2724,5.712184232,6.146756872
2726,5.712184232,5.335096216
2729,0,0
2730,0,0
2735,4.537041171,4.72894624
2736,5.712184232,5.926703631
2737,5.712184232,6.375312668
2742,5.712184232,5.548099523
2743,4.537041171,4.72894624
2745,0,0
2746,0,0
2747,0,0
2748,0,0
2749,5.712184232,5.335096216
2750,0,0
2751,5.712184232,5.720641111
2754,4.537041171,4.41111722
2755,0,0
2757,0,0
2760,5.712184232,5.178264079
2762,4.537041171,4.72894624
2763,5.712184232,5.335096216
2764,4.537041171,4.562756508
2769,0,0
2771,0,0
2774,4.537041171,4.04030148
2778,4.537041171,4.72894624
2785,5.712184232,5.335096216
2796,5.712184232,5.720641111
2797,4.537041171,5.010187954
2798,0,0
2801,5.712184232,5.335096216
2802,0,0
2805,4.537041171,5.010187954
2806,5.712184232,5.720641111
2807,0,0
2811,0,0
2813,4.537041171,4.263811093
2819,5.712184232,5.335096216
2820,0,0
2822,5.712184232,5.926703631
2824,4.537041171,4.72894624
2827,5.712184232,6.375312668
2830,4.537041171,4.263811093
2831,5.712184232,6.375312668
2832,4.537041171,4.562756508
2834,5.712184232,5.548099523
2836,0,0
2837,5.712184232,5.335096216
2838,5.712184232,5.335096216
2839,0,0
2844,4.537041171,4.72894624
2846,0,0
2847,5.712184232,6.697802267
2849,0,0
2853,0,0
2855,5.712184232,5.178264079
2857,5.712184232,6.375312668
2860,4.537041171,4.562756508
2862,4.537041171,5.010187954
2863,0,0
2865,5.712184232,5.335096216
2868,0,0
2869,0,0
2871,5.712184232,6.375312668
2874,0,0
2876,5.712184232,5.335096216
2878,4.537041171,4.72894624
2892,0,0
2894,5.712184232,5.720641111
2896,5.712184232,5.720641111
2898,0,0
2901,4.537041171,4.876908061
2902,4.537041171,4.876908061
2911,4.537041171,4.72894624
2922,5.712184232,5.926703631
2930,5.712184232,5.926703631
2932,5.712184232,5.720641111
2933,0,0
2937,0,0
2939,5.712184232,5.720641111
2942,4.537041171,4.04030148
2948,5.712184232,6.697802267
2949,5.712184232,5.720641111
2953,4.537041171,4.263811093
2954,4.537041171,5.010187954
2955,4.537041171,4.72894624
2957,5.712184232,5.720641111
2958,0,0
2960,0,0
2962,5.712184232,5.335096216
2965,4.537041171,4.876908061
2971,4.537041171,5.010187954
2973,4.537041171,4.876908061
2983,5.712184232,5.178264079
2985,0,0
2988,0,0
2990,0,0
2993,5.712184232,5.926703631
2995,5.712184232,5.178264079
2996,5.712184232,5.335096216
2998,5.712184232,6.697802267
3000,0,0
3001,5.712184232,5.335096216
3002,0,0
3004,4.537041171,4.41111722
3006,4.537041171,4.72894624
3015,4.537041171,4.263811093
3019,5.712184232,5.720641111
3028,5.712184232,5.335096216
3032,4.537041171,4.263811093
3035,5.712184232,5.720641111
3037,0,0
3039,5.712184232,5.548099523
3042,0,0
3050,5.712184232,5.178264079
3054,0,0
3057,5.712184232,5.335096216
3059,0,0
3060,0,0
3065,0,0
3067,0,0
3068,0,0
3069,0,0
3076,5.712184232,5.926703631
3077,4.537041171,4.04030148
3078,0,0
3079,0,0
3080,0,0
3085,4.537041171,5.010187954
3086,5.712184232,5.335096216
3087,0,0
3091,4.537041171,5.010187954
3094,4.537041171,4.876908061
3104,0,0
3107,4.537041171,4.562756508
3111,5.712184232,5.926703631
3113,5.712184232,6.375312668
3118,0,0
3123,4.537041171,4.263811093
3127,4.537041171,4.41111722
3130,4.537041171,4.72894624
3131,4.537041171,4.72894624
3132,5.712184232,5.926703631
3133,4.537041171,4.562756508
3134,0,0
3135,0,0
3137,4.537041171,3.867734675
3138,4.537041171,3.867734675
3140,4.537041171,4.04030148
3145,5.712184232,5.335096216
3148,4.537041171,4.72894624
3150,0,0
3153,0,0
3156,4.537041171,4.876908061
3157,0,0
3158,5.712184232,5.335096216
3168,5.712184232,6.375312668
3169,0,0
3171,0,0
3174,0,0
3175,4.537041171,4.876908061
3179,4.537041171,5.010187954
3180,4.537041171,3.867734675
3182,0,0
3184,5.712184232,5.335096216
3189,0,0
3191,5.712184232,5.720641111
3192,5.712184232,5.926703631
3197,0,0
3203,4.537041171,4.41111722
3204,5.712184232,5.720641111
3206,5.712184232,6.375312668
3208,0,0
3209,0,0
3210,4.537041171,5.010187954
3212,0,0
3216,0,0
3217,5.712184232,5.720641111
3218,4.537041171,4.72894624
3220,4.537041171,4.04030148
3223,0,0
3227,0,0
3229,0,0
3231,0,0
3234,0,0
3236,4.537041171,5.010187954
3237,5.712184232,6.146756872
3238,0,0
3239,5.712184232,5.720641111
3244,4.537041171,4.562756508
3247,4.537041171,3.867734675
3249,4.537041171,5.010187954
3251,0,0
3254,0,0
3255,5.712184232,5.548099523
3256,0,0
3258,0,0
3264,4.537041171,5.010187954
3265,5.712184232,5.178264079
3266,0,0
3267,5.712184232,6.146756872
3271,4.537041171,5.010187954
3272,4.537041171,5.010187954
3274,5.712184232,5.720641111
3280,5.712184232,5.720641111
3281,4.537041171,4.263811093
3284,4.537041171,4.72894624
3286,5.712184232,6.375312668
3287,0,0
3289,4.537041171,4.263811093
3290,4.537041171,4.72894624
3294,4.537041171,4.72894624
3301,0,0
3304,0,0
3305,0,0
3307,5.712184232,5.548099523
3308,5.712184232,5.720641111
3309,0,0
3311,4.537041171,4.562756508
3317,5.712184232,5.335096216
3324,0,0
3326,5.712184232,5.335096216
3327,0,0
3328,0,0
3331,5.712184232,5.720641111
3336,0,0
3338,4.537041171,4.72894624
3339,4.537041171,4.263811093
3341,0,0
3347,0,0
3350,5.712184232,5.720641111
3351,5.712184232,5.548099523
3352,0,0
3356,4.537041171,4.72894624
3358,5.712184232,6.697802267
3366,5.712184232,6.697802267
3369,4.537041171,4.72894624
3370,0,0
3377,4.537041171,4.876908061
3380,5.712184232,5.548099523
3382,4.537041171,4.72894624
3387,5.712184232,5.720641111
3390,0,0
3392,0,0
3394,5.712184232,5.720641111
