uid,loan_sum
1132,5.359720728
1133,0.760302569
1139,5.863626399
1152,0.171736147
1166,4.885176835
1175,5.474500461
1176,5.391092648
1190,0.171736147
1191,0.171736147
1192,5.424557111
1193,0.847908522
1195,4.769676533
1205,4.969235383
1209,5.492467551
1216,5.064881997
1217,5.019053197
1220,0.171736147
1229,5.220006155
1230,4.321512428
1238,5.845983323
1239,0.760302569
1240,0.874134089
1241,3.696827648
1244,5.704242896
1254,0.635613825
1258,6.004994739
1259,4.355799048
1268,0.171736141
1270,5.088006765
1275,0.739317532
1279,0.607633086
1286,0.878388496
1306,0.171736141
1308,4.741898085
1314,3.956784346
1317,0.847908517
1327,5.825869292
1328,3.921820242
1332,3.393854984
1337,4.416995715
1348,5.310813737
1351,4.102273479
1355,4.838200192
1357,4.673895764
1358,4.890297597
1362,0.813796325
1369,5.723907945
1373,3.53390647
1377,5.211290587
1379,4.129668174
1385,5.613295454
1387,3.934670858
1396,4.853041726
1402,4.501153949
1404,5.069036919
1430,0.171736105
1431,5.464436166
1435,4.510165359
1438,0.916174689
1452,4.856577367
1459,5.308192036
1465,0.839932944
1475,5.550580659
1478,3.728591164
1479,5.684510037
1484,4.905577744
1486,0.808940983
1497,4.912853145
1508,0.917468787
1513,0.900666489
1516,0.813795747
1518,4.515727841
1521,0.820589422
1524,4.527370172
1528,0.171735524
1529,5.274978243
1530,0.905147027
1539,4.401445658
1547,5.323985596
1556,0.171735514
1562,4.51097707
1563,5.398286886
1566,0.171735514
1577,0.874061048
1579,5.740584968
1612,4.346118944
1614,3.996423236
1629,0.171735221
1633,5.348754349
1638,0.17173501
1645,3.414417819
1653,3.929050687
1656,5.733329903
1658,0.607631955
1662,3.795494186
1667,0.750116191
1673,4.328693801
1687,0.17173501
1694,0.839932285
1698,5.712381144
1712,4.35134022
1725,5.217986277
1731,4.684939289
1735,4.317662305
1742,4.723075739
1754,3.939162048
1759,4.498702645
1775,4.181987325
1783,3.988079746
1786,3.949141576
1789,4.57852956
1804,3.76885298
1808,4.137229897
1809,0.171746471
1816,5.602487597
1819,5.477137062
1822,4.926067855
1824,3.555646699
1827,0.171746146
1833,5.106920942
1842,5.781148258
1844,0.171746146
1852,3.799113496
1855,4.765096129
1856,4.718989691
1857,3.514458882
1862,0.790227293
1863,0.607642602
1864,6.28652291
1866,0.942994832
1871,0.171745657
1873,4.393480836
1876,0.813805842
1877,4.045168748
1889,5.510720612
1892,5.097951369
1906,5.881956519
1913,0.171746765
1919,0.81380695
1926,4.67979912
1930,4.675927527
1941,3.823951321
1946,0.764213065
1962,4.733357235
1964,4.980949517
1979,0.171746727
1980,0.659348011
1985,3.859817301
1988,4.847408235
1989,5.046980322
2004,4.698859015
2009,3.78082143
2012,0.171747411
2015,4.916337681
2020,5.505173006
2021,0.171747411
2025,6.054369263
2035,3.949954427
2039,4.410876878
2040,0.878406019
2043,0.171753664
2048,4.066753519
2053,0.171753664
2056,5.406591775
2064,0.90068459
2065,4.644561956
2067,4.068125698
2070,4.383189807
2073,4.510430761
2077,3.922398136
2079,3.934420012
2081,0.171753664
2089,3.847482366
2093,0.874151606
2096,4.833915
2105,0.7902353
2106,0.171753664
2117,4.831859811
2120,0.760320086
2122,5.407013494
2125,4.964676411
2132,5.378675876
2135,6.077581884
2142,0.878406019
2144,4.826862194
2158,3.90184654
2161,4.586479038
2163,5.091095609
2180,4.209353431
2186,3.572129583
2191,4.672410697
2199,3.842041169
2201,4.341035351
2207,0.813812316
2209,4.348322494
2213,4.752305789
2214,3.705516753
2222,4.034424623
2228,4.66807714
2236,0.813811827
2248,4.773146938
2251,3.862461993
2266,0.171750966
2270,3.727666457
2277,0.813811115
2278,4.362928795
2279,4.784783731
2280,4.90909883
2289,4.825899968
2296,0.171750931
2297,4.352351222
2302,4.994351257
2303,5.122046636
2308,4.70191045
2309,3.855206197
2312,0.764216905
2319,0.839947825
2331,4.914284146
2332,0.171750551
2336,0.171750289
2343,4.487534524
2352,0.607650879
2354,0.171753934
2355,3.316932366
2359,0.818802598
2364,4.875305213
2369,0.171752453
2383,5.479023869
2384,4.354517318
2392,0.874078011
2408,0.171752132
2417,4.89625032
2418,0.171752132
2419,5.431220854
2428,4.904920727
2442,0.745775034
2445,4.010818902
2446,4.688951355
2461,3.835807413
2465,4.842262205
2471,5.30527048
2475,5.043049216
2484,4.935563462
2485,6.091253434
2486,4.925526924
2488,4.697340836
2491,3.703972404
2492,5.657990449
2501,0.872806523
2521,5.710110906
2532,6.033221116
2547,4.673687808
2553,4.509667296
2555,0.84622012
2556,0.813807376
2561,4.566319276
2580,0.856891891
2582,3.667484606
2583,4.858530384
2590,0.171751539
2591,5.2364014
2604,4.55406558
2606,4.665431122
2615,4.117911721
2620,6.084136894
2623,5.278376718
2624,3.804165683
2631,3.944163547
2632,0.766697396
2646,4.259337492
2651,4.821073019
2662,0.766762649
2663,4.585800051
2673,0.670680048
2686,4.651677395
2690,4.357741623
2695,4.619536344
2702,0.813806226
2705,0.754371622
2707,0.766694826
2712,5.495650803
2716,0.813806218
2719,3.677140108
2724,5.836798645
2729,0.171744007
2737,5.842458829
2742,5.881297248
2746,0.766758501
2747,0.820597066
2749,5.57819373
2754,3.836504437
2762,3.993173609
2764,3.944263115
2769,0.813800788
2774,3.632695332
2796,4.59433674
2801,4.453811185
2802,0.171740604
2806,4.684241184
2813,3.561378687
2819,4.356810886
2822,5.807015465
2827,4.964706538
2830,4.611244792
2831,4.971169577
2844,4.986571685
2853,0.916180103
2855,4.332965341
2857,4.937856845
2860,3.882725374
2865,5.379967959
2869,0.87839357
2878,3.900167351
2894,4.635930962
2896,5.784167809
2898,0.171740655
2901,5.165836766
2911,4.853842915
2922,5.748647771
2930,5.795111782
2932,5.888225269
2937,0.745763639
2939,4.568962405
2942,4.570139505
2949,5.612555529
2954,3.927569757
2957,4.727117269
2958,0.171740655
2960,0.790222291
2971,4.183750012
2973,5.199862182
2983,3.680858269
2995,4.326080719
3004,3.820047627
3006,3.815332285
3015,3.675690487
3019,5.263990645
3032,4.893234236
3035,5.917231404
3039,4.495668651
3042,0.171740655
3050,4.316128969
3054,0.171740655
3057,5.576391832
3059,0.846213583
3060,0.171740655
3065,0.790222291
3076,5.732662556
3077,4.510851416
3078,0.171740655
3085,4.7358428
3086,4.368544306
3091,4.1206379
3094,4.080747883
3104,0.171740139
3111,5.839058942
3130,3.828619172
3131,3.83937219
3132,4.675381772
3135,0.790221687
3137,4.479395228
3140,3.692147602
3145,5.393296625
3150,0.755130465
3156,5.05845192
3157,0.171739275
3169,0.887766715
3174,0.927406974
3180,4.691502896
3184,5.465302968
3203,3.919236537
3206,5.993885031
3208,0.820592399
3216,0.659338753
3217,4.583175568
3218,4.921096561
3220,3.389523503
3227,0.17173646
3234,0.908723311
3236,4.151541218
3238,0.839933068
3247,4.327286681
3256,0.747913408
3258,0.171733927
3265,4.3447377
3267,5.550680761
3271,4.102817861
3272,4.09181394
3280,5.517692635
3284,2.702769479
3290,4.875040831
3294,3.933188648
3301,0.818812917
3305,0.171788683
3309,0.848973432
3311,5.086706878
3326,5.474066095
3328,0.171803888
3331,5.416466629
3341,0.171825999
3350,4.654360747
3369,4.044759377
3377,4.992411408
3392,0.916276912
3394,4.583812503
3401,0.891951156
3405,5.34050906
3406,5.493379005
3407,5.60374223
3410,5.709667295
3412,5.036611028
3419,4.852257055
3424,0.891884897
3431,4.595999071
3433,4.591726503
3451,0.171774767
3452,5.357859332
3453,0.171774768
3454,5.697487976
3465,5.275127252
3476,4.713047263
3488,5.192271924
3492,3.886725869
3496,5.477710258
3497,0.17173501
3510,0.171742039
3520,4.972658927
3527,5.725432749
3541,5.690519162
3546,0.171750032
3549,0.171748066
3551,0.171742742
3554,0.17174067
3556,0.171742945
3570,0.85810242
3572,4.672496715
3574,0.874114939
3580,0.927238074
3585,4.086297276
3588,0.171724286
3590,4.343051554
3591,3.780384266
3594,4.844162399
3598,0.766674098
3611,0.878381456
3615,3.512665778
3621,5.264592736
3624,5.053712728
3627,3.827998807
3631,3.854870211
3636,0.635608954
3641,3.815547045
3643,4.111989075
3653,0.927252406
3654,4.596458172
3656,5.707447907
3665,2.523606664
3668,3.337546053
3671,4.379135587
3683,5.322446993
3689,0.171746643
3691,4.900218726
3700,4.745248847
3701,4.912129677
3704,0.171756197
3705,4.361585655
3708,0.739337589
3714,4.920776207
3717,4.686911582
3719,3.541079258
3724,5.713647334
3725,4.376432756
3736,0.171763243
3738,0.171766651
3739,0.17176671
3744,0.876368755
3752,4.841788915
3758,3.582339437
3759,0.867331207
3760,3.684296674
3769,5.6864165
3777,5.634151924
3778,4.804216731
3780,4.221834859
3782,5.623352702
3783,5.160264536
3789,0.171747345
3791,0.8783997
3792,3.506193112
3803,5.253661912
3808,4.403938487
3811,3.53020289
3812,4.899470047
3813,5.007176323
3819,0.171751314
3820,5.007246194
3823,5.562992618
3828,4.760603392
3829,4.596396614
3837,0.89912892
3839,4.389591806
3847,0.836422476
3851,5.854983025
3854,6.142611955
3855,3.697786981
3859,4.770185414
3861,4.365226506
3865,4.380073337
3874,5.274498252
3875,4.629990401
3882,4.611202962
3893,0.858157327
3902,5.966531987
3906,4.374855065
3908,4.356307212
3909,3.974579671
3919,3.81388715
3924,4.156041846
3926,5.153091317
3937,0.171803762
3939,4.693354088
3940,0.171806299
3942,0.813868087
3945,4.565228997
3952,5.206936874
3953,5.571421421
3961,4.779465985
3967,4.850544214
3969,4.338692458
3982,0.891866578
3983,4.305788971
3986,5.395898225
3987,3.931706517
3988,5.483868682
4002,4.825783
4011,0.171736105
4014,3.745600949
4015,3.83311359
4016,5.062758766
4024,0.17173567
4025,4.725611829
4045,0.171751402
4059,5.758443224
4064,0.755072496
4076,4.275833497
4077,6.067225244
4082,0.916168914
4096,0.17181378
4099,5.144407293
4102,0.840021056
4107,4.800901994
4108,0.171825999
4114,0.171825999
4117,0.171825999
4123,4.805990413
4129,5.205574492
4130,0.171839619
4131,5.013003976
4133,3.114044029
4138,0.755164355
4140,3.785679356
4141,0.17173501
4142,3.215011401
4155,0.17173501
4163,5.379084486
4164,4.213036678
4170,4.585050746
4179,4.763893771
4189,4.6995712
4193,5.686224259
4194,5.948341677
4195,0.171723519
4196,4.225905363
4204,4.787658494
4221,0.171741928
4225,4.390568745
4233,4.094675543
4239,0.171748267
4246,0.79023295
4275,4.330649105
4284,0.818841792
4286,0.171806299
4288,4.933257836
4290,0.171827024
4294,5.173911089
4305,0.927417303
4309,4.043703818
4311,0.171753664
4352,3.865562168
4356,0.171676761
4370,4.553159797
4373,4.830908204
4374,4.09786321
4380,5.834229672
4384,0.171764253
4408,4.978987569
4410,3.99486042
4413,4.011658805
4414,3.31859253
4419,0.17173501
4423,4.71691171
4427,4.306606185
4429,5.570329847
4432,0.17173501
4437,0.813801937
4447,4.186321218
4455,0.17174883
4458,0.171716696
4459,4.828045697
4467,0.171723515
4473,5.507318779
4498,0.867343356
4507,5.719935408
4509,0.846217976
4516,0.171748267
4521,0.876349526
4524,3.543158993
4530,5.499410681
4531,5.373239196
4546,4.901434916
4548,5.729220912
4552,4.90061664
4554,4.914758439
4557,0.813885982
4559,5.238342596
4572,0.813875756
4575,5.557178708
4580,5.132945004
4583,6.019956064
4595,5.386852104
4596,3.836795552
4598,4.471889113
4601,0.171740934
4603,3.988314805
4604,5.826351288
4605,4.297221194
4609,5.147353331
4611,3.806931593
4618,0.171736147
4624,4.736391065
4625,4.032927237
4637,4.859390451
4638,4.993258929
4641,3.711958194
4647,4.591727278
4649,3.58286898
4656,0.790217741
4658,0.171736105
4667,4.910538048
4669,4.699269496
4677,3.851407618
4681,0.171736017
4684,4.835994321
4698,0.17173567
4701,0.17173567
4702,4.576193036
4712,4.709829187
4725,5.307499276
4727,4.56805731
4730,5.321259536
4737,4.637145722
4739,0.878400535
4744,4.078315413
4748,4.934616544
4758,5.113264103
4760,4.319033866
4761,0.17176834
4764,5.767102892
4778,0.813741491
4783,4.206590011
4788,0.171684145
4790,0.916133505
4792,0.858081119
4797,3.827733115
4798,5.66459817
4800,0.171699002
4809,4.00215218
4823,0.607596564
4832,0.878352047
4838,0.839897301
4862,3.799891166
4873,0.813772992
4876,3.99281968
4884,0.17174147
4892,4.071201707
4905,4.572053029
4907,3.831044194
4909,0.171791007
4910,5.211789576
4916,3.746386505
4924,5.842184563
4928,5.599989454
4931,0.171825999
4933,0.849012595
4938,0.171828728
4944,4.600998938
4946,4.325865422
4955,4.543541568
4964,3.913114412
4966,3.567393518
4970,0.918677717
4973,4.490930219
4978,0.755256305
4981,5.060190994
4989,4.865993692
4993,3.727880268
4996,4.757545994
5001,4.493565335
5004,4.395206489
5006,4.047764775
5010,6.039080942
5013,4.609536123
5014,4.711236658
5018,4.80371651
5031,0.17173501
5039,3.80440521
5046,4.784233923
5058,3.518861809
5062,0.171745657
5063,5.004269818
5077,4.845958801
5083,5.027382961
5086,5.10641179
5096,4.121713401
5098,4.872374815
5101,0.718016988
5121,4.687321503
5124,4.596409337
5130,4.569241833
5140,5.166940182
5145,4.587313319
5153,6.140203403
5160,4.646384838
5161,4.637689131
5166,0.171753342
5167,0.171754119
5179,4.352559973
5184,5.380596303
5186,0.171756743
5192,4.049882192
5205,3.77031347
5214,4.776770923
5225,5.240681705
5239,5.193286638
5241,3.990228198
5242,4.665116331
5243,4.976509563
5251,4.462616447
5257,0.918568674
5261,4.09331787
5268,0.79023295
5274,5.512725786
5279,3.70805064
5280,5.502036188
5281,3.79347286
5282,4.990200135
5283,0.171754631
5289,0.171755041
5290,5.129943875
5304,0.827419799
5307,5.397904797
5312,4.044191433
5314,0.790252246
5319,4.304345756
5322,0.171771224
5327,0.891882923
5334,5.982706182
5335,5.102695795
5336,0.171771386
5338,5.762055341
5341,0.878423741
5344,0.171771386
5354,4.867955325
5356,0.846248508
5361,3.995677819
5373,0.718075926
5381,4.996491096
5382,3.376034996
5387,4.999114359
5399,4.611622704
5401,4.08581599
5403,0.840008936
5404,4.685318683
5406,5.5186692
5417,5.012471004
5439,5.465442271
5440,0.892199209
5443,3.748058215
5445,3.646861701
5446,0.79021743
5447,5.533592956
5452,6.003830814
5453,5.178687853
5457,0.878905412
5462,4.366230726
5463,0.171736105
5466,4.796429782
5468,4.779111653
5471,4.354903734
5473,4.595389243
5475,5.344385292
5484,3.657663721
5489,0.790229815
5495,3.998970632
5505,0.808970052
5520,0.717994593
5525,0.755103998
5527,0.171740589
5531,4.760752679
5534,5.332919134
5546,5.426050353
5547,0.171865116
5549,5.547136098
5553,3.94553193
5558,5.122993908
5569,4.011601458
5575,0.171742742
5577,0.81380313
5585,0.171716996
5593,0.171717135
5594,3.83910427
5595,0.171728454
5597,4.410385528
5612,4.333419421
5616,5.172442619
5618,5.662464569
5620,4.714313573
5623,0.745789694
5632,5.724344478
5636,5.532851946
5638,4.521020213
5650,6.193918097
5652,5.578159722
5658,0.878456117
5661,3.907732168
5662,4.835242132
5663,0.755223537
5681,5.257992322
5684,5.713589699
5686,0.867336827
5692,3.796095782
5694,0.171773655
5704,0.731728653
5711,5.2169049
5713,5.6418355
5717,0.790228279
5721,4.627567962
5725,5.058369262
5730,4.325184009
5734,0.745777829
5741,3.88904626
5747,5.58193353
5749,4.957814208
5754,3.814420654
5761,3.820556917
5767,0.846225059
5774,5.206964238
5778,5.62257527
5788,3.533844312
5793,5.953531966
5813,5.025728473
5815,4.558545756
5823,4.990850104
5826,0.839933427
5835,5.719763444
5840,0.171736412
5845,0.171736778
5854,4.960030055
5861,4.590280107
5866,4.400889151
5877,0.171736105
5878,4.890635801
5890,4.420534567
5903,4.54985672
5905,3.909994939
5909,0.171736017
5927,5.035863339
5930,4.38538337
5940,4.878123337
5941,5.663707039
5953,4.344069572
5956,4.711770158
5958,4.844717032
5960,3.372925356
5964,4.616915847
5968,0.171735663
5969,4.733848942
5970,5.608623154
5973,4.341221602
5988,4.846099378
5993,4.45566371
5995,0.872803186
5996,5.716074338
6002,4.633902123
6022,0.718050569
6040,0.171684145
6043,0.659297482
6048,0.71799314
6068,4.074104279
6073,4.619212599
6074,4.718450458
6080,0.839910082
6083,3.825271
6089,0.836390463
6097,4.341695617
6100,3.853124663
6101,5.129267481
6103,4.104485104
6105,3.871489437
6113,0.918583
6115,5.044503272
6119,0.718079715
6123,5.105043276
6125,3.808251861
6132,3.054946113
6133,5.025260849
6137,6.082445874
6140,3.894133792
6142,0.718107301
6145,5.810921158
6147,5.37695765
6157,5.56840675
6158,4.754037522
6161,0.847992653
6168,4.973537029
6169,4.948699119
6171,4.917121378
6172,4.436871233
6173,0.171827182
6176,0.171827182
6177,0.813887366
6179,4.882846446
6182,4.780294354
6186,3.359249549
6191,5.181976943
6194,4.340612179
6197,0.916276488
6204,0.836527057
6210,3.805336118
6213,4.372273129
6215,0.773556797
6225,3.849385494
6231,0.171774768
6232,3.528683739
6233,0.171774806
6236,5.183582738
6249,5.083504812
6258,4.231792715
6278,0.17173501
6280,4.005126185
6281,4.415480569
6287,0.17173501
6298,0.839932285
6300,4.710431123
6302,0.171741753
6306,5.834330287
6315,0.813802855
6317,0.908729522
6320,0.171744433
6321,5.53992919
6324,4.794002946
6326,0.171744433
6332,3.769645347
6348,0.171752131
6354,5.854252167
6357,0.670684263
6361,4.334431784
6365,5.888496595
6373,3.527241216
6377,4.879108749
6379,5.20849559
6381,4.60249351
6383,3.546535954
6385,0.171716688
6387,0.171716688
6401,4.235992335
6415,0.878379097
6427,0.171729759
6428,0.171729759
6431,4.02760863
6437,5.588343896
6441,3.974282945
6447,4.000520474
6453,5.807134807
6455,5.758906479
6458,0.878405196
6462,4.245780582
6465,4.602616954
6467,0.813814304
6468,4.698270244
6479,3.456511645
6480,0.867342474
6486,0.17175792
6492,4.975691758
6496,3.686022788
6497,4.730863289
6499,3.719302394
6505,5.758167333
6507,4.377871003
6509,0.171766651
6520,5.116823357
6524,0.82957096
6533,4.363854516
6537,3.749813527
6539,3.763865028
6541,4.024196615
6545,4.375425479
6553,4.158239188
6555,5.107375829
6556,4.381401214
6559,5.664529374
6577,5.93409696
6582,3.797867433
6587,0.839940476
6592,3.301109103
6603,4.571721977
6605,4.84383631
6610,5.055767668
6617,0.171754631
6629,5.200566402
6645,4.642125194
6646,4.523711327
6647,4.596066653
6651,5.247729752
6657,4.775324181
6677,4.227482175
6689,3.980325471
6690,0.607668331
6694,0.790257332
6698,4.946807045
6703,0.171775696
6720,5.706413746
6743,0.171780963
6744,5.046835021
6749,4.553171441
6752,0.171782405
6753,0.918612526
6766,4.915617142
6770,3.576224979
6776,0.813871234
6777,4.482696039
6779,4.58590452
6782,5.506890509
6783,5.970513942
6788,3.98443713
6789,0.659427006
6801,5.132195773
6804,5.272785306
6806,4.326523458
6812,4.686627435
6816,0.840029622
6817,5.316702022
6819,5.494626879
6830,4.671567674
6840,4.010977303
6843,0.171775696
6851,0.790229059
6854,0.848932333
6855,3.711816675
6858,4.53070852
6861,5.762901107
6863,3.70144325
6879,3.856802432
6882,0.731767159
6889,0.171755627
6890,0.755136847
6901,5.041853333
6905,4.670415191
6907,3.88665431
6912,4.802088676
6917,0.171736153
6926,4.929244215
6927,5.275156108
6929,4.669553142
6932,0.872772461
6945,5.23373878
6946,6.054654629
6947,5.616989108
6951,5.779667016
6956,0.905182888
6962,5.04348805
6974,3.812818491
6978,3.998936061
6983,4.898083122
6984,3.531057883
6986,4.919038141
6990,4.346293655
6994,0.846210472
7001,3.960687279
7007,5.083604653
7010,5.268473196
7012,5.114921482
7018,0.171743349
7020,4.50796134
7036,3.542925287
7039,0.773534743
7047,4.8975011
7061,0.171753664
7067,4.454011229
7069,5.508919996
7076,0.171744433
7087,0.839932172
7094,5.13089794
7104,4.359207579
7105,5.054642009
7110,5.671902621
7111,5.689499108
7124,5.117473297
7135,4.811241829
7140,4.581748124
7142,5.082694406
7154,4.407223674
7161,0.913915854
7173,4.795764832
7188,0.171742301
7189,0.916180973
7194,4.682884268
7195,4.324464498
7196,4.099679489
7201,3.353895268
7202,0.60763305
7204,4.644351002
7209,4.745414602
7212,0.813796289
7228,0.171736085
7234,0.60763298
7236,0.81379622
7238,4.822897889
7239,0.718029538
7240,4.916933268
7247,5.762251812
7254,4.781321334
7258,0.171736017
7266,4.06441234
7267,0.171735778
7270,0.171735778
7271,5.102276172
7275,4.302816512
7284,0.171735708
7291,0.689921531
7295,3.741646121
7296,3.526947183
7299,5.333452962
7301,5.084245304
7309,5.084787306
7310,4.713622556
7316,3.929300349
7317,5.157946023
7319,5.719752165
7321,5.118314061
7326,3.902110657
7333,5.022389462
7339,0.760302086
7349,4.773111622
7352,5.375108935
7365,4.746652796
7368,0.171735597
7369,5.00775793
7371,3.785070897
7378,5.674537707
7389,4.882024012
7402,0.878387952
7403,4.402653768
7408,4.36234626
7413,4.476195842
7419,4.671059702
7420,0.874145416
7422,4.828420913
7433,0.171751402
7439,4.840205639
7458,0.905163558
7470,0.171762367
7477,5.708585532
7481,4.429560471
7482,4.053549975
7489,0.171764707
7495,0.171764707
7502,3.897843351
7505,4.579910999
7508,4.395568874
7509,3.89096712
7511,5.305397407
7515,3.960090455
7522,4.57326925
7524,0.171684145
7528,0.659296948
7529,3.978099653
7531,3.736753709
7532,4.832595734
7535,3.991334174
7547,4.082865375
7554,0.839896276
7555,5.408275909
7556,5.769438575
7569,5.065607333
7573,4.668742637
7596,0.867299084
7598,3.848226444
7599,4.0529917
7605,4.200361917
7630,4.884468111
7639,0.171730242
7649,5.703047312
7658,3.90958037
7660,4.605610472
7661,4.790527188
7678,3.277258764
7679,0.171791007
7681,0.1717923
7715,4.924515452
7723,3.877639575
7724,0.745848984
7726,0.876424211
7727,0.171825999
7733,4.696452919
7754,0.790319876
7756,0.17183824
7761,4.938642206
7766,5.428195606
7773,3.848783355
7780,0.812487565
7784,3.621176701
7789,4.601034951
7790,0.171773592
7800,0.171774806
7804,0.813814867
7806,0.813814867
7807,0.766751037
7833,0.872790776
7834,5.684545746
7837,4.101705531
7845,4.894167845
7852,3.820139683
7855,0.17173501
7859,5.071871214
7860,4.189683968
7872,4.714725129
7874,5.570231406
7882,0.878398501
7883,3.692220771
7885,0.766766282
7887,4.526158903
7890,5.559139966
7901,3.960212438
7905,0.171717135
7907,4.924418593
7915,4.360843842
7928,5.044274127
7933,5.826193251
7937,4.099997803
7939,0.83992855
7956,3.856575837
7958,5.602092767
7959,3.753534837
7962,0.848938868
7964,0.607651064
7965,2.626489777
7972,4.617890603
7973,0.659359295
7982,0.813817256
8011,0.739344634
8028,4.477974121
8034,0.790227975
8037,3.845705832
8045,0.171744931
8057,5.144713806
8062,5.868118704
8064,0.81380768
8081,5.914909629
8096,0.171751314
8099,4.473536295
8123,6.235733516
8124,3.80565594
8128,4.607394902
8139,3.684338653
8142,4.120730904
8147,0.171765366
8149,0.171765366
8158,4.653551311
8161,4.819868081
8163,0.171769552
8164,0.171769552
8165,5.568482328
8166,4.535697631
8169,4.881626383
8170,4.002266216
8171,0.77355459
8176,5.024818282
8178,5.106561332
8195,3.797416556
8211,5.155015694
8221,4.578275131
8225,0.943203953
8226,3.490725828
8229,4.716316996
8230,4.476226202
8235,5.124301902
8238,4.936055884
8241,0.17179337
8244,4.372529964
8252,4.390933246
8265,5.541220118
8267,5.08361282
8272,5.002172434
8277,0.607729293
8281,0.171832348
8283,0.171832348
8289,4.264326397
8290,4.578942572
8296,0.818881012
8298,0.171832735
8300,4.435261218
8304,0.171751539
8310,5.029903197
8312,4.41043396
8315,4.778363965
8318,4.897624758
8319,3.955341523
8324,4.282015617
8333,3.980863265
8339,4.957338901
8359,0.171717433
8360,4.438902462
8363,5.43285548
8378,4.34698267
8410,4.822879195
8417,0.813812045
8426,0.812390789
8437,4.496667892
8441,3.866148972
8446,3.657915211
8448,0.171726742
8464,4.299725358
8469,4.819507231
8471,0.171815572
8474,0.171748267
8475,4.834202056
8477,3.928517662
8482,0.813805233
8489,0.878903616
8502,4.659129675
8509,0.867326327
8511,4.641320337
8513,5.776096388
8514,5.354104727
8518,5.681403612
8520,4.357324126
8527,4.3222648
8529,5.780797949
8533,3.643340627
8534,5.893307153
8535,3.825612127
8536,3.798666485
8549,0.916185437
8554,5.060212776
8555,4.680591563
8565,5.911476467
8567,0.171736239
8572,3.583963223
8586,0.790223937
8596,3.760140158
8599,5.665868692
8606,4.201943411
8608,0.81389292
8618,3.99259111
8629,5.064051921
8630,4.90631158
8636,5.238924322
8639,3.984129676
8640,4.295196136
8641,0.775830371
8649,5.637149648
8656,3.575615507
8659,4.764697527
8670,4.466740777
8681,4.656142672
8682,3.289099276
8684,4.880709582
8685,0.848954416
8703,5.239338804
8704,5.073232746
8707,5.382837039
8711,4.837428767
