uid,xgb
676,4.978077888
681,4.653709412
691,5.292153835
693,1.011752605
704,5.337445259
706,5.812496185
711,1.011752605
741,5.648994446
744,5.983307362
745,5.587658882
750,1.011752605
754,5.292153835
757,5.337445259
758,3.990739822
761,5.4664011
769,1.011752605
774,1.011752605
781,1.011752605
782,5.70907402
786,1.011752605
804,5.292153835
805,3.917732239
813,1.011752605
814,1.011752605
815,4.466324806
818,1.011752605
819,4.653709412
826,1.011752605
832,4.104270458
836,5.292153835
837,1.011752605
841,5.134963512
842,1.011752605
854,1.011752605
855,5.648994446
859,1.011752605
870,4.901027203
873,1.011752605
874,1.011752605
893,1.011752605
894,5.812496185
895,5.4664011
897,5.4664011
900,1.011752605
903,1.011752605
911,5.4664011
912,1.011752605
913,1.011752605
916,1.011752605
918,1.011752605
920,5.873393059
921,5.812496185
930,5.337445259
948,1.011752605
955,1.011752605
957,1.011752605
960,5.685457706
964,1.011752605
974,1.011752605
976,1.011752605
977,1.011752605
978,5.292153835
981,1.011752605
997,1.011752605
1000,4.26242733
1005,1.011752605
1011,1.011752605
1022,6.048560143
1023,1.011752605
1028,1.011752605
1032,1.011752605
1036,1.011752605
1044,1.011752605
1045,5.292153835
1046,6.049542427
1050,1.011752605
1062,5.812496185
1071,1.011752605
1072,1.011752605
1080,3.917732239
1098,1.011752605
1101,1.011752605
1102,4.653709412
1107,6.154576302
1111,4.838572502
1116,5.282568932
1119,1.011752605
1125,1.011752605
1131,1.011752605
1132,5.023640633
1133,4.935528755
1139,5.694405556
1152,1.011752605
1166,1.011752605
1175,4.901027203
1176,5.091984749
1179,5.540268898
1190,1.011752605
1191,1.011752605
1192,5.526317596
1193,5.519568443
1194,1.011752605
1195,5.134963512
1205,5.292153835
1209,5.722768307
1216,5.337445259
1217,5.722768307
1219,5.134963512
1220,1.011752605
1229,5.292153835
1230,1.011752605
1238,5.974677086
1239,4.935528755
1240,5.694405556
1241,1.011752605
1244,5.722768307
1250,1.011752605
1254,4.104270458
1258,6.154576302
1259,5.292153835
1268,1.011752605
1270,3.917732239
1273,4.26242733
1275,4.795628548
1276,1.011752605
1279,3.917732239
1286,5.722768307
1306,1.011752605
1308,4.653709412
1312,1.011752605
1314,1.011752605
1317,5.519568443
1322,1.011752605
1324,5.726143837
1327,5.508238792
1328,1.011752605
1332,1.011752605
1337,1.011752605
1348,4.978077888
1350,5.722768307
1351,1.011752605
1355,5.4664011
1357,5.4664011
1358,1.011752605
1362,5.292153835
1369,4.978077888
1373,1.011752605
1377,5.871292114
1379,1.011752605
1382,5.693922997
1385,5.292153835
1387,1.011752605
1395,1.011752605
1396,4.104270458
1401,5.722768307
1402,1.011752605
1404,5.820250511
1409,1.011752605
1413,5.568050385
1430,1.011752605
1431,4.653709412
1435,4.653709412
1438,5.974677086
1443,4.838572502
1445,1.011752605
1452,5.292153835
1459,5.726143837
1465,5.4664011
1475,5.974677086
1478,1.011752605
1479,5.134963512
1484,5.508238792
1486,5.259788513
1488,1.011752605
1489,5.694405556
1497,1.011752605
1508,5.983307362
1513,5.871292114
1516,5.292153835
1518,4.104270458
1521,5.337445259
1524,1.011752605
1528,1.011752605
1529,5.812496185
1530,5.901162624
1539,1.011752605
1547,4.838572502
1556,1.011752605
1562,1.011752605
1563,4.26242733
1566,1.011752605
1577,5.693922997
1579,3.917732239
1586,1.011752605
1612,1.011752605
1614,1.011752605
1629,1.011752605
1633,5.134963512
1634,1.011752605
1638,1.011752605
1645,1.011752605
1649,1.011752605
1653,1.011752605
1656,6.049542427
1658,3.917732239
1660,1.011752605
1662,1.011752605
1667,4.867627144
1673,1.011752605
1687,1.011752605
1694,5.4664011
1698,5.744731903
1706,1.011752605
1712,1.011752605
1722,1.011752605
1725,4.653709412
1731,5.292153835
1735,1.011752605
1742,1.011752605
1752,5.685457706
1754,1.011752605
1759,4.935528755
1768,1.011752605
1775,1.011752605
1776,5.974677086
1783,1.011752605
1786,1.011752605
1787,5.292153835
1789,5.292153835
1804,1.011752605
1808,1.011752605
1809,1.011752605
1816,5.325410366
1819,5.685457706
1822,5.023640633
1823,5.292153835
1824,1.011752605
1827,1.011752605
1830,5.4664011
1833,5.722768307
1842,5.901162624
1844,1.011752605
1852,1.011752605
1855,1.011752605
1856,3.990739822
1857,1.011752605
1862,5.134963512
1863,3.917732239
1864,6.049542427
1866,6.153413773
1871,1.011752605
1873,1.011752605
1876,5.292153835
1877,1.011752605
1889,5.812496185
1892,5.648994446
1906,5.526317596
1913,1.011752605
1919,5.292153835
1926,5.812496185
1930,1.011752605
1931,5.325410366
1941,1.011752605
1946,4.961528301
1957,1.011752605
1962,1.011752605
1963,5.4664011
1964,1.011752605
1979,1.011752605
1980,4.26242733
1983,5.292153835
1985,1.011752605
1988,5.508238792
1989,1.011752605
2004,1.011752605
2009,1.011752605
2012,1.011752605
2014,5.753168583
2015,4.745191574
2020,5.860936642
2021,1.011752605
2025,5.860936642
2030,4.466324806
2035,1.011752605
2039,1.011752605
2040,5.722768307
2043,1.011752605
2048,1.011752605
2053,1.011752605
2055,1.011752605
2056,5.292153835
2064,5.871292114
2065,4.653709412
2067,1.011752605
2070,1.011752605
2073,1.011752605
2077,1.011752605
2079,1.011752605
2081,1.011752605
2085,1.011752605
2088,5.860936642
2089,1.011752605
2093,5.694405556
2096,5.4664011
2105,5.134963512
2106,1.011752605
2109,5.337445259
2117,5.325410366
2120,4.935528755
2122,5.292153835
2125,5.722768307
2132,3.917732239
2135,6.097132683
2142,5.722768307
2144,1.011752605
2158,1.011752605
2161,1.011752605
2163,5.134963512
2164,1.011752605
2180,4.653709412
2185,1.011752605
2186,1.011752605
2191,5.091984749
2199,1.011752605
2201,1.011752605
2207,5.292153835
2209,1.011752605
2213,5.337445259
2214,1.011752605
2222,1.011752605
2228,5.134963512
2235,1.011752605
2236,5.292153835
2248,5.337445259
2251,1.011752605
2266,1.011752605
2270,1.011752605
2277,5.292153835
2278,4.978526115
2279,5.091984749
2280,6.048560143
2289,4.901027203
2296,1.011752605
2297,1.011752605
2302,5.860936642
2303,5.292153835
2308,1.011752605
2309,1.011752605
2312,4.961528301
2319,5.4664011
2322,1.011752605
2331,1.011752605
2332,1.011752605
2336,1.011752605
2343,5.292153835
2352,3.917732239
2354,1.011752605
2355,1.011752605
2359,5.325410366
2362,1.011752605
2364,1.011752605
2369,1.011752605
2382,1.011752605
2383,5.694405556
2384,1.011752605
2392,5.693922997
2408,1.011752605
2410,1.011752605
2417,1.011752605
2418,1.011752605
2419,4.653709412
2420,1.011752605
2428,5.292153835
2442,4.838572502
2445,1.011752605
2446,1.011752605
2461,1.011752605
2465,4.653709412
2471,6.048560143
2475,5.768265724
2484,3.990739822
2485,6.049542427
2486,5.292153835
2488,4.26242733
2491,1.011752605
2492,5.134963512
2493,1.011752605
2501,5.685457706
2510,5.397114277
2521,4.745191574
2532,5.871292114
2546,1.011752605
2547,5.694405556
2553,4.26242733
2555,5.508238792
2556,5.292153835
2559,5.722768307
2561,1.011752605
2574,5.860936642
2580,5.579350471
2582,1.011752605
2583,1.011752605
2590,1.011752605
2591,5.820250511
2604,1.011752605
2606,4.795628548
2615,1.011752605
2620,5.990564346
2623,4.838572502
2624,1.011752605
2631,1.011752605
2632,4.978077888
2646,4.745191574
2651,1.011752605
2662,4.978526115
2663,1.011752605
2672,5.4664011
2673,4.337979317
2684,1.011752605
2686,1.011752605
2690,1.011752605
2695,4.961528301
2702,5.292153835
2705,4.895923138
2707,4.978077888
2712,5.4664011
2716,5.292153835
2719,1.011752605
2724,5.134963512
2729,1.011752605
2737,5.134963512
2738,5.292153835
2741,5.023640633
2742,6.154576302
2746,4.978526115
2747,5.337445259
2749,5.693922997
2754,1.011752605
2762,1.011752605
2764,1.011752605
2769,5.292153835
2774,1.011752605
2780,1.011752605
2794,1.011752605
2796,1.011752605
2801,1.011752605
2802,1.011752605
2806,1.011752605
2812,4.653709412
2813,1.011752605
2814,1.011752605
2817,5.4664011
2819,1.011752605
2822,5.568050385
2827,1.011752605
2828,1.011752605
2830,4.838572502
2831,1.011752605
2844,5.292153835
2853,5.974677086
2855,1.011752605
2857,1.011752605
2860,1.011752605
2865,5.325410366
2869,5.722768307
2878,1.011752605
2879,4.978526115
2894,1.011752605
2896,5.722768307
2898,1.011752605
2901,6.049542427
2904,1.011752605
2911,5.292153835
2922,5.337445259
2928,5.134963512
2930,5.694405556
2932,6.049542427
2937,4.838572502
2939,1.011752605
2942,5.134963512
2949,5.292153835
2954,1.011752605
2957,1.011752605
2958,1.011752605
2960,5.134963512
2971,1.011752605
2973,5.519568443
2983,5.091984749
2995,1.011752605
3004,1.011752605
3006,1.011752605
3015,1.011752605
3017,4.26242733
3019,3.990739822
3024,1.011752605
3032,5.337445259
3034,5.722768307
3035,6.048560143
3039,1.011752605
3042,1.011752605
3050,1.011752605
3054,1.011752605
3057,5.693922997
3059,5.508238792
3060,1.011752605
3065,5.134963512
3073,1.011752605
3076,5.4664011
3077,4.978526115
3078,1.011752605
3085,4.26242733
3086,1.011752605
3091,1.011752605
3094,1.011752605
3104,1.011752605
3111,5.879015923
3116,5.292153835
3130,1.011752605
3131,1.011752605
3132,1.011752605
3135,5.134963512
3137,5.134963512
3140,1.011752605
3144,1.011752605
3145,5.325410366
3146,5.134963512
3147,1.011752605
3150,4.901027203
3156,5.820250511
3157,1.011752605
3169,5.785274029
3174,6.049542427
3180,5.694405556
3184,5.508238792
3203,1.011752605
3206,5.4664011
3208,5.337445259
3211,1.011752605
3216,4.26242733
3217,1.011752605
3218,5.292153835
3220,1.011752605
3227,1.011752605
3234,5.924998283
3236,1.011752605
3238,5.4664011
3247,5.292153835
3256,4.852949142
3258,1.011752605
3262,5.337445259
3265,1.011752605
3267,4.26242733
3271,1.011752605
3272,1.011752605
3280,4.978077888
3284,1.011752605
3290,5.325410366
3293,5.685457706
3294,1.011752605
3301,5.325410366
3305,1.011752605
3309,5.526317596
3311,5.959579945
3326,4.838572502
3328,1.011752605
3331,4.26242733
3341,1.011752605
3350,1.011752605
3369,1.011752605
3377,4.852949142
3391,5.134963512
3392,5.974677086
3394,1.011752605
3401,5.812496185
3405,5.292153835
3406,4.901027203
3407,5.259788513
3410,5.871292114
3412,5.337445259
3419,4.961528301
3424,5.812496185
3431,1.011752605
3433,1.011752605
3451,1.011752605
3452,5.292153835
3453,1.011752605
3454,5.648994446
3455,4.895923138
3465,5.860936642
3474,1.011752605
3475,5.325410366
3476,1.011752605
3483,5.685457706
3488,5.134963512
3492,1.011752605
3496,5.382771015
3497,1.011752605
3510,1.011752605
3520,1.011752605
3527,5.753649712
3531,5.648994446
3541,5.685457706
3546,1.011752605
3549,1.011752605
3551,1.011752605
3554,1.011752605
3556,1.011752605
3570,5.587658882
3572,4.961528301
3574,5.694405556
3580,6.048560143
3585,1.011752605
3588,1.011752605
3590,1.011752605
3591,1.011752605
3594,4.653709412
3598,4.978077888
3611,5.722768307
3614,5.134963512
3615,1.011752605
3621,3.917732239
3624,5.568050385
3627,1.011752605
3631,1.011752605
3636,4.104270458
3641,1.011752605
3643,1.011752605
3653,6.048560143
3654,1.011752605
3656,5.722768307
3665,1.011752605
3667,5.693922997
3668,1.011752605
3671,1.011752605
3683,5.134963512
3689,1.011752605
3691,1.011752605
3700,1.011752605
3701,1.011752605
3704,1.011752605
3705,1.011752605
3708,4.795628548
3714,5.023640633
3717,5.722768307
3719,5.694405556
3724,5.693922997
3725,5.292153835
3736,1.011752605
3737,5.587658882
3738,1.011752605
3739,1.011752605
3744,5.70907402
3745,4.466324806
3752,5.292153835
3758,1.011752605
3759,5.648994446
3760,1.011752605
3768,5.292153835
3769,4.838572502
3777,5.526317596
3778,1.011752605
3780,1.011752605
3782,4.895923138
3783,4.337979317
3789,1.011752605
3791,5.722768307
3792,1.011752605
3802,1.011752605
3803,5.873393059
3808,1.011752605
3810,1.011752605
3811,1.011752605
3812,5.282568932
3813,5.325410366
3819,1.011752605
3820,5.023640633
3823,4.653709412
3824,5.292153835
3828,5.134963512
3829,5.134963512
3837,5.860936642
3839,1.011752605
3847,5.442871571
3851,5.397630692
3854,6.049542427
3855,1.011752605
3859,1.011752605
3861,1.011752605
3865,1.011752605
3874,4.653709412
3875,4.466324806
3882,1.011752605
3884,5.648994446
3893,5.587658882
3902,5.4664011
3906,1.011752605
3907,5.292153835
3908,1.011752605
3909,1.011752605
3919,1.011752605
3924,1.011752605
3926,5.259788513
3937,1.011752605
3939,1.011752605
3940,1.011752605
3942,5.292153835
3945,4.653709412
3946,1.011752605
3952,5.694405556
3953,4.653709412
3961,6.048560143
3967,1.011752605
3969,1.011752605
3982,5.812496185
3983,1.011752605
3984,4.901027203
3986,4.26242733
3987,1.011752605
3988,5.292153835
3993,5.292153835
4002,5.508238792
4006,1.011752605
4011,1.011752605
4014,1.011752605
4015,1.011752605
4016,3.917732239
4024,1.011752605
4025,4.745191574
4026,5.959579945
4028,5.4664011
4029,5.0841465
4033,4.104270458
4036,5.519568443
4042,5.091984749
4045,1.011752605
4058,5.292153835
4059,5.325410366
4064,4.901027203
4076,4.901027203
4077,5.919530869
4082,5.974677086
4096,1.011752605
4099,5.873393059
4102,5.4664011
4103,5.0841465
4107,1.011752605
4108,1.011752605
4114,1.011752605
4117,1.011752605
4122,5.0841465
4123,5.292153835
4129,5.990564346
4130,1.011752605
4131,5.722768307
4133,1.011752605
4138,4.901027203
4140,1.011752605
4141,1.011752605
4142,1.011752605
4144,3.990739822
4151,5.587658882
4154,4.901027203
4155,1.011752605
4163,5.292153835
4164,1.011752605
4170,1.011752605
4179,5.091984749
4180,4.838572502
4188,4.795628548
4189,5.292153835
4193,5.648994446
4194,5.259788513
4195,1.011752605
4196,1.011752605
4204,3.990739822
4210,1.011752605
4221,1.011752605
4225,1.011752605
4233,1.011752605
4236,4.838572502
4239,1.011752605
4246,5.134963512
4261,5.4664011
4274,5.722768307
4275,1.011752605
4284,5.325410366
4286,1.011752605
4288,4.26242733
4290,1.011752605
4294,3.990739822
4305,6.049542427
4309,1.011752605
4311,1.011752605
4348,3.917732239
4352,1.011752605
4356,1.011752605
4369,1.011752605
4370,5.292153835
4373,4.653709412
4374,1.011752605
4376,5.292153835
4380,5.860936642
4384,1.011752605
4386,5.134963512
4388,5.726143837
4391,1.011752605
4408,5.694405556
4410,1.011752605
4413,1.011752605
4414,1.011752605
4419,1.011752605
4423,5.974677086
4427,1.011752605
4429,5.4664011
4432,1.011752605
4436,1.011752605
4437,5.292153835
4447,1.011752605
4455,1.011752605
4458,1.011752605
4459,5.134963512
4467,1.011752605
4473,5.685457706
4498,5.648994446
4507,6.048560143
4509,5.508238792
4516,1.011752605
4521,5.70907402
4524,1.011752605
4528,4.653709412
4530,5.337445259
4531,5.292153835
4546,5.568050385
4548,5.337445259
4552,5.693922997
4554,5.694405556
4557,5.292153835
4559,6.049542427
4565,4.935528755
4572,5.292153835
4575,5.292153835
4580,5.382771015
4581,4.901027203
4583,6.097132683
4592,1.011752605
4595,5.292153835
4596,1.011752605
4598,1.011752605
4601,1.011752605
4603,3.917732239
4604,5.820250511
4605,1.011752605
4609,4.978077888
4611,1.011752605
4618,1.011752605
4623,5.812496185
4624,1.011752605
4625,6.049542427
4637,5.694405556
4638,5.722768307
4641,1.011752605
4647,5.508238792
4649,1.011752605
4656,5.134963512
4658,1.011752605
4661,4.867627144
4666,1.011752605
4667,4.901027203
4669,1.011752605
4677,1.011752605
4681,1.011752605
4684,5.4664011
4698,1.011752605
4701,1.011752605
4702,1.011752605
4712,5.540268898
4719,5.722768307
4725,6.048560143
4727,5.337445259
4730,4.653709412
4733,1.011752605
4737,1.011752605
4739,5.722768307
4744,1.011752605
4748,5.397630692
4758,5.4664011
4760,4.978077888
4761,1.011752605
4764,5.879015923
4766,5.871292114
4767,5.134963512
4778,5.292153835
4783,1.011752605
4788,1.011752605
4790,5.974677086
4792,5.587658882
4797,1.011752605
4798,5.4664011
4800,1.011752605
4809,1.011752605
4823,3.917732239
4832,5.722768307
4838,5.4664011
4862,1.011752605
4869,1.011752605
4873,5.292153835
4876,1.011752605
4884,1.011752605
4892,1.011752605
4905,1.011752605
4907,1.011752605
4909,1.011752605
4910,5.134963512
4916,1.011752605
4918,5.722768307
4924,5.785274029
4928,4.901027203
4931,1.011752605
4933,5.526317596
4938,1.011752605
4944,1.011752605
4946,1.011752605
4955,1.011752605
4964,1.011752605
4966,1.011752605
4970,5.990564346
4973,1.011752605
4978,4.901027203
4981,6.154576302
4982,5.134963512
4989,1.011752605
4993,1.011752605
4996,5.292153835
5000,5.648994446
5001,5.722768307
5004,1.011752605
5006,1.011752605
5010,6.153413773
5013,4.653709412
5014,1.011752605
5015,1.011752605
5018,1.011752605
5031,1.011752605
5036,5.722768307
5039,1.011752605
5046,5.4664011
5055,5.587658882
5058,1.011752605
5062,1.011752605
5063,5.134963512
5077,5.292153835
5083,5.134963512
5086,5.70907402
5087,1.011752605
5096,1.011752605
5098,4.867627144
5101,4.653709412
5121,1.011752605
5124,5.974677086
5130,1.011752605
5140,5.526317596
5142,4.838572502
5145,1.011752605
5153,6.154576302
5160,1.011752605
5161,5.685457706
5163,6.154576302
5166,1.011752605
5167,1.011752605
5179,1.011752605
5184,4.26242733
5186,1.011752605
5192,1.011752605
5199,5.134963512
5205,1.011752605
5214,5.292153835
5225,4.653709412
5239,5.974677086
5241,1.011752605
5242,5.023640633
5243,5.722768307
5251,4.466324806
5257,5.990564346
5261,1.011752605
5268,5.134963512
5274,5.292153835
5279,1.011752605
5280,5.382771015
5281,1.011752605
5282,6.049542427
5283,1.011752605
5289,1.011752605
5290,5.959579945
5294,6.049542427
5304,5.382771015
5307,4.895923138
5312,1.011752605
5314,5.134963512
5319,1.011752605
5322,1.011752605
5327,5.812496185
5329,1.011752605
5334,5.282568932
5335,5.397630692
5336,1.011752605
5337,1.011752605
5338,5.974677086
5341,5.722768307
5344,1.011752605
5354,4.838572502
5356,5.508238792
5361,1.011752605
5373,4.653709412
5381,5.292153835
5382,1.011752605
5386,5.648994446
5387,5.974677086
5399,1.011752605
5401,1.011752605
5403,5.4664011
5404,4.745191574
5406,5.974677086
5417,5.4664011
5426,5.023640633
5439,4.838572502
5440,5.814604759
5442,5.974677086
5443,1.011752605
5445,1.011752605
5446,5.134963512
5447,5.685457706
5452,5.879015923
5453,5.983307362
5457,5.726143837
5462,1.011752605
5463,1.011752605
5466,1.011752605
5468,5.292153835
5471,5.292153835
5473,5.292153835
5475,6.153413773
5484,1.011752605
5489,5.134963512
5495,1.011752605
5505,5.259788513
5520,4.653709412
5525,4.901027203
5527,1.011752605
5531,5.292153835
5533,1.011752605
5534,5.134963512
5546,5.292153835
5547,1.011752605
5549,5.974677086
5553,1.011752605
5558,5.292153835
5569,1.011752605
5570,5.959579945
5575,1.011752605
5577,5.292153835
5585,1.011752605
5593,1.011752605
5594,1.011752605
5595,1.011752605
5597,1.011752605
5612,1.011752605
5615,1.011752605
5616,5.648994446
5618,4.961528301
5619,1.011752605
5620,1.011752605
5621,1.011752605
5623,4.838572502
5626,5.325410366
5631,1.011752605
5632,5.508238792
5636,5.820250511
5638,1.011752605
5650,5.70907402
5652,5.708392143
5658,5.722768307
5661,1.011752605
5662,1.011752605
5663,4.901027203
5670,4.337979317
5681,4.653709412
5684,4.653709412
5686,5.648994446
5687,5.038590431
5692,1.011752605
5694,1.011752605
5704,4.745191574
5711,4.745191574
5713,5.2417202
5715,1.011752605
5717,5.134963512
5720,1.011752605
5721,1.011752605
5725,4.653709412
5728,1.011752605
5730,1.011752605
5734,4.838572502
5741,1.011752605
5743,5.134963512
5747,5.292153835
5749,1.011752605
5754,1.011752605
5761,1.011752605
5767,5.508238792
5774,5.508238792
5778,5.2417202
5788,1.011752605
5793,5.726143837
5794,1.011752605
5798,6.048560143
5813,5.694405556
5815,1.011752605
5823,5.693922997
5826,5.4664011
5835,5.722768307
5840,1.011752605
5845,1.011752605
5854,5.508238792
5861,1.011752605
5866,1.011752605
5877,1.011752605
5878,5.526317596
5886,5.292153835
5890,3.990739822
5895,1.011752605
5898,1.011752605
5903,1.011752605
5905,1.011752605
5909,1.011752605
5924,5.722768307
5927,5.694405556
5930,1.011752605
5940,5.4664011
5941,5.382771015
5947,3.917732239
5952,5.722768307
5953,1.011752605
5956,1.011752605
5958,5.722768307
5960,1.011752605
5964,1.011752605
5968,1.011752605
5969,4.795628548
5970,5.901162624
5973,1.011752605
5988,5.292153835
5993,5.292153835
5995,5.685457706
5996,5.722768307
6002,5.292153835
6012,4.26242733
6022,4.653709412
6026,5.292153835
6040,1.011752605
6043,4.26242733
6048,4.653709412
6051,1.011752605
6059,5.397630692
6068,1.011752605
6073,1.011752605
6074,1.011752605
6078,5.722768307
6080,5.4664011
6083,1.011752605
6089,5.442871571
6097,5.134963512
6100,1.011752605
6101,5.292153835
6103,1.011752605
6105,1.011752605
6113,5.990564346
6115,1.011752605
6119,4.653709412
6123,5.397114277
6125,1.011752605
6132,1.011752605
6133,5.292153835
6137,5.325410366
6140,1.011752605
6142,4.653709412
6145,5.974677086
6147,5.292153835
6157,5.814604759
6158,1.011752605
6161,5.519568443
6168,5.722768307
6169,4.653709412
6171,5.4664011
6172,1.011752605
6173,1.011752605
6176,1.011752605
6177,5.292153835
6179,5.508238792
6182,1.011752605
6186,1.011752605
6191,5.134963512
6192,5.974677086
6194,5.292153835
6196,1.011752605
6197,5.974677086
6204,5.442871571
6210,1.011752605
6213,1.011752605
6215,5.023640633
6225,1.011752605
6231,1.011752605
6232,1.011752605
6233,1.011752605
6236,5.4664011
6249,5.4664011
6258,1.011752605
6278,1.011752605
6280,1.011752605
6281,5.134963512
6287,1.011752605
6298,5.4664011
6300,1.011752605
6302,1.011752605
6306,6.049542427
6315,5.292153835
6317,5.924998283
6320,1.011752605
6321,5.134963512
6324,1.011752605
6326,1.011752605
6332,1.011752605
6348,1.011752605
6354,5.648994446
6355,5.292153835
6357,4.337979317
6360,5.508238792
6361,1.011752605
6365,5.983307362
6368,1.011752605
6373,1.011752605
6377,5.70907402
6379,5.901162624
6381,1.011752605
6383,1.011752605
6385,1.011752605
6387,1.011752605
6395,5.292153835
6401,1.011752605
6415,5.722768307
6426,5.4664011
6427,1.011752605
6428,1.011752605
6431,1.011752605
6437,5.292153835
6441,1.011752605
6447,1.011752605
6453,5.4664011
6455,5.901162624
6457,1.011752605
6458,5.722768307
6462,1.011752605
6465,1.011752605
6467,5.292153835
6468,1.011752605
6477,1.011752605
6479,1.011752605
6480,5.648994446
6483,1.011752605
6486,1.011752605
6492,5.540268898
6496,1.011752605
6497,1.011752605
6499,1.011752605
6505,5.820250511
6507,1.011752605
6509,1.011752605
6513,1.011752605
6520,5.722768307
6524,5.397114277
6533,4.838572502
6537,1.011752605
6539,1.011752605
6541,1.011752605
6545,1.011752605
6553,1.011752605
6555,5.694405556
6556,1.011752605
6559,4.745191574
6577,4.978526115
6582,1.011752605
6587,5.4664011
6592,1.011752605
6600,4.838572502
6603,5.292153835
6605,4.653709412
6610,5.292153835
6617,1.011752605
6629,4.653709412
6645,5.292153835
6646,1.011752605
6647,1.011752605
6650,5.526317596
6651,5.860936642
6657,1.011752605
6677,4.26242733
6689,1.011752605
6690,3.917732239
6694,5.134963512
6698,5.871292114
6703,1.011752605
6720,5.722768307
6735,3.917732239
6743,1.011752605
6744,6.154576302
6749,1.011752605
6752,1.011752605
6753,5.990564346
6766,5.812496185
6769,5.785274029
6770,1.011752605
6776,5.292153835
6777,5.4664011
6779,1.011752605
6782,5.282568932
6783,5.382771015
6788,1.011752605
6789,4.26242733
6801,5.722768307
6804,4.852949142
6806,4.466324806
6812,1.011752605
6816,5.4664011
6817,3.917732239
6819,4.978526115
6820,4.867627144
6830,1.011752605
6835,1.011752605
6840,1.011752605
6843,1.011752605
6851,5.134963512
6854,5.526317596
6855,1.011752605
6858,1.011752605
6861,5.023640633
6863,1.011752605
6879,1.011752605
6882,4.745191574
6889,1.011752605
6890,4.901027203
6901,5.812496185
6905,5.397114277
6907,1.011752605
6912,5.292153835
6917,1.011752605
6926,1.011752605
6927,3.917732239
6929,4.653709412
6932,5.685457706
6945,5.4664011
6946,5.871292114
6947,4.978526115
6951,5.694405556
6956,5.901162624
6962,5.134963512
6974,1.011752605
6978,1.011752605
6983,4.26242733
6984,1.011752605
6986,5.325410366
6990,1.011752605
6994,5.508238792
6995,5.990564346
7001,1.011752605
7007,4.26242733
7010,4.795628548
7012,4.795628548
7014,1.011752605
7018,1.011752605
7020,5.292153835
7030,5.292153835
7036,1.011752605
7039,5.023640633
7047,4.337979317
7061,1.011752605
7067,5.292153835
7069,4.795628548
7073,1.011752605
7076,1.011752605
7087,5.4664011
7094,5.812496185
7104,1.011752605
7105,5.722768307
7110,4.466324806
7111,5.726143837
7114,5.292153835
7121,1.011752605
7124,5.901162624
7135,1.011752605
7140,5.919530869
7142,5.959579945
7154,1.011752605
7161,5.959579945
7173,4.653709412
7181,5.4664011
7188,1.011752605
7189,5.974677086
7194,1.011752605
7195,1.011752605
7196,1.011752605
7201,1.011752605
7202,3.917732239
7204,1.011752605
7209,4.795628548
7212,5.292153835
7219,5.785274029
7228,1.011752605
7229,5.722768307
7233,5.442871571
7234,3.917732239
7236,5.292153835
7238,1.011752605
7239,4.653709412
7240,5.693922997
7247,5.879015923
7254,5.974677086
7258,1.011752605
7266,1.011752605
7267,1.011752605
7270,1.011752605
7271,6.153413773
7275,1.011752605
7284,1.011752605
7286,1.011752605
7291,4.466324806
7295,1.011752605
7296,1.011752605
7299,5.292153835
7301,5.974677086
7302,1.011752605
