,uid,loan_time,loan_amount,plannum,month
8102,598,2016-09-01 09:28:56,5.931812566900001,12,09
8103,74478,2016-09-01 09:29:34,3.862594545,1,09
8104,58243,2016-09-01 09:30:38,5.974677289700001,3,09
8105,41607,2016-09-01 09:31:14,4.9748429458,1,09
8106,3971,2016-09-01 09:31:18,6.1534138563,12,09
8107,26618,2016-09-01 09:33:08,5.974677289700001,1,09
8108,68848,2016-09-01 09:34:24,4.7230168221,1,09
8109,24631,2016-09-01 09:34:58,5.4257860963999995,1,09
8110,18818,2016-09-01 09:46:50,5.3513621783,1,09
8111,63470,2016-09-01 09:47:07,4.2926506987,3,09
8112,51012,2016-09-01 09:48:33,5.0705925702,1,09
8113,41874,2016-09-01 09:51:59,4.2926506987,1,09
8114,6377,2016-09-01 09:57:27,4.154158974,12,09
8115,68297,2016-09-01 09:56:59,5.7227683627,1,09
8116,87800,2016-09-01 09:58:57,4.7230168221,12,09
8117,38560,2016-09-01 10:00:17,5.2921539288,1,09
8118,10090,2016-09-01 10:00:26,4.2926506987,1,09
8119,6752,2016-09-01 10:01:54,4.7230168221,6,09
8120,61672,2016-09-01 10:07:00,5.405415973999999,1,09
8121,84922,2016-09-01 10:07:50,5.7227683627,1,09
8122,28272,2016-09-01 10:10:11,4.2926506987,1,09
8123,88423,2016-09-01 10:16:15,5.2921539288,1,09
8124,35346,2016-09-01 10:20:19,4.9748429458,1,09
8125,39953,2016-09-01 10:23:49,4.9748429458,6,09
8126,39329,2016-09-01 10:29:48,4.154158974,3,09
8127,80313,2016-09-01 10:31:05,4.2926506987,1,09
8128,73931,2016-09-01 10:31:23,4.2926506987,12,09
8129,14766,2016-09-01 10:32:45,4.5443733959,1,09
8130,38368,2016-09-01 10:38:35,4.2926506987,1,09
8131,69877,2016-09-01 10:39:00,4.5443733959,1,09
8132,38368,2016-09-01 10:39:30,4.4058299903,1,09
8133,57645,2016-09-01 10:40:29,4.7230168221,12,09
8134,61071,2016-09-01 10:40:56,5.2921539288,6,09
8135,72994,2016-09-01 10:45:25,4.2926506987,1,09
8136,61972,2016-09-01 10:46:05,4.5443733959,1,09
8137,88196,2016-09-01 10:46:36,5.1535381047,1,09
8138,15073,2016-09-01 10:47:57,5.2921539288,1,09
8139,9858,2016-09-01 10:51:25,4.7230168221,6,09
8140,85344,2016-09-01 10:53:55,4.9748429458,1,09
8141,32812,2016-09-01 10:54:21,3.862594545,1,09
8142,52559,2016-09-01 10:54:20,5.1838457431,1,09
8143,35084,2016-09-01 11:04:17,4.9748429458,1,09
8144,55446,2016-09-01 11:06:40,5.2921539288,1,09
8145,22981,2016-09-01 11:10:50,5.1535381047,6,09
8146,5958,2016-09-01 11:12:20,4.2926506987,1,09
8147,58569,2016-09-01 11:23:30,3.862594545,1,09
8148,36153,2016-09-01 11:24:38,5.2921539288,12,09
8149,42488,2016-09-01 11:28:52,4.227255494,1,09
8150,69111,2016-09-01 11:29:32,6.4053331376,1,09
8151,22153,2016-09-01 11:29:47,4.5443733959,6,09
8152,24799,2016-09-01 11:31:56,5.2267035642,1,09
8153,24157,2016-09-01 11:32:11,5.2267035642,1,09
8154,47430,2016-09-01 11:32:34,6.1534138563,12,09
8155,12250,2016-09-01 11:34:25,4.7230168221,1,09
8156,40417,2016-09-01 11:34:40,3.862594545,1,09
8157,12250,2016-09-01 11:34:56,4.7230168221,1,09
8158,80876,2016-09-01 11:35:30,4.2926506987,1,09
8159,89689,2016-09-01 11:40:15,6.4053331376,1,09
8160,39448,2016-09-01 11:49:49,4.9748429458,1,09
8161,58866,2016-09-01 11:56:35,5.405415973999999,1,09
8162,7928,2016-09-01 11:56:06,4.2926506987,1,09
8163,32046,2016-09-01 11:57:56,4.4058299903,12,09
8164,87553,2016-09-01 12:04:36,5.7227683627,1,09
8165,57379,2016-09-01 12:12:13,4.2926506987,6,09
8166,21795,2016-09-01 12:12:24,4.2926506987,1,09
8167,6917,2016-09-01 12:16:15,3.862594545,12,09
8168,90620,2016-09-01 12:19:11,3.862594545,1,09
8169,88273,2016-09-01 12:22:31,4.9319900531,1,09
8170,71836,2016-09-01 12:30:41,4.7230168221,1,09
8171,1191,2016-09-01 12:31:56,4.2926506987,3,09
8172,4294,2016-09-01 12:33:05,5.405415973999999,1,09
8173,4677,2016-09-01 12:38:14,4.2926506987,1,09
8174,74092,2016-09-01 12:39:58,3.862594545,1,09
8175,20985,2016-09-01 12:44:49,5.2127435311,1,09
8176,69394,2016-09-01 12:46:15,4.2926506987,1,09
8177,44706,2016-09-01 12:46:45,4.6575871534,1,09
8178,70466,2016-09-01 12:47:34,5.6573110966,3,09
8179,58325,2016-09-01 12:48:49,5.2921539288,6,09
8180,82739,2016-09-01 12:49:34,5.3625556883,6,09
8181,90219,2016-09-01 12:50:13,5.2921539288,3,09
8182,24395,2016-09-01 12:51:52,6.4053331376,12,09
8183,41112,2016-09-01 12:52:19,6.05244065,3,09
8184,14014,2016-09-01 12:53:07,3.862594545,1,09
8185,82190,2016-09-01 12:54:57,5.435726077000001,1,09
8186,68637,2016-09-01 12:55:11,6.018645755800001,1,09
8187,57031,2016-09-01 12:57:04,3.862594545,1,09
8188,60684,2016-09-01 12:59:35,5.7227683627,1,09
8189,47289,2016-09-01 13:05:21,3.862594545,1,09
8190,79040,2016-09-01 13:07:46,5.5440421498,1,09
8191,90661,2016-09-01 13:08:06,5.974677289700001,1,09
8192,8756,2016-09-01 13:08:17,3.862594545,3,09
8193,73947,2016-09-01 13:09:21,5.584137010499999,12,09
8194,32473,2016-09-01 13:13:57,3.862594545,1,09
8195,78803,2016-09-01 13:16:14,3.9756705649,1,09
8196,88858,2016-09-01 13:17:19,3.862594545,1,09
8197,51156,2016-09-01 13:19:56,5.1535381047,1,09
8198,32656,2016-09-01 13:22:21,4.5443733959,1,09
8199,68913,2016-09-01 13:26:25,5.6573110966,1,09
8200,49210,2016-09-01 13:27:42,5.974677289700001,12,09
8201,45773,2016-09-01 13:26:45,4.7230168221,1,09
8202,80296,2016-09-01 13:29:24,3.862594545,1,09
8203,83607,2016-09-01 13:33:52,4.5443733959,6,09
8204,13060,2016-09-01 13:34:22,5.1535381047,1,09
8205,39955,2016-09-01 13:34:35,6.1534138563,1,09
8206,82326,2016-09-01 13:36:02,5.1984626236,1,09
8207,82974,2016-09-01 13:36:51,3.862594545,1,09
8208,75885,2016-09-01 13:38:20,6.1534138563,12,09
8209,14022,2016-09-01 13:41:35,6.2126305766,12,09
8210,26970,2016-09-01 13:41:40,4.0713020592,1,09
8211,13631,2016-09-01 13:43:12,6.384269633400001,1,09
8212,3137,2016-09-01 13:44:35,4.2926506987,1,09
8213,45856,2016-09-01 13:43:33,6.1534138563,6,09
8214,32940,2016-09-01 13:43:44,3.9756705649,1,09
8215,34230,2016-09-01 13:46:11,4.7230168221,3,09
8216,54341,2016-09-01 13:46:55,4.8616016004,1,09
8217,28726,2016-09-01 13:47:09,4.2926506987,1,09
8218,66494,2016-09-01 13:54:00,3.862594545,12,09
8219,1078,2016-09-01 13:55:40,4.2926506987,3,09
8220,26970,2016-09-01 13:58:01,4.7230168221,1,09
8221,26970,2016-09-01 13:58:57,4.6575871534,1,09
8222,29528,2016-09-01 14:01:11,4.5443733959,1,09
8223,80207,2016-09-01 14:01:43,6.584074881599999,12,09
8224,26970,2016-09-01 14:05:34,4.9748429458,1,09
8225,6944,2016-09-01 14:18:30,6.7227186589,3,09
8226,27506,2016-09-01 14:20:17,3.862594545,1,09
8227,63183,2016-09-01 14:20:52,4.2926506987,12,09
8228,18303,2016-09-01 14:24:10,3.862594545,12,09
8229,14526,2016-09-01 14:25:39,6.584074881599999,1,09
8230,48854,2016-09-01 14:26:51,6.4053331376,1,09
8231,46918,2016-09-01 14:27:07,3.862594545,3,09
8232,59835,2016-09-01 14:30:10,4.2926506987,1,09
8233,86330,2016-09-01 14:32:28,3.862594545,1,09
8234,16635,2016-09-01 14:37:02,5.2921539288,1,09
8235,78248,2016-09-01 14:41:53,5.584137010499999,6,09
8236,51760,2016-09-01 14:43:51,5.2921539288,6,09
8237,21220,2016-09-01 14:46:02,5.2267035642,1,09
8238,28322,2016-09-01 14:48:38,4.9748429458,1,09
8239,42889,2016-09-01 14:49:12,5.7227683627,1,09
8240,77410,2016-09-01 14:57:54,6.0413786712,1,09
8241,60062,2016-09-01 15:00:23,5.931812566900001,1,09
8242,37350,2016-09-01 15:01:04,5.7530804376999995,12,09
8243,13119,2016-09-01 15:00:59,4.2926506987,1,09
8244,55474,2016-09-01 15:07:37,5.2921539288,6,09
8245,7892,2016-09-01 15:11:02,4.4555235235,1,09
8246,5268,2016-09-01 15:13:43,3.862594545,1,09
8247,90475,2016-09-01 15:17:31,5.405415973999999,3,09
8248,12936,2016-09-01 15:19:34,3.862594545,12,09
8249,63126,2016-09-01 15:22:50,5.415684509400001,1,09
8250,73058,2016-09-01 15:30:15,4.2926506987,1,09
8251,15297,2016-09-01 15:32:19,6.4053331376,1,09
8252,6603,2016-09-01 15:36:27,4.8616016004,12,09
8253,12847,2016-09-01 15:44:36,3.862594545,1,09
8254,49675,2016-09-01 15:45:26,4.7230168221,3,09
8255,54561,2016-09-01 15:48:16,4.7230168221,12,09
8256,81633,2016-09-01 15:59:04,5.584137010499999,1,09
8257,48922,2016-09-01 16:00:24,4.2926506987,12,09
8258,54561,2016-09-01 16:01:15,5.1051104668,12,09
8259,89442,2016-09-01 16:07:35,3.862594545,1,09
8260,17322,2016-09-01 16:06:26,5.3513621783,1,09
8261,73220,2016-09-01 16:10:32,6.1534138563,12,09
8262,16024,2016-09-01 16:16:10,6.1534138563,12,09
8263,81579,2016-09-01 16:16:49,3.862594545,12,09
8264,35697,2016-09-01 16:17:30,4.7230168221,3,09
8265,34086,2016-09-01 16:17:43,5.2921539288,1,09
8266,49497,2016-09-01 16:18:05,5.7227683627,1,09
8267,48264,2016-09-01 16:19:17,5.2921539288,3,09
8268,56862,2016-09-01 16:23:24,3.862594545,12,09
8269,34195,2016-09-01 16:24:47,4.9748429458,3,09
8270,20953,2016-09-01 16:30:13,5.0705925702,1,09
8271,16024,2016-09-01 16:34:43,5.7227683627,12,09
8272,38058,2016-09-01 16:44:54,3.862594545,1,09
8273,56363,2016-09-01 16:45:21,5.974677289700001,1,09
8274,34271,2016-09-01 16:46:52,3.862594545,1,09
8275,3453,2016-09-01 16:50:50,3.862594545,1,09
8276,84052,2016-09-01 16:52:55,4.7230168221,12,09
8277,68022,2016-09-01 17:05:08,4.9748429458,6,09
8278,6431,2016-09-01 17:16:37,4.2926506987,1,09
8279,12018,2016-09-01 17:17:02,4.2926506987,12,09
8280,12018,2016-09-01 17:17:29,4.2926506987,12,09
8281,40124,2016-09-01 17:22:23,6.1534138563,1,09
8282,42635,2016-09-01 17:23:43,3.862594545,1,09
8283,39824,2016-09-01 17:27:01,4.7230168221,1,09
8284,28211,2016-09-01 17:29:24,4.5443733959,12,09
8285,2547,2016-09-01 17:31:46,3.862594545,1,09
8286,2547,2016-09-01 17:32:23,3.862594545,1,09
8287,80893,2016-09-01 17:35:59,3.862594545,1,09
8288,90097,2016-09-01 17:37:26,3.862594545,3,09
8289,27756,2016-09-01 17:42:49,5.5011803851,1,09
8290,42332,2016-09-01 17:44:13,4.2926506987,1,09
8291,23638,2016-09-01 17:54:21,4.7230168221,6,09
8292,25984,2016-09-01 17:56:09,5.2921539288,1,09
8293,49938,2016-09-01 17:56:53,4.2926506987,12,09
8294,66173,2016-09-01 17:58:44,4.9748429458,3,09
8295,16024,2016-09-01 18:07:02,6.1534138563,1,09
8296,43543,2016-09-01 18:10:59,3.862594545,1,09
8297,50673,2016-09-01 18:12:52,5.974677289700001,3,09
8298,72586,2016-09-01 18:17:40,5.2921539288,1,09
8299,76268,2016-09-01 18:19:57,6.4053331376,12,09
8300,7064,2016-09-01 18:20:19,3.862594545,3,09
8301,46701,2016-09-01 18:23:23,4.5443733959,1,09
8302,31503,2016-09-01 18:23:24,4.2926506987,3,09
8303,24876,2016-09-01 18:24:23,5.5603918613,3,09
8304,73058,2016-09-01 18:24:32,4.2926506987,1,09
8305,51245,2016-09-01 18:24:36,5.931812566900001,3,09
8306,83786,2016-09-01 18:29:47,3.862594545,1,09
8307,72586,2016-09-01 18:30:45,5.2921539288,1,09
8308,41227,2016-09-01 18:34:03,4.227255494,1,09
8309,11076,2016-09-01 18:41:55,5.2921539288,1,09
8310,87964,2016-09-01 18:43:20,4.154158974,1,09
8311,19405,2016-09-01 18:45:39,4.2926506987,1,09
8312,47395,2016-09-01 18:44:40,4.7822081374000005,12,09
8313,49427,2016-09-01 18:44:59,6.05244065,1,09
8314,46846,2016-09-01 18:46:04,3.862594545,1,09
8315,5239,2016-09-01 18:47:03,5.974677289700001,12,09
8316,72353,2016-09-01 18:48:44,3.862594545,1,09
8317,23158,2016-09-01 18:58:32,4.2926506987,12,09
8318,38688,2016-09-01 18:55:57,4.7230168221,1,09
8319,59456,2016-09-01 19:09:18,6.1657173114,12,09
8320,60284,2016-09-01 19:12:13,4.7230168221,3,09
8321,79382,2016-09-01 19:12:11,4.4058299903,1,09
8322,62991,2016-09-01 19:13:43,4.9748429458,1,09
8323,4888,2016-09-01 19:16:32,4.154158974,12,09
8324,18456,2016-09-01 19:18:23,4.584447561499999,1,09
8325,42635,2016-09-01 19:20:41,3.862594545,1,09
8326,3406,2016-09-01 19:21:19,5.7227683627,1,09
8327,75138,2016-09-01 19:23:19,4.7230168221,3,09
8328,40415,2016-09-01 19:25:13,6.1534138563,1,09
8329,65224,2016-09-01 19:36:18,6.584074881599999,1,09
8330,6147,2016-09-01 19:38:16,4.9748429458,1,09
8331,20115,2016-09-01 19:45:38,5.2921539288,1,09
8332,50986,2016-09-01 19:49:16,3.862594545,1,09
8333,6147,2016-09-01 19:51:34,4.9748429458,1,09
8334,31789,2016-09-01 19:58:45,3.862594545,12,09
8335,23158,2016-09-01 20:03:57,4.9748429458,3,09
8336,64272,2016-09-01 20:04:33,5.2921539288,12,09
8337,5401,2016-09-01 20:08:56,5.2921539288,1,09
8338,19723,2016-09-01 20:12:13,4.7230168221,1,09
8339,66888,2016-09-01 20:12:54,4.2926506987,1,09
8340,68945,2016-09-01 20:17:28,5.7227683627,12,09
8341,71619,2016-09-01 20:22:12,5.1535381047,1,09
8342,90851,2016-09-01 20:24:05,5.8857701085,12,09
8343,31963,2016-09-01 20:25:44,4.9748429458,1,09
8344,16630,2016-09-01 20:28:20,4.9748429458,1,09
8345,31963,2016-09-01 20:30:40,4.9748429458,1,09
8346,42635,2016-09-01 20:37:25,3.862594545,1,09
8347,62818,2016-09-01 20:38:40,4.2926506987,12,09
8348,67884,2016-09-01 20:45:43,5.1535381047,1,09
8349,80693,2016-09-01 20:47:11,6.1534138563,12,09
8350,75492,2016-09-01 20:47:57,4.9748429458,1,09
8351,81590,2016-09-01 20:48:45,5.1535381047,1,09
8352,90000,2016-09-01 20:48:57,6.0147747387,1,09
8353,59362,2016-09-01 20:49:28,5.5011803851,1,09
8354,54809,2016-09-01 20:49:31,5.5011803851,1,09
8355,298,2016-09-01 20:50:41,3.862594545,1,09
8356,36893,2016-09-01 20:51:17,5.974677289700001,1,09
8357,298,2016-09-01 20:51:05,4.2926506987,1,09
8358,15145,2016-09-01 20:51:31,4.8859612444,1,09
8359,5815,2016-09-01 20:55:55,4.2926506987,1,09
8360,60581,2016-09-01 20:57:03,5.405415973999999,12,09
8361,35221,2016-09-01 21:00:54,4.7230168221,3,09
8362,62681,2016-09-01 21:01:14,5.7227683627,1,09
8363,40687,2016-09-01 21:01:43,4.4555235235,1,09
8364,26756,2016-09-01 21:06:02,3.862594545,1,09
8365,80296,2016-09-01 21:06:19,3.862594545,1,09
8366,61905,2016-09-01 21:07:01,6.1534138563,1,09
8367,81691,2016-09-01 21:08:31,5.781982259099999,12,09
8368,35221,2016-09-01 21:11:18,4.9748429458,6,09
8369,51570,2016-09-01 21:11:43,5.2267035642,1,09
8370,41998,2016-09-01 21:14:09,4.2926506987,6,09
8371,49165,2016-09-01 21:14:30,4.9748429458,1,09
8372,7747,2016-09-01 21:15:28,6.483098934299999,1,09
8373,42635,2016-09-01 21:17:26,3.862594545,1,09
8374,42425,2016-09-01 21:20:33,4.3518138119,12,09
8375,77268,2016-09-01 21:28:36,5.2921539288,1,09
8376,53312,2016-09-01 21:32:27,5.2921539288,1,09
8377,59537,2016-09-01 21:42:39,4.9748429458,3,09
8378,3899,2016-09-01 21:42:53,6.1534138563,1,09
8379,68119,2016-09-01 21:49:51,3.862594545,6,09
8380,76610,2016-09-01 22:04:43,3.862594545,12,09
8381,25128,2016-09-01 22:06:02,4.7230168221,3,09
8382,34720,2016-09-01 22:07:46,5.2921539288,1,09
8383,40362,2016-09-01 22:14:21,4.7230168221,1,09
8384,14754,2016-09-01 22:14:58,4.4058299903,1,09
8385,42014,2016-09-01 22:22:53,6.1534138563,12,09
8386,32651,2016-09-01 22:26:15,4.7230168221,1,09
8387,49548,2016-09-01 22:26:33,3.862594545,1,09
8388,33823,2016-09-01 22:27:09,5.2921539288,6,09
8389,24768,2016-09-01 22:27:50,4.7230168221,1,09
8390,31963,2016-09-01 22:33:45,4.7230168221,1,09
8391,42811,2016-09-01 22:39:25,5.1535381047,1,09
8392,32651,2016-09-01 22:42:18,4.4555235235,3,09
8393,42328,2016-09-02 00:01:54,5.2921539288,12,09
8394,4637,2016-09-02 00:03:35,3.862594545,3,09
8395,30606,2016-09-02 00:05:34,5.7227683627,1,09
8396,35506,2016-09-02 00:06:06,4.2926506987,12,09
8397,73909,2016-09-02 00:08:04,5.8360407605999995,12,09
8398,77207,2016-09-02 00:11:21,4.7230168221,1,09
8399,39,2016-09-02 00:14:39,3.9756705649,12,09
8400,53986,2016-09-02 00:14:58,5.7227683627,12,09
8401,1547,2016-09-02 00:20:10,5.137811248,12,09
8402,69082,2016-09-02 00:20:44,4.7822081374000005,6,09
8403,88776,2016-09-02 00:27:17,4.2926506987,1,09
8404,22905,2016-09-02 00:30:21,5.5011803851,1,09
8405,75645,2016-09-02 00:33:41,5.4831720261,1,09
8406,38680,2016-09-02 00:41:34,4.9748429458,1,09
8407,3406,2016-09-02 00:45:11,5.7227683627,12,09
8408,54660,2016-09-02 01:07:44,4.9748429458,6,09
8409,48922,2016-09-02 01:27:49,4.2926506987,12,09
8410,431,2016-09-02 02:52:06,3.862594545,1,09
8411,65907,2016-09-02 02:57:58,5.6573110966,6,09
8412,19365,2016-09-02 03:30:46,4.5443733959,1,09
8413,82607,2016-09-02 04:40:12,3.862594545,1,09
8414,42635,2016-09-02 05:00:02,3.862594545,1,09
8415,50275,2016-09-02 06:49:46,5.974677289700001,1,09
8416,10191,2016-09-02 07:08:29,5.2921539288,1,09
8417,56031,2016-09-02 07:12:22,5.2921539288,12,09
8418,4132,2016-09-02 07:12:23,5.405415973999999,1,09
8419,58503,2016-09-02 07:22:22,5.1535381047,1,09
8420,68382,2016-09-02 07:29:13,6.1534138563,12,09
8421,80454,2016-09-02 07:33:42,5.7227683627,1,09
8422,65879,2016-09-02 07:35:32,4.2926506987,3,09
8423,14256,2016-09-02 07:41:52,4.7230168221,6,09
8424,37296,2016-09-02 07:43:57,5.6070080111000005,1,09
8425,14256,2016-09-02 07:45:38,4.6220929276,6,09
8426,65879,2016-09-02 07:47:26,4.584447561499999,3,09
8427,65879,2016-09-02 07:50:35,4.3518138119,1,09
8428,52067,2016-09-02 07:54:23,4.2926506987,1,09
8429,76628,2016-09-02 07:54:33,5.7227683627,3,09
8430,60699,2016-09-02 07:55:22,5.7227683627,12,09
8431,83987,2016-09-02 08:00:24,4.2926506987,1,09
8432,37041,2016-09-02 08:02:07,4.8098152965,12,09
8433,32279,2016-09-02 08:04:49,4.9748429458,12,09
8434,24481,2016-09-02 08:05:51,4.5443733959,1,09
8435,47646,2016-09-02 08:08:32,4.7230168221,3,09
8436,69289,2016-09-02 08:10:43,4.7230168221,1,09
8437,84877,2016-09-02 08:12:23,5.7227683627,1,09
8438,12853,2016-09-02 08:15:34,4.2926506987,1,09
8439,48607,2016-09-02 08:19:17,4.2926506987,1,09
8440,55861,2016-09-02 08:20:10,5.5440421498,1,09
8441,58621,2016-09-02 08:20:09,6.6432930139,1,09
8442,88420,2016-09-02 08:22:29,3.862594545,1,09
8443,81151,2016-09-02 08:22:42,5.2921539288,1,09
8444,69753,2016-09-02 08:33:13,4.7230168221,1,09
8445,24875,2016-09-02 08:33:31,6.3624669356,1,09
8446,55321,2016-09-02 08:34:33,5.2267035642,6,09
8447,28956,2016-09-02 08:37:18,6.1534138563,1,09
8448,7389,2016-09-02 09:17:44,5.2921539288,1,09
8449,69653,2016-09-02 09:18:55,5.7227683627,12,09
8450,5813,2016-09-02 09:21:28,4.7230168221,1,09
8451,67548,2016-09-02 09:21:49,4.3518138119,1,09
8452,39331,2016-09-02 09:22:07,5.584137010499999,1,09
8453,18675,2016-09-02 09:23:28,5.1535381047,1,09
8454,21732,2016-09-02 09:24:21,4.4058299903,1,09
8455,52338,2016-09-02 09:24:21,5.1535381047,6,09
8456,583,2016-09-02 09:24:42,5.2921539288,1,09
8457,45558,2016-09-02 09:25:56,4.7230168221,6,09
8458,85378,2016-09-02 09:25:59,5.931812566900001,3,09
8459,72288,2016-09-02 09:27:49,5.2921539288,6,09
8460,79207,2016-09-02 09:30:02,5.2921539288,1,09
8461,88036,2016-09-02 09:31:30,3.862594545,1,09
8462,39824,2016-09-02 09:32:04,5.1535381047,1,09
8463,594,2016-09-02 09:33:36,4.2926506987,1,09
8464,24476,2016-09-02 09:39:03,3.862594545,1,09
8465,58135,2016-09-02 09:40:27,4.2926506987,12,09
8466,55500,2016-09-02 09:42:34,5.7227683627,12,09
8467,37222,2016-09-02 09:55:31,5.643349495,1,09
8468,61071,2016-09-02 09:55:30,5.2921539288,1,09
8469,18019,2016-09-02 09:55:30,5.974677289700001,1,09
8470,89160,2016-09-02 09:56:10,5.584137010499999,1,09
8471,73722,2016-09-02 10:00:44,4.9537858668,1,09
8472,61555,2016-09-02 10:01:45,4.0713020592,12,09
8473,77121,2016-09-02 10:02:15,5.7227683627,12,09
8474,60939,2016-09-02 10:02:33,3.862594545,1,09
8475,58035,2016-09-02 10:06:33,5.2796038165,1,09
8476,40549,2016-09-02 10:07:07,5.6573110966,1,09
8477,305,2016-09-02 10:07:21,4.5443733959,1,09
8478,35664,2016-09-02 10:09:02,4.6220929276,1,09
8479,3453,2016-09-02 10:11:27,3.862594545,1,09
8480,3453,2016-09-02 10:11:53,3.862594545,1,09
8481,84414,2016-09-02 10:15:12,5.2921539288,3,09
8482,3208,2016-09-02 10:15:16,4.4058299903,12,09
8483,12847,2016-09-02 10:16:25,3.862594545,1,09
8484,29787,2016-09-02 10:19:22,4.5015352816,1,09
8485,65851,2016-09-02 10:20:43,6.1534138563,12,09
8486,10048,2016-09-02 10:24:16,5.3513621783,1,09
8487,27086,2016-09-02 10:25:24,5.7227683627,1,09
8488,48289,2016-09-02 10:28:58,4.8616016004,12,09
8489,69124,2016-09-02 10:32:16,4.4058299903,1,09
8490,37721,2016-09-02 10:34:48,4.9748429458,1,09
