,uid,loan_sum,shang12
133,23479,5.464626106,5.464626106
134,79739,6.292054527,6.292054527
135,48678,6.405333138,6.405333138
136,50728,6.05244065,6.05244065
137,4015,4.723016822,4.723016822
138,77660,6.316422771,6.316422771
139,60277,6.982873766,6.982873766
140,87857,5.722768363,5.722768363
141,61923,5.809599236,5.809599236
142,28987,5.722768363,5.722768363
143,72132,5.292153929,5.292153929
144,84245,5.97467729,5.97467729
145,63076,5.292153929,5.292153929
146,3131,4.723016822,4.723016822
147,43332,6.153413856,6.153413856
148,3939,6.856372469,6.856372469
149,13585,5.97467729,5.97467729
150,59617,4.974842946,4.974842946
151,76580,6.292054527,6.292054527
152,17851,5.153538105,5.153538105
153,80801,5.292153929,5.292153929
154,73939,4.723016822,4.723016822
155,9473,5.501180385,5.501180385
156,72684,6.895217943,6.895217943
157,27767,4.584447562,4.584447562
158,37070,6.212630577,6.212630577
159,18201,5.931812567,5.931812567
160,393,5.226703564,5.226703564
161,22488,6.405333138,6.405333138
162,38697,5.405415974,5.405415974
163,62655,7.577817862,7.577817862
164,81388,5.614448346,5.614448346
165,70296,5.931812567,5.931812567
166,50081,5.405415974,5.405415974
167,52213,5.292153929,5.292153929
168,35194,6.781937074,6.781937074
169,29557,6.722718659,6.722718659
170,6858,5.97467729,5.97467729
171,48407,6.552205383,6.552205383
172,49520,4.292650699,4.292650699
173,65180,6.153413856,6.153413856
174,50457,5.351362178,5.351362178
175,77171,6.292054527,6.292054527
176,57956,5.722768363,5.722768363
177,35676,5.931812567,5.931812567
178,46420,5.614448346,5.614448346
179,43896,5.198462624,5.198462624
180,37224,4.544373396,4.544373396
181,79293,5.509992544,5.509992544
182,23265,4.292650699,4.292650699
183,78039,5.394974879,5.394974879
184,86750,5.153538105,5.153538105
185,20932,5.931812567,5.931812567
186,23007,6.483098934,6.483098934
187,81578,3.862594545,3.862594545
188,64446,5.657311097,5.657311097
189,60219,5.226703564,5.226703564
190,62469,6.153413856,6.153413856
191,70708,6.292054527,6.292054527
192,90166,5.657311097,5.657311097
193,63009,5.226703564,5.226703564
194,11327,4.071302059,4.071302059
195,89815,3.862594545,3.862594545
196,58967,6.05244065,6.05244065
197,69963,6.825556666,6.825556666
198,85904,6.325908622,6.325908622
199,9518,6.483098934,6.483098934
200,52861,6.153413856,6.153413856
201,63096,5.153538105,5.153538105
202,12235,5.722768363,5.722768363
203,77514,5.885770109,5.885770109
204,26705,5.292153929,5.292153929
205,44169,4.723016822,4.723016822
206,82674,6.087953139,6.087953139
207,11973,6.104976146,6.104976146
208,49707,4.974842946,4.974842946
209,21729,5.722768363,5.722768363
210,85595,5.97467729,5.97467729
211,37213,6.405333138,6.405333138
212,51587,6.405333138,6.405333138
213,30552,6.104976146,6.104976146
214,90903,6.643293014,6.643293014
215,42013,5.07059257,5.07059257
216,68209,6.384269633,6.384269633
217,57258,6.248300403,6.248300403
218,37201,6.949280367,6.949280367
219,19075,6.05244065,6.05244065
220,38225,6.212630577,6.212630577
221,6796,5.97467729,5.97467729
222,13105,6.781937074,6.781937074
223,45987,7.123478013,7.123478013
224,71361,5.292153929,5.292153929
225,56967,6.83599934,6.83599934
226,15445,5.722768363,5.722768363
227,49363,5.292153929,5.292153929
228,5854,5.226703564,5.226703564
229,54999,5.435726077,5.435726077
230,64427,6.234822478,6.234822478
231,68628,6.212630577,6.212630577
232,35219,6.05244065,6.05244065
233,60390,5.183845743,5.183845743
234,56,6.722718659,6.722718659
235,43145,5.226703564,5.226703564
236,21477,6.846269403,6.846269403
237,70692,6.405333138,6.405333138
238,83681,5.931812567,5.931812567
239,22105,6.183727411,6.183727411
240,20284,5.153538105,5.153538105
241,13466,3.862594545,3.862594545
242,66012,5.931812567,5.931812567
243,52995,6.722718659,6.722718659
244,28514,6.657255871,6.657255871
245,82724,5.153538105,5.153538105
246,34288,4.8616016,4.8616016
247,73960,6.240248782,6.240248782
248,18908,7.153389004,7.153389004
249,15446,5.643349495,5.643349495
250,15528,5.722768363,5.722768363
251,26029,5.97467729,5.97467729
252,45672,6.781937074,6.781937074
253,41716,4.292650699,4.292650699
254,89551,6.629009152,6.629009152
255,44881,6.629009152,6.629009152
256,89606,5.97467729,5.97467729
257,80680,6.311624979,6.311624979
258,81752,5.885770109,5.885770109
259,21613,5.405415974,5.405415974
260,16028,4.292650699,4.292650699
261,27288,5.931812567,5.931812567
262,64635,5.690901317,5.690901317
263,12410,5.483172026,5.483172026
264,7094,4.974842946,4.974842946
265,87700,4.544373396,4.544373396
266,30767,5.292153929,5.292153929
267,59080,5.781982259,5.781982259
268,87670,5.292153929,5.292153929
269,42646,6.316422771,6.316422771
270,87315,6.292054527,6.292054527
271,75754,6.362466936,6.362466936
272,72453,5.722768363,5.722768363
273,25517,6.292054527,6.292054527
274,12728,3.975670565,3.975670565
275,32263,5.483172026,5.483172026
276,3366,6.83599934,6.83599934
277,38616,5.722768363,5.722768363
278,15243,5.97467729,5.97467729
279,30143,4.292650699,4.292650699
280,44902,5.153538105,5.153538105
281,83769,5.809599236,5.809599236
282,52127,6.470173609,6.470173609
283,77851,3.862594545,3.862594545
284,65615,4.292650699,4.292650699
285,10902,6.292054527,6.292054527
286,70673,5.836040761,5.836040761
287,90538,6.83599934,6.83599934
288,88799,6.405333138,6.405333138
289,711,6.722718659,6.722718659
290,37186,5.861402821,5.861402821
291,72977,5.292153929,5.292153929
292,65625,6.087953139,6.087953139
293,65785,5.825598788,5.825598788
294,66557,6.895217943,6.895217943
295,21029,5.07059257,5.07059257
296,81963,4.723016822,4.723016822
297,45430,4.974842946,4.974842946
298,82040,5.781982259,5.781982259
299,79855,6.384269633,6.384269633
300,31443,4.657587153,4.657587153
301,37435,5.97467729,5.97467729
302,76676,5.722768363,5.722768363
303,11104,4.909401781,4.909401781
304,44260,5.722768363,5.722768363
305,17173,6.121545176,6.121545176
306,54406,5.83084171,5.83084171
307,65197,5.292153929,5.292153929
308,32964,5.722768363,5.722768363
309,578,3.862594545,3.862594545
310,61220,6.153413856,6.153413856
311,31482,6.316422771,6.316422771
312,30745,4.809815297,4.809815297
313,40562,6.449303019,6.449303019
314,88081,4.501535282,4.501535282
315,24619,5.292153929,5.292153929
316,15172,5.722768363,5.722768363
317,44703,6.212630577,6.212630577
318,73392,6.316422771,6.316422771
319,60165,5.722768363,5.722768363
320,11442,6.121545176,6.121545176
321,39153,5.836040761,5.836040761
322,54071,6.722718659,6.722718659
323,73787,4.8616016,4.8616016
324,30119,6.289564303,6.289564303
325,27016,6.483098934,6.483098934
326,28025,5.292153929,5.292153929
327,26243,6.584074882,6.584074882
328,34970,5.690901317,5.690901317
329,48294,7.287044016,7.287044016
330,59702,5.292153929,5.292153929
331,70561,6.316422771,6.316422771
332,80344,6.417636796,6.417636796
333,23110,4.292650699,4.292650699
334,68546,4.292650699,4.292650699
335,71794,5.45514134,5.45514134
336,74080,5.836040761,5.836040761
337,87713,6.292054527,6.292054527
338,17853,5.722768363,5.722768363
339,89128,5.292153929,5.292153929
340,80912,5.292153929,5.292153929
341,23233,5.657311097,5.657311097
342,5145,5.722768363,5.722768363
343,83744,4.723016822,4.723016822
344,12382,5.351362178,5.351362178
345,27399,5.292153929,5.292153929
346,90457,6.483098934,6.483098934
347,79674,5.931812567,5.931812567
348,35561,6.316422771,6.316422771
349,53428,5.45514134,5.45514134
350,35991,5.97467729,5.97467729
351,43696,5.722768363,5.722768363
352,9611,4.723016822,4.723016822
353,41544,6.591793236,6.591793236
354,6530,5.292153929,5.292153929
355,27883,6.153413856,6.153413856
356,5046,4.8616016,4.8616016
357,85453,6.576259441,6.576259441
358,54145,6.846269403,6.846269403
359,79176,5.292153929,5.292153929
360,3882,6.153413856,6.153413856
361,3076,5.885770109,5.885770109
362,23059,6.121545176,6.121545176
363,52150,5.292153929,5.292153929
364,1575,5.153538105,5.153538105
365,18042,6.501109382,6.501109382
366,39953,5.405415974,5.405415974
367,67421,5.97467729,5.97467729
368,42134,5.405415974,5.405415974
369,82643,3.862594545,3.862594545
370,36257,5.836040761,5.836040761
371,81804,6.722718659,6.722718659
372,26986,4.723016822,4.723016822
373,36450,4.292650699,4.292650699
374,16837,6.377808777,6.377808777
375,71285,6.552205383,6.552205383
376,87610,5.153538105,5.153538105
377,17035,5.657311097,5.657311097
378,6800,5.722768363,5.722768363
379,8252,6.153413856,6.153413856
380,19036,5.501180385,5.501180385
381,17840,5.266794974,5.266794974
382,78269,5.97467729,5.97467729
383,49149,5.871264705,5.871264705
384,25127,4.584447562,4.584447562
385,59508,5.722768363,5.722768363
386,65548,5.722768363,5.722768363
387,50943,5.584137011,5.584137011
388,66829,6.781937074,6.781937074
389,1224,6.722718659,6.722718659
390,618,5.722768363,5.722768363
391,72074,6.240248782,6.240248782
392,43893,6.212630577,6.212630577
393,24121,4.292650699,4.292650699
394,38870,5.535703078,5.535703078
395,46496,5.931812567,5.931812567
396,17658,5.292153929,5.292153929
397,35937,5.722768363,5.722768363
398,44102,5.153538105,5.153538105
399,36050,6.722718659,6.722718659
400,58761,5.781982259,5.781982259
401,13654,6.501109382,6.501109382
402,81641,7.584062455,7.584062455
403,53833,6.153413856,6.153413856
404,12990,5.226703564,5.226703564
405,72129,5.292153929,5.292153929
406,32800,6.384269633,6.384269633
407,15916,6.153413856,6.153413856
408,83543,5.153538105,5.153538105
409,1867,5.931812567,5.931812567
410,19403,5.292153929,5.292153929
411,89550,6.722718659,6.722718659
412,73219,5.913802903,5.913802903
413,79103,5.722768363,5.722768363
414,42422,6.362466936,6.362466936
415,15234,6.212630577,6.212630577
416,2331,6.425705932,6.425705932
417,57271,6.384269633,6.384269633
418,42124,5.781982259,5.781982259
419,42311,6.153413856,6.153413856
420,14901,7.40490221,7.40490221
421,20938,4.723016822,4.723016822
422,73122,6.121545176,6.121545176
423,89360,5.97467729,5.97467729
424,77879,4.995209729,4.995209729
425,27396,6.770536322,6.770536322
426,84206,5.999044896,5.999044896
427,62190,5.885770109,5.885770109
428,35903,6.863348123,6.863348123
429,27917,6.405333138,6.405333138
430,45877,5.153538105,5.153538105
431,72295,4.836247821,4.836247821
432,86282,5.292153929,5.292153929
433,73331,4.292650699,4.292650699
434,54035,5.722768363,5.722768363
435,53405,6.796452036,6.796452036
436,23102,5.292153929,5.292153929
437,33061,4.292650699,4.292650699
438,60752,6.05244065,6.05244065
439,59186,6.781937074,6.781937074
440,18210,6.153413856,6.153413856
441,12425,6.464550799,6.464550799
442,30846,5.292153929,5.292153929
443,52196,5.405415974,5.405415974
444,63601,6.014774739,6.014774739
445,6520,5.722768363,5.722768363
446,38905,6.722718659,6.722718659
447,22600,4.8616016,4.8616016
448,62097,6.405333138,6.405333138
449,54852,6.657255871,6.657255871
450,28775,6.316422771,6.316422771
451,50091,6.445431881,6.445431881
452,10082,5.501180385,5.501180385
453,30211,6.121545176,6.121545176
454,34998,6.353527032,6.353527032
455,7378,6.121545176,6.121545176
456,80483,5.722768363,5.722768363
457,17511,5.885770109,5.885770109
458,34616,4.351813812,4.351813812
459,62853,3.862594545,3.862594545
460,12444,5.793176777,5.793176777
461,68865,6.781937074,6.781937074
462,90503,4.8616016,4.8616016
463,30608,6.137683814,6.137683814
464,29602,4.782208137,4.782208137
465,1176,5.995049416,5.995049416
466,16320,5.781982259,5.781982259
467,44607,5.584137011,5.584137011
468,65110,6.349008377,6.349008377
469,35761,5.885770109,5.885770109
470,57625,5.45514134,5.45514134
471,79349,6.770536322,6.770536322
472,53399,6.83599934,6.83599934
473,76203,6.351271812,6.351271812
474,36377,5.405415974,5.405415974
475,20880,4.974842946,4.974842946
476,77415,4.292650699,4.292650699
477,34411,5.931812567,5.931812567
478,72364,6.501109382,6.501109382
479,32397,4.292650699,4.292650699
480,15979,5.153538105,5.153538105
481,23691,6.292054527,6.292054527
482,58569,5.226703564,5.226703564
483,49574,5.153538105,5.153538105
484,54424,6.05244065,6.05244065
485,76792,6.087953139,6.087953139
486,57009,5.97467729,5.97467729
487,9837,5.781982259,5.781982259
488,46220,6.014774739,6.014774739
489,30736,5.153538105,5.153538105
490,72342,5.97467729,5.97467729
491,70,6.153413856,6.153413856
492,31131,5.226703564,5.226703564
493,67791,5.292153929,5.292153929
494,89483,5.949314884,5.949314884
495,17553,4.723016822,4.723016822
496,74293,7.087925525,7.087925525
497,23837,6.384269633,6.384269633
498,19302,6.568344441,6.568344441
499,12316,6.518612438,6.518612438
500,35891,5.722768363,5.722768363
501,50385,6.05244065,6.05244065
502,57645,4.974842946,4.974842946
503,75576,4.544373396,4.544373396
504,78024,6.292054527,6.292054527
505,78428,5.657311097,5.657311097
506,38666,5.97467729,5.97467729
507,15886,5.722768363,5.722768363
508,49210,5.97467729,5.97467729
509,28413,4.292650699,4.292650699
510,60967,5.292153929,5.292153929
511,21560,6.087953139,6.087953139
512,29453,5.722768363,5.722768363
513,70529,6.05244065,6.05244065
514,18442,5.153538105,5.153538105
515,87728,6.670911833,6.670911833
516,10554,4.723016822,4.723016822
517,58168,6.292054527,6.292054527
518,54698,5.836040761,5.836040761
519,36582,5.153538105,5.153538105
520,9907,5.405415974,5.405415974
521,14809,5.836040761,5.836040761
522,30828,6.464550799,6.464550799
523,71901,5.809599236,5.809599236
524,43855,6.722718659,6.722718659
525,80460,5.08809119,5.08809119
526,71348,3.862594545,3.862594545
527,84121,6.464550799,6.464550799
528,65175,6.405333138,6.405333138
529,84077,5.722768363,5.722768363
530,9753,6.316422771,6.316422771
531,38207,7.121519015,7.121519015
532,27413,6.657255871,6.657255871
533,53953,3.862594545,3.862594545
534,22083,6.464550799,6.464550799
535,64131,4.974842946,4.974842946
536,84977,4.974842946,4.974842946
537,24873,5.501180385,5.501180385
538,54977,5.931812567,5.931812567
539,67495,5.7986993,5.7986993
540,66469,5.781982259,5.781982259
541,504,6.606948128,6.606948128
542,70459,6.722718659,6.722718659
543,15332,4.723016822,4.723016822
544,52324,5.710216983,5.710216983
545,50653,5.931812567,5.931812567
546,84789,6.328257629,6.328257629
547,36775,5.781982259,5.781982259
548,23900,6.014774739,6.014774739
549,76299,6.884775253,6.884775253
550,42386,5.722768363,5.722768363
551,36264,5.501180385,5.501180385
552,451,4.723016822,4.723016822
553,59725,6.316422771,6.316422771
554,46210,6.212630577,6.212630577
555,78281,6.153413856,6.153413856
556,16262,6.014774739,6.014774739
557,46000,6.33987127,6.33987127
558,76687,5.657311097,5.657311097
559,17134,6.405333138,6.405333138
560,50960,6.584074882,6.584074882
561,11055,5.728950236,5.728950236
562,85120,5.07059257,5.07059257
563,18739,6.781937074,6.781937074
564,10449,4.8616016,4.8616016
565,74181,3.862594545,3.862594545
566,6411,6.121545176,6.121545176
567,27235,4.544373396,4.544373396
568,41709,6.74708738,6.74708738
569,81430,4.544373396,4.544373396
570,29666,6.425705932,6.425705932
571,55262,6.240248782,6.240248782
572,42953,5.781982259,5.781982259
573,19450,5.07059257,5.07059257
574,22574,6.584074882,6.584074882
575,1258,6.629009152,6.629009152
576,57096,6.684274102,6.684274102
577,8703,5.292153929,5.292153929
578,39891,5.405415974,5.405415974
579,60451,5.292153929,5.292153929
580,89388,4.544373396,4.544373396
581,74007,5.722768363,5.722768363
582,70216,5.722768363,5.722768363
583,14485,5.405415974,5.405415974
584,24076,6.087953139,6.087953139
585,86415,6.405333138,6.405333138
586,34642,6.931777064,6.931777064
587,88400,6.871225567,6.871225567
588,30066,4.723016822,4.723016822
589,13510,5.885770109,5.885770109
590,30358,7.153389004,7.153389004
591,31252,5.922872985,5.922872985
592,65816,5.584137011,5.584137011
593,43711,6.684274102,6.684274102
594,77054,5.153538105,5.153538105
595,37766,6.483098934,6.483098934
596,3520,6.464550799,6.464550799
597,9782,5.753080438,5.753080438
598,44952,5.781982259,5.781982259
599,4598,5.931812567,5.931812567
600,83163,4.974842946,4.974842946
601,34829,5.722768363,5.722768363
602,25404,6.384269633,6.384269633
603,86407,5.292153929,5.292153929
604,85587,6.584074882,6.584074882
605,81083,5.97467729,5.97467729
606,13939,4.8616016,4.8616016
607,28193,6.552205383,6.552205383
608,10770,5.885770109,5.885770109
609,9489,5.405415974,5.405415974
610,49267,5.292153929,5.292153929
611,85050,5.405415974,5.405415974
612,22348,5.885770109,5.885770109
613,45474,5.722768363,5.722768363
614,50832,6.722718659,6.722718659
615,82603,5.292153929,5.292153929
616,33396,5.292153929,5.292153929
617,25113,6.591793236,6.591793236
618,4016,5.931812567,5.931812567
619,29762,4.931990053,4.931990053
620,75473,6.492169414,6.492169414
621,79476,5.292153929,5.292153929
622,80475,5.292153929,5.292153929
623,57008,5.722768363,5.722768363
624,14002,6.584074882,6.584074882
625,64364,5.584137011,5.584137011
626,2148,4.909401781,4.909401781
627,59835,5.501180385,5.501180385
628,15887,3.862594545,3.862594545
629,72421,5.153538105,5.153538105
630,61630,3.862594545,3.862594545
631,24858,6.643293014,6.643293014
632,26038,4.544373396,4.544373396
633,188,5.153538105,5.153538105
634,45541,5.501180385,5.501180385
635,47787,6.722718659,6.722718659
636,42778,6.362466936,6.362466936
637,64412,4.723016822,4.723016822
638,26316,4.974842946,4.974842946
639,3803,5.501180385,5.501180385
640,17748,5.716524366,5.716524366
641,87969,5.684326978,5.684326978
642,19529,6.384269633,6.384269633
643,9770,6.183727411,6.183727411
644,22799,6.83599934,6.83599934
645,83049,5.501180385,5.501180385
646,2737,6.292054527,6.292054527
647,73136,6.856372469,6.856372469
648,67205,5.07059257,5.07059257
649,3758,4.544373396,4.544373396
650,2080,6.568344441,6.568344441
651,26195,5.121675962,5.121675962
652,64611,5.931812567,5.931812567
653,83501,6.153413856,6.153413856
654,61177,5.54404215,5.54404215
655,57168,5.97467729,5.97467729
656,65270,6.629009152,6.629009152
657,78782,6.464550799,6.464550799
658,56022,5.153538105,5.153538105
659,23567,6.722718659,6.722718659
660,48920,5.501180385,5.501180385
661,59790,4.723016822,4.723016822
662,42880,5.885770109,5.885770109
663,90021,5.722768363,5.722768363
664,57699,6.629009152,6.629009152
665,490,5.722768363,5.722768363
666,65380,6.405333138,6.405333138
667,23695,6.464550799,6.464550799
668,69680,6.584074882,6.584074882
669,45933,5.781982259,5.781982259
670,60786,5.584137011,5.584137011
671,35976,6.425705932,6.425705932
672,5711,5.584137011,5.584137011
673,89047,5.931812567,5.931812567
674,73008,6.599416886,6.599416886
675,44498,6.417636796,6.417636796
676,35565,6.722718659,6.722718659
677,36942,5.97467729,5.97467729
678,80240,4.8616016,4.8616016
679,56668,5.753080438,5.753080438
680,56251,5.292153929,5.292153929
681,73686,4.974842946,4.974842946
682,20626,4.723016822,4.723016822
683,72654,6.362466936,6.362466936
684,42497,5.535703078,5.535703078
685,52092,4.723016822,4.723016822
686,19437,5.909217723,5.909217723
687,26032,6.522054651,6.522054651
688,78305,6.153413856,6.153413856
689,7201,3.862594545,3.862594545
690,16616,6.212630577,6.212630577
691,43371,6.153413856,6.153413856
692,23822,5.153538105,5.153538105
693,72284,6.316422771,6.316422771
694,7047,5.722768363,5.722768363
695,54265,5.45514134,5.45514134
696,78932,5.97467729,5.97467729
697,33178,5.97467729,5.97467729
698,52642,5.793176777,5.793176777
699,75983,4.723016822,4.723016822
700,12955,5.781982259,5.781982259
701,43658,3.862594545,3.862594545
702,73710,6.793132399,6.793132399
703,80550,4.974842946,4.974842946
704,17060,5.97467729,5.97467729
705,68346,4.974842946,4.974842946
706,48196,5.722768363,5.722768363
707,5706,6.657255871,6.657255871
708,84636,6.212630577,6.212630577
709,3419,5.226703564,5.226703564
710,15870,5.722768363,5.722768363
711,4799,5.292153929,5.292153929
712,24679,4.974842946,4.974842946
713,60947,4.974842946,4.974842946
714,54973,5.97467729,5.97467729
715,10147,5.722768363,5.722768363
716,30208,5.501180385,5.501180385
717,62109,5.722768363,5.722768363
718,47387,7.413546237,7.413546237
719,70706,4.909401781,4.909401781
720,48701,5.405415974,5.405415974
721,7007,5.292153929,5.292153929
722,90827,4.974842946,4.974842946
723,86679,6.266691431,6.266691431
724,64590,7.584062455,7.584062455
725,80410,5.657311097,5.657311097
726,38659,6.05244065,6.05244065
727,49319,4.723016822,4.723016822
728,24875,6.425705932,6.425705932
729,53000,4.292650699,4.292650699
730,15954,5.722768363,5.722768363
731,84669,5.69740682,5.69740682
732,43112,4.974842946,4.974842946
733,75253,6.153413856,6.153413856
734,61416,6.643293014,6.643293014
735,70643,5.292153929,5.292153929
736,61247,6.153413856,6.153413856
737,69133,5.781982259,5.781982259
738,65471,6.584074882,6.584074882
739,24249,6.722718659,6.722718659
740,49165,5.183845743,5.183845743
741,50831,6.316422771,6.316422771
742,58700,4.292650699,4.292650699
743,52882,5.425786096,5.425786096
744,25527,5.722768363,5.722768363
745,67169,6.362466936,6.362466936
746,24790,5.153538105,5.153538105
747,5930,5.781982259,5.781982259
748,48394,6.162664212,6.162664212
749,51084,6.83599934,6.83599934
750,68713,5.722768363,5.722768363
751,30922,4.974842946,4.974842946
752,45742,6.670911833,6.670911833
753,22080,6.405333138,6.405333138
754,43323,6.643293014,6.643293014
755,42457,6.405333138,6.405333138
756,78055,5.08809119,5.08809119
757,18858,6.405333138,6.405333138
758,68218,5.501180385,5.501180385
759,29340,5.885770109,5.885770109
760,14363,6.212630577,6.212630577
761,89591,6.292054527,6.292054527
762,9648,6.445431881,6.445431881
763,29992,5.722768363,5.722768363
764,37283,4.292650699,4.292650699
765,71744,5.292153929,5.292153929
766,83455,5.153538105,5.153538105
767,46186,5.657311097,5.657311097
768,30114,5.292153929,5.292153929
769,6905,4.622092928,4.622092928
770,23873,5.836040761,5.836040761
771,60423,6.643293014,6.643293014
772,26310,7.245606681,7.245606681
773,66861,5.584137011,5.584137011
774,57123,4.8616016,4.8616016
775,82667,6.445431881,6.445431881
776,28001,5.909217723,5.909217723
777,22996,4.154158974,4.154158974
778,45748,4.974842946,4.974842946
779,84957,5.1688767,5.1688767
780,63210,6.153413856,6.153413856
781,84867,4.723016822,4.723016822
782,88291,6.183727411,6.183727411
783,40965,5.722768363,5.722768363
784,25874,6.316422771,6.316422771
785,87256,4.292650699,4.292650699
786,88687,6.885731874,6.885731874
787,25485,5.722768363,5.722768363
788,6804,5.931812567,5.931812567
789,66314,6.722718659,6.722718659
790,1725,5.292153929,5.292153929
791,23747,5.45514134,5.45514134
792,32287,5.722768363,5.722768363
793,17580,5.876137563,5.876137563
794,68826,6.212630577,6.212630577
795,18974,4.723016822,4.723016822
796,81157,6.856372469,6.856372469
797,42725,5.552270782,5.552270782
798,89467,6.657255871,6.657255871
799,41575,5.153538105,5.153538105
800,38010,5.931812567,5.931812567
801,29787,5.776308446,5.776308446
802,73745,5.722768363,5.722768363
803,65134,5.722768363,5.722768363
804,23738,5.584137011,5.584137011
805,29777,5.836040761,5.836040761
806,80558,6.198347043,6.198347043
807,41991,5.425786096,5.425786096
808,67345,6.405333138,6.405333138
809,8565,6.014774739,6.014774739
810,6946,6.316422771,6.316422771
811,24239,6.183727411,6.183727411
812,22470,5.97467729,5.97467729
813,18303,5.351362178,5.351362178
814,51268,6.153413856,6.153413856
815,8378,5.657311097,5.657311097
816,17714,5.722768363,5.722768363
817,55460,5.292153929,5.292153929
818,17581,6.316422771,6.316422771
819,46468,5.45514134,5.45514134
820,65888,5.501180385,5.501180385
821,43912,6.05244065,6.05244065
