,uid,shang12
19357,1667.0,5.903449017383837
19358,1676.0,5.585835167047998
19359,1689.0,6.364115683770718
19360,1691.0,5.435083717630239
19361,1694.0,6.074305778304099
19362,1710.0,5.468249730290619
19363,1721.0,6.192771702651363
19364,1728.0,5.9459066315644655
19365,1758.0,5.468253259595178
19366,1784.0,6.728158221367865
19367,1797.0,6.111004234052471
19368,1805.0,4.214631087308527
19369,1809.0,5.053276810762247
19370,1827.0,5.602765424725757
19371,1829.0,4.214632851960807
19372,1844.0,5.437195492349849
19373,1862.0,5.431689079361055
19374,1863.0,5.549183541460243
19375,1866.0,5.205469774877866
19376,1871.0,5.638398997427792
19377,1876.0,5.553726399385962
19378,1891.0,5.880869991360875
19379,1899.0,6.226427363379996
19380,1901.0,5.5610294232584145
19381,1913.0,5.059362563234054
19382,1914.0,4.7289635495169176
19383,1919.0,4.64687698878958
19384,1938.0,5.920223381003709
19385,1946.0,6.037353761871943
19386,1953.0,6.058397584504253
19387,1956.0,6.238051008106003
19388,1965.0,6.058398466830393
19389,1970.0,6.3889923937964355
19390,1971.0,5.912906165680441
19391,1976.0,4.973297567286027
19392,1979.0,5.531319877494061
19393,1980.0,4.827883837825453
19394,2005.0,4.972617184494197
19395,2021.0,5.479709126973624
19396,2033.0,4.217293755835181
19397,2040.0,5.531108154517794
19398,2049.0,5.22290837375915
19399,2075.0,5.469089847299701
19400,2081.0,5.4690902884627715
19401,2082.0,4.632115808632868
19402,2093.0,5.232327581417044
19403,2106.0,6.236596400595966
19404,2107.0,5.2209007463564925
19405,2118.0,4.967164898413346
19406,2120.0,6.449355933917493
19407,2141.0,5.4687418445534695
19408,2142.0,5.050778657618981
19409,2146.0,5.469789929530362
19410,2157.0,6.449172197009091
19411,2179.0,5.800948986525367
19412,2207.0,5.655851851288359
19413,2221.0,5.844463842133372
19414,2232.0,5.895989797609983
19415,2236.0,5.468635567590409
19416,2246.0,5.8953082622154795
19417,2262.0,5.844466838999683
19418,2273.0,6.449164086955774
19419,2277.0,4.841778315601033
19420,2292.0,4.5629105205349685
19421,2296.0,6.3460633739870556
19422,2311.0,5.875188869467601
19423,2312.0,6.506964965478019
19424,2316.0,5.468629148136674
19425,2339.0,5.577635778260127
19426,2352.0,5.056331432589591
19427,2354.0,5.693311840117006
19428,2363.0,6.026799853514195
19429,2369.0,4.614505058402871
19430,2392.0,5.161965894088754
19431,2405.0,6.202610529769423
19432,2408.0,6.452915072876845
19433,2415.0,5.7583620169406995
19434,2418.0,5.862665195038641
19435,2425.0,6.6049552177002155
19436,2439.0,6.7312856389596565
19437,2453.0,6.453327804005868
19438,2459.0,5.715914061028176
19439,2499.0,5.357340860789346
19440,2519.0,5.861849920906147
19441,2520.0,4.841048258995357
19442,2522.0,4.973692706449382
19443,2533.0,5.074630885008103
19444,2539.0,5.140195401137769
19445,2555.0,6.0731079368105
19446,2580.0,5.068685509191813
19447,2587.0,5.670370389402086
19448,2590.0,5.201132067194795
19449,2607.0,6.441159220880058
19450,2626.0,6.230759112645039
19451,2627.0,4.938959660350192
19452,2632.0,5.342366263765566
19453,2643.0,5.869489823600256
19454,2644.0,6.4600594965233125
19455,2660.0,6.327623448558317
19456,2662.0,5.469415785467845
19457,2669.0,5.5966149281395765
19458,2671.0,5.87217433668425
19459,2673.0,6.597159706255529
19460,2675.0,5.496154381440057
19461,2678.0,5.874109283656498
19462,2696.0,6.078671588599763
19463,2702.0,5.239701141572375
19464,2705.0,6.108810973498375
19465,2706.0,5.944937378618931
19466,2710.0,6.078355240743258
19467,2716.0,5.662563875176549
19468,2729.0,6.174610667400843
19469,2745.0,6.411689193108572
19470,2746.0,5.8161512907880235
19471,2748.0,5.15873676435243
19472,2755.0,4.943950652676548
19473,2769.0,5.333027161604903
19474,2798.0,6.237970457790206
19475,2811.0,5.803839377410165
19476,2820.0,5.58048692145584
19477,2863.0,5.422711678169332
19478,2874.0,5.546214125517084
19479,2892.0,5.582404840556732
19480,2898.0,5.5440285083179734
19481,2937.0,4.442852787636118
19482,2958.0,5.202814477566335
19483,2983.0,5.637691347059042
19484,3002.0,6.294831945020289
19485,3037.0,5.844726142626085
19486,3065.0,5.767103091437406
19487,3068.0,5.134420064925573
19488,3069.0,5.358689117258982
19489,3104.0,5.961001905778652
19490,3135.0,5.896127175593639
19491,3157.0,6.0056368102169735
19492,3169.0,6.085755137310327
19493,3174.0,5.424690753568441
19494,3182.0,4.550656012159048
19495,3189.0,5.858201057257612
19496,3197.0,4.5506571150667225
19497,3208.0,5.2165418054028585
19498,3209.0,4.643245788367822
19499,3216.0,5.593017405881913
19500,3223.0,4.549798604496358
19501,3227.0,5.471952711210111
19502,3229.0,5.669912628246559
19503,3231.0,5.850303809117101
19504,3234.0,4.698543615764981
19505,3254.0,5.068070252293993
19506,3256.0,5.4548745569627
19507,3258.0,5.788005984105414
19508,3284.0,5.163110495886055
19509,3287.0,5.4705666296898094
19510,3301.0,4.852499926739576
19511,3305.0,5.850592394514296
19512,3309.0,5.418115999052514
19513,3324.0,5.974535979143678
19514,3327.0,5.850147838391218
19515,3347.0,5.499157376882865
19516,3352.0,6.164639040111806
19517,3370.0,6.6045321875857175
19518,3390.0,5.470979478586175
19519,3392.0,5.915188464816708
19520,3401.0,5.503970639650066
19521,3408.0,5.5766572335307405
19522,3414.0,5.847647335759731
19523,3415.0,5.576625881174988
19524,3430.0,4.6510640914992285
19525,3444.0,4.876540497662964
19526,3451.0,6.0000160361760875
19527,3453.0,4.808938785105779
19528,3459.0,5.483458265936475
19529,3469.0,5.337889106643489
19530,3471.0,5.847375081996894
19531,3489.0,5.5735024250751835
19532,3497.0,6.1285597947587895
19533,3503.0,5.483892115566321
19534,3505.0,5.847377581920956
19535,3537.0,5.782835882373547
19536,3549.0,6.012852998111917
19537,3551.0,4.774852866571942
19538,3554.0,5.544234889754288
19539,3556.0,5.809344584826402
19540,3557.0,6.0121986715819435
19541,3567.0,5.655082141995792
19542,3574.0,6.135663397232724
19543,3580.0,5.629579729249196
19544,3586.0,4.649578904744044
19545,3587.0,5.8471745669455775
19546,3588.0,6.209874673937016
19547,3604.0,5.1367346196962815
19548,3609.0,6.166733684504494
19549,3611.0,5.545037324596246
19550,3617.0,5.663180689788743
19551,3636.0,5.072189455044279
19552,3649.0,5.4381098905591205
19553,3653.0,6.186165992476892
19554,3664.0,6.197266021598265
19555,3689.0,4.899863842319125
19556,3695.0,5.5146045199575475
19557,3704.0,5.040558689237031
19558,3708.0,5.533971591785842
19559,3719.0,5.635514062550637
19560,3722.0,5.847184493114649
19561,3736.0,5.777129171905878
19562,3738.0,5.176839788928502
19563,3754.0,5.350063527619122
19564,3791.0,5.620846371443124
19565,3794.0,5.800026324933501
19566,3817.0,5.388105635666348
19567,3819.0,5.044635012721089
19568,3837.0,5.214718320937557
19569,3844.0,6.07247366087746
19570,3853.0,5.086848451001867
19571,3864.0,5.515929144373876
19572,3872.0,5.952141667736742
19573,3877.0,6.224296900015696
19574,3893.0,5.051113297065726
19575,3895.0,5.4519927900511975
19576,3899.0,6.44873781768562
19577,3915.0,5.358797697895829
19578,3929.0,6.403205089366958
19579,3942.0,4.976284282531417
19580,3947.0,6.4846051944866465
19581,3954.0,4.969262056032719
19582,3963.0,4.518737451491226
19583,3972.0,6.724173267865003
19584,3978.0,5.838253493851713
19585,3981.0,5.6614252335096475
19586,3989.0,5.152032744878708
19587,4011.0,6.070695702009237
19588,4035.0,5.937204832304555
19589,4045.0,5.146498423861091
19590,4047.0,5.347159341551371
19591,4064.0,5.791355439403792
19592,4082.0,4.612258520922482
19593,4091.0,6.110455591095423
19594,4093.0,4.612259329721443
19595,4102.0,5.187610330847223
19596,4114.0,4.616937732765926
19597,4115.0,5.513394213869438
19598,4121.0,6.050940983098389
19599,4130.0,4.867406687750111
19600,4134.0,6.447910537664606
19601,4138.0,6.44791083177332
19602,4142.0,5.810659489012697
19603,4145.0,5.84129682556649
19604,4148.0,5.492466987212689
19605,4167.0,5.438360801807511
19606,4178.0,6.410894581383358
19607,4195.0,5.373100430064016
19608,4219.0,4.663498913736516
19609,4246.0,4.9353587686516205
19610,4255.0,5.102825305766407
19611,4276.0,5.669784890931248
19612,4284.0,4.923899986065713
19613,4290.0,6.070321373436984
19614,4301.0,4.871259771472745
19615,4304.0,6.253604908019197
19616,4341.0,6.068997065569259
19617,4357.0,6.000563697083745
19618,4361.0,5.598532230234561
19619,4363.0,5.8552241731169445
19620,4399.0,6.448599614738859
19621,4406.0,5.45701731647253
19622,4417.0,5.908256090496526
19623,4419.0,5.931408230601857
19624,4432.0,5.185552838006004
19625,4437.0,5.174723944246155
19626,4442.0,5.151724644659481
19627,4458.0,4.607892061711524
19628,4467.0,5.352937382148452
19629,4485.0,6.232785752276346
19630,4491.0,5.432637905044123
19631,4498.0,4.344659483913695
19632,4499.0,5.570347666462274
19633,4510.0,6.460506962796362
19634,4516.0,6.096811367151176
19635,4521.0,5.879540529311306
19636,4535.0,6.319442604380281
19637,4542.0,6.026809442701636
19638,4551.0,5.4189746651130335
19639,4556.0,5.844200159532358
19640,4557.0,4.3455239343252146
19641,4587.0,5.570090832613964
19642,4593.0,5.547158783268819
19643,4594.0,6.3350705950847015
19644,4601.0,5.634265653338918
19645,4606.0,5.834838430641525
19646,4617.0,5.565140856562982
19647,4618.0,5.829530217299698
19648,4621.0,6.220499141719504
19649,4625.0,5.845587640601662
19650,4656.0,5.664457207444947
19651,4658.0,6.10632341214661
19652,4668.0,6.448169271125822
19653,4670.0,5.34699600492093
19654,4674.0,5.846571344266399
19655,4681.0,5.658694563789723
19656,4683.0,6.0470677145062055
19657,4698.0,5.991868011223514
19658,4739.0,5.960806810717652
19659,4756.0,4.668067466765535
19660,4772.0,6.723350590316649
19661,4777.0,6.1320852469509015
19662,4778.0,4.412760087553379
19663,4788.0,4.666077422997383
19664,4790.0,5.425338988792152
19665,4823.0,6.375823072315148
19666,4826.0,5.590668091992183
19667,4838.0,6.448598771169134
19668,4843.0,5.146698265584358
19669,4870.0,5.616203380763258
19670,4872.0,5.394808538100868
19671,4880.0,6.085653241001188
19672,4887.0,5.444215803874201
19673,4888.0,4.583259171579922
19674,4895.0,5.846474153050805
19675,4909.0,5.058658902450073
19676,4929.0,6.138676497910006
19677,4938.0,5.090979154825555
19678,4956.0,5.387415268376451
19679,4970.0,5.982865772517297
19680,4978.0,4.71721069967355
19681,4991.0,4.2563547432236115
19682,4999.0,4.320544708291347
19683,5005.0,5.019503409293096
19684,5019.0,6.110513301484979
19685,5020.0,5.786775182136811
19686,5033.0,5.90147631793342
19687,5034.0,5.847699118271589
19688,5045.0,6.654718433125971
19689,5065.0,5.635234893980477
19690,5088.0,4.256361875359907
19691,5101.0,4.623104739677177
19692,5108.0,6.049540851328986
19693,5113.0,6.119023111792719
19694,5120.0,5.570137552359002
19695,5122.0,5.573667430312615
19696,5148.0,6.082843252003974
19697,5165.0,5.552589143797695
19698,5166.0,5.156999208744716
19699,5167.0,5.273228383873093
19700,5186.0,5.786333595968318
19701,5194.0,5.794769063381279
19702,5207.0,5.257849369569088
19703,5224.0,5.848479650212468
19704,5230.0,6.415507208529716
19705,5231.0,6.232030422136962
19706,5268.0,5.6406705667287245
19707,5283.0,6.143318958857561
19708,5289.0,5.217563079187606
19709,5293.0,5.569694258794849
19710,5304.0,4.6200178227393724
19711,5305.0,5.808205484258421
19712,5313.0,6.2313967971655835
19713,5314.0,5.25867945344813
19714,5323.0,5.4916742431130565
19715,5327.0,5.748493725224822
19716,5336.0,5.848035344188439
19717,5339.0,4.841979037384541
19718,5344.0,6.001087227074988
19719,5356.0,5.1461919499094115
19720,5373.0,5.907491496817904
19721,5382.0,6.258525013699925
19722,5385.0,5.848032959491176
19723,5391.0,6.228858788346491
19724,5395.0,6.722391295663735
19725,5396.0,5.848033768290137
19726,5403.0,6.355406458090475
19727,5412.0,6.211628732393301
19728,5416.0,5.7574679194566425
19729,5430.0,5.477578450601923
19730,5441.0,5.729819120580537
19731,5446.0,5.610911196519657
19732,5457.0,6.186639018288274
19733,5461.0,5.8498463316787275
19734,5476.0,6.499350818911186
19735,5479.0,4.635088996105578
19736,5489.0,5.911326696121817
19737,5505.0,6.109161397458637
19738,5510.0,5.471940795835879
19739,5520.0,4.669470911851905
19740,5527.0,4.7377395937788584
19741,5529.0,5.568349346920931
19742,5536.0,5.12045982477057
19743,5555.0,5.99746474517636
19744,5565.0,5.382925643843039
19745,5575.0,5.546680647973702
19746,5585.0,5.236777262681683
19747,5593.0,5.358550630809733
19748,5602.0,4.660948493723511
19749,5604.0,5.796125272085385
19750,5614.0,5.519664445744226
19751,5630.0,5.729051500451238
19752,5641.0,5.775919347709795
19753,5658.0,5.561975102748688
19754,5671.0,5.089055978599388
19755,5686.0,5.154039766579428
19756,5694.0,5.64294324829927
19757,5717.0,5.078406707909915
19758,5718.0,5.38506434560632
19759,5719.0,5.386715068085498
19760,5734.0,4.889323775093323
19761,5737.0,6.500890345175724
19762,5759.0,5.902559743089876
19763,5770.0,5.884343398237647
19764,5783.0,4.969876010171844
19765,5820.0,5.616404049560426
19766,5826.0,5.863703723031813
19767,5831.0,5.874427354187366
19768,5840.0,5.90642067776642
19769,5845.0,5.616580454542884
19770,5856.0,6.145489025907908
19771,5877.0,6.377976441085428
19772,5891.0,5.869824314029753
19773,5910.0,5.225974417206497
19774,5915.0,5.526248113927389
19775,5918.0,6.372601327557414
19776,5920.0,6.037058762668771
19777,5936.0,6.23058147846767
19778,5968.0,6.329779590060696
19779,5995.0,5.8994681922454415
19780,6022.0,6.178900204674017
19781,6028.0,5.221890401930638
19782,6040.0,5.436660559142348
19783,6043.0,5.919776863220163
19784,6048.0,6.300247351524481
19785,6056.0,5.9948076514136925
19786,6089.0,5.109181118906713
19787,6104.0,4.2261951790500705
19788,6119.0,4.824508082013462
19789,6121.0,6.009484779615669
19790,6122.0,5.6986801927571715
19791,6132.0,5.469109873905059
19792,6143.0,6.4481967548518275
19793,6161.0,6.087956366178575
19794,6164.0,6.116822575636122
19795,6173.0,4.739079905490467
19796,6203.0,5.178669022054376
19797,6207.0,6.035912627727946
19798,6209.0,5.8473419962531015
19799,6211.0,5.670994568918315
19800,6215.0,6.035913215945373
19801,6222.0,5.848234572918418
19802,6229.0,5.219505056145479
19803,6231.0,5.64483005270297
19804,6237.0,5.5437250460967995
19805,6250.0,5.56859498763149
19806,6272.0,5.983139189849613
19807,6278.0,4.761188174506783
19808,6284.0,6.448525280604969
19809,6287.0,5.767163125380611
19810,6288.0,5.569992690351266
19811,6294.0,5.131455169009316
19812,6298.0,5.6080657084202485
19813,6302.0,4.9337400886765295
19814,6320.0,6.226710539548328
19815,6345.0,6.727223406464127
19816,6367.0,5.8028161561764335
19817,6380.0,4.59418324825723
19818,6385.0,5.969108443086359
19819,6387.0,5.114373297211853
19820,6415.0,5.980012435855956
19821,6417.0,5.540152374632044
19822,6422.0,6.502157695896403
19823,6428.0,4.506799470526754
19824,6430.0,5.216234578847319
19825,6439.0,6.229150479173358
19826,6445.0,5.874917497101654
19827,6458.0,5.89312786034751
19828,6467.0,5.195539866918782
19829,6472.0,5.819441062165826
19830,6480.0,5.952309860714231
19831,6482.0,4.589813280741417
19832,6486.0,5.794835716744764
19833,6489.0,5.777206206949909
19834,6509.0,6.105151093537658
19835,6579.0,6.2311141544983215
19836,6598.0,5.897642848608475
19837,6617.0,6.240994171411874
19838,6653.0,5.3515075442480375
19839,6655.0,4.395869059031062
19840,6658.0,5.007791860122213
19841,6661.0,6.227178586427943
19842,6673.0,5.418210989606047
19843,6686.0,4.39587133837359
19844,6703.0,5.553668817658618
19845,6722.0,6.076303511880631
19846,6741.0,5.0088510282745435
19847,6753.0,6.531941593177857
19848,6768.0,5.570765814704113
19849,6775.0,4.781964779918864
19850,6784.0,5.529393688192338
19851,6789.0,4.969461976350416
19852,6790.0,4.3956702776861345
19853,6822.0,6.077111244535461
19854,6833.0,6.2267156378066115
19855,6843.0,4.23485550387084
19856,6851.0,5.673722104985606
19857,6869.0,5.497103855452503
19858,6889.0,6.3443519076335715
19859,6890.0,6.226244233559775
19860,6900.0,5.516118982328004
19861,6938.0,6.106300665339152
19862,6956.0,5.874398029965651
19863,6971.0,5.7440126490422045
19864,7018.0,5.258747760131421
19865,7024.0,5.570813318114499
19866,7040.0,5.069823377355265
19867,7042.0,5.848833827756632
19868,7059.0,5.479173553902461
19869,7061.0,5.731620268431396
19870,7064.0,4.607956210102973
19871,7066.0,5.610483286597701
19872,7076.0,5.699267581276786
19873,7145.0,6.727238352078773
19874,7150.0,5.86219202750289
19875,7153.0,5.202419328904234
19876,7161.0,5.894423509487803
19877,7163.0,5.99219600395708
19878,7189.0,5.611627110418646
19879,7198.0,5.129419858440544
19880,7202.0,5.614052177541284
19881,7228.0,5.9914508842655145
19882,7234.0,5.703792436690657
19883,7236.0,5.357417466913256
19884,7239.0,6.350802095737151
19885,7258.0,5.175098024850239
19886,7270.0,5.419247545969544
19887,7288.0,6.188339093334539
19888,7290.0,5.621470466486061
19889,7291.0,5.0213627771597675
19890,7300.0,5.217983531355547
19891,7315.0,4.6369670692881275
19892,7322.0,5.953383641108573
19893,7338.0,5.00727351582511
19894,7339.0,4.775320026035015
19895,7345.0,6.184973481294067
19896,7368.0,5.542123748579659
19897,7398.0,5.004873830569809
19898,7421.0,4.991008130993911
19899,7433.0,5.799051571132511
19900,7458.0,6.427009404751503
19901,7469.0,5.957437612478599
19902,7475.0,5.917482386964971
19903,7495.0,5.644341354886256
19904,7512.0,6.501603713078431
19905,7524.0,5.686155946888042
19906,7543.0,5.572551278316042
19907,7572.0,5.950847666855106
19908,7574.0,4.2974045973681765
19909,7585.0,4.767938755020515
19910,7596.0,5.898736559198623
19911,7606.0,6.285710121811324
19912,7608.0,6.09742436323325
19913,7610.0,6.447928561791404
19914,7616.0,4.617827588790619
19915,7625.0,5.572101308273663
19916,7628.0,4.297408567835804
19917,7639.0,5.937020106688093
19918,7640.0,5.654785779386733
19919,7645.0,5.578496017235873
19920,7648.0,5.937020768432699
19921,7657.0,6.306282963599957
19922,7662.0,5.993594665802055
19923,7664.0,5.668213827272259
19924,7667.0,5.7796795008248125
19925,7668.0,5.787819237936348
19926,7674.0,4.988954022952022
19927,7678.0,5.9364642893870485
19928,7679.0,5.957272082525749
19929,7696.0,5.954665442806592
19930,7716.0,5.555112925544532
19931,7717.0,5.796168606555151
19932,7720.0,5.996695568435775
19933,7724.0,5.779221146186899
19934,7736.0,6.071587916224178
19935,7740.0,5.519349174171809
19936,7741.0,5.920307023925641
19937,7754.0,5.925153196129399
19938,7765.0,5.393845127722319
19939,7767.0,6.036882504852535
19940,7780.0,5.102498428804887
19941,7786.0,5.8751583782172965
19942,7798.0,5.393960842045202
19943,7800.0,5.1742926920193755
19944,7804.0,4.793766775536379
19945,7807.0,6.380728067699141
19946,7836.0,5.042747428372998
19947,7849.0,5.3939645919312955
19948,7855.0,6.226511569437843
19949,7862.0,5.875326984752848
19950,7877.0,5.992206458759392
19951,7882.0,4.84325393749114
19952,7885.0,5.185460808323934
19953,7886.0,4.629425066407835
19954,7895.0,6.230128044601637
19955,7905.0,4.887477669935635
19956,7914.0,5.253767112129994
19957,7934.0,6.206744160070297
19958,7939.0,5.602243753681391
19959,7946.0,5.764739840649409
19960,7947.0,5.853735114322001
19961,7964.0,6.727501298255808
19962,7965.0,5.146237818615269
19963,7966.0,5.1970624805242
19964,7980.0,5.6126051502506025
19965,7982.0,5.418176875115899
19966,7994.0,5.794146498290543
19967,7997.0,6.226522010297162
19968,8011.0,5.696990991043876
19969,8013.0,5.85656283247177
19970,8014.0,5.452252692199133
19971,8045.0,4.574907592330932
19972,8087.0,4.499247807283639
19973,8096.0,5.124407843098339
19974,8107.0,5.2109918089956055
19975,8108.0,5.853263191763709
19976,8114.0,6.368997655828958
19977,8121.0,4.825574720651433
19978,8125.0,5.655319478824557
19979,8131.0,6.073983009702866
19980,8149.0,5.894338514632911
19981,8156.0,5.853886120879267
19982,8163.0,5.61171651429522
19983,8248.0,4.6541260546037195
19984,8260.0,6.283492679084937
19985,8275.0,4.601757275396124
19986,8281.0,5.561287771108766
19987,8283.0,5.612773139985412
19988,8293.0,4.805243460058351
19989,8296.0,5.951109312441401
19990,8298.0,5.856524448146588
19991,8304.0,5.489238612233669
19992,8342.0,5.933233378546747
19993,8356.0,6.349670589181322
19994,8359.0,5.827966924420875
19995,8362.0,5.127963354012451
19996,8375.0,5.86432178930232
19997,8381.0,5.63198561401981
19998,8383.0,6.224898393464989
19999,8399.0,5.570320557241674
20000,8417.0,5.453874694579232
20001,8426.0,5.821699292395968
20002,8448.0,5.6568665270022125
20003,8456.0,4.791703957173416
20004,8471.0,4.951888204581538
20005,8474.0,4.791705280662626
20006,8497.0,6.219196931285646
20007,8509.0,5.940370883885729
20008,8550.0,4.875612157460865
20009,8556.0,5.2000544084674
20010,8567.0,4.81439143861915
20011,8575.0,5.89663490671299
20012,8577.0,5.482940536296109
20013,8608.0,5.791242534238023
20014,8617.0,5.6811957411987075
20015,8624.0,6.349614120476108
20016,8628.0,6.2322262160056745
20017,8641.0,6.073426836978804
20018,8648.0,5.897070919690005
20019,8652.0,5.950310738242054
20020,8673.0,5.54355160443834
20021,8680.0,6.349566432253093
20022,8682.0,6.168751024163291
20023,8685.0,6.306620331502863
20024,8710.0,5.52611075773461
20025,8713.0,5.194379617891411
20026,8714.0,5.6502460366058616
20027,8732.0,5.34511048631707
20028,8741.0,5.4914910951303
20029,8771.0,5.993777629172175
20030,8780.0,5.851432203019531
20031,8781.0,4.602369151712347
20032,8785.0,5.5704622173435006
20033,8792.0,6.326338224028237
20034,8802.0,5.992728461638326
20035,8809.0,4.422327570225825
20036,8858.0,5.553002604958246
20037,8862.0,5.515111442894833
20038,8901.0,5.655253544580924
20039,8905.0,6.604948995769652
20040,8914.0,5.534794996632599
20041,8920.0,5.73860671677587
20042,8922.0,5.438610273345365
20043,8928.0,4.990648018960622
20044,8934.0,6.106301416282054
20045,8937.0,5.977870207764257
20046,8948.0,6.0702323243533804
20047,8971.0,5.698215917597698
20048,8972.0,6.361821323585021
20049,8996.0,5.791401977315205
20050,9008.0,5.95003110526353
20051,9021.0,4.600610887562141
20052,9032.0,4.428748643819144
20053,9053.0,5.622947303525697
20054,9079.0,6.234710185885433
20055,9081.0,6.449667070972695
20056,9085.0,5.0715617733540626
20057,9090.0,5.352119110963964
20058,9095.0,6.684883567910969
20059,9108.0,5.47139491345574
20060,9112.0,6.107401546696794
20061,9124.0,5.862793649306004
20062,9130.0,4.820693266086934
20063,9145.0,5.354671440602701
20064,9149.0,5.754329212378963
20065,9164.0,4.829195424333468
20066,9168.0,4.87210348253506
20067,9198.0,4.595995253386702
20068,9225.0,6.162227785580047
20069,9246.0,5.494686857753703
