uid,sum(loan_amount/plannum)
2983,0.8704743361666667
2995,5.970116844833333
2996,3.6254354893333334
2998,3.9561299598333335
3004,3.206824966666667
3015,8.585301398
3032,68.48185173099999
3035,2.4203739423333333
3050,1.7300402781666666
3057,13.1405816265
3077,8.155245244
3091,10.128432796
3094,24.370562482
3107,2.647501615416667
3123,5.008092482166667
3133,2.218053036666667
3137,11.587783635
3138,7.72518909
3140,1.71692843225
3175,3.264536464
3179,0.829140491
3180,19.312972724999998
3184,10.559057583
3191,1.4157999651666666
3203,41.991217057
3210,10.128432796
3218,9.311350578999999
3236,25.095592539
3244,1.1325432000833333
3249,6.076825378416666
3255,9.394409127
3265,2.492249131666666
3271,11.175083099333333
3272,15.014342294999999
3274,2.824452851833333
3294,1.2237965446666665
3307,16.598088063
3311,2.5880410658333335
3326,5.418473177666667
3331,11.337228541
3339,3.505584551666667
3350,11.445536726
3369,4.743872855166667
3377,19.282912707
3380,7.738728599666667
3396,9.836444546
3406,25.368452244833335
3407,11.306928668000001
3410,11.266810513
3412,1.5501091499166666
3419,13.560040917000002
3462,0.9712150774999999
3465,2.8457880548333336
3477,5.174676353833334
3482,9.949685892
3488,70.59403776799999
3492,24.480807045000002
3496,2.6309458156666667
3543,21.141820051
3572,77.1098516133333
3585,10.569349494083335
3590,10.396925248
3591,21.463253495
3615,7.72518909
3631,22.234290389333335
3643,1.2525077526666666
3656,2.311830334833333
3683,10.38025892
3691,1.5343550819166667
3700,3.8991485509999997
3702,1.7409641974999999
3705,1.3242677684166666
3714,14.288142286
3730,15.45037818
3752,4.482466391000001
3758,8.155245244
3760,4.626669138666666
3763,21.203458618
3769,11.876182219
3776,1.6880635085
3783,15.629613181
3803,1.6691951251666666
3808,10.447575666166667
3820,55.850288920000004
3828,2.1882791323333337
3856,2.6460769645
3859,11.876182219
3861,11.591264643416668
3865,10.810831948
3870,15.851108008
3874,8.659883736333333
3882,11.266831219
3902,1.0253094500833333
3906,0.8820256548333334
3908,1.3024634529999999
3909,1.1923184541666667
3920,37.660726395666664
3924,5.997774333750001
3926,39.49645687099999
3939,2.8708235479999997
3952,15.168708856
3953,28.638212209
3967,5.098394366333332
3983,3.481897344666667
3988,10.101007423500002
3991,2.4034794316666668
4002,13.056731956333333
4014,10.021148613666666
4016,1.3024634529999999
4077,1.0328052198333333
4099,14.153351462
4123,13.30831822
4129,17.934498351333332
4140,3.711180070666667
4168,4.743102030166667
4169,2.0992938094166664
4179,21.894239556000002
4189,24.327244006999997
4194,10.275172720333334
4200,0.7513443875
4204,1.2720612719166666
4225,10.697569903000002
4233,15.105303015
4240,2.283186978333333
4271,2.702707987
4288,4.2228744775
4294,21.395139806000003
4309,37.896136382
4347,5.293478111333333
4352,7.162092112666667
4353,21.939521666
4374,10.128381051
4380,45.823974149166666
4396,15.16764908175
4407,3.4223322916666667
4410,18.823054583
4413,14.746057827000001
4427,0.8555830729166667
4439,13.448723355333334
4447,25.476382604999998
4456,0.8197037121666666
4459,10.970189795166666
4473,25.767690525
4496,1.2701533184166667
4502,11.177924038
4513,1.8337286966666668
4530,3.5239597778333334
4531,3.4600863066666667
4552,19.909514013
4554,5.860757499333333
4558,12.746131760499999
4559,3.1718400012500005
4575,16.248475654
4580,34.174038189
4583,14.793142357499999
4595,2.622974327166667
4598,1.8127177446666667
4605,0.8725047045833334
4611,5.691835925666666
4619,7.72518909
4635,7.72518909
4637,8.724196145
4641,12.877952097000001
4647,1.287531515
4649,8.155245244
4663,0.7364393470833334
4667,32.477555064
4677,71.97027905016667
4684,5.491248293
4725,14.876958557000002
4730,15.960403067000001
4734,1.3948075545833334
4737,3.8311172859999996
4744,19.433667679
4748,9.267493645
4758,2.82153742375
4774,1.4023283469166667
4797,4.189180958333333
4861,6.743025892333334
4862,9.015667521000001
4866,6.748337339
4892,17.532003915
4896,0.8395527465000001
4908,1.1448903619166666
4910,61.333517531999995
4916,1.0905697233333334
4924,1.44549556475
4926,10.697569903000002
4928,0.9596629269999999
4944,1.4073496438333333
4955,11.014922292000001
4957,1.717928805
4964,42.258801406333326
4966,12.017839789
4973,10.949465026
4981,3.8322462673333333
4996,2.718415081333333
5004,5.446285537416666
5006,14.612018838
5008,13.70683037
5013,16.949254156000002
5014,1.0032653304166668
5023,1.0486757545
5046,5.436933485666667
5051,2.051137952
5058,7.72518909
5063,9.671416897
5083,12.594711525333334
5084,8.406967941
5086,27.908045128999998
5096,20.257115628999998
5129,7.223592810666667
5130,2.7537305730000003
5140,20.017773228
5153,1.0465622495
5171,1.3683623849166666
5192,1.21011048525
5205,17.206365873
5214,8.7356258265
5225,11.789530240333333
5239,5.9807142075
5241,3.333209724083334
5242,12.620473247
5243,5.464090889333333
5251,8.870687027166667
5261,4.372723309666666
5279,8.728963418333333
5280,2.6460769644999997
5281,1.1090265183333334
5282,1.7947891272499996
5290,1.5676624993333332
5291,0.8994445261666666
5307,10.876306468
5312,1.2437107365
5315,1.6394074243333332
5330,11.014922292000001
5335,10.015170751
5340,1.5235967638333334
5342,7.148717085833333
5359,3.0536671893333334
5361,9.302578269666666
5381,11.020372584666667
5387,2.5818638675000005
5392,11.137494684166668
5401,10.128691459999999
5404,0.7422804393333333
5417,0.7932680285
5421,9.906951256
5434,11.014922292000001
5437,10.673948503
5439,2.6809000171666666
5443,20.888559610999998
5445,2.1233531888333332
5447,7.381049345
5453,1.6045279360833333
5462,1.3863142473333332
5468,12.877952097000001
5473,1.3233695278333333
5475,43.619263894
5484,16.089141848
5488,5.1375870675
5495,1.1700368948333333
5518,5.008092482166667
5523,10.697569903000002
5534,0.8704743361666667
5538,1.5445822741666668
5549,1.73760872775
5553,16.3739878285
5558,3.338390250333333
5569,1.6394488081666667
5596,2.9331636068333333
5597,0.8840560232500001
5612,10.380327918999999
5616,52.563254369999996
5618,28.613841815
5632,7.776482614666667
5636,0.8820256548333334
5638,1.835820382
5652,0.9043785469166665
5661,1.5434053564999999
5681,7.308711499999999
5684,24.059995128
5706,7.317623503
5711,10.297296134
5713,1.8857703656666667
5721,0.9428851828333333
5725,60.76464900100001
5730,2.5382337501666665
5741,9.414326661
5746,2.2980932086666668
5753,18.534883863
5754,5.8669896396666665
5761,98.73096607700005
5774,20.322246960999998
5778,3.8151789086666668
5780,9.249008145666668
5788,4.9364164565
5809,2.8228278613333333
5813,40.552548357
5815,11.008678295
5818,2.0932073249166665
5823,5.092103370833334
5828,1.9855951015833335
5854,4.29205605375
5861,11.380079460000001
5862,1.6511388331666668
5866,2.2050641370833333
5874,0.8820256548333334
5878,33.942143433
5890,8.912640810000001
5903,2.7178460368333335
5927,18.549499099000002
5930,6.193056591333334
5958,57.516772861999996
5970,21.168615716
5973,2.5767690525
5988,47.649833781
6033,1.6394212208333334
6035,5.209353552083333
6039,0.9246990101666667
6068,38.816782503999995
6100,9.178540346
6101,10.8086089095
6103,25.51527743033333
6105,1.5500606489999997
6123,10.015139705
6125,17.600968919
6126,6.922532417416667
6140,13.877765296
6147,1.7300431533333334
6158,11.997681206
6168,2.8976309762500003
6169,3.6052320775
6171,13.454765183
6179,17.625272484
6180,4.781320100333334
6191,42.03707091333333
6203,1.5026112535
6210,37.847994508999996
6213,6.763876862999999
6225,3.2763373781666667
6236,20.294469254
6249,14.301837669
6273,12.017839789
6280,5.842095399500001
6306,17.552993768166665
6332,42.92650699
6361,10.480713652
6365,22.891073452
6377,1.788604457916667
6379,3.2066204758333336
6383,7.933896603999999
6391,0.8650215766666667
6406,4.7072209445
6431,19.395719536
6435,2.2181046981666666
6438,1.87254673975
6441,15.743389406666667
6447,5.3889482985
6453,6.970456838333333
6454,3.7473944306666667
6455,22.029844584000003
6465,11.445536726
6492,9.446033644
6496,8.484687473
6497,1.9793637031666667
6499,0.7154417831666667
6520,2.3676285180833334
6532,27.755034417
6533,1.287531515
6537,69.53461265099999
6539,21.463253495
6541,2.7485445398333335
6553,7.108537977
6559,41.567027526416666
6563,7.381780771666667
6581,12.187319162000001
6582,42.67670317100001
6593,9.208840593000001
6601,7.454008892499999
6605,23.329929313999997
6610,9.87678771
6623,6.58290614375
6629,1.25861206175
6645,12.269562486
6647,22.029844584000003
6651,5.581056650750001
6657,10.944004593000003
6682,0.8820256548333334
6749,32.563496643
6757,12.005198663
6766,1.0859445641666665
6785,11.989459794
6788,1.2017397158333334
6795,12.937115209999998
6801,9.836444546
6804,15.677567302
6806,9.050412611666667
6819,2.7069369849999996
6830,0.9587320421666666
6840,18.882873007
6855,3.404203521
6858,0.917910191
6863,12.674151254000002
6879,9.267493645
6888,10.445785185
6895,0.8081549806666666
6901,2.289780723833333
6905,4.5968995433333335
6907,9.326656757999999
6912,8.58470675275
6915,2.0667612925
6926,12.584109054
6929,17.309807512
6945,5.795584432166667
6951,11.423797377
6962,11.860259366333334
6974,9.015667521000001
6978,9.697859768
6983,9.789363539666667
6986,5.915425893166666
6990,10.266996875
6993,3.6489366030000006
7001,4.471623487
7009,1.4854579481666665
7012,36.33290213683333
7020,2.57506303
7047,14.862778138
7105,9.36377493
7111,6.245948656166667
7124,2.3477469638333335
7137,1.0508973973333333
7142,15.694657851083335
7154,2.178621555166667
7173,6.297355762666666
7187,5.2209065961666665
7196,15.256761975
7199,1.658280982
7204,11.380272693
7240,51.511808388
7247,15.712126855500001
7254,2.6467390556666666
7266,0.8345975625833333
7271,15.993432162166664
7275,1.7409486723333334
7285,1.7300431533333334
7295,21.445140382416668
7299,10.307153833000001
7309,15.020278462
7316,9.584618422
7317,9.584804628
7318,6.174179583833334
7319,17.598950582
7326,4.623651643
7332,5.502015765833333
7333,5.373513887
7349,3.025097261333333
7365,11.717859861
7369,1.52139319125
7371,9.775779110666667
7378,7.269424784666667
7410,5.605042476833333
7413,9.261269375749999
7419,22.891073452
7424,1.0014866490833334
7439,1.025568976
7481,1.77138548
7482,9.949685892
7493,2.0890172531666664
7502,1.1448903619166666
7508,10.737675116
7509,6.1187123366666665
7515,14.308069760999999
7531,21.106586581000002
7532,10.202330418333332
7535,12.332229485
7544,2.220541331833333
7547,10.221288372166667
7555,39.681734633000005
7557,8.585301398
7573,133.505275836
7589,11.445536726
7598,14.454281286166665
7599,12.863913017166666
7650,1.2965959003333334
7658,5.637078094833333
7660,9.988972039
7669,2.8613841815
7673,9.666164586
7685,0.9422421145
7715,37.096207355
7723,35.713733730166666
7733,10.183047770666667
7734,11.445536726
7743,0.8217449581666667
7751,6.776648270666667
7758,2.7760786564999997
7761,12.584109054
7766,0.9088830299166666
7779,1.3948075545833334
7784,7.7440350933333315
7814,3.4819283949999997
7837,1.6743316878333332
7842,7.153532932666667
7845,4.686235434166667
7846,2.0369787649999997
7859,10.045435516
7860,95.59259462299998
7861,7.199743383333334
7872,7.251088067833332
7883,2.1463253495
7887,1.3592075406666666
7890,16.10312389
7892,9.467327052833333
7901,9.584804628
7915,20.61415242
7928,35.874728950000005
7937,9.949961796
7942,1.1564546105833333
7951,11.014922292000001
7958,11.014922292000001
7959,18.612178341
7965,0.75130562675
7967,3.3592774068333338
7972,1.76301292975
7989,3.0552666750000004
8037,1.136093349
8055,5.733166756416667
8056,13.2213431595
8080,0.9632340936666666
8081,2.3844868179166667
8099,2.2050641370833333
8124,9.015667521000001
8139,4.2611118897499995
8142,10.128381051
8146,1.3233695278333333
8158,29.123822477999997
8161,0.7154417831666667
8165,1.9163095196666666
8166,3.170179786666666
8170,18.965629317
8176,5.116601557166667
8195,1.4518862885000001
8213,11.697445652999999
8226,7.72518909
8230,1.3303656089166667
8235,4.1952352059999996
8238,22.714706612
8244,15.712572404
8252,13.318466168333334
8267,24.330681053166664
8272,2.903841476333333
8289,0.6437657575
8290,1.287531515
8300,21.168615716
8310,10.410866253
8312,1.7640513096666668
8324,1.2795918221666667
8360,16.168460397
8363,10.457993662
8378,1.7409486723333334
8416,5.605042476833333
8427,1.4442755695833334
8437,3.9002865516666665
8441,193.16928145500017
8446,77.25189089999998
8475,8.099161087333332
8477,36.923402329999995
8494,4.7695480625833335
8496,3.65223877375
8514,10.30707621
8518,21.737429814499997
8520,10.518857493
8527,15.460614315
8529,16.752411033
8533,8.268424535
8535,9.015667521000001
8539,25.7194710375
8554,22.596290053
8559,1.1923184541666667
8572,24.463098785
8596,9.621966823166668
8599,52.64430764200001
8618,6.440862857
8626,10.178291887
8630,13.017343019
8636,2.4753269175
8659,0.9781344155833334
8679,1.9075894543333334
8681,9.697859768
8684,8.965512177333332
8704,2.05732278875
8707,1.7640513096666668
8730,1.5235967638333334
8733,1.1895272571666666
8748,12.306827712
8756,10.853938466
8760,2.0152508275833334
8763,22.145342315
8786,1.1639335565
8794,1.917181499
8795,1.2120686910833331
8799,2.433261958166667
8816,4.5063603025
8822,10.035906002
8836,32.704037756
8854,10.423811906000001
8855,17.155369751000002
8863,1.5087098116666668
8869,1.2491678080833333
8890,7.210644143666667
8898,45.639323053
8906,1.9315399694166664
8907,5.247314203
8909,16.168444869
8941,2.7761088285833337
8956,2.051137952
8958,5.520875526999999
8977,10.697611309
8978,9.015667521000001
8980,4.853076734166667
8984,16.303419688166667
8995,5.653393289166667
9009,23.167648126666666
9026,20.61415242
9042,15.851133886
9046,6.515821022833334
9049,1.41432777425
9063,12.156842082999999
9074,2.8084921166666668
9080,14.00664014966667
9097,6.8447350978333334
9105,16.043307159
9131,126.26855919366668
9135,9.015667521000001
9140,20.76246602
9144,0.75130562675
9170,1.07316267475
9186,2.845159276833333
9213,1.835820382
9215,1.7111661458333334
9220,9.446033644
9222,1.1948405179166668
9232,1.287531515
9234,2.545582395583333
9244,18.031335042000002
9252,11.485210520333334
9259,17.168305089
9266,9.162251456166667
9269,9.729584184666667
9277,13.447399173
9284,13.832647219999998
9288,1.71692843225
9291,10.6632800105
9305,12.167248930333335
9311,1.1130027813333334
9318,6.2946163855
9322,15.168802007
9327,1.5026370842499999
9341,14.242336591
9353,0.7944026765833333
9373,1.1923391467500002
9398,13.563874148
9402,5.511201254
9404,1.3474027431666666
9405,9.380741889
9406,1.0526604830833333
9426,8.644802682
9435,0.9367873423333333
9437,6.283712187583334
9441,35.76872154183332
9442,9.156072656333333
9444,9.301053150166666
9447,1.5710524268333335
9470,3.148677881333333
9471,10.584307858
9485,18.111417491999998
9489,25.735738695
9501,1.5750166169166666
9504,15.030093032
9511,26.085747615833334
9512,13.855201050999998
9513,3.5281026193333336
9518,7.2642561555
9540,9.876554927
9544,1.3242677684166666
9554,7.955636744666666
9559,31.018259379499998
9565,7.054316518333334
9574,30.583185125999997
9575,0.8635622082500001
9577,0.8820256548333334
9583,1.0467476635833335
9589,14.135268782666667
9594,11.074136188
9599,22.204956433
9600,21.561536348
9603,1.25714435625
9624,15.201554352333332
9626,1.7053874551666666
9629,19.426048745
9640,4.8350698495
9644,1.8895380901666665
9651,1.7139654516666667
9663,45.043461214
9675,10.362194017333334
9687,1.973506418
9694,13.738684343000001
9699,2.1385148396666667
9712,1.6901978775833335
9735,0.7100151415
9743,42.337231432
9753,21.604207668
9759,0.7871694703333333
9770,7.650095782666667
9782,11.831382663333333
9792,14.169205626
9801,9.267493645
9818,21.724442967999998
9820,0.7154417831666667
9826,2.1324162805
9830,3.0891645483333336
9838,10.584307858
9845,15.30732468
9856,7.86985961483333
9858,3.8994831431666666
9862,8.155245244
9876,36.679682311
9907,2.502071700166667
9910,5.12179119
9911,9.015667521000001
9916,2.3307193306666667
9927,11.014922292000001
9934,3.0598801921666667
9941,8.155245244
9950,6.1929891205
9951,11.314622194
9966,10.168526363
9977,10.38025892
9986,2.5515234076666666
9991,21.513654698
9994,16.396313601833334
10003,10.584307858
10009,36.864510672
10013,11.445536726
10014,10.445785185
10017,2.502931915
10057,16.955723018333334
10070,0.75130562675
10076,11.876182219
10082,10.128381051
10097,1.8209282564166667
10100,10.445785185
10121,6.480998730666666
10136,14.169050466
10153,2.656798230833333
10191,16.094494150333333
10197,10.66538116725
10207,22.437676725
10213,1.43069209075
10214,0.84046021775
10216,10.622971575000001
10222,3.7915508980000006
10241,3.005222507
10244,9.844055258000001
10248,1.6163099613333332
10250,6.135742163833333
10253,10.697694112
10256,35.024224319000005
10260,8.343514470333334
10261,16.354922406
10277,1.6163099613333332
10279,1.6163099613333332
10307,6.774071971666666
10357,10.015170751
10363,21.907603111666667
10370,4.923071179
10375,5.858839401833333
10377,1.58044611775
10401,5.950931681
10428,11.306905374
10442,3.131101093333333
10452,38.633856291
10458,10.445692034
10462,17.535814909
10468,1.5884437274166667
10492,10.154053520000001
10504,11.306928668000001
10512,4.663503489
10531,4.08621014725
10554,8.585301398
10574,17.40523372366667
10617,1.7029709440833332
10621,1.835820382
10628,4.996671232333333
10640,2.6460769644999997
10669,6.797717807333333
10674,10.697611309
10680,1.4122312324166666
10689,6.297355762666666
10694,8.225461032999998
10705,3.8641196644999996
10707,8.992901100166666
10708,1.7357959541666668
10715,1.6013332845
10731,6.091539751333333
10747,2.000866443833333
10757,6.992323162666667
10760,23.11765966
10770,2.1196464563333333
10772,8.585611367
10775,2.9172828542500002
10808,1.7100808958333333
10815,15.42053498
10819,72.462083588
10820,22.508263797
10825,13.207394326
10826,26.615036645
10841,18.624573990000002
10844,24.604630479
10859,10.045553780999999
10874,2.1351875439166665
10883,1.28838452625
10897,12.890863762
10900,1.7640513096666668
10905,6.487068131666667
10911,7.6303578173333335
10927,16.033507038
10933,6.381297804
10951,15.241874315
10957,10.38025892
10960,10.465314766999999
10981,1.30246222075
10985,7.125901224166667
11016,1.7111661458333334
11030,0.8994445261666666
11037,9.229377124500001
11040,2.4983356161666666
11048,0.9712184054166667
11049,2.7071095861666663
11052,5.366730918
11055,10.569222614000001
11063,14.1109455255
11065,15.168802007
11072,1.788604457916667
11076,16.346320274333333
11082,71.011428439
11085,2.361508411
11095,2.162464566583333
11104,2.117443033166667
11147,14.040709717999999
11187,10.584307858
11200,3.6962015934166668
11219,1.287531515
11223,1.4308835663333335
11231,0.829140491
11259,16.533600311
11278,26.617101569
11290,2.34860228175
11321,11.587783635
11327,5.539912055666666
11335,12.306827712
11337,2.9335464813333334
11354,4.823919017
11370,23.006177987999997
11378,23.284339894000002
11415,2.3240274536666665
11442,2.641868585333333
11443,17.060007257
11461,0.92734869475
11462,8.837437491
11465,10.87629094
11497,7.933896603999999
11501,105.58022117699993
11512,15.737845963000002
11518,37.231519032
11520,8.250886505666667
11534,1.37664223225
11537,12.989785427083335
11539,21.592988034
11547,9.5574037065
11564,15.281919156
11583,21.825805999
11592,10.30707621
11610,2.955065897916667
11618,4.705177778333333
11646,2.2875155719999998
11673,18.892067288
11683,12.544792085666668
11684,23.006177988
11691,6.0043898495
11699,4.262411073166667
11712,0.917910191
11730,1.3154772210833332
11731,1.39603425275
11764,3.8151789086666668
11769,3.117285459666667
11775,3.66576302125
11781,9.267824494000001
11783,4.532210755333334
11790,11.148212505
11793,0.8450987616666666
11814,6.537931738166667
11815,3.0536029973333334
11831,5.32003329875
11840,12.504685104
11855,33.588684760999996
11862,11.014922292000001
11868,24.035679578
11880,0.8589230175
11881,7.917465165666667
11894,39.198392581
11910,81.99072940400002
11921,4.837287025
11929,5.532235888
11936,25.326158009
11942,10.584307858
11943,148.28771675833335
11953,3.720664290166667
11955,16.672247193
11972,15.45037818
11973,5.648322330666666
11977,23.752989603666666
11983,5.137749460666667
12006,2.9755002641666666
12008,4.37383726225
12018,1.3847196579999999
12023,1.0528825725833333
12036,5.947516406166667
12037,15.721668765666667
12039,3.2913578244166666
12047,6.297355762666666
12058,8.585301398
12068,3.5842336371666663
12073,11.989454617
12077,8.155245244
12080,7.369626753166667
12096,2.5815325
12110,14.851449618
12112,8.585301398
12117,9.112265511333334
12118,1.2376208014999999
12124,1.287531515
12135,5.721804897999999
12139,50.09312045891667
12140,28.394671243333335
12143,17.168305089
12152,8.155245244
12167,1.2856875061666666
12171,0.9088830299166666
12189,12.128101501
12194,18.361706873583334
12208,3.076706928
12210,14.188229223833334
12216,33.64653462
12224,6.971896044666666
12238,1.835820382
12247,1.3589230184166667
12263,11.096317291
12287,1.9312972725
12316,1.931923319
12323,13.162122575666666
12325,2.3359756498333333
12330,13.925756288000002
12346,15.45037818
12381,1.7589741064166666
12382,1.6394074243333332
12383,39.982438443999996
12389,0.9063575783333333
12397,11.547971567833333
12410,3.6012585146666667
12425,15.786658590999998
12429,9.071227644333334
12430,10.934365978999999
12438,1.471448605
12444,31.522012118000003
12447,0.9218939225833334
12456,9.825934454333334
12460,28.613841815
12467,7.72518909
12478,13.130088189999999
12481,1.3860507047500001
12489,1.8244683015
12493,25.651537174833337
12507,38.65826759633333
12508,16.281722442
12531,12.878262066
12536,11.876182219
12547,9.467637021833333
12549,1.9022859279166666
12565,6.665181252
12593,4.29205605375
12596,9.154748474
12606,12.205854506000001
12629,0.8555830729166667
12657,8.859787826333333
12674,12.878727195
12683,12.175906278
12685,16.740856611
12698,3.1019283408333336
12699,1.4667474099166666
12712,5.782997926666667
12718,11.632025199000001
12721,12.334175753
12732,11.608538472
12733,4.651340854833334
12739,1.7460038884999998
12746,18.600472149
12748,1.7219117974999998
12763,22.931699700499998
12765,23.217366447
12767,27.267100810000002
12786,3.6283403201666666
12789,1.0804920917499998
12792,7.6303578173333335
12803,3.8772948906666667
12811,21.589201331
12812,23.204341508999995
12817,12.651281794166668
12827,10.949465026
12839,43.62907473400001
12843,24.87421473
12853,12.877952097000001
12860,10.915550521333333
12863,46.8563442
12865,12.222905163
12866,4.824673168416667
12875,4.733711805666666
12884,1.2491954009166666
12903,2.0512363042499997
12920,16.516102677
12934,5.733166756416667
12936,6.890400538500002
12959,24.192022483
12994,3.4588102325
12998,20.743907952833332
13012,8.837024095
13013,5.8674118782499995
13034,0.84403175425
13060,78.225869971
13061,51.07297758199999
13065,3.5427712476666664
13067,1.5974364036666666
13069,12.190078922
13074,6.056702008666667
13080,0.9063692231666667
